,Ticker,Open,High,Low,Close,Volume,Change,ChangePercent,Type,MarketCap,SharesFloat,SharesOutstanding,SharesShort,SharesShortRatio,SharesShortPercentOfFloat,SharesInsidersPercent,SharesInstitutionsPercent,Beta,TotalAssets,NAV,Date
0,^GSPC,3369.82,3424.77,3366.84,3398.96,2508541279.0,67.11987,0.020144988,INDEX,,,,,,,,,,,,2020-09-09
1,^DJI,27711.71,28206.21,27704.54,27940.47,467063542.0,439.58008,0.015984213,INDEX,,,,,,,,,,,,2020-09-09
2,^IXIC,11064.8,11217.692,10970.446,11141.564,3199843646.0,293.87402,0.027090931,INDEX,,,,,,,,,,,,2020-09-09
3,^RUT,1505.0863,1532.9083,1505.0863,1526.4802,0.0,21.888916,0.014548081,INDEX,,,,,,,,,,,,2020-09-09
4,^RUA,1943.7316,1993.7626,1943.7316,1980.1537,0.0,39.166748,0.02017878,INDEX,,,,,,,,,,,,2020-09-09
5,^GSPTSE,16250.42,16432.74,16250.42,16383.6,227748875.0,284.08008,0.017645251,INDEX,,,,,,,,,,,,2020-09-09
6,^FTSE,5930.3,6031.25,5923.43,6012.84,0.0,82.54004,0.013918359,INDEX,,,,,,,,,,,,2020-09-09
7,^HSI,24295.42,24520.92,24213.36,24468.93,0.0,-155.41016,-0.0063112415,INDEX,,,,,,,,,,,,2020-09-09
8,^SSEC,3280.9973,3289.6147,3238.5605,3254.628,791236332.0,-61.789062,-0.018631272,INDEX,,,,,,,,,,,,2020-09-09
9,^N225,22966.89,23059.02,22878.71,23032.54,0.0,-241.5918,-0.010380272,INDEX,,,,,,,,,,,,2020-09-09
10,^STI,2488.12,2505.41,2478.11,2499.33,0.0,-5.4299316,-0.0021678451,INDEX,,,,,,,,,,,,2020-09-09
11,^MXX,36115.24,36405.38,35915.42,36157.96,138264895.0,86.53125,0.002398886,INDEX,,,,,,,,,,,,2020-09-09
12,^GDAXI,12990.52,13257.54,12973.46,13237.21,0.0,268.87988,0.020733578,INDEX,,,,,,,,,,,,2020-09-09
13,^SPEUP,1450.07,1473.03,1444.5,1470.84,0.0,23.659912,0.016348977,INDEX,,,,,,,,,,,,2020-09-09
14,^STOXX50E,3266.87,3332.99,3266.87,3324.83,0.0,57.45996,0.017585997,INDEX,,,,,,,,,,,,2020-09-09
15,^STOXX,363.24,370.2,363.24,369.65,0.0,5.899994,0.016219914,INDEX,,,,,,,,,,,,2020-09-09
16,^FVX,0.275,0.28599998,0.26700002,0.27899998,,0.0069999695,0.02573518,INDEX,,,,,,,,,,,,2020-09-09
17,^TNX,0.69,0.71,0.67399997,0.703,0.0,0.018999994,0.027777769,INDEX,,,,,,,,,,,,2020-09-09
18,^TYX,1.436,1.4649999,1.415,1.458,,0.034999967,0.024595901,INDEX,,,,,,,,,,,,2020-09-09
19,^VIX,31.68,31.78,28.12,28.81,0.0,-2.6499996,-0.08423394,INDEX,,,,,,,,,,,,2020-09-09
20,^VVIX,127.13,127.61,116.7,121.54,0.0,-2.0199966,-0.016348306,INDEX,,,,,,,,,,,,2020-09-09
21,^GVZ,22.49,22.49,21.45,21.66,0.0,-0.8299999,-0.03690529,INDEX,,,,,,,,,,,,2020-09-09
22,^OVX,55.9,55.9,48.51,49.42,0.0,-6.4800034,-0.11592135,INDEX,,,,,,,,,,,,2020-09-09
23,ES=F,3315.25,3424.0,3295.5,3395.25,1963348.0,59.75,0.017913356,FUTURE,,,,,,,,,,,,2020-09-09
24,CL=F,36.79,38.45,36.16,37.78,428422.0,-0.27000046,-0.0070959385,FUTURE,,,,,,,,,,,,2020-09-09
25,BZ=F,39.8,41.2,39.28,40.61,29656.0,-0.1800003,-0.0044128536,FUTURE,,,,,,,,,,,,2020-09-09
26,GC=F,1939.4,1959.7,1926.3,1954.9,224190.0,11.700073,0.006021034,FUTURE,,,,,,,,,,,,2020-09-09
27,SI=F,26.905,27.325,26.565,27.195,58920.0,0.20400047,0.0075580925,FUTURE,,,,,,,,,,,,2020-09-09
28,PA=F,2290.4,2326.0,2269.9,2323.9,1083.0,18.099854,0.007849706,FUTURE,,,,,,,,,,,,2020-09-09
29,HG=F,3.0175,3.0605,3.003,3.054,59165.0,0.028999805,0.009586712,FUTURE,,,,,,,,,,,,2020-09-09
30,ZW=F,544.5,549.5,541.5,543.75,48845.0,0.0,0.0,FUTURE,,,,,,,,,,,,2020-09-09
31,ZC=F,360.75,361.25,358.0,360.25,114813.0,0.0,0.0,FUTURE,,,,,,,,,,,,2020-09-09
32,ZS=F,972.0,981.75,968.5,979.25,119369.0,0.5,0.0005108557,FUTURE,,,,,,,,,,,,2020-09-09
33,CAD=X,1.32372,1.32594,1.3141,1.3144,0.0,-0.00940001,-0.007100778,CURRENCY,,,,,,,,,,,,2020-09-09
34,CNY=X,6.8435,6.8559,6.8298,6.8332,0.0,-0.010799885,-0.0015780076,CURRENCY,,,,,,,,,,,,2020-09-09
35,EUR=X,0.8491,0.8504,0.8451,0.8468,0.0,-0.0022999644,-0.0027087086,CURRENCY,,,,,,,,,,,,2020-09-09
36,JPY=X,106.171,106.19,106.171,106.174,0.0,0.22200012,0.0020952895,CURRENCY,,,,,,,,,,,,2020-09-09
37,HKD=X,7.75023,7.75023,7.75023,7.75023,0.0,-7.009506e-05,-9.0441745e-06,CURRENCY,,,,,,,,,,,,2020-09-09
38,BTC-USD,10130.602,10347.621,10018.893,10279.904,25889742848.0,149.30273,0.014737796,CRYPTOCURRENCY,190019010560.0,,,,,,,,,,,2020-09-09
39,A,96.1,98.47,95.86,97.93,865653.0,2.790001,0.029325215,EQUITY,30192799744.0,307205887.0,308310016.0,3898382.0,2.81,0.0127,0.00373,0.89387,1.068561,,,2020-09-09
40,AA,14.32,14.4,14.05,14.1,3081759.0,-0.12999916,-0.00913557,EQUITY,2621528576.0,185182453.0,185924000.0,15596730.0,2.22,0.0939,0.00377,0.7721,2.295959,,,2020-09-09
41,AAAU,19.37,19.44,19.3301,19.42,454169.0,0.17000008,0.008831173,ETF,,,,,,,,,,365200512.0,18.06,2020-09-09
42,AACG,1.11,1.12,1.07,1.09,9943.0,-0.049999952,-0.043859612,EQUITY,34594856.0,6934202.0,31738400.0,2355.0,0.04,,0.0,0.00458,1.279503,,,2020-09-09
43,AADR,54.48,55.915,55.271,55.9002,2289.0,1.5402,0.028333299,ETF,,,,,,,,,,75879224.0,55.6,2020-09-09
44,AAL,13.48,13.57,12.8,13.05,78369195.0,-0.5799999,-0.042553186,EQUITY,6572149760.0,502326203.0,508110016.0,150875011.0,2.03,0.431,0.01165,0.84803003,1.75418,,,2020-09-09
45,AAMC,21.01,22.7,21.01,21.8,27498.0,0.799999,0.0380952,EQUITY,35580216.0,543250.0,1632120.0,7127.0,0.51,0.016,0.61104,0.18121,0.862876,,,2020-09-09
46,AAME,2.1,2.0999,1.96,1.96,2470.0,-0.00999999,-0.0050761374,EQUITY,40089840.0,4895461.0,20454000.0,15337.0,1.57,0.0037,0.80135,0.053990003,0.238573,,,2020-09-09
47,AAN,55.51,55.805,53.95,55.15,452794.0,-0.13999939,-0.0025320924,EQUITY,3702804224.0,66436255.0,67140600.0,2332670.0,2.57,0.045300003,0.01327,1.04257,1.700111,,,2020-09-09
48,AAOI,10.11,10.38,9.92,10.24,594036.0,0.3000002,0.030181104,EQUITY,268984320.0,20977781.0,22774000.0,4980272.0,3.53,0.3019,0.073189996,0.6155,2.004459,,,2020-09-09
49,AAON,55.86,56.51,55.55,55.64,153854.0,0.13999939,0.0025225119,EQUITY,2907841024.0,40764107.0,52261700.0,3416134.0,16.89,0.09810001,0.21983999,0.72297996,0.678372,,,2020-09-09
50,AAP,152.62,155.68,152.62,154.35,583531.0,2.6200104,0.017267583,EQUITY,10671574016.0,64606112.0,69138800.0,1964511.0,2.49,0.033299997,0.00341,1.0409,1.350613,,,2020-09-09
51,AAPL,117.26,119.14,115.26,117.32,168404235.0,4.5,0.039886545,EQUITY,2006465249280.0,17085433464.0,17102499840.0,94635016.0,0.57,0.0055,0.00066,0.62115,1.284838,,,2020-09-09
52,AAT,25.8,26.12,25.24,25.3,217640.0,-0.37000084,-0.014413745,EQUITY,1519869568.0,52548458.0,60073900.0,577163.0,2.07,0.0171,0.01302,0.98831004,0.892976,,,2020-09-09
53,AAU,0.67,0.7,0.660201,0.6882,331528.0,0.00819999,0.0120588085,EQUITY,85563904.0,111793402.0,120356000.0,871308.0,0.89,0.0076,0.049450003,0.16375,1.640261,,,2020-09-09
54,AAWW,53.95,56.33,53.95,55.58,489369.0,1.800003,0.033469748,EQUITY,1452638976.0,24144993.0,26136000.0,2597355.0,5.1,0.1375,0.0232,1.02093,1.701226,,,2020-09-09
55,AAXJ,76.6,77.1,76.43,76.98,936362.0,0.98000336,0.012894782,ETF,,,,,,,,,,3744101632.0,74.81,2020-09-09
