,Ticker,Open,High,Low,Close,Volume,Change,ChangePercent,Type,MarketCap,SharesFloat,SharesOutstanding,SharesShort,SharesShortRatio,SharesShortPercentOfFloat,SharesInsidersPercent,SharesInstitutionsPercent,Beta,TotalAssets,NAV,Date
0,^GSPC,3295.75,3320.31,3270.95,3315.57,2364817767.0,34.51001,0.0105179455,INDEX,,,,,,,,,,,,2020-09-22
1,^DJI,27170.34,27333.09,26989.93,27288.18,423328653.0,140.48047,0.005174673,INDEX,,,,,,,,,,,,2020-09-22
2,^IXIC,10873.3,10979.647,10737.517,10963.637,3200529407.0,184.83887,0.017148376,INDEX,,,,,,,,,,,,2020-09-22
3,^RUT,1486.0519,1497.8123,1474.4878,1496.9609,0.0,11.708496,0.007883169,INDEX,,,,,,,,,,,,2020-09-22
4,^RUA,1924.0852,1943.8063,1915.2378,1941.2141,0.0,18.92627,0.0098457,INDEX,,,,,,,,,,,,2020-09-22
5,^GSPTSE,16048.88,16180.15,16000.5,16142.89,194993551.0,161.12012,0.010081494,INDEX,,,,,,,,,,,,2020-09-22
6,^FTSE,6007.05,5871.28,5794.54,5829.46,0.0,25.169922,0.0043364344,INDEX,,,,,,,,,,,,2020-09-22
7,^HSI,23839.67,23908.51,23675.62,23716.85,0.0,-233.83984,-0.009763387,INDEX,,,,,,,,,,,,2020-09-22
8,^SSEC,3290.6655,3320.2278,3265.7024,3274.3015,4221637316.0,-42.633545,-0.012853295,INDEX,,,,,,,,,,,,2020-09-22
9,^N225,23321.19,23398.46,23290.19,23360.3,0.0,40.90039,0.0017539212,INDEX,,,,,,,,,,,,2020-09-22
10,^STI,2479.17,2481.77,2455.33,2463.29,0.0,-22.419922,-0.009019525,INDEX,,,,,,,,,,,,2020-09-22
11,^MXX,35537.43,35918.02,35428.86,35853.58,126610154.0,335.8086,0.009454665,INDEX,,,,,,,,,,,,2020-09-22
12,^GDAXI,12629.71,12698.12,12592.97,12594.39,0.0,51.94922,0.004141875,INDEX,,,,,,,,,,,,2020-09-22
13,^SPEUP,1417.2,1430.97,1417.2,1420.97,0.0,2.9299316,0.002066184,INDEX,,,,,,,,,,,,2020-09-22
14,^STOXX50E,3165.72,3195.18,3164.13,3164.13,0.0,3.1799316,0.0010060051,INDEX,,,,,,,,,,,,2020-09-22
15,^STOXX,357.24,359.94,357.24,357.55,0.0,0.72998047,0.0020457946,INDEX,,,,,,,,,,,,2020-09-22
16,^FVX,0.269,0.272,0.258,0.26,,-0.008000016,-0.029850805,INDEX,,,,,,,,,,,,2020-09-22
17,^TNX,0.669,0.679,0.661,0.664,0.0,-0.007000029,-0.010432234,INDEX,,,,,,,,,,,,2020-09-22
18,^TYX,1.413,1.436,1.406,1.414,,-0.013000011,-0.009110029,INDEX,,,,,,,,,,,,2020-09-22
19,^VIX,28.61,28.78,26.48,26.86,0.0,-0.9200001,-0.033117354,INDEX,,,,,,,,,,,,2020-09-22
20,^VVIX,108.35,108.96,103.12,104.69,0.0,-4.0499954,-0.037244763,INDEX,,,,,,,,,,,,2020-09-22
21,^GVZ,21.4,22.06,20.43,21.63,0.0,0.02999878,0.0013888323,INDEX,,,,,,,,,,,,2020-09-22
22,^OVX,38.75,42.63,38.67,41.28,0.0,-1.6100006,-0.037537903,INDEX,,,,,,,,,,,,2020-09-22
23,ES=F,3303.75,3304.0,3296.25,3297.75,3978.0,-1.5,-0.00045464878,FUTURE,,,,,,,,,,,,2020-09-22
24,CL=F,39.63,40.02,39.0,39.55,15651.0,-0.049999237,-0.0012626069,FUTURE,,,,,,,,,,,,2020-09-22
25,BZ=F,41.74,41.74,41.62,41.65,10.0,-0.069999695,-0.001677845,FUTURE,,,,,,,,,,,,2020-09-22
