Currency,Issuer,Coupon,Yield,Moody's Rating,Maturity Date,Bid,Ask
USD,000000,6.5000%,2.93%,,3/15/2029,120.00,132.00
USD,000000,8.7500%,3.52%,Baa2,11/15/2031,-,-
USD,000000,6.5000%,-,Aa2,10/1/2034,130.00,-
USD,3M Co.,6.3750%,1.58%,A1,2/15/2028,-,-
USD,3M Co.,5.7000%,-,A1,3/15/2037,120.00,-
USD,3M Co.,2.0000%,0.19%,A1,6/26/2022,101.03,102.17
USD,3M Co.,3.0000%,0.93%,A1,8/7/2025,101.41,101.98
USD,3M Co.,2.2500%,1.11%,A1,9/19/2026,99.94,100.38
USD,3M Co.,3.1250%,2.62%,A1,9/19/2046,85.67,87.24
USD,3M Co.,2.2500%,0.45%,A1,3/15/2023,102.36,103.49
USD,3M Co.,2.8750%,1.29%,A1,10/15/2027,108.50,109.65
USD,3M Co.,3.6250%,2.68%,A1,10/15/2047,115.62,117.21
USD,3M Co.,3.2500%,0.62%,A1,2/14/2024,106.06,107.33
USD,3M Co.,3.6250%,1.49%,A1,9/14/2028,113.40,114.85
USD,3M Co.,4.0000%,2.71%,A1,9/14/2048,122.15,124.01
USD,3M Co.,0.4541%,0.40%,A1,2/14/2024,99.25,101.04
USD,3M Co.,3.3750%,1.58%,A1,3/1/2029,111.72,112.99
USD,3M Co.,2.6500%,0.87%,A1,4/15/2025,105.78,107.00
USD,3M Co.,3.0500%,1.67%,A1,4/15/2030,109.90,111.37
USD,3M Co.,3.7000%,2.71%,A1,4/15/2050,117.18,119.52
USD,7-Eleven Inc.,0.6250%,0.59%,,2/10/2023,99.53,100.73
USD,7-Eleven Inc.,0.8000%,0.81%,,2/10/2024,99.30,100.49
USD,7-Eleven Inc.,0.9500%,1.24%,,2/10/2026,97.98,99.23
USD,7-Eleven Inc.,1.3000%,1.70%,,2/10/2028,96.29,97.93
USD,7-Eleven Inc.,1.8000%,2.09%,,2/10/2031,96.04,97.62
USD,7-Eleven Inc.,2.5000%,2.80%,,2/10/2041,93.47,95.36
USD,7-Eleven Inc.,2.8000%,2.98%,,2/10/2051,93.49,95.54
USD,7-Eleven Inc.,0.6120%,0.59%,,8/10/2022,99.52,100.64
USD,ABB Finance USA Inc.,2.8750%,0.66%,A3,5/8/2022,101.65,102.26
USD,ABB Finance USA Inc.,4.3750%,2.38%,A3,5/8/2042,130.61,132.19
USD,ABB Finance USA Inc.,3.8000%,1.42%,A3,4/3/2028,114.79,115.93
USD,ACI Worldwide Inc.,5.7500%,5.00%,,8/15/2026,-,-
USD,AECOM,5.1250%,3.06%,Ba3,3/15/2027,-,-
USD,AEP Texas Inc.,2.1000%,2.18%,Baa2,7/1/2030,98.26,100.41
USD,AEP Texas Inc.,3.4500%,3.07%,Baa2,5/15/2051,104.87,106.33
USD,AEP Texas Inc.,3.9500%,3.97%,,6/1/2028,-,-
USD,AEP Transmission Company LLC,3.7500%,2.78%,,12/1/2047,115.59,117.39
USD,AEP Transmission Company LLC,4.2500%,2.95%,A2,9/15/2048,-,-
USD,AEP Transmission Company LLC,3.6500%,2.83%,A2,4/1/2050,113.70,116.27
USD,AFLAC Inc.,6.9000%,-,A3,12/17/2039,-,116.94
USD,AFLAC Inc.,6.4500%,-,A3,8/15/2040,-,110.88
USD,AFLAC Inc.,3.6250%,0.69%,A3,11/15/2024,108.93,110.13
USD,AFLAC Inc.,3.2500%,0.81%,A3,3/17/2025,-,-
USD,AFLAC Inc.,2.8750%,1.21%,A3,10/15/2026,100.34,101.20
USD,AFLAC Inc.,4.0000%,2.91%,A3,10/15/2046,112.42,116.59
USD,AFLAC Inc.,4.7500%,-,A3,1/15/2049,108.56,110.47
USD,AFLAC Inc.,3.6000%,1.82%,A3,4/1/2030,113.10,114.33
USD,AFLAC Inc.,1.1250%,1.01%,,3/15/2026,99.85,101.24
USD,AIG Global Funding,1.9000%,0.34%,,10/6/2021,100.80,100.84
USD,AIG Global Funding,2.7000%,0.16%,,12/15/2021,-,-
USD,AIG Global Funding,2.3000%,-,,1/1/2022,-,-
USD,AIG Global Funding,0.4500%,0.51%,,12/8/2023,-,-
USD,AIG Global Funding,0.6500%,0.30%,,6/17/2024,-,-
USD,AIG Life Holdings Inc.,8.5000%,-,Baa3,7/1/2030,132.66,-
USD,ALLTEL Corp.,7.8750%,3.73%,,7/1/2032,145.22,149.00
USD,AMC Entertainment Holdings Inc.,5.8750%,20.75%,Ca,11/15/2026,67.00,75.00
USD,AMC Entertainment Holdings Inc.,6.1250%,18.53%,Ca,5/15/2027,-,78.86
USD,AMC Entertainment Holdings Inc.,10.5000%,9.97%,,4/15/2025,-,-
USD,AMC Entertainment Inc.,5.7500%,20.43%,Ca,6/15/2025,69.00,84.00
USD,AMC Networks Inc.,5.0000%,4.95%,Ba3,4/1/2024,100.11,102.21
USD,AMC Networks Inc.,4.2500%,4.39%,Ba3,2/15/2029,98.38,100.15
USD,ANR Pipeline Co.,9.6250%,-,A3,11/1/2021,126.0,-
USD,AON Corp.,3.7500%,1.85%,Baa2,5/2/2029,112.52,113.94
USD,AON Corp.,2.2000%,0.41%,Baa2,11/15/2022,101.79,102.89
USD,AT & T Inc.,6.8000%,-,Baa2,5/15/2036,136.4,-
USD,AT & T Inc.,6.5000%,3.37%,Baa2,9/1/2037,136.8,139.71
USD,AT & T Inc.,6.3000%,3.19%,Baa2,1/15/2038,113.33,116.59
USD,AT & T Inc.,6.4000%,3.33%,Baa2,5/15/2038,118.79,-
USD,AT & T Inc.,6.5500%,3.20%,Baa2,2/15/2039,142.1,144.16
USD,AT & T Inc.,5.5500%,3.25%,Baa2,8/15/2041,131.35,134.36
USD,AT & T Inc.,4.3000%,3.29%,Baa2,12/15/2042,112.82,114.55
USD,AT & T Inc.,4.3500%,3.37%,Baa2,6/15/2045,113.35,115.21
USD,AT & T Inc.,2.6250%,0.74%,Baa2,12/1/2022,101.89,103.00
USD,AT & T Inc.,3.9000%,0.94%,Baa2,3/11/2024,107.01,108.16
USD,AT & T Inc.,4.8000%,3.36%,Baa2,6/15/2044,120.19,122.04
USD,AT & T Inc.,3.0000%,0.76%,Baa2,6/30/2022,101.44,102.52
USD,AT & T Inc.,3.4000%,0.97%,Baa2,5/15/2025,108.15,109.40
USD,AT & T Inc.,4.5000%,2.80%,Baa2,5/15/2035,117.58,118.94
USD,AT & T Inc.,4.7500%,3.40%,Baa2,5/15/2046,120.37,122.00
USD,AT & T Inc.,4.1250%,1.28%,Baa2,2/17/2026,111.63,113.01
USD,AT & T Inc.,5.6500%,3.44%,Baa2,2/15/2047,134.67,136.40
USD,AT & T Inc.,4.4500%,0.99%,Baa2,4/1/2024,108.37,109.56
USD,AT & T Inc.,3.9500%,0.90%,Baa2,1/15/2025,109.71,110.90
USD,AT & T Inc.,6.3500%,-,Baa2,3/15/2040,-,111.68
USD,AT & T Inc.,6.0000%,3.25%,Baa2,8/15/2040,136.39,138.48
USD,AT & T Inc.,6.3750%,3.24%,Baa2,3/1/2041,117.91,119.51
USD,AT & T Inc.,5.1500%,3.29%,Baa2,3/15/2042,124.57,126.41
USD,AT & T Inc.,4.5000%,3.36%,Baa2,3/9/2048,117.38,118.81
USD,AT & T Inc.,4.5500%,3.44%,Baa2,3/9/2049,117.72,119.65
USD,AT & T Inc.,3.8000%,0.86%,Baa2,3/1/2024,106.86,108.15
USD,AT & T Inc.,4.2500%,1.57%,Baa2,3/1/2027,113.36,114.64
USD,AT & T Inc.,5.2500%,3.04%,Baa2,3/1/2037,125.14,126.80
USD,AT & T Inc.,5.4500%,3.43%,Baa2,3/1/2047,131.99,133.93
USD,AT & T Inc.,5.7000%,3.58%,Baa2,3/1/2057,137.19,140.85
USD,AT & T Inc.,5.3000%,3.81%,Baa2,8/15/2058,-,-
USD,AT & T Inc.,5.1500%,3.54%,Baa2,2/15/2050,126.43,130.54
USD,AT & T Inc.,4.9000%,3.00%,Baa2,8/15/2037,122.25,124.45
USD,AT & T Inc.,1.2990%,0.38%,Baa2,6/12/2024,101.84,103.34
USD,AT & T Inc.,4.1000%,1.74%,Baa2,2/15/2028,113.54,114.86
USD,AT & T Inc.,4.3000%,2.15%,Baa2,2/15/2030,115.38,116.62
USD,AT & T Inc.,5.1500%,3.33%,Baa2,11/15/2046,128.45,129.27
USD,AT & T Inc.,4.3500%,1.99%,Baa2,3/1/2029,115.13,116.37
USD,AT & T Inc.,4.8500%,3.13%,Baa2,3/1/2039,120.87,122.54
USD,AT & T Inc.,4.0500%,0.69%,Baa2,12/15/2023,107.29,118.42
USD,AT & T Inc.,3.5500%,1.03%,Baa2,6/1/2024,-,-
USD,AT & T Inc.,3.6000%,1.07%,Baa2,7/15/2025,109.58,109.97
USD,AT & T Inc.,3.8750%,1.24%,Baa2,1/15/2026,110.65,111.90
USD,AT & T Inc.,2.9500%,1.42%,Baa2,7/15/2026,-,-
USD,AT & T Inc.,3.8000%,1.56%,Baa2,2/15/2027,111.09,112.39
USD,AT & T Inc.,6.2500%,3.26%,Baa2,3/29/2041,138.17,142.89
USD,AT & T Inc.,5.3750%,3.61%,Baa2,10/15/2041,-,-
USD,AT & T Inc.,2.3000%,1.48%,Baa2,6/1/2027,103.67,104.97
USD,AT & T Inc.,2.7500%,2.16%,Baa2,6/1/2031,103.82,105.70
USD,AT & T Inc.,3.5000%,3.12%,Baa2,6/1/2041,103.71,105.27
USD,AT & T Inc.,3.6500%,3.32%,Baa2,6/1/2051,103.73,105.47
USD,AT & T Inc.,3.8500%,3.51%,Baa2,6/1/2060,104.80,106.46
USD,AT & T Inc.,3.1000%,3.10%,Baa2,2/1/2043,97.91,99.30
USD,AT & T Inc.,3.3000%,3.31%,Baa2,2/1/2052,97.51,99.05
USD,AT & T Inc.,3.5000%,3.51%,Baa2,2/1/2061,97.78,99.02
USD,AT & T Inc.,1.6500%,1.64%,Baa2,2/1/2028,99.09,100.43
USD,AT & T Inc.,2.2500%,2.27%,Baa2,2/1/2032,98.43,99.78
USD,AT & T Inc.,3.5000%,3.33%,Baa2,9/15/2053,103.18,104.58
USD,AT & T Inc.,3.5500%,3.40%,Baa2,9/15/2055,103.13,104.58
USD,AT & T Inc.,3.6500%,3.47%,Baa2,9/15/2059,-,105.26
USD,AT & T Inc.,2.5500%,2.51%,Baa2,12/1/2033,99.11,100.7
USD,AT & T Inc.,3.8000%,3.50%,,12/1/2057,104.10,105.94
USD,AT & T Inc.,0.6664%,0.57%,Baa2,3/25/2024,99.48,101.05
USD,AT & T Inc.,0.9000%,0.82%,Baa2,3/25/2024,99.65,100.79
USD,AT & T Inc.,1.7000%,1.37%,Baa2,3/25/2026,100.93,101.94
USD,AT & T Inc.,5.3500%,3.17%,Baa2,9/1/2040,128.51,130.03
USD,AT & T Inc.,6.4500%,3.07%,Baa2,6/15/2034,-,135.0
USD,AT & T Inc.,6.1500%,-,Baa2,9/15/2034,131.00,134.0
USD,AT & T Inc.,4.1000%,-,,2/15/2028,94.55,95.06
USD,AT & T Inc.,4.3000%,-,,2/15/2030,93.23,93.98
USD,AT & T Inc.,5.1500%,5.69%,,2/15/2050,91.06,91.77
USD,AT & T Inc.,3.5000%,3.34%,,9/15/2053,100.30,102.41
USD,AT & T Inc.,3.5500%,3.40%,,9/15/2055,100.36,102.42
USD,AT & T Inc.,3.6500%,3.49%,,9/15/2059,100.59,102.9
USD,AT & T Inc.,2.5500%,-,,12/1/2033,99.57,100.59
USD,AT & T Inc.,3.8000%,-,,12/1/2057,104.72,105.82
USD,AT & T Inc.,4.2500%,3.76%,Baa2,3/1/2050,107.83,112.66
USD,AT & T Inc.,4.0000%,3.50%,Baa2,6/1/2049,-,-
USD,AT & T Inc.,3.7500%,5.39%,Baa2,9/1/2050,-,-
USD,AT&T Mobility LLC,7.1250%,-,WR,12/15/2031,118.00,-
USD,ATP Tower Holdings LLC/Andean Tower Partners Colombia SAS/Andean Telecom Partner,4.0500%,3.52%,,4/27/2026,-,-
USD,AXA Financial Inc.,7.0000%,2.42%,Baa2,4/1/2028,-,-
USD,AXIS Specialty Finance LLC,4.9000%,-,,1/15/2040,105.91,106.91
USD,AbbVie Inc.,2.9000%,0.41%,Baa2,11/6/2022,102.53,103.64
USD,AbbVie Inc.,4.4000%,2.90%,Baa2,11/6/2042,-,101.28
USD,AbbVie Inc.,3.2000%,0.78%,Baa2,11/6/2022,102.49,103.53
USD,AbbVie Inc.,3.6000%,1.17%,Baa2,5/14/2025,108.53,109.31
USD,AbbVie Inc.,4.5000%,2.55%,Baa2,5/14/2035,120.68,121.75
USD,AbbVie Inc.,4.7000%,3.12%,Baa2,5/15/2045,123.85,125.65
USD,AbbVie Inc.,4.3000%,2.61%,Baa2,5/14/2036,118.72,120.02
USD,AbbVie Inc.,4.4500%,3.09%,Baa2,5/14/2046,120.81,122.48
USD,AbbVie Inc.,2.8500%,0.69%,Baa2,5/14/2023,103.52,104.17
USD,AbbVie Inc.,3.2000%,1.32%,Baa2,5/14/2026,107.80,109.04
USD,AbbVie Inc.,3.7500%,0.69%,Baa2,11/14/2023,106.60,107.32
USD,AbbVie Inc.,4.8750%,3.12%,Baa2,11/14/2048,129.04,130.47
USD,AbbVie Inc.,3.3750%,0.41%,Baa2,11/14/2021,100.55,101.10
USD,AbbVie Inc.,4.2500%,1.81%,Baa2,11/14/2028,115.63,116.57
USD,AbbVie Inc.,2.1500%,-,,11/19/2021,101.96,102.14
USD,AbbVie Inc.,2.1500%,-,Baa2,11/19/2021,-,101.75
USD,AbbVie Inc.,2.3000%,-,,11/21/2022,103.70,104.08
USD,AbbVie Inc.,2.3000%,-,Baa2,11/21/2022,102.34,102.48
USD,AbbVie Inc.,2.6000%,-,,11/21/2024,-,107.24
USD,AbbVie Inc.,2.9500%,-,,11/21/2026,109.66,110.61
USD,AbbVie Inc.,2.9500%,1.36%,Baa2,11/21/2026,107.58,108.24
USD,AbbVie Inc.,3.2000%,-,,11/21/2029,112.76,-
USD,AbbVie Inc.,3.2000%,1.90%,Baa2,11/21/2029,109.19,110.00
USD,AbbVie Inc.,2.6000%,0.86%,Baa2,11/21/2024,104.90,106.13
USD,AbbVie Inc.,4.0500%,2.74%,Baa2,11/21/2039,-,-
USD,AbbVie Inc.,4.2500%,3.07%,Baa2,11/21/2049,118.64,120.64
USD,AbbVie Inc.,3.2500%,-,Baa2,10/1/2022,102.52,102.63
USD,AbbVie Inc.,3.8000%,1.15%,,3/15/2025,108.54,109.70
USD,AbbVie Inc.,2.1500%,5.75%,,11/19/2021,137.83,103.02
USD,AbbVie Inc.,0.6096%,0.00%,,11/19/2021,97.21,103.22
USD,AbbVie Inc.,2.3000%,-,,11/21/2022,100.54,106.74
USD,AbbVie Inc.,0.7993%,0.76%,,11/21/2022,97.83,104.04
USD,AbbVie Inc.,2.6000%,0.53%,,11/21/2024,106.40,107.35
USD,AbbVie Inc.,4.0500%,2.85%,,11/21/2039,117.39,119.40
USD,AbbVie Inc.,4.2500%,4.89%,,11/21/2049,90.31,124.95
USD,AbbVie Inc.,2.9500%,0.96%,,11/21/2026,110.24,111.07
USD,AbbVie Inc.,3.2000%,1.64%,,11/21/2029,111.98,113.11
USD,Abbott Laboratories,6.1500%,2.52%,A2,11/30/2037,-,127.10
USD,Abbott Laboratories,6.0000%,2.41%,A2,4/1/2039,147.52,149.79
USD,Abbott Laboratories,5.3000%,2.56%,A2,5/27/2040,-,-
USD,Abbott Laboratories,2.5500%,0.21%,A2,3/15/2022,101.11,101.70
USD,Abbott Laboratories,2.9500%,0.83%,A2,3/15/2025,106.69,107.96
USD,Abbott Laboratories,3.8750%,1.11%,A2,9/15/2025,-,-
USD,Abbott Laboratories,4.7500%,2.58%,A2,4/15/2043,-,-
USD,Abbott Laboratories,1.1500%,1.30%,A2,1/30/2028,98.00,99.32
USD,Abbott Laboratories,1.4000%,1.60%,A2,6/30/2030,96.68,98.77
USD,Activision Blizzard Inc.,3.4000%,1.31%,Baa1,9/15/2026,-,-
USD,Activision Blizzard Inc.,3.4000%,1.46%,Baa1,6/15/2027,110.63,111.22
USD,Activision Blizzard Inc.,4.5000%,3.07%,Baa1,6/15/2047,99.72,101.21
USD,Activision Blizzard Inc.,1.3500%,1.97%,Baa1,9/15/2030,93.72,95.21
USD,Activision Blizzard Inc.,2.5000%,2.96%,Baa1,9/15/2050,88.83,90.39
USD,Adobe Inc.,3.2500%,0.86%,A2,2/1/2025,107.45,108.66
USD,Adobe Inc.,1.7000%,0.25%,A2,2/1/2023,101.61,102.77
USD,Adobe Inc.,1.9000%,0.69%,A2,2/1/2025,103.34,104.63
