Currency,Issuer,Coupon,Yield,Moody's Rating,Maturity Date,Bid,Ask
USD,000000,6.5000%,3.15%,,3/15/2029,120.00,132.00
USD,000000,8.7500%,3.75%,Baa2,11/15/2031,-,-
USD,000000,3.2000%,1.09%,A2,4/1/2024,103.83,105.67
USD,3M Co.,6.3750%,2.08%,A1,2/15/2028,-,-
USD,3M Co.,5.7000%,-,A1,3/15/2037,120.00,-
USD,3M Co.,2.0000%,0.32%,A1,6/26/2022,100.29,101.45
USD,3M Co.,3.0000%,1.33%,A1,8/7/2025,105.41,107.41
USD,3M Co.,2.2500%,1.59%,A1,9/19/2026,-,-
USD,3M Co.,3.1250%,2.82%,A1,9/19/2046,-,-
USD,3M Co.,2.2500%,0.80%,A1,3/15/2023,101.25,102.44
USD,3M Co.,2.8750%,1.68%,A1,10/15/2027,106.12,107.32
USD,3M Co.,3.6250%,2.83%,A1,10/15/2047,114.60,116.45
USD,3M Co.,3.2500%,1.05%,A1,2/14/2024,104.21,105.40
USD,3M Co.,3.6250%,1.81%,A1,9/14/2028,111.11,112.54
USD,3M Co.,4.0000%,2.90%,A1,9/14/2048,120.66,122.21
USD,3M Co.,0.4560%,0.35%,A1,2/14/2024,99.93,-
USD,3M Co.,3.3750%,2.04%,A1,3/1/2029,108.54,110.21
USD,3M Co.,2.6500%,1.26%,A1,4/15/2025,104.12,105.53
USD,3M Co.,3.0500%,2.07%,A1,4/15/2030,107.38,108.67
USD,3M Co.,3.7000%,2.80%,A1,4/15/2050,117.32,119.85
USD,7-Eleven Inc.,0.6250%,0.84%,,2/10/2023,99.09,100.17
USD,7-Eleven Inc.,0.8000%,1.43%,,2/10/2024,98.42,100.42
USD,7-Eleven Inc.,0.9500%,1.80%,,2/10/2026,96.13,97.44
USD,7-Eleven Inc.,1.3000%,2.14%,,2/10/2028,94.84,96.28
USD,7-Eleven Inc.,1.8000%,2.36%,,2/10/2031,94.89,96.30
USD,7-Eleven Inc.,2.5000%,3.03%,,2/10/2041,91.96,93.76
USD,7-Eleven Inc.,2.8000%,3.14%,,2/10/2051,93.26,94.99
USD,ABB Finance USA Inc.,2.8750%,1.37%,A3,5/8/2022,100.85,101.04
USD,ABB Finance USA Inc.,4.3750%,2.77%,A3,5/8/2042,125.31,126.58
USD,ABB Finance USA Inc.,3.8000%,1.73%,A3,4/3/2028,112.29,112.91
USD,ACI Worldwide Inc.,5.7500%,4.86%,,8/15/2026,-,-
USD,AECOM,5.1250%,3.51%,Ba3,3/15/2027,-,-
USD,AEP Texas Inc.,2.1000%,2.60%,Baa2,7/1/2030,95.82,98.10
USD,AEP Texas Inc.,3.4500%,3.33%,Baa2,5/15/2051,101.97,103.58
USD,AEP Transmission Company LLC,3.7500%,3.06%,,12/1/2047,112.53,114.91
USD,AEP Transmission Company LLC,4.2500%,3.10%,A2,9/15/2048,-,-
USD,AEP Transmission Company LLC,3.6500%,3.08%,A2,4/1/2050,110.87,113.29
USD,AFLAC Inc.,3.6250%,1.24%,A3,11/15/2024,106.32,107.66
USD,AFLAC Inc.,3.2500%,1.34%,A3,3/17/2025,103.60,109.01
USD,AFLAC Inc.,2.8750%,1.63%,A3,10/15/2026,-,-
USD,AFLAC Inc.,4.0000%,2.99%,A3,10/15/2046,112.42,116.59
USD,AFLAC Inc.,3.6000%,2.13%,A3,4/1/2030,110.68,112.04
USD,AFLAC Inc.,1.1250%,1.46%,A3,3/15/2026,97.73,99.49
USD,AIG Global Funding,2.7000%,-,,12/15/2021,-,-
USD,AIG Global Funding,2.3000%,-,,1/1/2022,-,-
USD,AIG Global Funding,0.4500%,0.95%,,12/8/2023,-,-
USD,AIG Global Funding,0.6500%,1.49%,,6/17/2024,-,-
USD,ALLTEL Corp.,7.8750%,3.78%,,7/1/2032,-,-
USD,AMC Entertainment Holdings Inc.,5.8750%,16.20%,Ca,11/15/2026,67.00,75.00
USD,AMC Entertainment Holdings Inc.,6.1250%,14.83%,Ca,5/15/2027,-,78.86
USD,AMC Entertainment Holdings Inc.,10.5000%,9.26%,,4/15/2025,-,-
USD,AMC Entertainment Inc.,5.7500%,16.41%,Ca,6/15/2025,76.75,-
USD,AMC Networks Inc.,5.0000%,6.02%,Ba3,4/1/2024,100.68,101.58
USD,AMC Networks Inc.,4.2500%,4.40%,Ba3,2/15/2029,98.45,99.58
USD,AON Corp.,4.5000%,2.36%,Baa2,12/15/2028,-,-
USD,AON Corp.,3.7500%,2.30%,Baa2,5/2/2029,109.06,110.46
USD,AON Corp.,2.2000%,0.78%,Baa2,11/15/2022,100.78,101.99
USD,AON Corp./Aon Global Holdings PLC,2.0500%,2.39%,Baa2,8/23/2031,96.28,98.10
USD,AON Corp./Aon Global Holdings PLC,2.9000%,3.10%,Baa2,8/23/2051,96.00,98.26
USD,AON Corp./Aon Global Holdings PLC,2.6000%,2.54%,,12/2/2031,-,-
USD,AT & T Inc.,6.8000%,-,Baa2,5/15/2036,136.40,-
USD,AT & T Inc.,6.5000%,3.55%,Baa2,9/1/2037,134.62,137.36
USD,AT & T Inc.,6.3000%,3.47%,Baa2,1/15/2038,-,-
USD,AT & T Inc.,6.4000%,3.57%,Baa2,5/15/2038,-,-
USD,AT & T Inc.,6.5500%,3.55%,Baa2,2/15/2039,138.35,140.37
USD,AT & T Inc.,5.5500%,3.41%,Baa2,8/15/2041,130.02,131.40
USD,AT & T Inc.,4.3000%,3.46%,Baa2,12/15/2042,111.49,113.29
USD,AT & T Inc.,4.3500%,3.54%,Baa2,6/15/2045,112.53,114.44
USD,AT & T Inc.,2.6250%,1.16%,Baa2,12/1/2022,100.82,101.88
USD,AT & T Inc.,3.9000%,1.51%,Baa2,3/11/2024,104.66,105.81
USD,AT & T Inc.,4.8000%,3.56%,Baa2,6/15/2044,118.56,120.35
USD,AT & T Inc.,3.0000%,1.32%,Baa2,6/30/2022,100.36,101.41
USD,AT & T Inc.,3.4000%,1.57%,Baa2,5/15/2025,105.52,106.64
USD,AT & T Inc.,4.5000%,3.04%,Baa2,5/15/2035,115.36,116.75
USD,AT & T Inc.,4.7500%,3.54%,Baa2,5/15/2046,119.26,121.04
USD,AT & T Inc.,4.1250%,1.82%,Baa2,2/17/2026,108.60,109.87
USD,AT & T Inc.,5.6500%,3.68%,Baa2,2/15/2047,131.41,132.80
USD,AT & T Inc.,4.4500%,1.48%,Baa2,4/1/2024,106.06,107.25
USD,AT & T Inc.,3.9500%,1.64%,Baa2,1/15/2025,106.50,107.86
USD,AT & T Inc.,6.0000%,3.43%,Baa2,8/15/2040,134.67,136.30
USD,AT & T Inc.,6.3750%,3.48%,Baa2,3/1/2041,140.21,142.21
USD,AT & T Inc.,5.1500%,3.51%,Baa2,3/15/2042,123.28,125.11
USD,AT & T Inc.,4.5000%,3.54%,Baa2,3/9/2048,116.21,117.85
USD,AT & T Inc.,4.5500%,3.57%,Baa2,3/9/2049,115.95,118.84
USD,AT & T Inc.,3.8000%,1.39%,Baa2,3/1/2024,104.70,105.86
USD,AT & T Inc.,4.2500%,2.01%,Baa2,3/1/2027,110.36,111.57
USD,AT & T Inc.,5.2500%,3.25%,Baa2,3/1/2037,123.09,124.67
USD,AT & T Inc.,5.4500%,3.63%,Baa2,3/1/2047,130.04,132.32
USD,AT & T Inc.,5.7000%,3.69%,Baa2,3/1/2057,137.93,142.21
USD,AT & T Inc.,5.3000%,3.85%,Baa2,8/15/2058,-,-
USD,AT & T Inc.,5.1500%,3.63%,Baa2,2/15/2050,126.83,130.03
USD,AT & T Inc.,4.9000%,3.24%,Baa2,8/15/2037,119.60,121.62
USD,AT & T Inc.,1.2941%,0.56%,Baa2,6/12/2024,101.12,102.27
USD,AT & T Inc.,4.1000%,2.12%,Baa2,2/15/2028,110.85,112.16
USD,AT & T Inc.,4.3000%,2.53%,Baa2,2/15/2030,112.42,113.74
USD,AT & T Inc.,5.1500%,3.53%,Baa2,11/15/2046,126.57,128.73
USD,AT & T Inc.,4.3500%,2.40%,Baa2,3/1/2029,112.24,113.54
USD,AT & T Inc.,4.8500%,3.38%,Baa2,3/1/2039,118.36,119.80
USD,AT & T Inc.,4.0500%,1.21%,Baa2,12/15/2023,105.11,107.07
USD,AT & T Inc.,3.5500%,1.50%,Baa2,6/1/2024,-,-
USD,AT & T Inc.,3.6000%,1.67%,Baa2,7/15/2025,106.28,107.58
USD,AT & T Inc.,3.8750%,1.84%,Baa2,1/15/2026,107.51,108.79
USD,AT & T Inc.,2.9500%,1.96%,Baa2,7/15/2026,103.77,106.24
USD,AT & T Inc.,3.8000%,2.06%,Baa2,2/15/2027,108.00,109.40
USD,AT & T Inc.,6.2500%,3.52%,Baa2,3/29/2041,137.24,140.80
USD,AT & T Inc.,5.3750%,3.78%,Baa2,10/15/2041,-,-
USD,AT & T Inc.,2.3000%,1.96%,Baa2,6/1/2027,101.25,102.48
USD,AT & T Inc.,2.7500%,2.52%,Baa2,6/1/2031,101.78,102.64
USD,AT & T Inc.,3.5000%,3.33%,Baa2,6/1/2041,102.13,103.53
USD,AT & T Inc.,3.6500%,3.48%,Baa2,6/1/2051,103.03,104.37
USD,AT & T Inc.,3.8500%,3.68%,Baa2,6/1/2060,103.84,105.35
USD,AT & T Inc.,3.1000%,3.32%,Baa2,2/1/2043,96.35,97.78
USD,AT & T Inc.,3.3000%,3.47%,Baa2,2/1/2052,96.66,98.79
USD,AT & T Inc.,3.5000%,3.62%,Baa2,2/1/2061,97.30,98.96
USD,AT & T Inc.,1.6500%,2.04%,Baa2,2/1/2028,97.20,98.54
USD,AT & T Inc.,2.2500%,2.57%,Baa2,2/1/2032,96.77,98.01
USD,AT & T Inc.,3.5000%,3.48%,Baa2,9/15/2053,100.32,101.82
USD,AT & T Inc.,3.5500%,3.56%,Baa2,9/15/2055,99.38,101.09
USD,AT & T Inc.,3.6500%,3.63%,Baa2,9/15/2059,100.40,101.93
USD,AT & T Inc.,3.5000%,3.54%,,9/15/2053,101.58,102.61
USD,AT & T Inc.,3.5500%,3.60%,,9/15/2055,101.31,102.36
USD,AT & T Inc.,3.6500%,3.72%,,9/15/2059,-,103.08
USD,AT & T Inc.,2.5500%,3.08%,Baa2,12/1/2033,94.68,95.68
USD,AT & T Inc.,3.8000%,3.55%,,12/1/2057,105.01,106.01
USD,AT & T Inc.,0.6753%,0.64%,Baa2,3/25/2024,99.49,100.62
USD,AT & T Inc.,0.9000%,1.22%,Baa2,3/25/2024,98.83,99.84
USD,AT & T Inc.,1.7000%,1.79%,Baa2,3/25/2026,99.22,100.38
USD,AT & T Inc.,3.8000%,3.62%,Baa2,12/1/2057,103.51,105.08
USD,AT & T Inc.,5.3500%,3.47%,Baa2,9/1/2040,125.04,126.77
USD,AT & T Inc.,6.4500%,3.34%,Baa2,6/15/2034,-,135.00
USD,AT & T Inc.,6.1500%,-,Baa2,9/15/2034,131.00,134.00
USD,AT & T Inc.,3.5000%,4.10%,,9/15/2053,88.93,103.18
USD,AT & T Inc.,3.5500%,3.98%,,9/15/2055,91.51,97.49
USD,AT & T Inc.,3.6500%,3.54%,,9/15/2059,99.72,104.67
USD,AT & T Inc.,2.5500%,-,,12/1/2033,100.09,101.14
USD,AT & T Inc.,3.8000%,-,,12/1/2057,105.78,107.66
USD,AT & T Inc.,4.2500%,4.05%,Baa2,3/1/2050,103.55,106.85
USD,AT & T Inc.,4.0000%,4.07%,Baa2,6/1/2049,-,-
USD,AT & T Inc.,3.7500%,6.20%,Baa2,9/1/2050,-,-
USD,ATP Tower Holdings LLC/Andean Tower Partners Colombia SAS/Andean Telecom Partner,4.0500%,4.21%,,4/27/2026,-,-
USD,AXA Financial Inc.,7.0000%,2.39%,Baa2,4/1/2028,-,-
USD,AXIS Specialty Finance LLC,4.9000%,-,,1/15/2040,103.75,105.75
USD,AbbVie Inc.,2.9000%,0.76%,Baa2,11/6/2022,101.32,102.42
USD,AbbVie Inc.,4.4000%,3.09%,Baa2,11/6/2042,119.85,121.54
USD,AbbVie Inc.,3.2000%,0.67%,Baa2,11/6/2022,101.22,103.22
USD,AbbVie Inc.,3.6000%,1.69%,Baa2,5/14/2025,106.26,106.55
USD,AbbVie Inc.,4.5000%,2.73%,Baa2,5/14/2035,119.46,120.44
USD,AbbVie Inc.,4.7000%,3.23%,Baa2,5/15/2045,123.73,125.38
USD,AbbVie Inc.,4.3000%,2.79%,Baa2,5/14/2036,117.42,118.98
USD,AbbVie Inc.,4.4500%,3.23%,Baa2,5/14/2046,120.36,121.95
USD,AbbVie Inc.,2.8500%,1.18%,Baa2,5/14/2023,101.81,102.94
USD,AbbVie Inc.,3.2000%,1.82%,Baa2,5/14/2026,105.33,106.51
USD,AbbVie Inc.,3.7500%,1.16%,Baa2,11/14/2023,104.34,105.51
