Currency,Issuer,Coupon,Yield,Moody's Rating,Maturity Date,Bid,Ask
USD,000000,6.5000%,3.30%,,3/15/2029,122.12,139.54
USD,000000,8.7500%,4.37%,Baa2,11/15/2031,-,-
USD,000000,6.5000%,-,Aa2,10/1/2034,130.00,-
USD,3M Co.,6.3750%,2.72%,A1,2/15/2028,122.53,128.51
USD,3M Co.,5.7000%,-,A1,3/15/2037,-,129.86
USD,3M Co.,2.0000%,0.24%,A1,6/26/2022,101.63,102.82
USD,3M Co.,3.0000%,1.13%,A1,8/7/2025,101.41,104.76
USD,3M Co.,2.2500%,1.32%,A1,9/19/2026,99.81,99.96
USD,3M Co.,3.1250%,3.08%,A1,9/19/2046,100.91,102.20
USD,3M Co.,2.2500%,0.37%,A1,3/15/2023,103.09,104.28
USD,3M Co.,2.8750%,1.57%,A1,10/15/2027,107.60,108.18
USD,3M Co.,3.6250%,3.07%,A1,10/15/2047,109.92,111.96
USD,3M Co.,3.2500%,0.59%,A1,2/14/2024,106.92,108.22
USD,3M Co.,3.6250%,1.86%,A1,9/14/2028,111.58,113.19
USD,3M Co.,4.0000%,3.09%,A1,9/14/2048,116.50,118.95
USD,3M Co.,0.4938%,0.54%,A1,2/14/2024,99.97,102.00
USD,3M Co.,3.3750%,1.99%,A1,3/1/2029,107.03,107.18
USD,3M Co.,2.6500%,0.98%,A1,4/15/2025,106.00,107.32
USD,3M Co.,3.0500%,2.09%,A1,4/15/2030,-,-
USD,3M Co.,3.7000%,3.12%,A1,4/15/2050,110.71,113.13
USD,7-Eleven Inc.,0.6250%,0.57%,,2/10/2023,99.85,100.34
USD,7-Eleven Inc.,0.8000%,0.84%,,2/10/2024,99.59,99.99
USD,7-Eleven Inc.,0.9500%,1.41%,,2/10/2026,97.41,98.13
USD,7-Eleven Inc.,1.3000%,1.87%,,2/10/2028,96.04,96.47
USD,7-Eleven Inc.,1.8000%,2.41%,,2/10/2031,94.32,94.85
USD,7-Eleven Inc.,2.5000%,3.07%,,2/10/2041,91.41,92.57
USD,7-Eleven Inc.,2.8000%,3.29%,,2/10/2051,90.59,92.49
USD,7-Eleven Inc.,0.6454%,0.60%,,8/10/2022,99.57,100.71
USD,ABB Finance USA Inc.,2.8750%,0.63%,A3,5/8/2022,102.14,102.47
USD,ABB Finance USA Inc.,4.3750%,3.07%,A3,5/8/2042,-,109.44
USD,ABB Finance USA Inc.,3.8000%,1.83%,A3,4/3/2028,112.62,113.74
USD,ABB Treasury Center USA Inc.,4.0000%,0.42%,,6/15/2021,106.06,-
USD,ABC Supply Co. Inc.,5.8750%,5.51%,,5/15/2026,-,-
USD,ACI Worldwide Inc.,5.7500%,5.27%,,8/15/2026,-,-
USD,ADT Corp.,3.5000%,1.68%,Ba3,7/15/2022,102.29,103.70
USD,ADT Corp.,4.8750%,7.07%,Ba3,7/15/2042,-,-
USD,ADT Corp.,4.1250%,1.89%,Ba3,6/15/2023,104.73,106.40
USD,AECOM,5.8750%,2.38%,Ba3,10/15/2024,111.14,114.12
USD,AECOM,5.1250%,3.43%,Ba3,3/15/2027,-,-
USD,AEP Texas Inc.,2.1000%,2.46%,Baa2,7/1/2030,96.49,98.61
USD,AEP Texas Inc.,3.9500%,3.97%,,6/1/2028,-,-
USD,AEP Transmission Company LLC,3.7500%,3.18%,,12/1/2047,109.31,110.45
USD,AEP Transmission Company LLC,4.2500%,3.33%,A2,9/15/2048,-,-
USD,AEP Transmission Company LLC,3.6500%,3.23%,A2,4/1/2050,107.86,110.90
USD,AFLAC Inc.,6.9000%,-,A3,12/17/2039,-,116.94
USD,AFLAC Inc.,6.4500%,-,A3,8/15/2040,-,110.88
USD,AFLAC Inc.,3.6250%,0.43%,A3,6/15/2023,105.06,105.55
USD,AFLAC Inc.,3.6250%,0.81%,A3,11/15/2024,109.42,110.70
USD,AFLAC Inc.,3.2500%,1.43%,A3,3/17/2025,-,-
USD,AFLAC Inc.,2.8750%,1.45%,A3,10/15/2026,100.34,101.20
USD,AFLAC Inc.,4.0000%,3.33%,A3,10/15/2046,111.21,113.53
USD,AFLAC Inc.,4.7500%,-,A3,1/15/2049,108.56,110.47
USD,AFLAC Inc.,1.1250%,1.29%,,3/15/2026,-,-
USD,AIG Global Funding,1.9000%,0.31%,,10/6/2021,100.77,-
USD,AIG Global Funding,2.7000%,0.43%,,12/15/2021,-,-
USD,AIG Global Funding,2.3000%,0.13%,,1/1/2022,-,-
USD,AIG Global Funding,0.4500%,0.55%,,12/8/2023,-,-
USD,AIG Life Holdings Inc.,8.5000%,-,Baa2,7/1/2030,132.66,-
USD,ALLTEL Corp.,7.8750%,4.30%,,7/1/2032,145.22,149.00
USD,AMC Entertainment Holdings Inc.,5.8750%,13.85%,Ca,11/15/2026,67.00,75.00
USD,AMC Entertainment Holdings Inc.,6.1250%,14.99%,Ca,5/15/2027,52.00,-
USD,AMC Entertainment Holdings Inc.,10.5000%,9.27%,,4/15/2025,-,-
USD,AMC Entertainment Inc.,5.7500%,13.21%,Ca,6/15/2025,73.55,83.53
USD,AMC Networks Inc.,5.0000%,5.14%,Ba3,4/1/2024,99.61,102.03
USD,AMC Networks Inc.,4.2500%,4.54%,Ba3,2/15/2029,97.32,99.50
USD,ANR Pipeline Co.,9.6250%,-,A3,11/1/2021,126.00,-
USD,AON Corp.,3.7500%,2.25%,Baa2,5/2/2029,110.23,111.81
USD,AON Corp.,2.2000%,0.49%,Baa2,11/15/2022,102.22,103.37
USD,AT & T Inc.,6.8000%,-,Baa2,5/15/2036,121.31,-
USD,AT & T Inc.,6.5000%,3.92%,Baa2,9/1/2037,130.13,134.10
