Currency,Issuer,Coupon,Yield,Moody's Rating,Maturity Date,Bid,Ask
USD,000000,6.5000%,-,Aa2,10/1/2034,130.00,-
USD,3M Co.,6.3750%,2.64%,A1,2/15/2028,122.02,128.00
USD,3M Co.,5.7000%,-,A1,3/15/2037,-,129.86
USD,3M Co.,2.0000%,0.31%,A1,6/26/2022,101.60,102.75
USD,3M Co.,3.0000%,1.21%,A1,8/7/2025,101.41,104.76
USD,3M Co.,2.2500%,1.45%,A1,9/19/2026,99.81,99.96
USD,3M Co.,3.1250%,3.33%,A1,9/19/2046,97.27,98.28
USD,3M Co.,2.2500%,0.43%,A1,3/15/2023,103.07,104.28
USD,3M Co.,2.8750%,1.65%,A1,10/15/2027,107.61,108.33
USD,3M Co.,3.6250%,3.32%,A1,10/15/2047,105.27,107.51
USD,3M Co.,3.2500%,0.60%,A1,2/14/2024,107.07,108.51
USD,3M Co.,3.6250%,2.02%,A1,9/14/2028,110.22,111.94
USD,3M Co.,4.0000%,3.34%,A1,9/14/2048,111.98,114.29
USD,3M Co.,0.4938%,0.51%,A1,2/14/2024,99.97,106.14
USD,3M Co.,2.7500%,0.40%,A1,3/1/2022,-,-
USD,3M Co.,3.3750%,2.25%,A1,3/1/2029,107.03,107.18
USD,3M Co.,2.6500%,1.12%,A1,4/15/2025,105.61,107.07
USD,3M Co.,3.0500%,2.27%,A1,4/15/2030,-,-
USD,3M Co.,3.7000%,3.36%,A1,4/15/2050,106.50,109.00
USD,7-Eleven Inc.,0.6250%,0.61%,,2/10/2023,99.83,100.34
USD,7-Eleven Inc.,0.8000%,0.80%,,2/10/2024,99.81,100.30
USD,7-Eleven Inc.,0.9500%,1.52%,,2/10/2026,97.18,98.04
USD,7-Eleven Inc.,1.3000%,2.02%,,2/10/2028,95.51,96.04
USD,7-Eleven Inc.,1.8000%,2.64%,,2/10/2031,92.87,93.41
USD,7-Eleven Inc.,2.5000%,3.38%,,2/10/2041,87.71,88.87
USD,7-Eleven Inc.,2.8000%,3.53%,,2/10/2051,85.95,88.68
USD,7-Eleven Inc.,0.6454%,0.60%,,8/10/2022,99.57,100.65
USD,ABB Finance USA Inc.,2.8750%,0.77%,A3,5/8/2022,102.14,102.47
USD,ABB Finance USA Inc.,4.3750%,3.19%,A3,5/8/2042,-,109.44
USD,ABB Finance USA Inc.,3.8000%,1.95%,A3,4/3/2028,112.10,113.27
USD,ABB Treasury Center USA Inc.,4.0000%,0.47%,,6/15/2021,106.06,-
USD,ABC Supply Co. Inc.,5.8750%,5.53%,,5/15/2026,-,-
USD,ACI Worldwide Inc.,5.7500%,5.19%,,8/15/2026,-,-
USD,ADT Corp.,3.5000%,2.48%,Ba3,7/15/2022,101.12,102.64
USD,ADT Corp.,4.8750%,7.06%,Ba3,7/15/2042,81.87,86.38
USD,ADT Corp.,4.1250%,2.66%,Ba3,6/15/2023,102.28,103.75
USD,AECOM,5.8750%,2.65%,Ba3,10/15/2024,109.92,111.93
USD,AECOM,5.1250%,3.64%,Ba3,3/15/2027,-,-
USD,AEP Texas Inc.,2.1000%,2.62%,Baa2,7/1/2030,95.66,97.78
USD,AEP Texas Inc.,6.6500%,4.07%,Baa2,2/15/2033,115.50,-
USD,AEP Texas Inc.,3.9500%,3.97%,,6/1/2028,-,-
USD,AEP Transmission Company LLC,3.7500%,3.53%,,12/1/2047,104.16,105.77
USD,AEP Transmission Company LLC,4.2500%,3.58%,A2,9/15/2048,-,-
USD,AEP Transmission Company LLC,3.6500%,3.52%,A2,4/1/2050,102.58,105.38
USD,AFLAC Inc.,6.9000%,-,A3,12/17/2039,-,116.94
USD,AFLAC Inc.,6.4500%,-,A3,8/15/2040,-,110.88
USD,AFLAC Inc.,3.6250%,0.50%,A3,6/15/2023,105.06,105.55
USD,AFLAC Inc.,3.6250%,0.89%,A3,11/15/2024,109.28,110.61
USD,AFLAC Inc.,3.2500%,1.28%,A3,3/17/2025,104.31,-
USD,AFLAC Inc.,2.8750%,1.48%,A3,10/15/2026,100.34,101.20
USD,AFLAC Inc.,4.0000%,3.58%,A3,10/15/2046,106.91,111.31
USD,AFLAC Inc.,4.7500%,-,A3,1/15/2049,108.56,110.47
USD,AIG Global Funding,1.9000%,0.30%,,10/6/2021,100.88,-
USD,AIG Global Funding,2.7000%,0.61%,,12/15/2021,-,-
USD,AIG Global Funding,2.3000%,0.22%,,1/1/2022,-,-
USD,AIG Global Funding,0.4500%,0.55%,,12/8/2023,-,-
USD,AIG Life Holdings Inc.,8.5000%,-,Baa2,7/1/2030,132.66,-
USD,AK Steel Corp.,7.6250%,12.23%,WR,10/1/2021,-,104.27
USD,AK Steel Corp.,7.5000%,11.97%,WR,7/15/2023,87.39,99.98
USD,ALLTEL Corp.,7.8750%,4.30%,,7/1/2032,145.22,149.00
USD,AMC Entertainment Holdings Inc.,5.8750%,17.75%,Ca,11/15/2026,-,-
USD,AMC Entertainment Holdings Inc.,6.1250%,16.17%,Ca,5/15/2027,52.00,-
USD,AMC Entertainment Holdings Inc.,10.5000%,9.28%,,4/15/2025,-,-
USD,AMC Entertainment Inc.,5.7500%,16.13%,Ca,6/15/2025,65.41,75.40
USD,AMC Networks Inc.,5.0000%,4.95%,Ba3,4/1/2024,100.11,102.73
USD,AMC Networks Inc.,4.2500%,4.54%,Ba3,2/15/2029,97.69,99.92
USD,ANR Pipeline Co.,9.6250%,-,A3,11/1/2021,126.00,-
USD,AON Corp.,3.7500%,2.43%,Baa2,5/2/2029,109.22,110.78
USD,AON Corp.,2.2000%,0.56%,Baa2,11/15/2022,102.23,103.38
USD,AT & T Inc.,6.5000%,3.48%,,3/15/2029,121.13,139.54
USD,AT & T Inc.,8.7500%,4.19%,Baa2,11/15/2031,-,-
USD,AT & T Inc.,6.8000%,-,Baa2,5/15/2036,121.31,-
USD,AT & T Inc.,6.5000%,4.12%,Baa2,9/1/2037,128.41,132.65
USD,AT & T Inc.,6.3000%,4.06%,Baa2,1/15/2038,127.80,131.79
USD,AT & T Inc.,6.4000%,4.27%,Baa2,5/15/2038,118.79,-
USD,AT & T Inc.,6.5500%,4.16%,Baa2,2/15/2039,131.18,133.28
USD,AT & T Inc.,5.5500%,4.04%,Baa2,8/15/2041,121.07,122.65
USD,AT & T Inc.,4.3000%,3.99%,Baa2,12/15/2042,104.88,106.84
USD,AT & T Inc.,4.3500%,4.02%,Baa2,6/15/2045,105.36,108.38
USD,AT & T Inc.,2.6250%,0.91%,Baa2,12/1/2022,102.43,103.67
USD,AT & T Inc.,3.9000%,1.08%,Baa2,3/11/2024,107.62,108.96
USD,AT & T Inc.,4.8000%,4.12%,Baa2,6/15/2044,110.96,113.72
USD,AT & T Inc.,3.0000%,0.87%,Baa2,6/30/2022,102.24,103.37
USD,AT & T Inc.,3.4000%,1.37%,Baa2,5/15/2025,107.77,109.05
USD,AT & T Inc.,4.5000%,3.51%,Baa2,5/15/2035,111.24,113.8
USD,AT & T Inc.,4.7500%,4.07%,Baa2,5/15/2046,111.76,113.31
USD,AT & T Inc.,4.1250%,1.65%,Baa2,2/17/2026,111.19,112.76
USD,AT & T Inc.,5.6500%,4.15%,Baa2,2/15/2047,124.29,127.87
USD,AT & T Inc.,4.4500%,1.17%,Baa2,4/1/2024,109.16,110.49
USD,AT & T Inc.,3.9500%,1.31%,Baa2,1/15/2025,109.42,110.66
USD,AT & T Inc.,6.3500%,-,Baa2,3/15/2040,-,111.68
USD,AT & T Inc.,6.0000%,4.01%,Baa2,8/15/2040,127.52,129.76
