Currency,Issuer,Coupon,Yield,Moody's Rating,Maturity Date,Bid,Ask
USD,000000,6.5000%,2.95%,,3/15/2029,123.62,135.71
USD,000000,8.7500%,3.54%,Baa2,11/15/2031,-,-
USD,000000,6.5000%,-,Aa2,10/1/2034,130.00,-
USD,3M Co.,6.3750%,1.77%,A1,2/15/2028,127.42,133.41
USD,3M Co.,5.7000%,-,A1,3/15/2037,120.00,-
USD,3M Co.,2.0000%,0.10%,A1,6/26/2022,100.94,102.00
USD,3M Co.,3.0000%,1.01%,A1,8/7/2025,101.41,101.98
USD,3M Co.,2.2500%,1.17%,A1,9/19/2026,99.94,100.38
USD,3M Co.,3.1250%,2.78%,A1,9/19/2046,106.26,108.67
USD,3M Co.,2.2500%,0.46%,A1,3/15/2023,102.18,103.34
USD,3M Co.,2.8750%,1.31%,A1,10/15/2027,108.48,109.46
USD,3M Co.,3.6250%,2.78%,A1,10/15/2047,115.02,116.82
USD,3M Co.,3.2500%,0.59%,A1,2/14/2024,105.87,107.08
USD,3M Co.,3.6250%,1.60%,A1,9/14/2028,112.58,114.00
USD,3M Co.,4.0000%,2.79%,A1,9/14/2048,122.28,124.11
USD,3M Co.,0.4248%,0.37%,A1,2/14/2024,99.37,101.05
USD,3M Co.,3.3750%,1.74%,A1,3/1/2029,110.81,112.19
USD,3M Co.,2.6500%,0.98%,A1,4/15/2025,105.31,106.62
USD,3M Co.,3.0500%,1.84%,A1,4/15/2030,108.80,110.17
USD,3M Co.,3.7000%,2.81%,A1,4/15/2050,117.14,119.40
USD,7-Eleven Inc.,0.6250%,0.57%,,2/10/2023,99.52,100.66
USD,7-Eleven Inc.,0.8000%,0.81%,,2/10/2024,99.38,100.52
USD,7-Eleven Inc.,0.9500%,1.28%,,2/10/2026,97.84,99.04
USD,7-Eleven Inc.,1.3000%,1.78%,,2/10/2028,96.31,97.60
USD,7-Eleven Inc.,1.8000%,2.18%,,2/10/2031,95.83,97.36
USD,7-Eleven Inc.,2.5000%,2.91%,,2/10/2041,93.15,94.85
USD,7-Eleven Inc.,2.8000%,3.07%,,2/10/2051,94.13,96.04
USD,7-Eleven Inc.,0.6120%,0.58%,,8/10/2022,99.52,100.55
USD,ABB Finance USA Inc.,2.8750%,0.34%,A3,5/8/2022,101.42,102.04
USD,ABB Finance USA Inc.,4.3750%,2.56%,A3,5/8/2042,129.60,131.69
USD,ABB Finance USA Inc.,3.8000%,1.50%,A3,4/3/2028,113.95,114.86
USD,ACI Worldwide Inc.,5.7500%,4.94%,,8/15/2026,-,-
