Currency,Issuer,Coupon,Yield,Moody's Rating,Maturity Date,Bid,Ask
USD,000000,6.5000%,2.92%,,3/15/2029,122.13,125.67
USD,000000,8.7500%,4.09%,Baa2,11/15/2031,-,-
USD,000000,6.5000%,-,Aa2,10/1/2034,130.00,-
USD,3M Co.,6.3750%,2.64%,A1,2/15/2028,123.23,129.21
USD,3M Co.,5.7000%,-,A1,3/15/2037,-,129.86
USD,3M Co.,2.0000%,0.29%,A1,6/26/2022,101.48,102.62
USD,3M Co.,3.0000%,1.09%,A1,8/7/2025,101.41,104.76
USD,3M Co.,2.2500%,1.29%,A1,9/19/2026,99.81,99.96
USD,3M Co.,3.1250%,3.03%,A1,9/19/2046,101.35,102.35
USD,3M Co.,2.2500%,0.36%,A1,3/15/2023,103.00,104.16
USD,3M Co.,2.8750%,1.57%,A1,10/15/2027,107.94,108.45
USD,3M Co.,3.6250%,3.06%,A1,10/15/2047,109.98,111.66
USD,3M Co.,3.2500%,0.59%,A1,2/14/2024,106.89,108.11
USD,3M Co.,3.6250%,1.90%,A1,9/14/2028,111.66,113.22
USD,3M Co.,4.0000%,3.12%,A1,9/14/2048,116.37,118.27
USD,3M Co.,0.4938%,0.49%,A1,2/14/2024,-,-
USD,3M Co.,3.3750%,1.99%,A1,3/1/2029,107.03,107.18
USD,3M Co.,2.6500%,0.98%,A1,4/15/2025,106.11,107.40
USD,3M Co.,3.0500%,2.10%,A1,4/15/2030,-,-
USD,3M Co.,3.7000%,3.13%,A1,4/15/2050,110.74,113.10
USD,7-Eleven Inc.,0.6250%,0.57%,,2/10/2023,99.87,100.34
USD,7-Eleven Inc.,0.8000%,0.86%,,2/10/2024,99.60,100.20
USD,7-Eleven Inc.,0.9500%,1.37%,,2/10/2026,97.78,98.44
USD,7-Eleven Inc.,1.3000%,1.91%,,2/10/2028,96.02,96.56
USD,7-Eleven Inc.,1.8000%,2.44%,,2/10/2031,94.48,94.97
USD,7-Eleven Inc.,2.5000%,3.10%,,2/10/2041,91.05,92.08
