Currency,Issuer,Coupon,Yield,Moody's Rating,Maturity Date,Bid,Ask
USD,000000,6.5000%,3.25%,,3/15/2029,120.00,132.00
USD,000000,8.7500%,3.76%,Baa2,11/15/2031,-,-
USD,000000,6.5000%,-,Aa2,10/1/2034,130.00,-
USD,000000,3.2000%,1.13%,A2,4/1/2024,103.89,105.70
USD,3M Co.,6.3750%,2.05%,A1,2/15/2028,-,-
USD,3M Co.,5.7000%,-,A1,3/15/2037,120.00,-
USD,3M Co.,2.0000%,0.34%,A1,6/26/2022,100.36,101.54
USD,3M Co.,3.0000%,1.31%,A1,8/7/2025,105.68,107.68
USD,3M Co.,2.2500%,1.70%,A1,9/19/2026,-,-
USD,3M Co.,3.1250%,2.78%,A1,9/19/2046,-,-
USD,3M Co.,2.2500%,0.88%,A1,3/15/2023,101.26,102.42
USD,3M Co.,2.8750%,1.74%,A1,10/15/2027,105.94,107.29
USD,3M Co.,3.6250%,2.74%,A1,10/15/2047,116.75,118.71
USD,3M Co.,3.2500%,1.11%,A1,2/14/2024,104.27,105.48
USD,3M Co.,3.6250%,1.82%,A1,9/14/2028,111.31,112.54
USD,3M Co.,4.0000%,2.80%,A1,9/14/2048,122.69,124.96
USD,3M Co.,0.4560%,0.48%,A1,2/14/2024,100.22,-
USD,3M Co.,3.3750%,2.04%,A1,3/1/2029,109.03,110.42
USD,3M Co.,2.6500%,1.34%,A1,4/15/2025,103.98,105.30
USD,3M Co.,3.0500%,2.10%,A1,4/15/2030,107.37,108.71
USD,3M Co.,3.7000%,2.77%,A1,4/15/2050,118.98,121.34
USD,7-Eleven Inc.,0.6250%,0.85%,,2/10/2023,99.07,100.37
USD,7-Eleven Inc.,0.8000%,1.31%,,2/10/2024,98.39,100.39
USD,7-Eleven Inc.,0.9500%,1.75%,,2/10/2026,96.02,98.06
USD,7-Eleven Inc.,1.3000%,2.19%,,2/10/2028,94.40,95.95
USD,7-Eleven Inc.,1.8000%,2.45%,,2/10/2031,94.65,96.16
USD,7-Eleven Inc.,2.5000%,3.07%,,2/10/2041,92.02,93.89
USD,7-Eleven Inc.,2.8000%,3.10%,,2/10/2051,94.42,96.58
USD,ABB Finance USA Inc.,2.8750%,0.68%,A3,5/8/2022,100.93,101.11
USD,ABB Finance USA Inc.,4.3750%,2.71%,A3,5/8/2042,127.96,128.03
USD,ABB Finance USA Inc.,3.8000%,1.76%,A3,4/3/2028,112.37,113.30
USD,ACI Worldwide Inc.,5.7500%,5.40%,,8/15/2026,-,-
USD,AECOM,5.1250%,3.60%,Ba3,3/15/2027,-,-
USD,AEP Texas Inc.,2.1000%,2.62%,Baa2,7/1/2030,95.70,98.00
USD,AEP Texas Inc.,3.4500%,3.18%,Baa2,5/15/2051,104.43,106.50
USD,AEP Transmission Company LLC,3.7500%,2.89%,,12/1/2047,115.40,117.96
USD,AEP Transmission Company LLC,4.2500%,3.02%,A2,9/15/2048,-,-
USD,AEP Transmission Company LLC,3.6500%,2.96%,A2,4/1/2050,113.03,116.12
USD,AFLAC Inc.,6.9000%,-,A3,12/17/2039,-,116.94
USD,AFLAC Inc.,6.4500%,-,A3,8/15/2040,-,110.88
USD,AFLAC Inc.,3.6250%,1.30%,A3,11/15/2024,106.38,107.67
USD,AFLAC Inc.,3.2500%,1.33%,A3,3/17/2025,103.79,109.15
USD,AFLAC Inc.,2.8750%,1.59%,A3,10/15/2026,-,-
USD,AFLAC Inc.,4.0000%,2.93%,A3,10/15/2046,112.42,116.59
USD,AFLAC Inc.,4.7500%,-,A3,1/15/2049,108.56,110.47
USD,AFLAC Inc.,3.6000%,2.19%,A3,4/1/2030,110.59,112.08
USD,AFLAC Inc.,1.1250%,1.45%,A3,3/15/2026,98.35,99.81
USD,AIG Global Funding,2.7000%,-,,12/15/2021,-,-
USD,AIG Global Funding,2.3000%,-,,1/1/2022,-,-
USD,AIG Global Funding,0.4500%,0.92%,,12/8/2023,-,-
USD,AIG Global Funding,0.6500%,1.39%,,6/17/2024,-,-
USD,AIG Life Holdings Inc.,8.5000%,-,Baa3,7/1/2030,132.66,-
USD,ALLTEL Corp.,7.8750%,3.79%,,7/1/2032,145.22,149.00
USD,AMC Entertainment Holdings Inc.,5.8750%,15.73%,Ca,11/15/2026,67.00,75.00
USD,AMC Entertainment Holdings Inc.,6.1250%,14.94%,Ca,5/15/2027,-,78.86
USD,AMC Entertainment Holdings Inc.,10.5000%,9.22%,,4/15/2025,-,-
