Currency,Issuer,Coupon,Yield,Moody's Rating,Maturity Date,Bid,Ask
USD,000000,6.5000%,-,Aa2,10/1/2034,130.00,-
USD,3M Co.,6.3750%,2.57%,A1,2/15/2028,-,-
USD,3M Co.,5.7000%,-,A1,3/15/2037,-,129.86
USD,3M Co.,2.0000%,0.28%,A1,6/26/2022,101.84,103.06
USD,3M Co.,3.0000%,0.86%,A1,8/7/2025,101.41,104.76
USD,3M Co.,2.2500%,1.00%,A1,9/19/2026,99.81,99.96
USD,3M Co.,3.1250%,2.77%,A1,9/19/2046,85.67,87.24
USD,3M Co.,2.2500%,0.28%,A1,3/15/2023,103.46,104.75
USD,3M Co.,2.8750%,1.14%,A1,10/15/2027,110.66,111.37
USD,3M Co.,3.6250%,2.78%,A1,10/15/2047,114.30,116.80
USD,3M Co.,3.2500%,0.49%,A1,2/14/2024,107.68,108.94
USD,3M Co.,3.6250%,1.44%,A1,9/14/2028,114.66,116.42
USD,3M Co.,4.0000%,2.80%,A1,9/14/2048,121.00,123.98
USD,3M Co.,0.5210%,0.46%,A1,2/14/2024,100.19,100.47
USD,3M Co.,2.7500%,0.48%,A1,3/1/2022,-,-
USD,3M Co.,3.3750%,1.55%,A1,3/1/2029,107.03,107.18
USD,3M Co.,2.6500%,0.71%,A1,4/15/2025,107.39,108.83
USD,3M Co.,3.0500%,1.67%,A1,4/15/2030,-,-
USD,3M Co.,3.7000%,2.83%,A1,4/15/2050,115.60,118.27
USD,7-Eleven Inc.,0.6250%,0.55%,,2/10/2023,99.96,100.12
USD,7-Eleven Inc.,0.8000%,0.75%,,2/10/2024,100.00,100.21
USD,7-Eleven Inc.,0.9500%,0.99%,,2/10/2026,99.75,100.11
USD,7-Eleven Inc.,1.3000%,1.38%,,2/10/2028,99.26,99.75
USD,7-Eleven Inc.,1.8000%,1.93%,,2/10/2031,98.71,99.45
USD,7-Eleven Inc.,2.5000%,2.71%,,2/10/2041,97.13,98.09
USD,7-Eleven Inc.,2.8000%,2.96%,,2/10/2051,96.56,97.76
USD,7-Eleven Inc.,-,-,,8/10/2022,-,-
USD,ABB Finance USA Inc.,2.8750%,0.60%,A3,5/8/2022,102.14,102.47
USD,ABB Finance USA Inc.,4.3750%,2.64%,A3,5/8/2042,-,109.44
USD,ABB Finance USA Inc.,3.8000%,1.51%,A3,4/3/2028,115.44,116.41
USD,ABB Treasury Center USA Inc.,4.0000%,0.37%,,6/15/2021,106.06,-
USD,ABC Supply Co. Inc.,5.8750%,5.23%,,5/15/2026,-,-
USD,ACI Worldwide Inc.,5.7500%,5.17%,,8/15/2026,-,-
USD,ADT Corp.,3.5000%,1.96%,Ba3,7/15/2022,-,88.50
USD,ADT Corp.,4.8750%,7.06%,Ba3,7/15/2042,81.87,86.38
USD,ADT Corp.,4.1250%,2.07%,Ba3,6/15/2023,93.61,93.64
USD,AECOM,5.8750%,2.67%,Ba3,10/15/2024,111.36,113.63
USD,AECOM,5.1250%,3.13%,Ba3,3/15/2027,-,-
USD,AEP Texas Inc.,2.1000%,1.82%,Baa2,7/1/2030,101.59,104.11
USD,AEP Texas Inc.,6.6500%,4.08%,Baa2,2/15/2033,115.50,-
USD,AEP Texas Inc.,3.9500%,3.97%,,6/1/2028,-,-
USD,AEP Transmission Company LLC,3.7500%,2.91%,,12/1/2047,-,-
USD,AEP Transmission Company LLC,4.2500%,3.03%,A2,9/15/2048,-,-
USD,AEP Transmission Company LLC,3.6500%,2.97%,A2,4/1/2050,-,-
USD,AFLAC Inc.,6.9000%,-,A3,12/17/2039,-,116.94
USD,AFLAC Inc.,6.4500%,-,A3,8/15/2040,-,110.88
USD,AFLAC Inc.,3.6250%,0.62%,A3,6/15/2023,105.06,105.55
USD,AFLAC Inc.,3.6250%,0.56%,A3,11/15/2024,110.82,112.08
USD,AFLAC Inc.,3.2500%,0.82%,A3,3/17/2025,104.31,-
USD,AFLAC Inc.,2.8750%,1.08%,A3,10/15/2026,100.34,101.20
USD,AFLAC Inc.,4.0000%,3.07%,A3,10/15/2046,114.82,119.74
USD,AFLAC Inc.,4.7500%,-,A3,1/15/2049,108.56,110.47
