Currency,Issuer,Coupon,Yield,Moody's Rating,Maturity Date,Bid,Ask
USD,000000,6.5000%,3.12%,,3/15/2029,122.04,129.30
USD,000000,8.7500%,3.77%,Baa2,11/15/2031,-,-
USD,000000,6.5000%,-,Aa2,10/1/2034,130.00,-
USD,000000,3.2000%,1.03%,A2,4/1/2024,104.19,106.04
USD,3M Co.,6.3750%,2.17%,A1,2/15/2028,124.40,127.61
USD,3M Co.,5.7000%,-,A1,3/15/2037,120.00,-
USD,3M Co.,2.0000%,0.30%,A1,6/26/2022,100.46,101.54
USD,3M Co.,3.0000%,1.26%,A1,8/7/2025,105.84,107.84
USD,3M Co.,2.2500%,1.57%,A1,9/19/2026,-,-
USD,3M Co.,3.1250%,2.78%,A1,9/19/2046,105.42,107.32
USD,3M Co.,2.2500%,0.70%,A1,3/15/2023,101.56,102.73
USD,3M Co.,2.8750%,1.71%,A1,10/15/2027,105.96,107.28
USD,3M Co.,3.6250%,2.86%,A1,10/15/2047,114.33,116.36
USD,3M Co.,3.2500%,0.97%,A1,2/14/2024,104.58,105.82
USD,3M Co.,3.6250%,1.85%,A1,9/14/2028,110.96,112.37
USD,3M Co.,4.0000%,2.88%,A1,9/14/2048,120.85,122.88
USD,3M Co.,0.4560%,0.49%,A1,2/14/2024,99.88,100.44
USD,3M Co.,3.3750%,2.03%,A1,3/1/2029,108.75,110.18
USD,3M Co.,2.6500%,1.29%,A1,4/15/2025,104.06,105.36
USD,3M Co.,3.0500%,2.11%,A1,4/15/2030,106.89,108.23
USD,3M Co.,3.7000%,2.86%,A1,4/15/2050,116.50,118.99
USD,7-Eleven Inc.,0.6250%,0.72%,,2/10/2023,99.28,100.54
USD,7-Eleven Inc.,0.8000%,1.20%,,2/10/2024,98.53,99.71
USD,7-Eleven Inc.,0.9500%,1.62%,,2/10/2026,96.34,97.96
USD,7-Eleven Inc.,1.3000%,2.16%,,2/10/2028,94.51,95.99
USD,7-Eleven Inc.,1.8000%,2.46%,,2/10/2031,94.14,95.61
USD,7-Eleven Inc.,2.5000%,3.10%,,2/10/2041,91.19,92.76
USD,7-Eleven Inc.,2.8000%,3.18%,,2/10/2051,92.77,94.95
USD,7-Eleven Inc.,0.6120%,0.71%,,8/10/2022,99.94,99.99
USD,ABB Finance USA Inc.,2.8750%,-,A3,5/8/2022,101.08,101.18
USD,ABB Finance USA Inc.,4.3750%,2.70%,A3,5/8/2042,125.99,127.17
USD,ABB Finance USA Inc.,3.8000%,1.82%,A3,4/3/2028,112.14,112.74
USD,ACI Worldwide Inc.,5.7500%,4.92%,,8/15/2026,-,-
USD,AECOM,5.1250%,3.14%,Ba3,3/15/2027,-,-
USD,AEP Texas Inc.,2.1000%,2.66%,Baa2,7/1/2030,95.52,97.63
USD,AEP Texas Inc.,3.4500%,3.25%,Baa2,5/15/2051,104.50,105.50
USD,AEP Transmission Company LLC,3.7500%,3.02%,,12/1/2047,112.88,114.90
USD,AEP Transmission Company LLC,4.2500%,3.11%,A2,9/15/2048,-,-
USD,AEP Transmission Company LLC,3.6500%,3.12%,A2,4/1/2050,110.70,113.72
USD,AFLAC Inc.,6.9000%,-,A3,12/17/2039,-,116.94
USD,AFLAC Inc.,6.4500%,-,A3,8/15/2040,-,110.88
USD,AFLAC Inc.,3.6250%,1.12%,A3,11/15/2024,106.92,108.16
USD,AFLAC Inc.,3.2500%,1.28%,A3,3/17/2025,104.01,109.27
USD,AFLAC Inc.,2.8750%,1.53%,A3,10/15/2026,-,-
USD,AFLAC Inc.,4.0000%,3.06%,A3,10/15/2046,112.42,116.59
