Currency,Issuer,Coupon,Yield,Moody's Rating,Maturity Date,Bid,Ask
USD,000000,6.5000%,-,Aa2,10/1/2034,130.00,-
USD,3M Co.,6.3750%,2.85%,A1,2/15/2028,121.62,127.59
USD,3M Co.,5.7000%,-,A1,3/15/2037,-,129.86
USD,3M Co.,2.0000%,0.30%,A1,6/26/2022,101.79,102.91
USD,3M Co.,3.0000%,1.06%,A1,8/7/2025,101.41,104.76
USD,3M Co.,2.2500%,1.26%,A1,9/19/2026,99.81,99.96
USD,3M Co.,3.1250%,3.11%,A1,9/19/2046,101.43,102.64
USD,3M Co.,2.2500%,0.39%,A1,3/15/2023,103.30,104.50
USD,3M Co.,2.8750%,1.42%,A1,10/15/2027,108.59,109.43
USD,3M Co.,3.6250%,3.13%,A1,10/15/2047,109.35,111.47
USD,3M Co.,3.2500%,0.57%,A1,2/14/2024,107.26,108.48
USD,3M Co.,3.6250%,1.80%,A1,9/14/2028,112.15,113.78
USD,3M Co.,4.0000%,3.17%,A1,9/14/2048,115.86,117.91
USD,3M Co.,0.4938%,0.43%,A1,2/14/2024,100.32,100.41
USD,3M Co.,2.7500%,0.39%,A1,3/1/2022,101.50,103.50
USD,3M Co.,3.3750%,1.87%,A1,3/1/2029,107.03,107.18
USD,3M Co.,2.6500%,0.94%,A1,4/15/2025,106.01,107.31
USD,3M Co.,3.0500%,2.01%,A1,4/15/2030,-,-
USD,3M Co.,3.7000%,3.19%,A1,4/15/2050,110.49,113.12
USD,7-Eleven Inc.,0.6250%,0.58%,,2/10/2023,99.96,100.12
USD,7-Eleven Inc.,0.8000%,0.79%,,2/10/2024,100.00,100.21
USD,7-Eleven Inc.,0.9500%,1.27%,,2/10/2026,97.95,98.36
USD,7-Eleven Inc.,1.3000%,1.70%,,2/10/2028,96.73,97.29
USD,7-Eleven Inc.,1.8000%,2.29%,,2/10/2031,95.22,95.93
USD,7-Eleven Inc.,2.5000%,3.14%,,2/10/2041,90.16,91.43
USD,7-Eleven Inc.,2.8000%,3.34%,,2/10/2051,89.79,91.14
USD,7-Eleven Inc.,0.6454%,0.60%,,8/10/2022,99.58,100.66
USD,ABB Finance USA Inc.,2.8750%,0.72%,A3,5/8/2022,102.14,102.47
USD,ABB Finance USA Inc.,4.3750%,3.01%,A3,5/8/2042,-,109.44
USD,ABB Finance USA Inc.,3.8000%,1.83%,A3,4/3/2028,112.62,113.76
USD,ABB Treasury Center USA Inc.,4.0000%,0.44%,,6/15/2021,106.06,-
USD,ABC Supply Co. Inc.,5.8750%,5.23%,,5/15/2026,-,-
USD,ACI Worldwide Inc.,5.7500%,5.17%,,8/15/2026,-,-
USD,ADT Corp.,3.5000%,2.41%,Ba3,7/15/2022,101.42,102.77
USD,ADT Corp.,4.8750%,7.06%,Ba3,7/15/2042,81.87,86.38
USD,ADT Corp.,4.1250%,2.38%,Ba3,6/15/2023,103.65,105.71
USD,AECOM,5.8750%,2.77%,Ba3,10/15/2024,109.91,112.15
USD,AECOM,5.1250%,3.31%,Ba3,3/15/2027,-,-
USD,AEP Texas Inc.,2.1000%,2.17%,Baa2,7/1/2030,98.60,100.75
USD,AEP Texas Inc.,6.6500%,4.08%,Baa2,2/15/2033,115.50,-
USD,AEP Texas Inc.,3.9500%,3.97%,,6/1/2028,-,-
USD,AEP Transmission Company LLC,3.7500%,3.29%,,12/1/2047,-,-
