Currency,Issuer,Coupon,Yield,Moody's Rating,Maturity Date,Bid,Ask
USD,000000,6.5000%,3.00%,,3/15/2029,124.39,132.08
USD,000000,8.7500%,3.83%,Baa2,11/15/2031,-,-
USD,000000,6.5000%,-,Aa2,10/1/2034,130.00,-
USD,3M Co.,6.3750%,2.32%,A1,2/15/2028,124.96,130.94
USD,3M Co.,5.7000%,-,A1,3/15/2037,-,129.86
USD,3M Co.,2.0000%,0.19%,A1,6/26/2022,101.39,102.46
USD,3M Co.,3.0000%,0.87%,A1,8/7/2025,101.41,101.98
USD,3M Co.,2.2500%,1.11%,A1,9/19/2026,99.94,100.38
USD,3M Co.,3.1250%,2.84%,A1,9/19/2046,104.84,105.93
USD,3M Co.,2.2500%,0.37%,A1,3/15/2023,102.77,103.94
USD,3M Co.,2.8750%,1.31%,A1,10/15/2027,109.04,110.00
USD,3M Co.,3.6250%,2.87%,A1,10/15/2047,113.89,115.92
USD,3M Co.,3.2500%,0.54%,A1,2/14/2024,106.69,107.92
USD,3M Co.,3.6250%,1.69%,A1,9/14/2028,112.93,114.39
USD,3M Co.,4.0000%,2.92%,A1,9/14/2048,120.40,122.09
USD,3M Co.,0.4541%,0.50%,A1,2/14/2024,100.08,109.24
USD,3M Co.,3.3750%,1.75%,A1,3/1/2029,111.48,112.71
USD,3M Co.,2.6500%,0.80%,A1,4/15/2025,106.54,107.80
USD,3M Co.,3.0500%,1.87%,A1,4/15/2030,-,-
USD,3M Co.,3.7000%,2.91%,A1,4/15/2050,115.53,117.75
USD,7-Eleven Inc.,0.6250%,0.56%,,2/10/2023,99.98,100.20
USD,7-Eleven Inc.,0.8000%,0.82%,,2/10/2024,99.86,100.14
USD,7-Eleven Inc.,0.9500%,1.30%,,2/10/2026,98.24,98.66
USD,7-Eleven Inc.,1.3000%,1.81%,,2/10/2028,96.69,97.39
USD,7-Eleven Inc.,1.8000%,2.39%,,2/10/2031,94.82,95.71
USD,7-Eleven Inc.,2.5000%,3.07%,,2/10/2041,91.53,92.65
USD,7-Eleven Inc.,2.8000%,3.26%,,2/10/2051,90.76,92.61
USD,7-Eleven Inc.,0.6454%,0.58%,,8/10/2022,99.57,100.65
USD,ABB Finance USA Inc.,2.8750%,-,A3,5/8/2022,102.07,102.71
USD,ABB Finance USA Inc.,4.3750%,2.66%,A3,5/8/2042,128.15,129.54
USD,ABB Finance USA Inc.,3.8000%,1.63%,A3,4/3/2028,113.51,114.45
USD,ABB Treasury Center USA Inc.,4.0000%,-,,6/15/2021,106.06,-
USD,ACI Worldwide Inc.,5.7500%,5.24%,,8/15/2026,-,-
USD,ADT Corp.,3.5000%,1.90%,Ba3,7/15/2022,101.67,102.93
USD,ADT Corp.,4.8750%,7.08%,Ba3,7/15/2042,-,-
USD,ADT Corp.,4.1250%,2.05%,Ba3,6/15/2023,104.08,105.60
USD,AECOM,5.8750%,2.22%,Ba3,10/15/2024,111.16,113.94
USD,AECOM,5.1250%,2.97%,Ba3,3/15/2027,-,-
USD,AEP Texas Inc.,2.1000%,2.41%,Baa2,7/1/2030,97.18,99.27
USD,AEP Texas Inc.,3.4500%,3.38%,Baa2,5/15/2051,-,-
USD,AEP Texas Inc.,3.9500%,3.97%,,6/1/2028,-,-
USD,AEP Transmission Company LLC,3.7500%,3.08%,,12/1/2047,111.51,113.01
USD,AEP Transmission Company LLC,4.2500%,3.16%,A2,9/15/2048,-,-
USD,AEP Transmission Company LLC,3.6500%,3.10%,A2,4/1/2050,110.26,112.85
USD,AFLAC Inc.,6.9000%,-,A3,12/17/2039,-,116.94
USD,AFLAC Inc.,6.4500%,-,A3,8/15/2040,-,110.88
USD,AFLAC Inc.,3.6250%,0.65%,A3,11/15/2024,109.61,110.83
USD,AFLAC Inc.,3.2500%,1.02%,A3,3/17/2025,-,-
USD,AFLAC Inc.,2.8750%,1.29%,A3,10/15/2026,100.34,101.20
USD,AFLAC Inc.,4.0000%,3.21%,A3,10/15/2046,112.51,116.45
USD,AFLAC Inc.,4.7500%,-,A3,1/15/2049,108.56,110.47
USD,AFLAC Inc.,3.6000%,2.10%,,4/1/2030,111.89,112.82
USD,AFLAC Inc.,1.1250%,0.99%,,3/15/2026,-,-
USD,AIG Global Funding,1.9000%,-,,10/6/2021,100.78,100.85
USD,AIG Global Funding,2.7000%,0.35%,,12/15/2021,-,-
USD,AIG Global Funding,2.3000%,-,,1/1/2022,-,-
USD,AIG Global Funding,0.4500%,0.55%,,12/8/2023,-,-
USD,AIG Life Holdings Inc.,8.5000%,-,Baa2,7/1/2030,132.66,-
USD,ALLTEL Corp.,7.8750%,3.99%,,7/1/2032,145.22,149.00
USD,AMC Entertainment Holdings Inc.,5.8750%,12.81%,Ca,11/15/2026,67.00,75.00
USD,AMC Entertainment Holdings Inc.,6.1250%,10.99%,Ca,5/15/2027,-,75.25
USD,AMC Entertainment Holdings Inc.,10.5000%,8.91%,,4/15/2025,-,-
USD,AMC Entertainment Inc.,5.7500%,11.33%,Ca,6/15/2025,82.03,83.52
USD,AMC Networks Inc.,5.0000%,4.04%,Ba3,4/1/2024,100.35,102.03
