Currency,Issuer,Coupon,Yield,Moody's Rating,Maturity Date,Bid,Ask
USD,000000,6.5000%,3.36%,,3/15/2029,118.92,-
USD,000000,8.7500%,4.14%,Baa2,11/15/2031,-,-
USD,000000,6.5000%,-,Aa2,10/1/2034,130.00,-
USD,3M Co.,6.3750%,2.51%,A1,2/15/2028,-,-
USD,3M Co.,5.7000%,-,A1,3/15/2037,-,129.86
USD,3M Co.,2.0000%,0.30%,A1,6/26/2022,101.41,102.55
USD,3M Co.,3.0000%,1.03%,A1,8/7/2025,101.41,101.98
USD,3M Co.,2.2500%,1.27%,A1,9/19/2026,99.94,100.38
USD,3M Co.,3.1250%,3.13%,A1,9/19/2046,85.67,87.24
USD,3M Co.,2.2500%,0.36%,A1,3/15/2023,102.95,104.12
USD,3M Co.,2.8750%,1.53%,A1,10/15/2027,107.86,108.98
USD,3M Co.,3.6250%,3.15%,A1,10/15/2047,108.66,113.76
USD,3M Co.,3.2500%,0.58%,A1,2/14/2024,106.81,108.18
USD,3M Co.,3.6250%,1.88%,A1,9/14/2028,111.40,113.61
USD,3M Co.,4.0000%,3.18%,A1,9/14/2048,115.09,117.32
USD,3M Co.,0.4541%,0.33%,A1,2/14/2024,100.23,-
USD,3M Co.,3.3750%,1.97%,A1,3/1/2029,110.02,111.22
USD,3M Co.,2.6500%,0.93%,A1,4/15/2025,106.20,107.49
USD,3M Co.,3.0500%,2.09%,A1,4/15/2030,-,-
USD,3M Co.,3.7000%,3.20%,A1,4/15/2050,109.58,112.00
USD,7-Eleven Inc.,0.6250%,0.56%,,2/10/2023,99.91,100.33
USD,7-Eleven Inc.,0.8000%,0.83%,,2/10/2024,99.67,100.14
USD,7-Eleven Inc.,0.9500%,1.35%,,2/10/2026,97.87,98.51
USD,7-Eleven Inc.,1.3000%,1.88%,,2/10/2028,96.01,96.74
USD,7-Eleven Inc.,1.8000%,2.46%,,2/10/2031,93.93,94.84
USD,7-Eleven Inc.,2.5000%,3.20%,,2/10/2041,89.33,90.71
USD,7-Eleven Inc.,2.8000%,3.39%,,2/10/2051,87.54,91.33
USD,7-Eleven Inc.,0.6454%,0.60%,,8/10/2022,99.56,100.72
USD,ABB Finance USA Inc.,2.8750%,0.58%,A3,5/8/2022,102.22,102.84
USD,ABB Finance USA Inc.,4.3750%,2.91%,A3,5/8/2042,123.28,124.02
