Currency,Issuer,Coupon,Yield,Moody's Rating,Maturity Date,Bid,Ask
USD,000000,6.5000%,3.05%,,3/15/2029,120.00,132.00
USD,000000,8.7500%,3.79%,Baa2,11/15/2031,-,-
USD,000000,6.5000%,-,Aa2,10/1/2034,130.00,-
USD,000000,3.2000%,0.85%,A2,4/1/2024,104.70,106.54
USD,3M Co.,6.3750%,2.04%,A1,2/15/2028,-,-
USD,3M Co.,5.7000%,-,A1,3/15/2037,120.00,-
USD,3M Co.,2.0000%,0.28%,A1,6/26/2022,100.55,101.65
USD,3M Co.,3.0000%,1.16%,A1,8/7/2025,106.45,108.45
USD,3M Co.,2.2500%,1.48%,A1,9/19/2026,99.94,100.38
USD,3M Co.,3.1250%,2.83%,A1,9/19/2046,85.67,87.24
USD,3M Co.,2.2500%,0.62%,A1,3/15/2023,101.73,102.89
USD,3M Co.,2.8750%,1.60%,A1,10/15/2027,106.83,108.00
USD,3M Co.,3.6250%,2.81%,A1,10/15/2047,115.64,117.35
USD,3M Co.,3.2500%,0.85%,A1,2/14/2024,104.95,106.14
USD,3M Co.,3.6250%,1.77%,A1,9/14/2028,111.92,113.35
USD,3M Co.,4.0000%,2.82%,A1,9/14/2048,123.09,124.96
USD,3M Co.,0.4248%,0.32%,A1,2/14/2024,99.97,-
USD,3M Co.,3.3750%,1.95%,A1,3/1/2029,109.64,110.96
USD,3M Co.,2.6500%,1.19%,A1,4/15/2025,104.58,105.85
USD,3M Co.,3.0500%,2.01%,A1,4/15/2030,107.97,109.51
USD,3M Co.,3.7000%,2.81%,A1,4/15/2050,118.32,120.62
USD,7-Eleven Inc.,0.6250%,0.65%,,2/10/2023,99.39,100.61
USD,7-Eleven Inc.,0.8000%,1.03%,,2/10/2024,98.91,100.29
USD,7-Eleven Inc.,0.9500%,1.46%,,2/10/2026,97.12,99.06
USD,7-Eleven Inc.,1.3000%,2.06%,,2/10/2028,95.19,96.45
USD,7-Eleven Inc.,1.8000%,2.41%,,2/10/2031,94.90,96.11
USD,7-Eleven Inc.,2.5000%,3.00%,,2/10/2041,92.66,94.58
USD,7-Eleven Inc.,2.8000%,3.11%,,2/10/2051,94.42,96.55
USD,7-Eleven Inc.,0.6120%,0.64%,,8/10/2022,99.43,100.50
USD,ABB Finance USA Inc.,2.8750%,0.96%,A3,5/8/2022,100.94,101.58
USD,ABB Finance USA Inc.,4.3750%,2.66%,A3,5/8/2042,127.02,129.29
USD,ABB Finance USA Inc.,3.8000%,1.73%,A3,4/3/2028,112.95,113.46
