Currency,Issuer,Coupon,Yield,Moody's Rating,Maturity Date,Bid,Ask
USD,000000,6.5000%,3.02%,,3/15/2029,120.00,132.00
USD,000000,8.7500%,4.02%,Baa2,11/15/2031,-,-
USD,000000,6.5000%,-,Aa2,10/1/2034,130.00,-
USD,3M Co.,6.3750%,2.09%,A1,2/15/2028,-,-
USD,3M Co.,5.7000%,-,A1,3/15/2037,-,129.86
USD,3M Co.,2.0000%,0.24%,A1,6/26/2022,101.22,102.36
USD,3M Co.,3.0000%,1.00%,A1,8/7/2025,101.41,101.98
USD,3M Co.,2.2500%,1.21%,A1,9/19/2026,99.94,100.38
USD,3M Co.,3.1250%,2.86%,A1,9/19/2046,85.67,87.24
USD,3M Co.,2.2500%,0.43%,A1,3/15/2023,102.53,103.69
USD,3M Co.,2.8750%,1.43%,A1,10/15/2027,108.25,109.21
USD,3M Co.,3.6250%,2.82%,A1,10/15/2047,115.46,117.40
USD,3M Co.,3.2500%,0.65%,A1,2/14/2024,106.12,107.38
USD,3M Co.,3.6250%,1.69%,A1,9/14/2028,112.97,114.49
USD,3M Co.,4.0000%,2.86%,A1,9/14/2048,122.19,123.99
USD,3M Co.,0.4541%,0.33%,A1,2/14/2024,100.16,-
USD,3M Co.,3.3750%,1.79%,A1,3/1/2029,111.39,112.70
USD,3M Co.,2.6500%,0.93%,A1,4/15/2025,105.88,107.15
USD,3M Co.,3.0500%,1.90%,A1,4/15/2030,109.25,110.70
USD,3M Co.,3.7000%,2.85%,A1,4/15/2050,117.68,119.95
USD,7-Eleven Inc.,0.6250%,0.59%,,2/10/2023,99.51,100.56
USD,7-Eleven Inc.,0.8000%,0.87%,,2/10/2024,99.03,100.29
USD,7-Eleven Inc.,0.9500%,1.45%,,2/10/2026,97.22,98.52
USD,7-Eleven Inc.,1.3000%,1.92%,,2/10/2028,95.65,97.07
USD,7-Eleven Inc.,1.8000%,2.42%,,2/10/2031,94.57,96.13
USD,7-Eleven Inc.,2.5000%,3.02%,,2/10/2041,92.52,94.12
USD,7-Eleven Inc.,2.8000%,3.19%,,2/10/2051,93.02,94.94
USD,7-Eleven Inc.,0.6454%,0.58%,,8/10/2022,99.57,100.63
USD,ABB Finance USA Inc.,2.8750%,0.62%,A3,5/8/2022,102.01,102.59
USD,ABB Finance USA Inc.,4.3750%,2.66%,A3,5/8/2042,129.57,130.86
USD,ABB Finance USA Inc.,3.8000%,1.66%,A3,4/3/2028,113.85,114.97
USD,ABB Treasury Center USA Inc.,4.0000%,-,,6/15/2021,106.06,-
USD,ACI Worldwide Inc.,5.7500%,5.24%,,8/15/2026,-,-
USD,ADT Corp.,3.5000%,1.95%,Ba3,7/15/2022,-,-
USD,ADT Corp.,4.8750%,7.08%,Ba3,7/15/2042,-,-
USD,ADT Corp.,4.1250%,2.02%,Ba3,6/15/2023,-,-
USD,AECOM,5.8750%,2.06%,Ba3,10/15/2024,111.45,113.10
USD,AECOM,5.1250%,3.02%,Ba3,3/15/2027,-,-
USD,AEP Texas Inc.,2.1000%,2.45%,Baa2,7/1/2030,96.99,99.26
USD,AEP Texas Inc.,3.4500%,3.34%,Baa2,5/15/2051,103.22,104.74
USD,AEP Texas Inc.,3.9500%,3.97%,,6/1/2028,-,-
USD,AEP Transmission Company LLC,3.7500%,3.02%,,12/1/2047,113.40,115.45
USD,AEP Transmission Company LLC,4.2500%,3.16%,A2,9/15/2048,-,-
USD,AEP Transmission Company LLC,3.6500%,3.05%,A2,4/1/2050,112.48,115.25
USD,AFLAC Inc.,6.9000%,-,A3,12/17/2039,-,116.94
USD,AFLAC Inc.,6.4500%,-,A3,8/15/2040,-,110.88
USD,AFLAC Inc.,3.6250%,0.73%,A3,11/15/2024,109.06,110.28
USD,AFLAC Inc.,3.2500%,1.11%,A3,3/17/2025,-,-
USD,AFLAC Inc.,2.8750%,1.43%,A3,10/15/2026,100.34,101.20
USD,AFLAC Inc.,4.0000%,3.17%,A3,10/15/2046,112.42,116.59
USD,AFLAC Inc.,4.7500%,-,A3,1/15/2049,108.56,110.47
USD,AFLAC Inc.,3.6000%,2.09%,,4/1/2030,111.98,113.24
USD,AFLAC Inc.,1.1250%,1.14%,,3/15/2026,99.47,100.91
USD,AIG Global Funding,1.9000%,0.30%,,10/6/2021,100.77,100.83
USD,AIG Global Funding,2.7000%,0.36%,,12/15/2021,-,-
USD,AIG Global Funding,2.3000%,-,,1/1/2022,-,-
USD,AIG Global Funding,0.4500%,0.53%,,12/8/2023,-,-
USD,AIG Life Holdings Inc.,8.5000%,-,Baa2,7/1/2030,132.66,-
USD,ALLTEL Corp.,7.8750%,3.94%,,7/1/2032,145.22,149.00
USD,AMC Entertainment Holdings Inc.,5.8750%,12.38%,Ca,11/15/2026,67.00,75.00
