Currency,Issuer,Coupon,Yield,Moody's Rating,Maturity Date,Bid,Ask
USD,000000,6.5000%,3.18%,,3/15/2029,118.92,-
USD,000000,8.7500%,4.07%,Baa2,11/15/2031,-,-
USD,000000,6.5000%,-,Aa2,10/1/2034,130.00,-
USD,3M Co.,6.3750%,2.42%,A1,2/15/2028,124.69,130.67
USD,3M Co.,5.7000%,-,A1,3/15/2037,-,129.86
USD,3M Co.,2.0000%,0.28%,A1,6/26/2022,101.52,102.65
USD,3M Co.,3.0000%,1.06%,A1,8/7/2025,101.41,104.76
USD,3M Co.,2.2500%,1.28%,A1,9/19/2026,99.81,99.96
USD,3M Co.,3.1250%,3.00%,A1,9/19/2046,101.74,102.72
USD,3M Co.,2.2500%,0.41%,A1,3/15/2023,103.01,104.21
USD,3M Co.,2.8750%,1.56%,A1,10/15/2027,107.76,108.52
USD,3M Co.,3.6250%,3.01%,A1,10/15/2047,111.24,113.00
USD,3M Co.,3.2500%,0.61%,A1,2/14/2024,106.85,108.17
USD,3M Co.,3.6250%,1.78%,A1,9/14/2028,111.93,113.77
USD,3M Co.,4.0000%,3.07%,A1,9/14/2048,117.58,119.52
USD,3M Co.,0.4938%,0.54%,A1,2/14/2024,100.01,102.00
USD,3M Co.,3.3750%,1.91%,A1,3/1/2029,107.03,107.18
USD,3M Co.,2.6500%,0.93%,A1,4/15/2025,106.20,107.62
USD,3M Co.,3.0500%,2.02%,A1,4/15/2030,-,-
USD,3M Co.,3.7000%,3.07%,A1,4/15/2050,111.74,114.20
USD,7-Eleven Inc.,0.6250%,0.57%,,2/10/2023,99.89,100.35
USD,7-Eleven Inc.,0.8000%,0.85%,,2/10/2024,99.58,100.18
USD,7-Eleven Inc.,0.9500%,1.36%,,2/10/2026,97.87,98.64
USD,7-Eleven Inc.,1.3000%,1.85%,,2/10/2028,96.31,96.90
USD,7-Eleven Inc.,1.8000%,2.34%,,2/10/2031,95.04,95.52
USD,7-Eleven Inc.,2.5000%,3.01%,,2/10/2041,91.66,92.91
USD,7-Eleven Inc.,2.8000%,3.22%,,2/10/2051,91.03,93.00
USD,7-Eleven Inc.,0.6454%,0.59%,,8/10/2022,99.57,100.70
USD,ABB Finance USA Inc.,2.8750%,0.63%,A3,5/8/2022,102.14,102.47
USD,ABB Finance USA Inc.,4.3750%,2.83%,A3,5/8/2042,-,109.44
USD,ABB Finance USA Inc.,3.8000%,1.77%,A3,4/3/2028,113.26,113.98
USD,ABB Treasury Center USA Inc.,4.0000%,0.47%,,6/15/2021,106.06,-
USD,ABC Supply Co. Inc.,5.8750%,5.50%,,5/15/2026,-,-
USD,ACI Worldwide Inc.,5.7500%,5.26%,,8/15/2026,-,-
USD,ADT Corp.,3.5000%,1.80%,Ba3,7/15/2022,-,-
USD,ADT Corp.,4.8750%,7.07%,Ba3,7/15/2042,-,-
USD,ADT Corp.,4.1250%,2.06%,Ba3,6/15/2023,-,-
USD,AECOM,5.8750%,2.38%,Ba3,10/15/2024,110.75,114.35
USD,AECOM,5.1250%,3.08%,Ba3,3/15/2027,-,-
USD,AEP Texas Inc.,2.1000%,2.45%,Baa2,7/1/2030,96.74,98.72
USD,AEP Texas Inc.,3.9500%,3.97%,,6/1/2028,-,-
USD,AEP Transmission Company LLC,3.7500%,3.17%,,12/1/2047,110.20,111.80
USD,AEP Transmission Company LLC,4.2500%,3.23%,A2,9/15/2048,-,-
USD,AEP Transmission Company LLC,3.6500%,3.18%,A2,4/1/2050,108.57,111.11
USD,AFLAC Inc.,6.9000%,-,A3,12/17/2039,-,116.94
USD,AFLAC Inc.,6.4500%,-,A3,8/15/2040,-,110.88
USD,AFLAC Inc.,3.6250%,0.37%,A3,6/15/2023,105.06,105.55
USD,AFLAC Inc.,3.6250%,0.80%,A3,11/15/2024,109.40,110.67
USD,AFLAC Inc.,3.2500%,1.30%,A3,3/17/2025,-,-
USD,AFLAC Inc.,2.8750%,1.41%,A3,10/15/2026,100.34,101.20
USD,AFLAC Inc.,4.0000%,3.31%,A3,10/15/2046,111.66,116.41
USD,AFLAC Inc.,4.7500%,-,A3,1/15/2049,108.56,110.47
USD,AFLAC Inc.,1.1250%,1.21%,,3/15/2026,-,-
USD,AIG Global Funding,1.9000%,0.34%,,10/6/2021,100.77,-
USD,AIG Global Funding,2.7000%,0.45%,,12/15/2021,-,-
USD,AIG Global Funding,2.3000%,0.12%,,1/1/2022,-,-
USD,AIG Global Funding,0.4500%,0.56%,,12/8/2023,-,-
USD,AIG Life Holdings Inc.,8.5000%,-,Baa2,7/1/2030,132.66,-
USD,ALLTEL Corp.,7.8750%,4.23%,,7/1/2032,145.22,149.00
USD,AMC Entertainment Holdings Inc.,5.8750%,14.20%,Ca,11/15/2026,67.00,75.00
USD,AMC Entertainment Holdings Inc.,6.1250%,15.09%,Ca,5/15/2027,52.00,-
USD,AMC Entertainment Holdings Inc.,10.5000%,9.26%,,4/15/2025,-,-
USD,AMC Entertainment Inc.,5.7500%,15.76%,Ca,6/15/2025,68.09,74.08
USD,AMC Networks Inc.,5.0000%,4.75%,Ba3,4/1/2024,100.68,103.58
USD,AMC Networks Inc.,4.2500%,4.46%,Ba3,2/15/2029,97.77,99.85
USD,ANR Pipeline Co.,9.6250%,-,A3,11/1/2021,126.00,-
USD,AON Corp.,3.7500%,2.20%,Baa2,5/2/2029,110.66,112.15
USD,AON Corp.,2.2000%,0.50%,Baa2,11/15/2022,102.14,103.31
USD,AT & T Inc.,6.8000%,-,Baa2,5/15/2036,121.31,-
USD,AT & T Inc.,6.5000%,4.00%,Baa2,9/1/2037,130.32,134.08
USD,AT & T Inc.,6.3000%,3.72%,Baa2,1/15/2038,132.06,136.43
USD,AT & T Inc.,6.4000%,4.00%,Baa2,5/15/2038,118.79,-
USD,AT & T Inc.,6.5500%,3.82%,Baa2,2/15/2039,134.79,138.01
USD,AT & T Inc.,5.5500%,3.80%,Baa2,8/15/2041,123.50,127.57
USD,AT & T Inc.,4.3000%,3.61%,Baa2,12/15/2042,109.62,111.99
USD,AT & T Inc.,4.3500%,3.74%,Baa2,6/15/2045,109.18,110.97
