Currency,Issuer,Coupon,Yield,Moody's Rating,Maturity Date,Bid,Ask
USD,000000,6.5000%,3.01%,,3/15/2029,124.08,133.21
USD,000000,8.7500%,3.61%,Baa2,11/15/2031,-,-
USD,000000,6.5000%,-,Aa2,10/1/2034,130.00,-
USD,3M Co.,6.3750%,1.80%,A1,2/15/2028,127.94,133.91
USD,3M Co.,5.7000%,-,A1,3/15/2037,120.00,-
USD,3M Co.,2.0000%,0.18%,A1,6/26/2022,101.04,102.12
USD,3M Co.,3.0000%,1.01%,A1,8/7/2025,101.41,101.98
USD,3M Co.,2.2500%,1.19%,A1,9/19/2026,99.94,100.38
USD,3M Co.,3.1250%,2.81%,A1,9/19/2046,105.38,107.56
USD,3M Co.,2.2500%,0.47%,A1,3/15/2023,102.32,103.47
USD,3M Co.,2.8750%,1.37%,A1,10/15/2027,108.32,109.53
USD,3M Co.,3.6250%,2.82%,A1,10/15/2047,115.30,117.00
USD,3M Co.,3.2500%,0.64%,A1,2/14/2024,105.99,107.25
USD,3M Co.,3.6250%,1.59%,A1,9/14/2028,113.38,114.86
USD,3M Co.,4.0000%,2.86%,A1,9/14/2048,121.81,123.62
USD,3M Co.,0.4541%,0.40%,A1,2/14/2024,99.32,101.05
USD,3M Co.,3.3750%,1.68%,A1,3/1/2029,111.67,113.08
USD,3M Co.,2.6500%,0.97%,A1,4/15/2025,105.61,106.75
USD,3M Co.,3.0500%,1.81%,A1,4/15/2030,109.75,111.21
USD,3M Co.,3.7000%,2.86%,A1,4/15/2050,116.83,119.10
USD,7-Eleven Inc.,0.6250%,0.57%,,2/10/2023,99.52,100.75
USD,7-Eleven Inc.,0.8000%,0.85%,,2/10/2024,99.40,100.44
USD,7-Eleven Inc.,0.9500%,1.32%,,2/10/2026,97.89,99.11
USD,7-Eleven Inc.,1.3000%,1.83%,,2/10/2028,96.29,97.74
USD,7-Eleven Inc.,1.8000%,2.22%,,2/10/2031,96.18,97.69
USD,7-Eleven Inc.,2.5000%,2.94%,,2/10/2041,93.36,95.46
USD,7-Eleven Inc.,2.8000%,3.16%,,2/10/2051,93.19,95.89
USD,7-Eleven Inc.,0.6120%,0.60%,,8/10/2022,99.52,100.58
USD,ABB Finance USA Inc.,2.8750%,0.36%,A3,5/8/2022,101.59,102.20
USD,ABB Finance USA Inc.,4.3750%,2.58%,A3,5/8/2042,129.69,131.21
USD,ABB Finance USA Inc.,3.8000%,1.54%,A3,4/3/2028,114.31,115.40
USD,ACI Worldwide Inc.,5.7500%,5.00%,,8/15/2026,-,-
USD,AECOM,5.1250%,3.25%,Ba3,3/15/2027,-,-
USD,AEP Texas Inc.,2.1000%,2.28%,Baa2,7/1/2030,98.40,100.60
USD,AEP Texas Inc.,3.4500%,3.26%,Baa2,5/15/2051,104.73,106.00
USD,AEP Texas Inc.,3.9500%,3.97%,,6/1/2028,-,-
USD,AEP Transmission Company LLC,3.7500%,2.93%,,12/1/2047,115.09,116.66
USD,AEP Transmission Company LLC,4.2500%,3.06%,A2,9/15/2048,-,-
USD,AEP Transmission Company LLC,3.6500%,3.02%,A2,4/1/2050,113.21,115.95
USD,AFLAC Inc.,6.9000%,-,A3,12/17/2039,-,116.94
USD,AFLAC Inc.,6.4500%,-,A3,8/15/2040,-,110.88
USD,AFLAC Inc.,3.6250%,0.73%,A3,11/15/2024,108.89,110.05
USD,AFLAC Inc.,3.2500%,0.93%,A3,3/17/2025,-,-
USD,AFLAC Inc.,2.8750%,1.28%,A3,10/15/2026,108.01,108.38
USD,AFLAC Inc.,4.0000%,3.08%,A3,10/15/2046,117.01,119.42
USD,AFLAC Inc.,4.7500%,-,A3,1/15/2049,108.56,110.47
USD,AFLAC Inc.,3.6000%,1.94%,A3,4/1/2030,113.02,114.26
USD,AFLAC Inc.,1.1250%,1.05%,,3/15/2026,99.86,101.19
USD,AIG Global Funding,1.9000%,-,,10/6/2021,100.23,100.82
USD,AIG Global Funding,2.7000%,0.39%,,12/15/2021,-,-
USD,AIG Global Funding,2.3000%,-,,1/1/2022,-,-
USD,AIG Global Funding,0.4500%,0.51%,,12/8/2023,-,-
USD,AIG Global Funding,0.6500%,0.30%,,6/17/2024,-,-
USD,AIG Life Holdings Inc.,8.5000%,-,Baa3,7/1/2030,132.66,-
USD,ALLTEL Corp.,7.8750%,3.92%,,7/1/2032,145.22,149.00
USD,AMC Entertainment Holdings Inc.,5.8750%,19.10%,Ca,11/15/2026,67.00,75.00
USD,AMC Entertainment Holdings Inc.,6.1250%,16.67%,Ca,5/15/2027,-,78.86
USD,AMC Entertainment Holdings Inc.,10.5000%,9.97%,,4/15/2025,-,-
USD,AMC Entertainment Inc.,5.7500%,20.11%,Ca,6/15/2025,69.00,84.00
USD,AMC Networks Inc.,5.0000%,4.96%,Ba3,4/1/2024,100.92,102.13
USD,AMC Networks Inc.,4.2500%,4.40%,Ba3,2/15/2029,98.53,100.11
USD,ANR Pipeline Co.,9.6250%,-,A3,11/1/2021,126.0,-
USD,AON Corp.,3.7500%,1.95%,Baa2,5/2/2029,112.57,113.94
USD,AON Corp.,2.2000%,0.41%,Baa2,11/15/2022,101.76,102.87
USD,AT & T Inc.,6.8000%,-,Baa2,5/15/2036,136.4,-
USD,AT & T Inc.,6.5000%,3.54%,Baa2,9/1/2037,136.41,139.46
USD,AT & T Inc.,6.3000%,3.28%,Baa2,1/15/2038,138.92,142.70
USD,AT & T Inc.,6.4000%,3.40%,Baa2,5/15/2038,118.79,-
USD,AT & T Inc.,6.5500%,3.36%,Baa2,2/15/2039,142.36,143.95
USD,AT & T Inc.,5.5500%,3.39%,Baa2,8/15/2041,132.03,134.82
USD,AT & T Inc.,4.3000%,3.41%,Baa2,12/15/2042,113.93,115.50
USD,AT & T Inc.,4.3500%,3.49%,Baa2,6/15/2045,114.13,115.92
