Currency,Issuer,Coupon,Yield,Moody's Rating,Maturity Date,Bid,Ask
USD,000000,6.5000%,3.23%,,3/15/2029,122.56,125.67
USD,000000,8.7500%,4.03%,Baa2,11/15/2031,-,-
USD,000000,6.5000%,-,Aa2,10/1/2034,130.00,-
USD,3M Co.,6.3750%,2.31%,A1,2/15/2028,123.58,129.56
USD,3M Co.,5.7000%,-,A1,3/15/2037,-,129.86
USD,3M Co.,2.0000%,0.29%,A1,6/26/2022,101.49,102.62
USD,3M Co.,3.0000%,0.99%,A1,8/7/2025,101.41,104.76
USD,3M Co.,2.2500%,1.20%,A1,9/19/2026,99.81,99.96
USD,3M Co.,3.1250%,2.97%,A1,9/19/2046,102.38,103.38
USD,3M Co.,2.2500%,0.35%,A1,3/15/2023,103.01,104.21
USD,3M Co.,2.8750%,1.47%,A1,10/15/2027,108.18,109.23
USD,3M Co.,3.6250%,2.99%,A1,10/15/2047,110.80,114.31
USD,3M Co.,3.2500%,0.55%,A1,2/14/2024,107.03,108.29
USD,3M Co.,3.6250%,1.81%,A1,9/14/2028,112.20,113.83
USD,3M Co.,4.0000%,3.03%,A1,9/14/2048,117.41,118.96
USD,3M Co.,0.4938%,0.44%,A1,2/14/2024,100.24,106.47
USD,3M Co.,3.3750%,1.89%,A1,3/1/2029,110.38,111.57
USD,3M Co.,2.6500%,0.88%,A1,4/15/2025,106.63,107.80
USD,3M Co.,3.0500%,2.03%,A1,4/15/2030,-,-
USD,3M Co.,3.7000%,3.04%,A1,4/15/2050,111.90,114.24
USD,7-Eleven Inc.,0.6250%,0.56%,,2/10/2023,99.92,100.33
USD,7-Eleven Inc.,0.8000%,0.81%,,2/10/2024,99.81,100.21
USD,7-Eleven Inc.,0.9500%,1.29%,,2/10/2026,98.21,99.05
USD,7-Eleven Inc.,1.3000%,1.82%,,2/10/2028,96.43,97.12
USD,7-Eleven Inc.,1.8000%,2.34%,,2/10/2031,94.83,95.63
USD,7-Eleven Inc.,2.5000%,3.02%,,2/10/2041,91.51,92.66
USD,7-Eleven Inc.,2.8000%,3.21%,,2/10/2051,90.40,92.91
USD,7-Eleven Inc.,0.6454%,0.60%,,8/10/2022,99.56,100.63
USD,ABB Finance USA Inc.,2.8750%,0.67%,A3,5/8/2022,102.24,102.84
USD,ABB Finance USA Inc.,4.3750%,2.88%,A3,5/8/2042,123.75,131.53
USD,ABB Finance USA Inc.,3.8000%,1.74%,A3,4/3/2028,113.28,114.46
USD,ABB Treasury Center USA Inc.,4.0000%,0.55%,,6/15/2021,106.06,-
USD,ABC Supply Co. Inc.,5.8750%,5.34%,,5/15/2026,-,-
USD,ACI Worldwide Inc.,5.7500%,5.26%,,8/15/2026,-,-
USD,ADT Corp.,3.5000%,2.11%,Ba3,7/15/2022,101.68,102.93
USD,ADT Corp.,4.8750%,7.07%,Ba3,7/15/2042,-,-
USD,ADT Corp.,4.1250%,2.16%,Ba3,6/15/2023,104.07,105.42
USD,AECOM,5.8750%,2.32%,Ba3,10/15/2024,111.37,113.29
USD,AECOM,5.1250%,3.10%,Ba3,3/15/2027,-,-
USD,AEP Texas Inc.,2.1000%,2.49%,Baa2,7/1/2030,96.40,98.44
USD,AEP Texas Inc.,3.9500%,3.97%,,6/1/2028,-,-
USD,AEP Transmission Company LLC,3.7500%,3.18%,,12/1/2047,109.27,110.48
USD,AEP Transmission Company LLC,4.2500%,3.26%,A2,9/15/2048,-,-
USD,AEP Transmission Company LLC,3.6500%,3.19%,A2,4/1/2050,107.95,110.53
USD,AFLAC Inc.,6.9000%,-,A3,12/17/2039,-,116.94
USD,AFLAC Inc.,6.4500%,-,A3,8/15/2040,-,110.88
USD,AFLAC Inc.,3.6250%,0.31%,A3,6/15/2023,105.06,105.55
USD,AFLAC Inc.,3.6250%,0.79%,A3,11/15/2024,109.44,110.62
USD,AFLAC Inc.,3.2500%,1.07%,A3,3/17/2025,-,-
USD,AFLAC Inc.,2.8750%,1.38%,A3,10/15/2026,100.34,101.20
USD,AFLAC Inc.,4.0000%,3.25%,A3,10/15/2046,111.93,114.38
USD,AFLAC Inc.,4.7500%,-,A3,1/15/2049,108.56,110.47
USD,AFLAC Inc.,1.1250%,1.18%,,3/15/2026,-,-
USD,AIG Global Funding,1.9000%,0.05%,,10/6/2021,100.77,100.86
USD,AIG Global Funding,2.7000%,0.46%,,12/15/2021,-,-
USD,AIG Global Funding,2.3000%,0.08%,,1/1/2022,-,-
USD,AIG Global Funding,0.4500%,0.55%,,12/8/2023,-,-
USD,AIG Life Holdings Inc.,8.5000%,-,Baa2,7/1/2030,132.66,-
USD,ALLTEL Corp.,7.8750%,4.22%,,7/1/2032,145.22,149.00
USD,AMC Entertainment Holdings Inc.,5.8750%,15.18%,Ca,11/15/2026,67.00,75.00
USD,AMC Entertainment Holdings Inc.,6.1250%,15.11%,Ca,5/15/2027,52.00,-
USD,AMC Entertainment Holdings Inc.,10.5000%,9.10%,,4/15/2025,-,-
USD,AMC Entertainment Inc.,5.7500%,16.13%,Ca,6/15/2025,67.81,73.80
USD,AMC Networks Inc.,5.0000%,4.65%,Ba3,4/1/2024,100.98,102.29
USD,AMC Networks Inc.,4.2500%,4.53%,Ba3,2/15/2029,97.64,99.82
USD,ANR Pipeline Co.,9.6250%,-,A3,11/1/2021,126.00,-
USD,AON Corp.,3.7500%,2.12%,Baa2,5/2/2029,111.28,112.68
USD,AON Corp.,2.2000%,0.43%,Baa2,11/15/2022,102.17,103.34
USD,AT & T Inc.,6.8000%,-,Baa2,5/15/2036,121.31,-
USD,AT & T Inc.,6.5000%,3.96%,Baa2,9/1/2037,129.76,133.70
USD,AT & T Inc.,6.3000%,3.68%,Baa2,1/15/2038,132.45,136.97
USD,AT & T Inc.,6.4000%,3.86%,Baa2,5/15/2038,118.79,-
USD,AT & T Inc.,6.5500%,3.84%,Baa2,2/15/2039,135.27,139.33
USD,AT & T Inc.,5.5500%,3.80%,Baa2,8/15/2041,125.03,127.77
USD,AT & T Inc.,4.3000%,3.64%,Baa2,12/15/2042,108.65,110.98
USD,AT & T Inc.,4.3500%,3.72%,Baa2,6/15/2045,109.29,111.02
USD,AT & T Inc.,2.6250%,0.76%,Baa2,12/1/2022,102.39,103.53
USD,AT & T Inc.,3.9000%,0.95%,Baa2,3/11/2024,107.85,109.00
USD,AT & T Inc.,4.8000%,3.81%,Baa2,6/15/2044,114.11,116.52
USD,AT & T Inc.,3.0000%,0.74%,Baa2,6/30/2022,102.07,103.14
USD,AT & T Inc.,3.4000%,1.05%,Baa2,5/15/2025,108.79,109.94
USD,AT & T Inc.,4.5000%,3.24%,Baa2,5/15/2035,113.35,114.36
USD,AT & T Inc.,4.7500%,3.80%,Baa2,5/15/2046,114.36,116.44
USD,AT & T Inc.,4.1250%,1.35%,Baa2,2/17/2026,112.27,113.72
USD,AT & T Inc.,5.6500%,3.83%,Baa2,2/15/2047,128.78,130.9
USD,AT & T Inc.,4.4500%,0.90%,Baa2,4/1/2024,109.64,110.76
USD,AT & T Inc.,3.9500%,1.01%,Baa2,1/15/2025,110.24,111.52
USD,AT & T Inc.,6.3500%,-,Baa2,3/15/2040,-,111.68
USD,AT & T Inc.,6.0000%,3.73%,Baa2,8/15/2040,130.45,133.64
USD,AT & T Inc.,6.3750%,3.75%,Baa2,3/1/2041,117.91,119.51
USD,AT & T Inc.,5.1500%,3.64%,Baa2,3/15/2042,120.43,123.05
USD,AT & T Inc.,4.5000%,3.85%,Baa2,3/9/2048,109.80,111.78
