Currency,Issuer,Coupon,Yield,Moody's Rating,Maturity Date,Bid,Ask
USD,000000,6.5000%,3.03%,,3/15/2029,123.04,129.94
USD,000000,8.7500%,3.72%,Baa2,11/15/2031,-,-
USD,000000,6.5000%,-,Aa2,10/1/2034,130.00,-
USD,3M Co.,6.3750%,2.02%,A1,2/15/2028,126.12,132.10
USD,3M Co.,5.7000%,-,A1,3/15/2037,120.00,-
USD,3M Co.,2.0000%,0.21%,A1,6/26/2022,100.81,101.87
USD,3M Co.,3.0000%,1.08%,A1,8/7/2025,101.41,101.98
USD,3M Co.,2.2500%,1.31%,A1,9/19/2026,99.94,100.38
USD,3M Co.,3.1250%,2.91%,A1,9/19/2046,103.59,104.64
USD,3M Co.,2.2500%,0.46%,A1,3/15/2023,102.12,103.26
USD,3M Co.,2.8750%,1.45%,A1,10/15/2027,108.03,109.10
USD,3M Co.,3.6250%,2.95%,A1,10/15/2047,112.30,113.74
USD,3M Co.,3.2500%,0.66%,A1,2/14/2024,105.68,106.89
USD,3M Co.,3.6250%,1.80%,A1,9/14/2028,111.72,113.19
USD,3M Co.,4.0000%,2.97%,A1,9/14/2048,119.20,120.84
USD,3M Co.,0.4248%,0.39%,A1,2/14/2024,100.10,101.58
USD,3M Co.,3.3750%,1.92%,A1,3/1/2029,110.12,111.18
USD,3M Co.,2.6500%,1.06%,A1,4/15/2025,105.15,106.38
USD,3M Co.,3.0500%,2.05%,A1,4/15/2030,107.69,109.05
USD,3M Co.,3.7000%,2.99%,A1,4/15/2050,113.84,116.06
USD,7-Eleven Inc.,0.6250%,0.60%,,2/10/2023,99.52,100.64
USD,7-Eleven Inc.,0.8000%,0.83%,,2/10/2024,99.48,100.66
USD,7-Eleven Inc.,0.9500%,1.37%,,2/10/2026,97.62,99.55
USD,7-Eleven Inc.,1.3000%,1.99%,,2/10/2028,95.56,97.09
USD,7-Eleven Inc.,1.8000%,2.35%,,2/10/2031,94.89,96.27
USD,7-Eleven Inc.,2.5000%,3.07%,,2/10/2041,91.36,93.17
USD,7-Eleven Inc.,2.8000%,3.21%,,2/10/2051,92.06,93.79
USD,7-Eleven Inc.,0.6120%,0.58%,,8/10/2022,99.53,100.55
USD,ABB Finance USA Inc.,2.8750%,0.78%,A3,5/8/2022,101.27,101.88
USD,ABB Finance USA Inc.,4.3750%,2.70%,A3,5/8/2042,127.31,129.04
USD,ABB Finance USA Inc.,3.8000%,1.69%,A3,4/3/2028,113.88,115.00
USD,ACI Worldwide Inc.,5.7500%,4.94%,,8/15/2026,-,-
USD,AECOM,5.1250%,2.95%,Ba3,3/15/2027,-,-
USD,AEP Texas Inc.,2.1000%,2.48%,Baa2,7/1/2030,96.89,99.09
