Currency,Issuer,Coupon,Yield,Moody's Rating,Maturity Date,Bid,Ask
USD,000000,6.5000%,3.13%,,3/15/2029,120.00,132.00
USD,000000,8.7500%,3.80%,Baa2,11/15/2031,-,-
USD,000000,6.5000%,-,Aa2,10/1/2034,130.00,-
USD,3M Co.,6.3750%,2.20%,A1,2/15/2028,-,-
USD,3M Co.,5.7000%,-,A1,3/15/2037,120.00,-
USD,3M Co.,2.0000%,0.20%,A1,6/26/2022,100.68,101.76
USD,3M Co.,3.0000%,1.23%,A1,8/7/2025,105.91,111.89
USD,3M Co.,2.2500%,1.50%,A1,9/19/2026,99.94,100.38
USD,3M Co.,3.1250%,2.94%,A1,9/19/2046,85.67,87.24
USD,3M Co.,2.2500%,0.62%,A1,3/15/2023,101.74,102.84
USD,3M Co.,2.8750%,1.68%,A1,10/15/2027,106.12,107.46
USD,3M Co.,3.6250%,2.98%,A1,10/15/2047,111.98,114.14
USD,3M Co.,3.2500%,0.91%,A1,2/14/2024,104.77,106.00
USD,3M Co.,3.6250%,1.91%,A1,9/14/2028,110.60,112.09
USD,3M Co.,4.0000%,2.97%,A1,9/14/2048,119.40,121.38
USD,3M Co.,0.4248%,0.32%,A1,2/14/2024,100.09,-
USD,3M Co.,3.3750%,2.06%,A1,3/1/2029,108.52,109.93
USD,3M Co.,2.6500%,1.27%,A1,4/15/2025,104.16,105.42
USD,3M Co.,3.0500%,2.19%,A1,4/15/2030,106.29,108.02
USD,3M Co.,3.7000%,2.97%,A1,4/15/2050,114.36,116.50
USD,7-Eleven Inc.,0.6250%,0.64%,,2/10/2023,99.30,100.55
USD,7-Eleven Inc.,0.8000%,0.97%,,2/10/2024,98.94,100.13
USD,7-Eleven Inc.,0.9500%,1.54%,,2/10/2026,96.61,98.47
USD,7-Eleven Inc.,1.3000%,2.13%,,2/10/2028,94.44,95.95
USD,7-Eleven Inc.,1.8000%,2.51%,,2/10/2031,93.86,95.15
USD,7-Eleven Inc.,2.5000%,3.12%,,2/10/2041,90.90,92.55
USD,7-Eleven Inc.,2.8000%,3.25%,,2/10/2051,91.53,93.55
USD,7-Eleven Inc.,0.6120%,0.59%,,8/10/2022,99.52,100.55
USD,ABB Finance USA Inc.,2.8750%,-,A3,5/8/2022,101.07,101.71
USD,ABB Finance USA Inc.,4.3750%,2.64%,A3,5/8/2042,126.58,127.77
USD,ABB Finance USA Inc.,3.8000%,1.85%,A3,4/3/2028,111.80,112.18
USD,ACI Worldwide Inc.,5.7500%,4.93%,,8/15/2026,-,-
USD,AECOM,5.1250%,2.98%,Ba3,3/15/2027,-,-
USD,AEP Texas Inc.,2.1000%,2.61%,Baa2,7/1/2030,95.49,97.70
USD,AEP Texas Inc.,3.4500%,3.35%,Baa2,5/15/2051,102.65,104.16
USD,AEP Transmission Company LLC,3.7500%,3.10%,,12/1/2047,111.54,113.49
USD,AEP Transmission Company LLC,4.2500%,3.11%,A2,9/15/2048,-,-
USD,AEP Transmission Company LLC,3.6500%,3.11%,A2,4/1/2050,110.25,112.92
USD,AFLAC Inc.,6.9000%,-,A3,12/17/2039,-,116.94
USD,AFLAC Inc.,6.4500%,-,A3,8/15/2040,-,110.88
USD,AFLAC Inc.,3.6250%,1.07%,A3,11/15/2024,106.98,108.24
USD,AFLAC Inc.,3.2500%,1.86%,A3,3/17/2025,-,-
USD,AFLAC Inc.,2.8750%,1.52%,A3,10/15/2026,100.34,101.20
USD,AFLAC Inc.,4.0000%,3.19%,A3,10/15/2046,112.42,116.59
USD,AFLAC Inc.,4.7500%,-,A3,1/15/2049,108.56,110.47
USD,AFLAC Inc.,3.6000%,2.26%,A3,4/1/2030,109.84,110.96
USD,AFLAC Inc.,1.1250%,1.48%,,3/15/2026,97.66,99.49
USD,AIG Global Funding,2.7000%,0.80%,,12/15/2021,-,-
USD,AIG Global Funding,2.3000%,0.00%,,1/1/2022,-,-
USD,AIG Global Funding,0.4500%,0.59%,,12/8/2023,-,-
USD,AIG Global Funding,0.6500%,1.10%,,6/17/2024,-,-
USD,AIG Life Holdings Inc.,8.5000%,-,Baa3,7/1/2030,132.66,-
USD,ALLTEL Corp.,7.8750%,3.92%,,7/1/2032,145.22,149.00
USD,AMC Entertainment Holdings Inc.,5.8750%,14.19%,Ca,11/15/2026,67.00,75.00
USD,AMC Entertainment Holdings Inc.,6.1250%,12.71%,Ca,5/15/2027,-,78.86
USD,AMC Entertainment Holdings Inc.,10.5000%,8.88%,,4/15/2025,-,-
USD,AMC Entertainment Inc.,5.7500%,13.17%,Ca,6/15/2025,76.75,-
USD,AMC Networks Inc.,5.0000%,4.57%,Ba3,4/1/2024,101.21,101.96
USD,AMC Networks Inc.,4.2500%,4.37%,Ba3,2/15/2029,98.43,99.90
USD,ANR Pipeline Co.,9.6250%,-,A3,11/1/2021,126.00,-
USD,AON Corp.,3.7500%,2.24%,Baa2,5/2/2029,109.83,111.24
USD,AON Corp.,2.2000%,0.52%,Baa2,11/15/2022,101.25,102.38
USD,AON Corp./Aon Global Holdings PLC,2.0500%,2.51%,Baa2,8/23/2031,95.55,97.07
USD,AON Corp./Aon Global Holdings PLC,2.9000%,3.19%,Baa2,8/23/2051,-,-
USD,AT & T Inc.,6.8000%,-,Baa2,5/15/2036,136.40,-
USD,AT & T Inc.,6.5000%,3.64%,Baa2,9/1/2037,134.09,135.54
USD,AT & T Inc.,6.3000%,3.47%,Baa2,1/15/2038,113.33,116.59
USD,AT & T Inc.,6.4000%,3.68%,Baa2,5/15/2038,118.79,-
USD,AT & T Inc.,6.5500%,3.62%,Baa2,2/15/2039,137.92,140.30
USD,AT & T Inc.,5.5500%,3.53%,Baa2,8/15/2041,129.06,130.46
USD,AT & T Inc.,4.3000%,3.57%,Baa2,12/15/2042,110.92,112.87
USD,AT & T Inc.,4.3500%,3.64%,Baa2,6/15/2045,111.59,113.16
USD,AT & T Inc.,2.6250%,1.06%,Baa2,12/1/2022,101.21,102.30
USD,AT & T Inc.,3.9000%,1.26%,Baa2,3/11/2024,105.61,106.73
USD,AT & T Inc.,4.8000%,3.67%,Baa2,6/15/2044,117.60,119.68
USD,AT & T Inc.,3.0000%,1.04%,Baa2,6/30/2022,100.80,101.86
USD,AT & T Inc.,3.4000%,1.40%,Baa2,5/15/2025,106.30,107.47
USD,AT & T Inc.,4.5000%,3.19%,Baa2,5/15/2035,113.82,115.16
USD,AT & T Inc.,4.7500%,3.65%,Baa2,5/15/2046,118.79,120.16
USD,AT & T Inc.,4.1250%,1.61%,Baa2,2/17/2026,109.74,111.06
USD,AT & T Inc.,5.6500%,3.72%,Baa2,2/15/2047,131.67,133.70
USD,AT & T Inc.,4.4500%,1.24%,Baa2,4/1/2024,107.05,108.23
USD,AT & T Inc.,3.9500%,1.39%,Baa2,1/15/2025,107.49,108.80
USD,AT & T Inc.,6.3500%,-,Baa2,3/15/2040,-,111.68
USD,AT & T Inc.,6.0000%,3.53%,Baa2,8/15/2040,133.34,135.52
USD,AT & T Inc.,6.3750%,3.55%,Baa2,3/1/2041,117.91,119.51
USD,AT & T Inc.,5.1500%,3.59%,Baa2,3/15/2042,122.36,124.69
USD,AT & T Inc.,4.5000%,3.67%,Baa2,3/9/2048,114.37,116.55
USD,AT & T Inc.,4.5500%,3.69%,Baa2,3/9/2049,115.08,116.96
USD,AT & T Inc.,3.8000%,1.17%,Baa2,3/1/2024,105.52,106.66
USD,AT & T Inc.,4.2500%,1.91%,Baa2,3/1/2027,111.13,112.25
USD,AT & T Inc.,5.2500%,3.39%,Baa2,3/1/2037,122.16,124.10
USD,AT & T Inc.,5.4500%,3.73%,Baa2,3/1/2047,129.09,131.11
USD,AT & T Inc.,5.7000%,3.91%,Baa2,3/1/2057,136.45,138.96
USD,AT & T Inc.,5.3000%,4.09%,Baa2,8/15/2058,-,-
USD,AT & T Inc.,5.1500%,3.70%,Baa2,2/15/2050,-,-
USD,AT & T Inc.,4.9000%,3.33%,Baa2,8/15/2037,119.28,120.97
USD,AT & T Inc.,1.2941%,0.38%,Baa2,6/12/2024,101.84,102.97
USD,AT & T Inc.,4.1000%,2.11%,Baa2,2/15/2028,111.22,112.18
USD,AT & T Inc.,4.3000%,2.52%,Baa2,2/15/2030,112.69,114.06
USD,AT & T Inc.,5.1500%,3.65%,Baa2,11/15/2046,125.94,128.54
USD,AT & T Inc.,4.3500%,2.40%,Baa2,3/1/2029,112.50,113.88
USD,AT & T Inc.,4.8500%,3.46%,Baa2,3/1/2039,118.46,120.11
USD,AT & T Inc.,4.0500%,0.93%,Baa2,12/15/2023,105.96,107.71
USD,AT & T Inc.,3.5500%,1.28%,Baa2,6/1/2024,-,-
USD,AT & T Inc.,3.6000%,1.49%,Baa2,7/15/2025,107.46,107.82
USD,AT & T Inc.,3.8750%,1.62%,Baa2,1/15/2026,108.54,109.71
USD,AT & T Inc.,2.9500%,1.77%,Baa2,7/15/2026,104.63,106.92
USD,AT & T Inc.,3.8000%,1.93%,Baa2,2/15/2027,108.73,110.02
USD,AT & T Inc.,6.2500%,3.73%,Baa2,3/29/2041,135.31,137.36
USD,AT & T Inc.,5.3750%,3.89%,Baa2,10/15/2041,-,-
USD,AT & T Inc.,2.3000%,1.87%,Baa2,6/1/2027,101.56,102.80
USD,AT & T Inc.,2.7500%,2.66%,Baa2,6/1/2031,100.70,101.55
USD,AT & T Inc.,3.5000%,3.48%,Baa2,6/1/2041,101.20,102.47
USD,AT & T Inc.,3.6500%,3.64%,Baa2,6/1/2051,100.73,102.57
USD,AT & T Inc.,3.8500%,3.82%,Baa2,6/1/2060,101.75,104.20
USD,AT & T Inc.,3.1000%,3.47%,Baa2,2/1/2043,94.69,96.27
USD,AT & T Inc.,3.3000%,3.61%,Baa2,2/1/2052,94.88,96.57
USD,AT & T Inc.,3.5000%,3.80%,Baa2,2/1/2061,94.89,96.47
USD,AT & T Inc.,1.6500%,2.06%,Baa2,2/1/2028,97.01,98.36
