Currency,Issuer,Coupon,Yield,Moody's Rating,Maturity Date,Bid,Ask
USD,000000,6.5000%,3.25%,,3/15/2029,122.44,125.58
USD,000000,8.7500%,4.35%,Baa2,11/15/2031,-,-
USD,000000,6.5000%,-,Aa2,10/1/2034,130.00,-
USD,3M Co.,6.3750%,2.14%,A1,2/15/2028,123.58,129.54
USD,3M Co.,5.7000%,-,A1,3/15/2037,-,129.86
USD,3M Co.,2.0000%,0.24%,A1,6/26/2022,101.54,102.73
USD,3M Co.,3.0000%,1.06%,A1,8/7/2025,101.41,104.76
USD,3M Co.,2.2500%,1.28%,A1,9/19/2026,99.81,99.96
USD,3M Co.,3.1250%,3.03%,A1,9/19/2046,101.45,102.41
USD,3M Co.,2.2500%,0.37%,A1,3/15/2023,103.07,104.17
USD,3M Co.,2.8750%,1.52%,A1,10/15/2027,107.69,108.46
USD,3M Co.,3.6250%,2.96%,A1,10/15/2047,110.58,113.39
USD,3M Co.,3.2500%,0.56%,A1,2/14/2024,106.96,108.34
USD,3M Co.,3.6250%,1.79%,A1,9/14/2028,111.81,113.65
USD,3M Co.,4.0000%,2.95%,A1,9/14/2048,117.76,120.04
USD,3M Co.,0.4938%,0.55%,A1,2/14/2024,100.04,102.00
USD,3M Co.,3.3750%,1.89%,A1,3/1/2029,107.03,107.18
USD,3M Co.,2.6500%,0.95%,A1,4/15/2025,106.16,107.76
USD,3M Co.,3.0500%,2.01%,A1,4/15/2030,-,-
USD,3M Co.,3.7000%,3.00%,A1,4/15/2050,111.65,114.01
USD,7-Eleven Inc.,0.6250%,0.57%,,2/10/2023,99.87,100.33
USD,7-Eleven Inc.,0.8000%,0.83%,,2/10/2024,99.70,100.11
USD,7-Eleven Inc.,0.9500%,1.35%,,2/10/2026,97.73,98.40
USD,7-Eleven Inc.,1.3000%,1.80%,,2/10/2028,96.42,96.93
USD,7-Eleven Inc.,1.8000%,2.32%,,2/10/2031,95.08,95.59
USD,7-Eleven Inc.,2.5000%,2.93%,,2/10/2041,92.38,93.23
USD,7-Eleven Inc.,2.8000%,3.15%,,2/10/2051,91.51,93.06
USD,7-Eleven Inc.,0.6454%,0.59%,,8/10/2022,99.57,100.63
USD,ABB Finance USA Inc.,2.8750%,0.63%,A3,5/8/2022,102.14,102.47
USD,ABB Finance USA Inc.,4.3750%,2.94%,A3,5/8/2042,-,109.44
USD,ABB Finance USA Inc.,3.8000%,1.75%,A3,4/3/2028,113.13,114.70
USD,ABB Treasury Center USA Inc.,4.0000%,0.44%,,6/15/2021,106.06,-
USD,ABC Supply Co. Inc.,5.8750%,5.51%,,5/15/2026,-,-
USD,ACI Worldwide Inc.,5.7500%,5.27%,,8/15/2026,-,-
USD,ADT Corp.,3.5000%,1.66%,Ba3,7/15/2022,102.21,103.65
USD,ADT Corp.,4.8750%,7.07%,Ba3,7/15/2042,-,-
USD,ADT Corp.,4.1250%,1.96%,Ba3,6/15/2023,104.48,105.88
USD,AECOM,5.8750%,2.36%,Ba3,10/15/2024,111.79,114.29
USD,AECOM,5.1250%,3.42%,Ba3,3/15/2027,-,-
USD,AEP Texas Inc.,2.1000%,2.37%,Baa2,7/1/2030,96.93,99.00
USD,AEP Texas Inc.,3.9500%,3.97%,,6/1/2028,-,-
USD,AEP Transmission Company LLC,3.7500%,3.06%,,12/1/2047,110.28,111.52
USD,AEP Transmission Company LLC,4.2500%,3.22%,A2,9/15/2048,-,-
USD,AEP Transmission Company LLC,3.6500%,3.08%,A2,4/1/2050,108.65,111.50
USD,AFLAC Inc.,6.9000%,-,A3,12/17/2039,-,116.94
USD,AFLAC Inc.,6.4500%,-,A3,8/15/2040,-,110.88
USD,AFLAC Inc.,3.6250%,0.40%,A3,6/15/2023,105.06,105.55
USD,AFLAC Inc.,3.6250%,0.75%,A3,11/15/2024,109.52,110.64
USD,AFLAC Inc.,3.2500%,1.19%,A3,3/17/2025,-,-
USD,AFLAC Inc.,2.8750%,1.38%,A3,10/15/2026,100.34,101.20
USD,AFLAC Inc.,4.0000%,3.22%,A3,10/15/2046,111.33,114.04
USD,AFLAC Inc.,4.7500%,-,A3,1/15/2049,108.56,110.47
USD,AFLAC Inc.,1.1250%,1.19%,,3/15/2026,-,-
USD,AIG Global Funding,1.9000%,0.25%,,10/6/2021,100.78,-
USD,AIG Global Funding,2.7000%,0.44%,,12/15/2021,-,-
USD,AIG Global Funding,2.3000%,0.14%,,1/1/2022,-,-
USD,AIG Global Funding,0.4500%,0.57%,,12/8/2023,-,-
USD,AIG Life Holdings Inc.,8.5000%,-,Baa2,7/1/2030,132.66,-
USD,ALLTEL Corp.,7.8750%,4.28%,,7/1/2032,145.22,149.00
USD,AMC Entertainment Holdings Inc.,5.8750%,14.32%,Ca,11/15/2026,67.00,75.00
USD,AMC Entertainment Holdings Inc.,6.1250%,14.13%,Ca,5/15/2027,52.00,-
USD,AMC Entertainment Holdings Inc.,10.5000%,9.26%,,4/15/2025,-,-
USD,AMC Entertainment Inc.,5.7500%,14.87%,Ca,6/15/2025,68.52,74.51
USD,AMC Networks Inc.,5.0000%,4.75%,Ba3,4/1/2024,100.68,101.65
USD,AMC Networks Inc.,4.2500%,4.44%,Ba3,2/15/2029,97.35,99.99
USD,ANR Pipeline Co.,9.6250%,-,A3,11/1/2021,126.00,-
USD,AON Corp.,3.7500%,2.17%,Baa2,5/2/2029,110.59,112.43
USD,AON Corp.,2.2000%,0.49%,Baa2,11/15/2022,102.25,103.26
USD,AT & T Inc.,6.8000%,-,Baa2,5/15/2036,121.31,-
USD,AT & T Inc.,6.5000%,3.89%,Baa2,9/1/2037,130.12,133.85
USD,AT & T Inc.,6.3000%,3.63%,Baa2,1/15/2038,131.50,136.18
USD,AT & T Inc.,6.4000%,3.93%,Baa2,5/15/2038,118.79,-
USD,AT & T Inc.,6.5500%,3.73%,Baa2,2/15/2039,135.34,139.14
USD,AT & T Inc.,5.5500%,3.70%,Baa2,8/15/2041,123.02,127.83
USD,AT & T Inc.,4.3000%,3.57%,Baa2,12/15/2042,107.95,110.99
USD,AT & T Inc.,4.3500%,3.63%,Baa2,6/15/2045,108.82,111.91
USD,AT & T Inc.,2.6250%,0.75%,Baa2,12/1/2022,102.46,103.69
USD,AT & T Inc.,3.9000%,0.98%,Baa2,3/11/2024,107.86,108.93
USD,AT & T Inc.,4.8000%,3.74%,Baa2,6/15/2044,113.29,116.76
USD,AT & T Inc.,3.0000%,0.70%,Baa2,6/30/2022,102.25,103.28
USD,AT & T Inc.,3.4000%,1.13%,Baa2,5/15/2025,108.29,109.63
USD,AT & T Inc.,4.5000%,3.21%,Baa2,5/15/2035,113.33,115.12
USD,AT & T Inc.,4.7500%,3.73%,Baa2,5/15/2046,114.83,116.96
USD,AT & T Inc.,4.1250%,1.41%,Baa2,2/17/2026,111.83,113.36
USD,AT & T Inc.,5.6500%,3.75%,Baa2,2/15/2047,129.19,131.60
USD,AT & T Inc.,4.4500%,0.98%,Baa2,4/1/2024,109.39,110.64
USD,AT & T Inc.,3.9500%,1.09%,Baa2,1/15/2025,110.02,111.03
USD,AT & T Inc.,6.3500%,-,Baa2,3/15/2040,-,111.68
USD,AT & T Inc.,6.0000%,3.65%,Baa2,8/15/2040,130.75,133.14
USD,AT & T Inc.,6.3750%,3.64%,Baa2,3/1/2041,117.91,119.51
USD,AT & T Inc.,5.1500%,3.58%,Baa2,3/15/2042,121.19,123.04
USD,AT & T Inc.,4.5000%,3.77%,Baa2,3/9/2048,109.59,112.46
USD,AT & T Inc.,4.5500%,3.86%,Baa2,3/9/2049,110.37,113.10
USD,AT & T Inc.,3.8000%,0.92%,Baa2,3/1/2024,107.59,109.09
USD,AT & T Inc.,4.2500%,1.85%,Baa2,3/1/2027,112.41,113.89
USD,AT & T Inc.,5.2500%,3.38%,Baa2,3/1/2037,120.93,122.85
USD,AT & T Inc.,5.4500%,3.85%,Baa2,3/1/2047,125.01,127.10
USD,AT & T Inc.,5.7000%,4.09%,Baa2,3/1/2057,125.36,131.72
USD,AT & T Inc.,5.1500%,3.91%,Baa2,2/15/2050,-,-
USD,AT & T Inc.,4.9000%,3.32%,Baa2,8/15/2037,117.84,120.20
USD,AT & T Inc.,0.9405%,0.15%,Baa2,6/1/2021,99.58,100.59
USD,AT & T Inc.,1.3641%,0.64%,Baa2,6/12/2024,101.68,102.78
USD,AT & T Inc.,4.1000%,2.12%,Baa2,2/15/2028,112.29,112.95
USD,AT & T Inc.,4.3000%,2.53%,Baa2,2/15/2030,113.11,114.01
USD,AT & T Inc.,5.1500%,3.69%,Baa2,11/15/2046,104.50,105.49
USD,AT & T Inc.,4.3500%,2.38%,Baa2,3/1/2029,113.00,114.66
USD,AT & T Inc.,4.8500%,3.49%,Baa2,3/1/2039,115.48,118.15
USD,AT & T Inc.,4.0500%,0.67%,Baa2,12/15/2023,108.33,112.53
