Currency,Issuer,Coupon,Yield,Moody's Rating,Maturity Date,Bid,Ask
USD,000000,6.5000%,3.06%,,3/15/2029,122.37,130.45
USD,000000,8.7500%,3.78%,Baa2,11/15/2031,-,-
USD,000000,6.5000%,-,Aa2,10/1/2034,130.00,-
USD,000000,3.2000%,1.00%,A2,4/1/2024,104.26,106.04
USD,3M Co.,6.3750%,2.15%,A1,2/15/2028,124.62,127.77
USD,3M Co.,5.7000%,-,A1,3/15/2037,120.00,-
USD,3M Co.,2.0000%,0.28%,A1,6/26/2022,100.49,101.58
USD,3M Co.,3.0000%,1.26%,A1,8/7/2025,105.79,107.79
USD,3M Co.,2.2500%,1.56%,A1,9/19/2026,99.94,100.38
USD,3M Co.,3.1250%,2.73%,A1,9/19/2046,105.91,107.31
USD,3M Co.,2.2500%,0.69%,A1,3/15/2023,101.57,102.74
USD,3M Co.,2.8750%,1.71%,A1,10/15/2027,105.76,107.10
USD,3M Co.,3.6250%,2.78%,A1,10/15/2047,114.24,115.98
USD,3M Co.,3.2500%,0.99%,A1,2/14/2024,104.51,105.71
USD,3M Co.,3.6250%,1.83%,A1,9/14/2028,111.05,112.46
USD,3M Co.,4.0000%,2.80%,A1,9/14/2048,121.44,123.32
USD,3M Co.,0.4560%,0.32%,A1,2/14/2024,99.81,100.45
USD,3M Co.,3.3750%,1.98%,A1,3/1/2029,108.81,110.13
USD,3M Co.,2.6500%,1.29%,A1,4/15/2025,103.95,105.26
USD,3M Co.,3.0500%,2.08%,A1,4/15/2030,106.95,108.36
USD,3M Co.,3.7000%,2.78%,A1,4/15/2050,116.85,119.08
USD,7-Eleven Inc.,0.6250%,0.72%,,2/10/2023,99.22,100.34
USD,7-Eleven Inc.,0.8000%,1.14%,,2/10/2024,98.58,99.85
USD,7-Eleven Inc.,0.9500%,1.59%,,2/10/2026,96.32,98.27
USD,7-Eleven Inc.,1.3000%,2.12%,,2/10/2028,94.52,95.77
USD,7-Eleven Inc.,1.8000%,2.41%,,2/10/2031,94.09,95.50
USD,7-Eleven Inc.,2.5000%,2.99%,,2/10/2041,91.37,93.04
USD,7-Eleven Inc.,2.8000%,3.08%,,2/10/2051,92.80,94.75
USD,7-Eleven Inc.,0.6120%,0.71%,,8/10/2022,99.94,99.99
USD,ABB Finance USA Inc.,2.8750%,1.17%,A3,5/8/2022,100.88,101.50
USD,ABB Finance USA Inc.,4.3750%,2.65%,A3,5/8/2042,126.49,128.50
USD,ABB Finance USA Inc.,3.8000%,1.75%,A3,4/3/2028,112.14,112.80
USD,ACI Worldwide Inc.,5.7500%,4.92%,,8/15/2026,-,-
USD,AECOM,5.1250%,3.09%,Ba3,3/15/2027,-,-
USD,AEP Texas Inc.,2.1000%,2.66%,Baa2,7/1/2030,95.63,97.85
USD,AEP Texas Inc.,3.4500%,3.15%,Baa2,5/15/2051,104.57,106.03
USD,AEP Transmission Company LLC,3.7500%,2.93%,,12/1/2047,113.04,115.15
USD,AEP Transmission Company LLC,4.2500%,3.01%,A2,9/15/2048,-,-
USD,AEP Transmission Company LLC,3.6500%,3.01%,A2,4/1/2050,111.70,114.62
USD,AFLAC Inc.,6.9000%,-,A3,12/17/2039,-,116.94
