Currency,Issuer,Coupon,Yield,Moody's Rating,Maturity Date,Bid,Ask
USD,000000,6.5000%,2.98%,,3/15/2029,120.00,132.00
USD,000000,8.7500%,3.82%,Baa2,11/15/2031,-,-
USD,000000,6.5000%,-,Aa2,10/1/2034,130.00,-
USD,3M Co.,6.3750%,2.04%,A1,2/15/2028,-,-
USD,3M Co.,5.7000%,-,A1,3/15/2037,-,129.86
USD,3M Co.,2.0000%,0.29%,A1,6/26/2022,101.26,102.36
USD,3M Co.,3.0000%,1.04%,A1,8/7/2025,101.41,101.98
USD,3M Co.,2.2500%,1.21%,A1,9/19/2026,99.94,100.38
USD,3M Co.,3.1250%,2.81%,A1,9/19/2046,85.67,87.24
USD,3M Co.,2.2500%,0.45%,A1,3/15/2023,102.52,103.69
USD,3M Co.,2.8750%,1.45%,A1,10/15/2027,107.90,108.96
USD,3M Co.,3.6250%,2.80%,A1,10/15/2047,113.59,115.44
USD,3M Co.,3.2500%,0.67%,A1,2/14/2024,106.21,107.41
USD,3M Co.,3.6250%,1.65%,A1,9/14/2028,112.74,114.10
USD,3M Co.,4.0000%,2.84%,A1,9/14/2048,120.02,122.18
USD,3M Co.,0.4541%,0.31%,A1,2/14/2024,100.30,-
USD,3M Co.,3.3750%,1.74%,A1,3/1/2029,110.81,112.18
USD,3M Co.,2.6500%,0.95%,A1,4/15/2025,105.90,107.07
USD,3M Co.,3.0500%,1.87%,A1,4/15/2030,108.87,110.28
USD,3M Co.,3.7000%,2.85%,A1,4/15/2050,115.33,117.58
USD,7-Eleven Inc.,0.6250%,0.56%,,2/10/2023,99.51,100.69
USD,7-Eleven Inc.,0.8000%,0.92%,,2/10/2024,99.15,100.32
USD,7-Eleven Inc.,0.9500%,1.41%,,2/10/2026,97.21,98.74
USD,7-Eleven Inc.,1.3000%,1.88%,,2/10/2028,95.55,97.03
USD,7-Eleven Inc.,1.8000%,2.39%,,2/10/2031,94.07,95.62
USD,7-Eleven Inc.,2.5000%,3.03%,,2/10/2041,91.02,92.53
USD,7-Eleven Inc.,2.8000%,3.23%,,2/10/2051,89.97,92.10
USD,7-Eleven Inc.,0.6454%,0.58%,,8/10/2022,99.57,100.66
USD,ABB Finance USA Inc.,2.8750%,-,A3,5/8/2022,101.94,102.54
USD,ABB Finance USA Inc.,4.3750%,2.57%,A3,5/8/2042,127.77,129.25
USD,ABB Finance USA Inc.,3.8000%,1.64%,A3,4/3/2028,113.15,114.16
USD,ABB Treasury Center USA Inc.,4.0000%,-,,6/15/2021,106.06,-
USD,ACI Worldwide Inc.,5.7500%,5.24%,,8/15/2026,-,-
USD,ADT Corp.,3.5000%,1.91%,Ba3,7/15/2022,-,-
USD,ADT Corp.,4.8750%,7.08%,Ba3,7/15/2042,-,-
USD,ADT Corp.,4.1250%,1.87%,Ba3,6/15/2023,-,-
USD,AECOM,5.8750%,2.04%,Ba3,10/15/2024,111.67,113.57
USD,AECOM,5.1250%,2.98%,Ba3,3/15/2027,-,-
USD,AEP Texas Inc.,2.1000%,2.43%,Baa2,7/1/2030,96.73,98.79
USD,AEP Texas Inc.,3.4500%,3.31%,Baa2,5/15/2051,101.19,102.75
USD,AEP Texas Inc.,3.9500%,3.97%,,6/1/2028,-,-
USD,AEP Transmission Company LLC,3.7500%,3.00%,,12/1/2047,111.83,113.77
USD,AEP Transmission Company LLC,4.2500%,3.13%,A2,9/15/2048,-,-
USD,AEP Transmission Company LLC,3.6500%,3.02%,A2,4/1/2050,110.77,113.41
USD,AFLAC Inc.,6.9000%,-,A3,12/17/2039,-,116.94
USD,AFLAC Inc.,6.4500%,-,A3,8/15/2040,-,110.88
USD,AFLAC Inc.,3.6250%,0.76%,A3,11/15/2024,109.02,110.26
USD,AFLAC Inc.,3.2500%,1.12%,A3,3/17/2025,-,-
USD,AFLAC Inc.,2.8750%,1.43%,A3,10/15/2026,100.34,101.20
USD,AFLAC Inc.,4.0000%,3.13%,A3,10/15/2046,112.42,116.59
USD,AFLAC Inc.,4.7500%,-,A3,1/15/2049,108.56,110.47
USD,AFLAC Inc.,3.6000%,2.06%,A3,4/1/2030,111.59,112.85
USD,AFLAC Inc.,1.1250%,1.11%,,3/15/2026,99.52,100.96
USD,AIG Global Funding,1.9000%,0.34%,,10/6/2021,100.78,100.84
USD,AIG Global Funding,2.7000%,0.45%,,12/15/2021,-,-
USD,AIG Global Funding,2.3000%,0.02%,,1/1/2022,-,-
USD,AIG Global Funding,0.4500%,0.61%,,12/8/2023,-,-
USD,AIG Life Holdings Inc.,8.5000%,-,Baa2,7/1/2030,132.66,-
USD,ALLTEL Corp.,7.8750%,3.96%,,7/1/2032,145.22,149.00
USD,AMC Entertainment Holdings Inc.,5.8750%,12.36%,Ca,11/15/2026,67.00,75.00
USD,AMC Entertainment Holdings Inc.,6.1250%,11.99%,Ca,5/15/2027,-,75.25
USD,AMC Entertainment Holdings Inc.,10.5000%,8.72%,,4/15/2025,-,-
USD,AMC Entertainment Inc.,5.7500%,11.63%,Ca,6/15/2025,71.52,-
USD,AMC Networks Inc.,5.0000%,4.63%,Ba3,4/1/2024,100.35,102.03
USD,AMC Networks Inc.,4.2500%,4.10%,Ba3,2/15/2029,100.06,101.75
USD,ANR Pipeline Co.,9.6250%,-,A3,11/1/2021,126.00,-
USD,AON Corp.,3.7500%,2.06%,Baa2,5/2/2029,111.31,112.88
USD,AON Corp.,2.2000%,0.47%,Baa2,11/15/2022,101.88,103.06
USD,AT & T Inc.,6.8000%,-,Baa2,5/15/2036,134.75,-
USD,AT & T Inc.,6.5000%,3.53%,Baa2,9/1/2037,134.77,137.60
USD,AT & T Inc.,6.3000%,3.37%,Baa2,1/15/2038,113.33,116.59
USD,AT & T Inc.,6.4000%,3.69%,Baa2,5/15/2038,118.79,-
USD,AT & T Inc.,6.5500%,3.43%,Baa2,2/15/2039,138.75,141.92
USD,AT & T Inc.,5.5500%,3.43%,Baa2,8/15/2041,129.45,131.50
USD,AT & T Inc.,4.3000%,3.41%,Baa2,12/15/2042,112.14,113.63
USD,AT & T Inc.,4.3500%,3.50%,Baa2,6/15/2045,111.72,113.51
USD,AT & T Inc.,2.6250%,0.76%,Baa2,12/1/2022,102.10,103.21
USD,AT & T Inc.,3.9000%,1.00%,Baa2,3/11/2024,107.23,108.44
USD,AT & T Inc.,4.8000%,3.56%,Baa2,6/15/2044,118.01,120.18
USD,AT & T Inc.,3.0000%,0.75%,Baa2,6/30/2022,101.73,102.80
USD,AT & T Inc.,3.4000%,1.04%,Baa2,5/15/2025,108.31,109.56
USD,AT & T Inc.,4.5000%,3.00%,Baa2,5/15/2035,115.90,117.45
USD,AT & T Inc.,4.7500%,3.54%,Baa2,5/15/2046,118.95,120.68
USD,AT & T Inc.,4.1250%,1.37%,Baa2,2/17/2026,111.69,113.09
USD,AT & T Inc.,5.6500%,3.58%,Baa2,2/15/2047,132.87,134.86
USD,AT & T Inc.,4.4500%,1.02%,Baa2,4/1/2024,108.72,109.93
USD,AT & T Inc.,3.9500%,0.98%,Baa2,1/15/2025,109.80,110.99
USD,AT & T Inc.,6.3500%,-,Baa2,3/15/2040,-,111.68
USD,AT & T Inc.,6.0000%,3.47%,Baa2,8/15/2040,134.69,136.16
USD,AT & T Inc.,6.3750%,3.40%,Baa2,3/1/2041,117.91,119.51
USD,AT & T Inc.,5.1500%,3.44%,Baa2,3/15/2042,123.65,125.33
USD,AT & T Inc.,4.5000%,3.51%,Baa2,3/9/2048,115.62,117.1
USD,AT & T Inc.,4.5500%,3.60%,Baa2,3/9/2049,115.07,117.31
USD,AT & T Inc.,3.8000%,0.87%,Baa2,3/1/2024,107.22,108.57
USD,AT & T Inc.,4.2500%,1.73%,Baa2,3/1/2027,112.80,114.1
USD,AT & T Inc.,5.2500%,3.16%,Baa2,3/1/2037,124.28,126.2
USD,AT & T Inc.,5.4500%,3.61%,Baa2,3/1/2047,129.58,131.7
USD,AT & T Inc.,5.7000%,3.70%,Baa2,3/1/2057,135.98,140.16
USD,AT & T Inc.,5.1500%,3.54%,Baa2,2/15/2050,125.50,128.9
USD,AT & T Inc.,4.9000%,3.13%,Baa2,8/15/2037,121.22,122.74
USD,AT & T Inc.,1.2990%,0.39%,Baa2,6/12/2024,102.07,103.27
USD,AT & T Inc.,4.1000%,1.89%,Baa2,2/15/2028,113.28,114.11
USD,AT & T Inc.,4.3000%,2.35%,Baa2,2/15/2030,114.23,115.62
USD,AT & T Inc.,5.1500%,3.50%,Baa2,11/15/2046,127.01,128.12
USD,AT & T Inc.,4.3500%,2.17%,Baa2,3/1/2029,114.45,115.82
USD,AT & T Inc.,4.8500%,3.28%,Baa2,3/1/2039,119.69,121.09
USD,AT & T Inc.,4.0500%,0.71%,Baa2,12/15/2023,107.61,114.92
USD,AT & T Inc.,3.5500%,1.06%,Baa2,6/1/2024,-,-
USD,AT & T Inc.,3.6000%,1.14%,Baa2,7/15/2025,109.58,109.98
USD,AT & T Inc.,3.8750%,1.38%,Baa2,1/15/2026,110.47,111.88
USD,AT & T Inc.,2.9500%,1.52%,Baa2,7/15/2026,-,-
USD,AT & T Inc.,3.8000%,1.70%,Baa2,2/15/2027,110.71,112.01
USD,AT & T Inc.,6.2500%,3.55%,Baa2,3/29/2041,136.47,139.86
USD,AT & T Inc.,2.3000%,1.67%,Baa2,6/1/2027,102.76,104.05
USD,AT & T Inc.,2.7500%,2.43%,Baa2,6/1/2031,102.39,103.27
USD,AT & T Inc.,3.5000%,3.28%,Baa2,6/1/2041,102.17,103.55
USD,AT & T Inc.,3.6500%,3.47%,Baa2,6/1/2051,102.30,103.41
USD,AT & T Inc.,3.8500%,3.64%,Baa2,6/1/2060,102.99,104.97
USD,AT & T Inc.,3.1000%,3.26%,Baa2,2/1/2043,95.91,97.57
USD,AT & T Inc.,3.3000%,3.49%,Baa2,2/1/2052,95.03,96.76
USD,AT & T Inc.,3.5000%,3.62%,Baa2,2/1/2061,95.85,97.65
USD,AT & T Inc.,1.6500%,1.80%,Baa2,2/1/2028,98.29,99.65
USD,AT & T Inc.,2.2500%,2.51%,Baa2,2/1/2032,96.82,98.11
USD,AT & T Inc.,3.5000%,3.59%,Baa2,9/15/2053,98.35,99.36
USD,AT & T Inc.,3.5500%,3.65%,Baa2,9/15/2055,97.74,98.76
USD,AT & T Inc.,3.6500%,3.68%,Baa2,9/15/2059,-,99.74
USD,AT & T Inc.,2.5500%,2.74%,Baa2,12/1/2033,97.45,99.04
USD,AT & T Inc.,3.8000%,3.68%,,12/1/2057,101.67,103.42
USD,AT & T Inc.,0.6664%,0.53%,Baa2,3/25/2024,99.60,101.33
USD,AT & T Inc.,0.9000%,0.83%,Baa2,3/25/2024,99.67,100.71
USD,AT & T Inc.,1.7000%,1.47%,Baa2,3/25/2026,100.43,101.64
USD,AT & T Inc.,5.3500%,3.34%,Baa2,9/1/2040,126.81,128.58
USD,AT & T Inc.,6.4500%,3.33%,Baa2,6/15/2034,-,140.0
USD,AT & T Inc.,6.1500%,-,Baa2,9/15/2034,131.00,134.0
USD,AT & T Inc.,4.1000%,-,,2/15/2028,94.55,95.06
USD,AT & T Inc.,4.3000%,-,,2/15/2030,93.23,93.98
USD,AT & T Inc.,5.1500%,5.69%,,2/15/2050,91.06,91.77
USD,AT & T Inc.,3.5000%,3.54%,,9/15/2053,97.61,99.53
USD,AT & T Inc.,3.5500%,3.59%,,9/15/2055,98.26,99.99
USD,AT & T Inc.,3.6500%,3.66%,,9/15/2059,98.24,100.28
USD,AT & T Inc.,2.5500%,-,,12/1/2033,97.48,98.50
USD,AT & T Inc.,3.8000%,-,,12/1/2057,101.80,103.68
USD,AT & T Inc.,4.2500%,3.84%,Baa2,3/1/2050,106.97,110.80
USD,AT & T Inc.,4.0000%,3.63%,Baa2,6/1/2049,-,-
USD,AT & T Inc.,3.7500%,5.57%,Baa2,9/1/2050,-,-
USD,AT&T Mobility LLC,7.1250%,-,WR,12/15/2031,118.00,-
USD,ATP Tower Holdings LLC/Andean Tower Partners Colombia SAS/Andean Telecom Partner,4.0500%,3.63%,,4/27/2026,-,-
USD,AXA Financial Inc.,7.0000%,2.40%,Baa2,4/1/2028,-,-
USD,AXIS Specialty Finance LLC,4.9000%,-,,1/15/2040,105.50,106.50
USD,AbbVie Inc.,2.9000%,0.44%,Baa2,11/6/2022,102.78,103.90
USD,AbbVie Inc.,4.4000%,3.07%,Baa2,11/6/2042,-,101.28
USD,AbbVie Inc.,3.2000%,0.94%,Baa2,11/6/2022,102.76,108.74
USD,AbbVie Inc.,3.6000%,1.24%,Baa2,5/14/2025,108.60,109.35
USD,AbbVie Inc.,4.5000%,2.78%,Baa2,5/14/2035,119.40,120.16
USD,AbbVie Inc.,4.7000%,3.28%,Baa2,5/15/2045,122.35,124.17
USD,AbbVie Inc.,4.3000%,2.84%,Baa2,5/14/2036,116.89,118.19
USD,AbbVie Inc.,4.4500%,3.27%,Baa2,5/14/2046,118.81,120.52
USD,AbbVie Inc.,2.8500%,0.70%,Baa2,5/14/2023,103.76,104.44
USD,AbbVie Inc.,3.2000%,1.44%,Baa2,5/14/2026,107.69,108.90
USD,AbbVie Inc.,3.7500%,0.70%,Baa2,11/14/2023,106.96,107.68
USD,AbbVie Inc.,4.8750%,3.28%,Baa2,11/14/2048,127.00,128.20
USD,AbbVie Inc.,3.3750%,0.41%,Baa2,11/14/2021,100.88,101.43
USD,AbbVie Inc.,4.2500%,1.97%,Baa2,11/14/2028,114.96,115.96
USD,AbbVie Inc.,2.1500%,-,,11/19/2021,101.96,102.14
USD,AbbVie Inc.,2.1500%,-,Baa2,11/19/2021,-,101.75
USD,AbbVie Inc.,2.3000%,-,,11/21/2022,103.70,104.08
USD,AbbVie Inc.,2.3000%,-,Baa2,11/21/2022,102.58,102.73
USD,AbbVie Inc.,2.6000%,-,,11/21/2024,-,107.24
USD,AbbVie Inc.,2.9500%,-,,11/21/2026,109.66,110.61
USD,AbbVie Inc.,2.9500%,1.56%,Baa2,11/21/2026,106.95,107.61
USD,AbbVie Inc.,3.2000%,-,,11/21/2029,112.76,-
USD,AbbVie Inc.,3.2000%,2.14%,Baa2,11/21/2029,107.63,108.41
USD,AbbVie Inc.,2.6000%,0.99%,Baa2,11/21/2024,104.78,106.01
USD,AbbVie Inc.,4.0500%,3.00%,Baa2,11/21/2039,-,-
USD,AbbVie Inc.,4.2500%,3.22%,Baa2,11/21/2049,117.59,119.16
USD,AbbVie Inc.,3.2500%,-,Baa2,10/1/2022,102.78,102.91
USD,AbbVie Inc.,3.8000%,1.21%,,3/15/2025,108.71,109.96
USD,AbbVie Inc.,2.1500%,0.74%,,11/19/2021,137.83,103.02
USD,AbbVie Inc.,0.6096%,0.11%,,11/19/2021,97.21,103.22
USD,AbbVie Inc.,2.3000%,-,,11/21/2022,100.54,106.74
USD,AbbVie Inc.,0.7993%,0.76%,,11/21/2022,97.83,104.04
USD,AbbVie Inc.,2.6000%,0.60%,,11/21/2024,106.40,107.35
USD,AbbVie Inc.,4.0500%,2.85%,,11/21/2039,117.39,119.40
USD,AbbVie Inc.,4.2500%,4.87%,,11/21/2049,90.51,124.95
USD,AbbVie Inc.,2.9500%,1.00%,,11/21/2026,110.24,111.07
USD,AbbVie Inc.,3.2000%,1.66%,,11/21/2029,111.98,113.11
USD,Abbott Laboratories,6.1500%,2.80%,A2,11/30/2037,-,127.10
USD,Abbott Laboratories,6.0000%,2.62%,A2,4/1/2039,145.60,147.84
USD,Abbott Laboratories,5.3000%,2.72%,A2,5/27/2040,-,-
USD,Abbott Laboratories,2.5500%,0.22%,A2,3/15/2022,101.38,101.95
USD,Abbott Laboratories,2.9500%,0.93%,A2,3/15/2025,106.69,107.97
USD,Abbott Laboratories,3.8750%,1.23%,A2,9/15/2025,-,-
USD,Abbott Laboratories,4.7500%,2.82%,A2,4/15/2043,-,-
USD,Abbott Laboratories,1.1500%,1.47%,A2,1/30/2028,97.22,98.66
USD,Abbott Laboratories,1.4000%,1.83%,A2,6/30/2030,95.23,97.34
USD,Activision Blizzard Inc.,3.4000%,1.44%,Baa1,9/15/2026,-,-
USD,Activision Blizzard Inc.,3.4000%,1.65%,Baa1,6/15/2027,109.81,110.33
USD,Activision Blizzard Inc.,4.5000%,3.17%,Baa1,6/15/2047,99.72,101.21
USD,Activision Blizzard Inc.,1.3500%,2.21%,Baa1,9/15/2030,92.25,93.73
USD,Activision Blizzard Inc.,2.5000%,3.08%,Baa1,9/15/2050,87.42,89.05
USD,Adobe Inc.,3.2500%,0.92%,A2,2/1/2025,108.34,108.78
USD,Adobe Inc.,1.7000%,0.30%,A2,2/1/2023,101.71,102.84
USD,Adobe Inc.,1.9000%,0.79%,A2,2/1/2025,103.36,104.52
USD,Adobe Inc.,2.1500%,1.32%,A2,2/1/2027,103.89,105.09
USD,Adobe Inc.,2.3000%,1.83%,A2,2/1/2030,102.92,104.11
USD,Advance Auto Parts Inc.,4.5000%,2.17%,Baa2,12/1/2023,108.34,-
USD,Advance Auto Parts Inc.,1.7500%,1.94%,Baa2,10/1/2027,98.02,99.60
USD,Advanced Micro Devices Inc.,7.5000%,1.75%,Baa3,8/15/2022,-,-
USD,Advanced Micro Devices Inc.,2.1250%,-,,9/1/2026,-,-
USD,Adventist Health System/West,2.4330%,1.62%,,9/1/2024,-,-
USD,Adventist Health System/West,2.9520%,2.17%,,3/1/2029,-,-
USD,Adventist Health System/West,3.6300%,3.14%,,3/1/2049,-,-
USD,Aetna Inc.,2.7500%,0.89%,Baa2,11/15/2022,101.20,-
USD,Aetna Inc.,6.6250%,3.02%,Baa2,6/15/2036,-,128.90
USD,Aetna Inc.,6.7500%,3.25%,Baa2,12/15/2037,-,121.08
USD,Aetna Inc.,4.1250%,-,Baa2,11/15/2042,-,92.60
USD,Aetna Inc.,4.7500%,-,Baa2,3/15/2044,-,101.24
USD,Aetna Inc.,3.5000%,1.13%,Baa2,11/15/2024,-,104.70
USD,Aetna Inc.,2.8000%,0.57%,Baa2,6/15/2023,103.83,104.38
