Currency,Issuer,Coupon,Yield,Moody's Rating,Maturity Date,Bid,Ask
USD,000000,6.5000%,2.83%,,3/15/2029,124.54,134.23
USD,000000,8.7500%,3.62%,Baa2,11/15/2031,-,-
USD,000000,6.5000%,-,Aa2,10/1/2034,130.00,-
USD,3M Co.,6.3750%,1.91%,A1,2/15/2028,125.48,131.46
USD,3M Co.,5.7000%,-,A1,3/15/2037,120.00,-
USD,3M Co.,2.0000%,0.25%,A1,6/26/2022,101.18,102.29
USD,3M Co.,3.0000%,0.93%,A1,8/7/2025,101.41,101.98
USD,3M Co.,2.2500%,1.07%,A1,9/19/2026,99.94,100.38
USD,3M Co.,3.1250%,2.70%,A1,9/19/2046,106.86,107.88
USD,3M Co.,2.2500%,0.44%,A1,3/15/2023,102.50,103.65
USD,3M Co.,2.8750%,1.30%,A1,10/15/2027,108.64,109.63
USD,3M Co.,3.6250%,2.70%,A1,10/15/2047,116.02,118.05
USD,3M Co.,3.2500%,0.61%,A1,2/14/2024,106.24,107.53
USD,3M Co.,3.6250%,1.46%,A1,9/14/2028,113.54,115.16
USD,3M Co.,4.0000%,2.73%,A1,9/14/2048,122.67,124.54
USD,3M Co.,0.4541%,0.34%,A1,2/14/2024,99.28,109.24
USD,3M Co.,3.3750%,1.63%,A1,3/1/2029,111.68,113.03
USD,3M Co.,2.6500%,0.82%,A1,4/15/2025,106.16,107.42
USD,3M Co.,3.0500%,1.72%,A1,4/15/2030,109.97,111.97
USD,3M Co.,3.7000%,2.72%,A1,4/15/2050,117.63,119.74
USD,7-Eleven Inc.,0.6250%,0.58%,,2/10/2023,99.54,100.74
USD,7-Eleven Inc.,0.8000%,0.79%,,2/10/2024,99.34,100.50
USD,7-Eleven Inc.,0.9500%,1.21%,,2/10/2026,97.96,99.29
USD,7-Eleven Inc.,1.3000%,1.70%,,2/10/2028,96.41,98.06
USD,7-Eleven Inc.,1.8000%,2.14%,,2/10/2031,95.84,97.32
USD,7-Eleven Inc.,2.5000%,2.85%,,2/10/2041,92.26,94.62
USD,7-Eleven Inc.,2.8000%,3.04%,,2/10/2051,93.19,96.33
USD,7-Eleven Inc.,0.6454%,0.64%,,8/10/2022,99.48,100.64
USD,ABB Finance USA Inc.,2.8750%,2.78%,A3,5/8/2022,101.84,102.47
USD,ABB Finance USA Inc.,4.3750%,2.39%,A3,5/8/2042,131.46,133.18
USD,ABB Finance USA Inc.,3.8000%,1.48%,A3,4/3/2028,113.63,114.55
USD,ACI Worldwide Inc.,5.7500%,5.24%,,8/15/2026,-,-
USD,ADT Corp.,3.5000%,2.22%,Ba3,7/15/2022,101.52,102.84
USD,ADT Corp.,4.8750%,7.08%,Ba3,7/15/2042,-,-
USD,ADT Corp.,4.1250%,1.62%,Ba3,6/15/2023,104.81,106.25
USD,AECOM,5.1250%,3.00%,Ba3,3/15/2027,-,-
USD,AEP Texas Inc.,2.1000%,2.26%,Baa2,7/1/2030,97.92,99.99
USD,AEP Texas Inc.,3.4500%,3.13%,Baa2,5/15/2051,104.24,105.66
USD,AEP Texas Inc.,3.9500%,3.97%,,6/1/2028,-,-
USD,AEP Transmission Company LLC,3.7500%,2.86%,,12/1/2047,114.76,116.99
USD,AEP Transmission Company LLC,4.2500%,2.99%,A2,9/15/2048,-,-
USD,AEP Transmission Company LLC,3.6500%,2.86%,A2,4/1/2050,113.90,116.90
USD,AFLAC Inc.,6.9000%,-,A3,12/17/2039,-,116.94
USD,AFLAC Inc.,6.4500%,-,A3,8/15/2040,-,110.88
USD,AFLAC Inc.,3.6250%,0.67%,A3,11/15/2024,109.06,110.27
USD,AFLAC Inc.,3.2500%,1.60%,A3,3/17/2025,-,-
USD,AFLAC Inc.,2.8750%,1.28%,A3,10/15/2026,100.34,101.20
USD,AFLAC Inc.,4.0000%,2.96%,A3,10/15/2046,112.42,116.59
USD,AFLAC Inc.,4.7500%,-,A3,1/15/2049,108.56,110.47
USD,AFLAC Inc.,3.6000%,1.89%,A3,4/1/2030,112.71,113.87
USD,AFLAC Inc.,1.1250%,1.07%,,3/15/2026,99.67,101.15
USD,AIG Global Funding,1.9000%,0.30%,,10/6/2021,100.79,100.84
USD,AIG Global Funding,2.7000%,0.53%,,12/15/2021,-,-
USD,AIG Global Funding,2.3000%,0.13%,,1/1/2022,-,-
USD,AIG Global Funding,0.4500%,0.50%,,12/8/2023,-,-
USD,AIG Life Holdings Inc.,8.5000%,-,Baa2,7/1/2030,132.66,-
USD,ALLTEL Corp.,7.8750%,3.97%,,7/1/2032,145.22,149.00
USD,AMC Entertainment Holdings Inc.,5.8750%,14.54%,Ca,11/15/2026,67.00,75.00
USD,AMC Entertainment Holdings Inc.,6.1250%,13.16%,Ca,5/15/2027,-,78.86
USD,AMC Entertainment Holdings Inc.,10.5000%,9.34%,,4/15/2025,-,-
USD,AMC Entertainment Inc.,5.7500%,13.49%,Ca,6/15/2025,76.34,80.33
USD,AMC Networks Inc.,5.0000%,5.43%,Ba3,4/1/2024,100.35,102.03
USD,AMC Networks Inc.,4.2500%,4.13%,Ba3,2/15/2029,99.87,101.77
USD,ANR Pipeline Co.,9.6250%,-,A3,11/1/2021,126.0,-
USD,AON Corp.,3.7500%,1.86%,Baa2,5/2/2029,112.56,113.84
USD,AON Corp.,2.2000%,0.41%,Baa2,11/15/2022,101.89,103.02
USD,AT & T Inc.,6.8000%,-,Baa2,5/15/2036,136.4,-
USD,AT & T Inc.,6.5000%,3.42%,Baa2,9/1/2037,136.53,138.95
USD,AT & T Inc.,6.3000%,3.31%,Baa2,1/15/2038,137.36,140.78
USD,AT & T Inc.,6.4000%,3.50%,Baa2,5/15/2038,118.79,-
USD,AT & T Inc.,6.5500%,3.29%,Baa2,2/15/2039,141.81,144.10
USD,AT & T Inc.,5.5500%,3.39%,Baa2,8/15/2041,131.23,133.51
USD,AT & T Inc.,4.3000%,3.35%,Baa2,12/15/2042,113.51,115.23
USD,AT & T Inc.,4.3500%,3.42%,Baa2,6/15/2045,113.7,115.72
USD,AT & T Inc.,2.6250%,0.75%,Baa2,12/1/2022,102.04,103.16
USD,AT & T Inc.,3.9000%,0.90%,Baa2,3/11/2024,107.32,108.49
USD,AT & T Inc.,4.8000%,3.45%,Baa2,6/15/2044,119.78,121.79
USD,AT & T Inc.,3.0000%,0.75%,Baa2,6/30/2022,101.62,102.70
USD,AT & T Inc.,3.4000%,0.95%,Baa2,5/15/2025,108.46,109.73
USD,AT & T Inc.,4.5000%,2.89%,Baa2,5/15/2035,116.93,118.56
USD,AT & T Inc.,4.7500%,3.43%,Baa2,5/15/2046,121.11,123.09
USD,AT & T Inc.,4.1250%,1.24%,Baa2,2/17/2026,112.05,113.32
USD,AT & T Inc.,5.6500%,3.46%,Baa2,2/15/2047,134.17,136.71
USD,AT & T Inc.,4.4500%,0.97%,Baa2,4/1/2024,108.70,109.9
USD,AT & T Inc.,3.9500%,0.91%,Baa2,1/15/2025,109.90,111.23
USD,AT & T Inc.,6.3500%,-,Baa2,3/15/2040,-,111.68
USD,AT & T Inc.,6.0000%,3.32%,Baa2,8/15/2040,135.18,136.74
USD,AT & T Inc.,6.3750%,3.41%,Baa2,3/1/2041,117.91,119.51
USD,AT & T Inc.,5.1500%,3.36%,Baa2,3/15/2042,124.54,126.52
USD,AT & T Inc.,4.5000%,3.41%,Baa2,3/9/2048,117.24,119.31
USD,AT & T Inc.,4.5500%,3.52%,Baa2,3/9/2049,117.63,119.84
USD,AT & T Inc.,3.8000%,0.83%,Baa2,3/1/2024,107.16,108.46
USD,AT & T Inc.,4.2500%,1.65%,Baa2,3/1/2027,113.27,114.53
USD,AT & T Inc.,5.2500%,3.10%,Baa2,3/1/2037,125.23,127.04
USD,AT & T Inc.,5.4500%,3.55%,Baa2,3/1/2047,130.82,132.84
USD,AT & T Inc.,5.7000%,3.69%,Baa2,3/1/2057,139.46,144.71
USD,AT & T Inc.,5.1500%,3.53%,Baa2,2/15/2050,127.47,130.64
USD,AT & T Inc.,4.9000%,3.03%,Baa2,8/15/2037,122.86,124.61
USD,AT & T Inc.,1.2990%,0.38%,Baa2,6/12/2024,101.77,103.24
USD,AT & T Inc.,4.1000%,1.73%,Baa2,2/15/2028,114.10,115.13
USD,AT & T Inc.,4.3000%,2.20%,Baa2,2/15/2030,115.35,116.96
USD,AT & T Inc.,5.1500%,3.52%,Baa2,11/15/2046,128.34,129.85
USD,AT & T Inc.,4.3500%,2.01%,Baa2,3/1/2029,115.44,116.72
USD,AT & T Inc.,4.8500%,3.19%,Baa2,3/1/2039,120.47,121.91
USD,AT & T Inc.,4.0500%,0.71%,Baa2,12/15/2023,107.56,116.42
USD,AT & T Inc.,3.5500%,0.98%,Baa2,6/1/2024,-,-
USD,AT & T Inc.,3.6000%,1.06%,Baa2,7/15/2025,109.90,110.30
USD,AT & T Inc.,3.8750%,1.25%,Baa2,1/15/2026,110.86,112.19
USD,AT & T Inc.,2.9500%,1.40%,Baa2,7/15/2026,-,-
USD,AT & T Inc.,3.8000%,1.62%,Baa2,2/15/2027,111.06,112.42
USD,AT & T Inc.,6.2500%,3.34%,Baa2,3/29/2041,138.03,146.18
USD,AT & T Inc.,2.3000%,1.58%,Baa2,6/1/2027,103.28,104.57
USD,AT & T Inc.,2.7500%,2.25%,Baa2,6/1/2031,103.97,104.86
USD,AT & T Inc.,3.5000%,3.20%,Baa2,6/1/2041,104.13,105.70
USD,AT & T Inc.,3.6500%,3.40%,Baa2,6/1/2051,103.90,104.90
USD,AT & T Inc.,3.8500%,3.53%,Baa2,6/1/2060,105.33,107.27
USD,AT & T Inc.,3.1000%,3.19%,Baa2,2/1/2043,97.67,98.70
USD,AT & T Inc.,3.3000%,3.37%,Baa2,2/1/2052,97.13,98.96
USD,AT & T Inc.,3.5000%,3.56%,Baa2,2/1/2061,97.77,99.39
USD,AT & T Inc.,1.6500%,1.66%,Baa2,2/1/2028,99.08,100.37
USD,AT & T Inc.,2.2500%,2.34%,Baa2,2/1/2032,98.35,99.79
USD,AT & T Inc.,3.5000%,3.43%,Baa2,9/15/2053,99.41,100.41
USD,AT & T Inc.,3.5500%,3.48%,Baa2,9/15/2055,99.20,100.22
USD,AT & T Inc.,3.6500%,3.55%,Baa2,9/15/2059,-,100.85
USD,AT & T Inc.,2.5500%,2.63%,Baa2,12/1/2033,98.53,100.17
USD,AT & T Inc.,3.8000%,3.56%,,12/1/2057,103.74,105.67
USD,AT & T Inc.,0.6664%,0.54%,Baa2,3/25/2024,99.61,101.24
USD,AT & T Inc.,0.9000%,0.81%,Baa2,3/25/2024,99.72,100.75
USD,AT & T Inc.,1.7000%,1.43%,Baa2,3/25/2026,100.64,101.9
USD,AT & T Inc.,5.3500%,3.21%,Baa2,9/1/2040,128.54,130.2
USD,AT & T Inc.,6.4500%,3.13%,Baa2,6/15/2034,132.90,137.81
USD,AT & T Inc.,6.1500%,-,Baa2,9/15/2034,131.00,134.0
USD,AT & T Inc.,4.1000%,-,,2/15/2028,94.55,95.06
USD,AT & T Inc.,4.3000%,-,,2/15/2030,93.23,93.98
USD,AT & T Inc.,5.1500%,5.69%,,2/15/2050,91.06,91.77
USD,AT & T Inc.,3.5000%,3.41%,,9/15/2053,100.19,101.8
USD,AT & T Inc.,3.5500%,3.47%,,9/15/2055,99.81,101.74
USD,AT & T Inc.,3.6500%,3.52%,,9/15/2059,101.12,103.06
USD,AT & T Inc.,2.5500%,-,,12/1/2033,98.97,100.01
USD,AT & T Inc.,3.8000%,-,,12/1/2057,104.14,105.87
USD,AT & T Inc.,4.2500%,3.76%,Baa2,3/1/2050,107.92,111.59
USD,AT & T Inc.,4.0000%,3.53%,Baa2,6/1/2049,-,-
USD,AT & T Inc.,3.7500%,5.37%,Baa2,9/1/2050,-,-
USD,AT&T Mobility LLC,7.1250%,-,WR,12/15/2031,118.00,-
USD,ATP Tower Holdings LLC/Andean Tower Partners Colombia SAS/Andean Telecom Partner,4.0500%,3.39%,,4/27/2026,-,-
USD,AXA Financial Inc.,7.0000%,2.23%,Baa2,4/1/2028,-,-
USD,AXIS Specialty Finance LLC,4.9000%,-,,1/15/2040,105.50,106.50
USD,AbbVie Inc.,2.9000%,0.41%,Baa2,11/6/2022,102.72,103.85
USD,AbbVie Inc.,4.4000%,2.96%,Baa2,11/6/2042,-,101.28
USD,AbbVie Inc.,3.2000%,0.90%,Baa2,11/6/2022,102.69,108.67
USD,AbbVie Inc.,3.6000%,1.14%,Baa2,5/14/2025,108.90,109.63
USD,AbbVie Inc.,4.5000%,2.60%,Baa2,5/14/2035,121.15,122.22
USD,AbbVie Inc.,4.7000%,3.20%,Baa2,5/15/2045,123.77,126.36
USD,AbbVie Inc.,4.3000%,2.67%,Baa2,5/14/2036,118.80,120.14
USD,AbbVie Inc.,4.4500%,3.16%,Baa2,5/14/2046,120.96,122.92
USD,AbbVie Inc.,2.8500%,0.65%,Baa2,5/14/2023,103.73,104.40
USD,AbbVie Inc.,3.2000%,1.32%,Baa2,5/14/2026,107.98,109.34
USD,AbbVie Inc.,3.7500%,0.67%,Baa2,11/14/2023,106.90,107.59
USD,AbbVie Inc.,4.8750%,3.19%,Baa2,11/14/2048,129.80,131.16
USD,AbbVie Inc.,3.3750%,0.43%,Baa2,11/14/2021,100.77,101.34
USD,AbbVie Inc.,4.2500%,1.84%,Baa2,11/14/2028,115.84,116.82
USD,AbbVie Inc.,2.1500%,-,,11/19/2021,101.96,102.14
USD,AbbVie Inc.,2.1500%,-,Baa2,11/19/2021,-,101.75
USD,AbbVie Inc.,2.3000%,-,,11/21/2022,103.70,104.08
