Currency,Issuer,Coupon,Yield,Moody's Rating,Maturity Date,Bid,Ask
USD,000000,6.5000%,3.15%,,3/15/2029,121.33,130.34
USD,000000,8.7500%,3.74%,Baa2,11/15/2031,-,-
USD,000000,3.2000%,1.15%,A2,4/1/2024,103.68,105.48
USD,3M Co.,6.3750%,2.14%,A1,2/15/2028,124.21,130.17
USD,3M Co.,5.7000%,-,A1,3/15/2037,120.00,-
USD,3M Co.,2.0000%,0.16%,A1,6/26/2022,100.27,101.54
USD,3M Co.,3.0000%,1.43%,A1,8/7/2025,105.00,107.00
USD,3M Co.,2.2500%,1.61%,A1,9/19/2026,-,-
USD,3M Co.,3.1250%,2.86%,A1,9/19/2046,105.04,106.21
USD,3M Co.,2.2500%,0.82%,A1,3/15/2023,101.21,102.33
USD,3M Co.,2.8750%,1.70%,A1,10/15/2027,105.78,107.13
USD,3M Co.,3.6250%,2.85%,A1,10/15/2047,113.55,115.34
USD,3M Co.,3.2500%,1.09%,A1,2/14/2024,104.08,105.34
USD,3M Co.,3.6250%,1.88%,A1,9/14/2028,110.43,111.96
USD,3M Co.,4.0000%,2.92%,A1,9/14/2048,119.42,121.00
USD,3M Co.,0.4560%,0.48%,A1,2/14/2024,99.94,100.42
USD,3M Co.,3.3750%,2.05%,A1,3/1/2029,108.25,109.67
USD,3M Co.,2.6500%,1.29%,A1,4/15/2025,103.89,105.12
USD,3M Co.,3.0500%,2.07%,A1,4/15/2030,106.94,108.19
USD,3M Co.,3.7000%,2.82%,A1,4/15/2050,116.51,118.89
USD,7-Eleven Inc.,0.6250%,0.96%,,2/10/2023,99.04,100.21
USD,7-Eleven Inc.,0.8000%,1.48%,,2/10/2024,98.30,100.30
USD,7-Eleven Inc.,0.9500%,1.78%,,2/10/2026,96.14,97.30
USD,7-Eleven Inc.,1.3000%,2.18%,,2/10/2028,94.21,95.77
USD,7-Eleven Inc.,1.8000%,2.40%,,2/10/2031,94.29,95.75
USD,7-Eleven Inc.,2.5000%,3.06%,,2/10/2041,90.83,92.78
USD,7-Eleven Inc.,2.8000%,3.18%,,2/10/2051,91.74,93.49
USD,ABB Finance USA Inc.,2.8750%,1.32%,A3,5/8/2022,100.82,101.04
USD,ABB Finance USA Inc.,4.3750%,2.77%,A3,5/8/2042,124.75,125.98
USD,ABB Finance USA Inc.,3.8000%,1.80%,A3,4/3/2028,111.82,112.31
USD,ACI Worldwide Inc.,5.7500%,4.86%,,8/15/2026,-,-
USD,AECOM,5.1250%,3.43%,Ba3,3/15/2027,-,-
USD,AEP Texas Inc.,2.1000%,2.69%,Baa2,7/1/2030,95.08,97.45
USD,AEP Texas Inc.,3.4500%,3.38%,Baa2,5/15/2051,100.74,102.58
USD,AEP Transmission Company LLC,3.7500%,3.06%,,12/1/2047,111.14,113.54
USD,AEP Transmission Company LLC,4.2500%,3.07%,A2,9/15/2048,-,-
USD,AEP Transmission Company LLC,3.6500%,3.12%,A2,4/1/2050,109.34,112.40
USD,AFLAC Inc.,3.6250%,1.26%,A3,11/15/2024,106.20,107.56
USD,AFLAC Inc.,3.2500%,2.04%,A3,3/17/2025,103.26,108.43
USD,AFLAC Inc.,2.8750%,1.71%,A3,10/15/2026,-,-
USD,AFLAC Inc.,4.0000%,3.04%,A3,10/15/2046,112.42,116.59
USD,AFLAC Inc.,3.6000%,2.19%,A3,4/1/2030,110.08,111.75
USD,AFLAC Inc.,1.1250%,1.52%,A3,3/15/2026,97.92,99.37
USD,AIG Global Funding,2.7000%,-,,12/15/2021,-,-
USD,AIG Global Funding,2.3000%,-,,1/1/2022,-,-
USD,AIG Global Funding,0.4500%,1.01%,,12/8/2023,-,-
USD,AIG Global Funding,0.6500%,1.52%,,6/17/2024,-,-
USD,ALLTEL Corp.,7.8750%,3.79%,,7/1/2032,-,-
USD,AMC Entertainment Holdings Inc.,5.8750%,16.41%,Ca,11/15/2026,67.00,75.00
USD,AMC Entertainment Holdings Inc.,6.1250%,14.54%,Ca,5/15/2027,-,78.86
USD,AMC Entertainment Holdings Inc.,10.5000%,9.32%,,4/15/2025,-,-
USD,AMC Entertainment Inc.,5.7500%,15.91%,Ca,6/15/2025,76.75,-
USD,AMC Networks Inc.,5.0000%,4.84%,Ba3,4/1/2024,99.56,102.28
USD,AMC Networks Inc.,4.2500%,4.32%,Ba3,2/15/2029,98.70,100.36
USD,AON Corp.,4.5000%,2.40%,Baa2,12/15/2028,-,-
USD,AON Corp.,3.7500%,2.35%,Baa2,5/2/2029,108.72,110.06
USD,AON Corp.,2.2000%,0.82%,Baa2,11/15/2022,100.72,101.81
USD,AON Corp./Aon Global Holdings PLC,2.0500%,2.41%,Baa2,8/23/2031,95.70,98.11
USD,AON Corp./Aon Global Holdings PLC,2.9000%,3.11%,Baa2,8/23/2051,95.44,97.30
USD,AON Corp./Aon Global Holdings PLC,2.6000%,2.51%,,12/2/2031,-,-
USD,AT & T Inc.,6.8000%,-,Baa2,5/15/2036,136.40,-
USD,AT & T Inc.,6.5000%,3.66%,Baa2,9/1/2037,132.82,136.14
USD,AT & T Inc.,6.3000%,3.49%,Baa2,1/15/2038,134.08,138.45
USD,AT & T Inc.,6.4000%,3.59%,Baa2,5/15/2038,-,-
USD,AT & T Inc.,6.5500%,3.56%,Baa2,2/15/2039,137.33,140.09
USD,AT & T Inc.,5.5500%,3.40%,Baa2,8/15/2041,129.94,131.66
USD,AT & T Inc.,4.3000%,3.45%,Baa2,12/15/2042,111.88,113.29
USD,AT & T Inc.,4.3500%,3.52%,Baa2,6/15/2045,112.30,113.83
USD,AT & T Inc.,2.6250%,1.23%,Baa2,12/1/2022,100.76,101.82
USD,AT & T Inc.,3.9000%,1.55%,Baa2,3/11/2024,104.60,105.73
USD,AT & T Inc.,4.8000%,3.55%,Baa2,6/15/2044,118.50,119.82
USD,AT & T Inc.,3.0000%,1.39%,Baa2,6/30/2022,100.31,101.34
USD,AT & T Inc.,3.4000%,1.61%,Baa2,5/15/2025,105.31,106.54
USD,AT & T Inc.,4.5000%,3.10%,Baa2,5/15/2035,114.59,116.01
USD,AT & T Inc.,4.7500%,3.53%,Baa2,5/15/2046,119.32,120.64
USD,AT & T Inc.,4.1250%,1.86%,Baa2,2/17/2026,108.38,109.56
USD,AT & T Inc.,5.6500%,3.66%,Baa2,2/15/2047,131.57,132.93
USD,AT & T Inc.,4.4500%,1.50%,Baa2,4/1/2024,105.96,107.11
