Currency,Issuer,Coupon,Yield,Moody's Rating,Maturity Date,Bid,Ask
USD,000000,6.5000%,3.11%,,3/15/2029,118.92,-
USD,000000,8.7500%,3.95%,Baa2,11/15/2031,-,-
USD,000000,6.5000%,-,Aa2,10/1/2034,130.00,-
USD,3M Co.,6.3750%,2.46%,A1,2/15/2028,-,-
USD,3M Co.,5.7000%,-,A1,3/15/2037,-,129.86
USD,3M Co.,2.0000%,0.25%,A1,6/26/2022,101.42,102.54
USD,3M Co.,3.0000%,0.97%,A1,8/7/2025,101.41,101.98
USD,3M Co.,2.2500%,1.24%,A1,9/19/2026,99.94,100.38
USD,3M Co.,3.1250%,3.09%,A1,9/19/2046,85.67,87.24
USD,3M Co.,2.2500%,0.31%,A1,3/15/2023,102.97,104.12
USD,3M Co.,2.8750%,1.48%,A1,10/15/2027,107.91,109.00
USD,3M Co.,3.6250%,3.07%,A1,10/15/2047,109.99,111.59
USD,3M Co.,3.2500%,0.52%,A1,2/14/2024,106.88,107.97
USD,3M Co.,3.6250%,1.84%,A1,9/14/2028,111.71,113.14
USD,3M Co.,4.0000%,3.11%,A1,9/14/2048,116.13,117.89
USD,3M Co.,0.4541%,0.33%,A1,2/14/2024,100.23,100.93
USD,3M Co.,3.3750%,1.93%,A1,3/1/2029,110.19,111.42
USD,3M Co.,2.6500%,0.90%,A1,4/15/2025,106.29,107.65
USD,3M Co.,3.0500%,2.04%,A1,4/15/2030,-,-
USD,3M Co.,3.7000%,3.12%,A1,4/15/2050,111.20,113.36
USD,7-Eleven Inc.,0.6250%,0.56%,,2/10/2023,99.91,100.31
USD,7-Eleven Inc.,0.8000%,0.86%,,2/10/2024,99.63,100.15
USD,7-Eleven Inc.,0.9500%,1.37%,,2/10/2026,97.78,98.44
USD,7-Eleven Inc.,1.3000%,1.89%,,2/10/2028,95.98,96.66
USD,7-Eleven Inc.,1.8000%,2.52%,,2/10/2031,93.39,94.46
USD,7-Eleven Inc.,2.5000%,3.20%,,2/10/2041,89.61,90.85
