Currency,Issuer,Coupon,Yield,Moody's Rating,Maturity Date,Bid,Ask
USD,000000,6.5000%,2.84%,,3/15/2029,123.39,135.23
USD,000000,8.7500%,3.52%,Baa2,11/15/2031,-,-
USD,000000,6.5000%,-,Aa2,10/1/2034,130.00,-
USD,3M Co.,6.3750%,1.65%,A1,2/15/2028,128.41,134.39
USD,3M Co.,5.7000%,-,A1,3/15/2037,120.00,-
USD,3M Co.,2.0000%,0.21%,A1,6/26/2022,101.14,102.22
USD,3M Co.,3.0000%,0.88%,A1,8/7/2025,101.41,101.98
USD,3M Co.,2.2500%,1.06%,A1,9/19/2026,99.94,100.38
USD,3M Co.,3.1250%,2.65%,A1,9/19/2046,107.51,109.08
USD,3M Co.,2.2500%,0.46%,A1,3/15/2023,102.42,103.55
USD,3M Co.,2.8750%,1.24%,A1,10/15/2027,108.98,110.12
USD,3M Co.,3.6250%,2.66%,A1,10/15/2047,116.82,119.14
USD,3M Co.,3.2500%,0.61%,A1,2/14/2024,106.27,107.49
USD,3M Co.,3.6250%,1.46%,A1,9/14/2028,113.68,115.16
USD,3M Co.,4.0000%,2.72%,A1,9/14/2048,123.14,125.17
USD,3M Co.,0.4541%,0.36%,A1,2/14/2024,99.28,109.24
USD,3M Co.,3.3750%,1.56%,A1,3/1/2029,112.29,113.48
USD,3M Co.,2.6500%,0.81%,A1,4/15/2025,106.17,107.32
USD,3M Co.,3.0500%,1.69%,A1,4/15/2030,110.23,112.23
USD,3M Co.,3.7000%,2.72%,A1,4/15/2050,118.12,120.57
USD,7-Eleven Inc.,0.6250%,0.54%,,2/10/2023,99.54,100.72
USD,7-Eleven Inc.,0.8000%,0.86%,,2/10/2024,99.34,100.51
USD,7-Eleven Inc.,0.9500%,1.21%,,2/10/2026,98.16,99.46
USD,7-Eleven Inc.,1.3000%,1.68%,,2/10/2028,96.73,98.26
USD,7-Eleven Inc.,1.8000%,2.12%,,2/10/2031,96.27,97.73
USD,7-Eleven Inc.,2.5000%,2.85%,,2/10/2041,93.30,95.56
USD,7-Eleven Inc.,2.8000%,2.99%,,2/10/2051,94.67,98.22
USD,7-Eleven Inc.,0.6454%,0.64%,,8/10/2022,99.52,100.61
USD,ABB Finance USA Inc.,2.8750%,2.78%,A3,5/8/2022,101.77,102.43
USD,ABB Finance USA Inc.,4.3750%,2.44%,A3,5/8/2042,131.14,131.69
