Currency,Issuer,Coupon,Yield,Moody's Rating,Maturity Date,Bid,Ask
USD,000000,6.5000%,3.06%,,3/15/2029,118.92,-
USD,000000,8.7500%,3.84%,Baa2,11/15/2031,-,-
USD,000000,6.5000%,-,Aa2,10/1/2034,130.00,-
USD,3M Co.,6.3750%,2.28%,A1,2/15/2028,-,-
USD,3M Co.,5.7000%,-,A1,3/15/2037,-,129.86
USD,3M Co.,2.0000%,0.27%,A1,6/26/2022,101.38,102.48
USD,3M Co.,3.0000%,0.92%,A1,8/7/2025,101.41,101.98
USD,3M Co.,2.2500%,1.15%,A1,9/19/2026,99.94,100.38
USD,3M Co.,3.1250%,2.94%,A1,9/19/2046,85.67,87.24
USD,3M Co.,2.2500%,0.35%,A1,3/15/2023,102.91,104.06
USD,3M Co.,2.8750%,1.44%,A1,10/15/2027,108.32,109.35
USD,3M Co.,3.6250%,3.00%,A1,10/15/2047,111.52,113.12
USD,3M Co.,3.2500%,0.54%,A1,2/14/2024,106.87,108.05
USD,3M Co.,3.6250%,1.78%,A1,9/14/2028,112.15,113.66
USD,3M Co.,4.0000%,3.03%,A1,9/14/2048,117.55,119.38
USD,3M Co.,0.4541%,0.33%,A1,2/14/2024,100.23,106.80
USD,3M Co.,3.3750%,1.87%,A1,3/1/2029,110.47,111.85
USD,3M Co.,2.6500%,0.82%,A1,4/15/2025,106.52,107.68
USD,3M Co.,3.0500%,1.97%,A1,4/15/2030,-,-
USD,3M Co.,3.7000%,3.01%,A1,4/15/2050,112.81,115.09
USD,7-Eleven Inc.,0.6250%,0.55%,,2/10/2023,99.92,100.32
USD,7-Eleven Inc.,0.8000%,0.83%,,2/10/2024,99.68,100.21
USD,7-Eleven Inc.,0.9500%,1.35%,,2/10/2026,97.91,98.60
USD,7-Eleven Inc.,1.3000%,1.84%,,2/10/2028,96.36,96.98
USD,7-Eleven Inc.,1.8000%,2.50%,,2/10/2031,93.73,94.61
USD,7-Eleven Inc.,2.5000%,3.14%,,2/10/2041,90.29,91.55
USD,7-Eleven Inc.,2.8000%,3.35%,,2/10/2051,89.03,91.46
USD,7-Eleven Inc.,0.6454%,0.60%,,8/10/2022,99.54,100.70
USD,ABB Finance USA Inc.,2.8750%,0.61%,A3,5/8/2022,102.18,102.75
USD,ABB Finance USA Inc.,4.3750%,2.76%,A3,5/8/2042,125.56,126.38
USD,ABB Finance USA Inc.,3.8000%,1.75%,A3,4/3/2028,113.15,114.19
USD,ABB Treasury Center USA Inc.,4.0000%,-,,6/15/2021,106.06,-
USD,ACI Worldwide Inc.,5.7500%,5.24%,,8/15/2026,-,-
USD,ADT Corp.,3.5000%,2.20%,Ba3,7/15/2022,-,-
USD,ADT Corp.,4.8750%,7.07%,Ba3,7/15/2042,-,-
USD,ADT Corp.,4.1250%,2.40%,Ba3,6/15/2023,-,-
USD,AECOM,5.8750%,2.12%,Ba3,10/15/2024,111.63,113.44
USD,AECOM,5.1250%,3.11%,Ba3,3/15/2027,-,-
USD,AEP Texas Inc.,2.1000%,2.55%,Baa2,7/1/2030,96.12,98.31
USD,AEP Texas Inc.,3.4500%,3.48%,Baa2,5/15/2051,-,-
USD,AEP Texas Inc.,3.9500%,3.97%,,6/1/2028,-,-
USD,AEP Transmission Company LLC,3.7500%,3.23%,,12/1/2047,108.94,110.14
USD,AEP Transmission Company LLC,4.2500%,3.24%,A2,9/15/2048,-,-
USD,AEP Transmission Company LLC,3.6500%,3.23%,A2,4/1/2050,107.77,110.36
USD,AFLAC Inc.,6.9000%,-,A3,12/17/2039,-,116.94
USD,AFLAC Inc.,6.4500%,-,A3,8/15/2040,-,110.88
USD,AFLAC Inc.,3.6250%,0.73%,A3,11/15/2024,109.41,110.55
USD,AFLAC Inc.,3.2500%,1.08%,A3,3/17/2025,-,-
USD,AFLAC Inc.,2.8750%,1.37%,A3,10/15/2026,100.34,101.20
USD,AFLAC Inc.,4.0000%,3.33%,A3,10/15/2046,111.17,114.51
USD,AFLAC Inc.,4.7500%,-,A3,1/15/2049,108.56,110.47
USD,AFLAC Inc.,1.1250%,1.12%,,3/15/2026,-,-
USD,AIG Global Funding,1.9000%,2.04%,,10/6/2021,100.76,100.83
USD,AIG Global Funding,2.7000%,0.30%,,12/15/2021,-,-
USD,AIG Global Funding,2.3000%,0.06%,,1/1/2022,-,-
USD,AIG Global Funding,0.4500%,0.53%,,12/8/2023,-,-
USD,AIG Life Holdings Inc.,8.5000%,-,Baa2,7/1/2030,132.66,-
USD,ALLTEL Corp.,7.8750%,4.21%,,7/1/2032,145.22,149.00
USD,AMC Entertainment Holdings Inc.,5.8750%,14.90%,Ca,11/15/2026,67.00,75.00
USD,AMC Entertainment Holdings Inc.,6.1250%,13.99%,Ca,5/15/2027,72.20,-
USD,AMC Entertainment Holdings Inc.,10.5000%,9.16%,,4/15/2025,-,-
USD,AMC Entertainment Inc.,5.7500%,14.42%,Ca,6/15/2025,-,-
USD,AMC Networks Inc.,5.0000%,4.95%,Ba3,4/1/2024,100.93,103.58
USD,AMC Networks Inc.,4.2500%,4.34%,Ba3,2/15/2029,98.31,100.59
USD,ANR Pipeline Co.,9.6250%,-,A3,11/1/2021,126.00,-
USD,AON Corp.,3.7500%,2.16%,Baa2,5/2/2029,110.93,112.32
USD,AON Corp.,2.2000%,0.36%,Baa2,11/15/2022,102.20,103.28
USD,AT & T Inc.,6.8000%,-,Baa2,5/15/2036,121.31,-
USD,AT & T Inc.,6.5000%,3.74%,Baa2,9/1/2037,133.24,135.16
USD,AT & T Inc.,6.3000%,3.59%,Baa2,1/15/2038,113.33,116.59
USD,AT & T Inc.,6.4000%,3.85%,Baa2,5/15/2038,118.79,-
USD,AT & T Inc.,6.5500%,3.72%,Baa2,2/15/2039,136.34,138.98
USD,AT & T Inc.,5.5500%,3.63%,Baa2,8/15/2041,127.27,131.10
USD,AT & T Inc.,4.3000%,3.61%,Baa2,12/15/2042,109.82,111.45
USD,AT & T Inc.,4.3500%,3.67%,Baa2,6/15/2045,110.15,111.94
USD,AT & T Inc.,2.6250%,0.75%,Baa2,12/1/2022,102.34,103.44
USD,AT & T Inc.,3.9000%,0.89%,Baa2,3/11/2024,107.87,109.01
USD,AT & T Inc.,4.8000%,3.72%,Baa2,6/15/2044,115.74,117.71
USD,AT & T Inc.,3.0000%,0.69%,Baa2,6/30/2022,101.94,103.12
USD,AT & T Inc.,3.4000%,0.93%,Baa2,5/15/2025,109.02,110.31
USD,AT & T Inc.,4.5000%,3.17%,Baa2,5/15/2035,114.22,116.11
USD,AT & T Inc.,4.7500%,3.73%,Baa2,5/15/2046,116.35,118.05
USD,AT & T Inc.,4.1250%,1.28%,Baa2,2/17/2026,112.41,113.76
USD,AT & T Inc.,5.6500%,3.78%,Baa2,2/15/2047,129.90,131.83
USD,AT & T Inc.,4.4500%,0.87%,Baa2,4/1/2024,109.42,110.59
USD,AT & T Inc.,3.9500%,0.96%,Baa2,1/15/2025,110.20,111.48
USD,AT & T Inc.,6.3500%,-,Baa2,3/15/2040,-,111.68
USD,AT & T Inc.,6.0000%,3.71%,Baa2,8/15/2040,130.12,133.4
USD,AT & T Inc.,6.3750%,3.71%,Baa2,3/1/2041,117.91,119.51
USD,AT & T Inc.,5.1500%,3.62%,Baa2,3/15/2042,121.24,123.14
USD,AT & T Inc.,4.5000%,3.74%,Baa2,3/9/2048,112.18,113.84
USD,AT & T Inc.,4.5500%,3.81%,Baa2,3/9/2049,112.50,114.48
USD,AT & T Inc.,3.8000%,0.84%,Baa2,3/1/2024,107.54,108.88
USD,AT & T Inc.,4.2500%,1.73%,Baa2,3/1/2027,113.15,114.44
USD,AT & T Inc.,5.2500%,3.32%,Baa2,3/1/2037,122.89,124.45
USD,AT & T Inc.,5.4500%,3.86%,Baa2,3/1/2047,125.73,128.54
USD,AT & T Inc.,5.7000%,4.00%,Baa2,3/1/2057,131.06,135.96
USD,AT & T Inc.,5.1500%,3.82%,Baa2,2/15/2050,122.86,125.9
USD,AT & T Inc.,4.9000%,3.32%,Baa2,8/15/2037,119.44,121.0
USD,AT & T Inc.,0.9405%,-,Baa2,6/1/2021,99.48,100.51
USD,AT & T Inc.,1.3641%,0.52%,Baa2,6/12/2024,101.98,103.13
USD,AT & T Inc.,4.1000%,2.04%,Baa2,2/15/2028,111.92,112.70
USD,AT & T Inc.,4.3000%,2.50%,Baa2,2/15/2030,113.75,114.39
USD,AT & T Inc.,5.1500%,3.76%,Baa2,11/15/2046,123.20,123.96
USD,AT & T Inc.,4.3500%,2.31%,Baa2,3/1/2029,113.85,115.20
USD,AT & T Inc.,4.8500%,3.51%,Baa2,3/1/2039,117.29,118.88
USD,AT & T Inc.,4.0500%,0.63%,Baa2,12/15/2023,108.15,110.48
USD,AT & T Inc.,3.5500%,0.96%,Baa2,6/1/2024,-,-
USD,AT & T Inc.,3.6000%,1.10%,Baa2,7/15/2025,110.01,110.42
USD,AT & T Inc.,3.8750%,1.32%,Baa2,1/15/2026,111.15,112.53
USD,AT & T Inc.,2.9500%,1.45%,Baa2,7/15/2026,-,-
USD,AT & T Inc.,3.8000%,1.70%,Baa2,2/15/2027,110.99,112.33
USD,AT & T Inc.,6.2500%,3.73%,Baa2,3/29/2041,135.04,136.97
USD,AT & T Inc.,2.3000%,1.65%,Baa2,6/1/2027,103.07,104.34
USD,AT & T Inc.,2.7500%,2.64%,Baa2,6/1/2031,100.70,101.58
