,Name,Allocation
0,Fiverr International Ltd.,3.39%
1,Fattal Holdings (1998) Ltd.,2.92%
2,Compugen Ltd.,2.89%
3,Sapiens International Corporation NV,2.84%
4,Danel (Adir Yeoshua) Ltd.,2.83%
5,RedHill Biopharma Ltd. Sponsored ADR,2.82%
6,Rada Electronic Industries Ltd.,2.78%
7,Matrix IT Ltd.,2.78%
8,Camtek Ltd,2.75%
9,NICE Ltd Sponsored ADR,2.69%
10,Nova Measuring Instruments Ltd,2.67%
11,Pluristem Therapeutics Inc.,2.66%
12,Kamada Ltd,2.60%
13,Perion Network Ltd,2.55%
14,Hilan Ltd.,2.53%
15,Check Point Software Technologies Ltd.,2.52%
16,Ceragon Networks Ltd,2.51%
17,Wix.com Ltd.,2.46%
18,AudioCodes Ltd.,2.45%
19,Gilat Satellite Networks Ltd.,2.43%
20,Elbit Systems Ltd,2.41%
21,Radware Ltd.,2.40%
22,Bezeq The Israel Telecommunication Corp. Ltd.,2.39%
23,Allot Ltd.,2.38%
24,One Software Technologies Ltd.,2.38%
25,CyberArk Software Ltd.,2.35%
26,Silicom Ltd.,2.32%
27,UroGen Pharma Ltd.,2.32%
28,Partner Communications Co. Ltd.,2.27%
29,BATM Advanced Communications Ltd.,2.22%
30,InMode Ltd.,2.18%
31,Tower Semiconductor Ltd,2.17%
32,BiondVax Pharmaceuticals Ltd. Sponsored ADR,2.17%
33,Gamida Cell Ltd.,2.15%
34,Cellcom Israel Ltd.,2.15%
35,Taro Pharmaceutical Industries Ltd.,2.14%
36,Ituran Location and Control Ltd.,2.14%
37,Stratasys Ltd.,2.07%
38,Teva Pharmaceutical Industries Limited Sponsored ADR,1.85%
39,PolyPid Ltd.,1.72%
40,Ayala Pharmaceuticals Inc,1.00%
41,Morgan Stanley Institutional Liquidity Funds Government Portfolio Institutional,0.73%
42,U.S. Dollar,-0.00%
