,Name,Allocation
0,Bank of America Corp,4.49%
1,JPMorgan Chase & Co.,4.26%
2,Wells Fargo & Company,3.92%
3,Citigroup Inc.,3.31%
4,Berkshire Hathaway Inc. Class B,2.91%
5,"Goldman Sachs Group, Inc.",2.53%
6,Truist Financial Corporation,2.25%
7,Morgan Stanley,2.20%
8,Progressive Corporation,2.14%
9,U.S. Bancorp,2.13%
10,American Express Company,1.88%
11,"Marsh & McLennan Companies, Inc.",1.64%
12,"Fidelity National Information Services, Inc.",1.55%
13,UnitedHealth Group Incorporated,1.42%
14,Charles Schwab Corporation,1.39%
15,"Travelers Companies, Inc.",1.23%
16,"S&P Global, Inc.",1.22%
17,"Prudential Financial, Inc.",1.18%
18,"MetLife, Inc.",1.18%
19,Allstate Corporation,1.18%
20,Cigna Corporation,1.18%
21,Capital One Financial Corporation,1.12%
22,"Intercontinental Exchange, Inc.",1.09%
23,"American International Group, Inc.",1.07%
24,Bank of New York Mellon Corporation,1.05%
25,Aflac Incorporated,1.04%
26,State Street Corporation,0.98%
27,MUTUAL FUND (OTHER),0.96%
28,CME Group Inc. Class A,0.93%
29,Moody's Corporation,0.92%
30,"Anthem, Inc.",0.90%
31,T. Rowe Price Group,0.89%
32,Caterpillar Inc.,0.85%
33,Aon Plc Class A,0.82%
34,CVS Health Corporation,0.75%
35,"Automatic Data Processing, Inc.",0.71%
36,"Ameriprise Financial, Inc.",0.70%
37,Northern Trust Corporation,0.69%
38,Global Payments Inc.,0.67%
39,Mastercard Incorporated Class A,0.65%
40,"Fiserv, Inc.",0.65%
41,Arthur J. Gallagher & Co.,0.64%
42,Fifth Third Bancorp,0.63%
43,Blackstone Group Inc. Class A,0.63%
44,"Hartford Financial Services Group, Inc.",0.62%
45,Verisk Analytics Inc,0.57%
46,Willis Towers Watson Public Limited Company,0.56%
47,Cincinnati Financial Corporation,0.56%
48,SVB Financial Group,0.55%
49,KeyCorp,0.53%
50,"Principal Financial Group, Inc.",0.52%
51,Regions Financial Corporation,0.49%
52,Markel Corporation,0.49%
53,"Citizens Financial Group, Inc.",0.49%
54,Discover Financial Services,0.47%
55,E*TRADE Financial Corporation,0.47%
56,KKR & Co. Inc.,0.45%
57,Synchrony Financial,0.43%
58,Arch Capital Group Ltd.,0.43%
59,Huntington Bancshares Incorporated,0.42%
60,W. R. Berkley Corporation,0.41%
61,MSCI Inc. Class A,0.39%
62,Globe Life Inc.,0.39%
63,"Everest Re Group, Ltd.",0.37%
64,"Raymond James Financial, Inc.",0.37%
65,"Brown & Brown, Inc.",0.36%
66,MarketAxess Holdings Inc.,0.35%
67,Weyerhaeuser Company,0.34%
68,M&T Bank Corporation,0.34%
69,Alleghany Corporation,0.33%
70,"Nasdaq, Inc.",0.33%
71,"Fidelity National Financial, Inc. - FNF Group",0.32%
72,Lincoln National Corporation,0.32%
73,Ally Financial Inc,0.32%
74,RenaissanceRe Holdings Ltd.,0.31%
75,"Voya Financial, Inc.",0.31%
76,Equifax Inc.,0.30%
77,"Equitable Holdings, Inc.",0.30%
78,"NVR, Inc.",0.30%
79,"Broadridge Financial Solutions, Inc.",0.30%
80,Athene Holding Ltd. Class A,0.29%
81,"Paychex, Inc.",0.28%
82,"Zions Bancorporation, N.A.",0.28%
83,"Commerce Bancshares, Inc.",0.27%
84,First Horizon National Corporation,0.27%
85,"East West Bancorp, Inc.",0.25%
86,TD Ameritrade Holding Corporation,0.25%
87,Comerica Incorporated,0.25%
