,Name,Allocation
0,Scotts Miracle-Gro Company Class A,5.64%
1,Timken Company,5.18%
2,"Steel Dynamics, Inc.",5.04%
3,Reliance Steel & Aluminum Co.,4.84%
4,Westlake Chemical Corporation,4.70%
5,Eastman Chemical Company,4.52%
6,LyondellBasell Industries NV,4.44%
7,Huntsman Corporation,4.20%
8,"CF Industries Holdings, Inc.",4.09%
9,Fastenal Company,4.03%
10,Nucor Corporation,3.84%
11,Newmont Corporation,3.77%
12,Hexcel Corporation,3.10%
13,Olin Corporation,3.03%
14,Albemarle Corporation,2.71%
15,Celanese Corporation,2.70%
16,"Royal Gold, Inc.",2.59%
17,FMC Corporation,2.51%
18,Cabot Corporation,2.42%
19,International Paper Company,2.33%
20,NewMarket Corporation,2.18%
21,"Air Products and Chemicals, Inc.",2.11%
22,Southern Copper Corporation,2.05%
23,GrafTech International Ltd.,1.93%
24,"Univar Solutions, Inc.",1.86%
25,Avery Dennison Corporation,1.78%
26,International Flavors & Fragrances Inc.,1.75%
27,Ecolab Inc.,1.74%
28,"Element Solutions, Inc.",1.72%
29,Mosaic Company,1.09%
30,Chemours Co.,1.00%
31,"Freeport-McMoRan, Inc.",0.96%
32,Linde plc,0.90%
33,"Ashland Global Holdings, Inc.",0.85%
34,"Dow, Inc.",0.83%
35,"DuPont de Nemours, Inc.",0.81%
36,W R Grace & Co,0.64%
37,Morgan Stanley Institutional Liquidity Funds treasury Portfolio Institutional,0.13%
38,U.S. Dollar,0.00%
