,Name,Allocation
0,Johnson & Johnson,21.64%
1,"Merck & Co., Inc.",18.90%
2,Horizon Therapeutics Public Limited Company,6.45%
3,Catalent Inc,5.14%
4,"Zoetis, Inc. Class A",4.79%
5,"Elanco Animal Health, Inc.",4.67%
6,Pfizer Inc.,4.55%
7,Bristol-Myers Squibb Company,4.37%
8,Eli Lilly and Company,4.23%
9,Mylan N.V.,3.58%
10,Perrigo Co. Plc,3.07%
11,Jazz Pharmaceuticals Plc,2.92%
12,"MyoKardia, Inc.",2.24%
13,"Amicus Therapeutics, Inc.",1.60%
14,"Reata Pharmaceuticals, Inc. Class A",1.21%
15,"Pacira Biosciences, Inc.",1.11%
16,"Axsome Therapeutics, Inc.",0.92%
17,Prestige Consumer Healthcare Inc,0.80%
18,"Ironwood Pharmaceuticals, Inc. Class A",0.72%
19,Corcept Therapeutics Incorporated.,0.60%
20,"Zogenix, Inc.",0.53%
21,"Revance Therapeutics, Inc.",0.52%
22,"Intra-Cellular Therapies, Inc.",0.45%
23,"Madrigal Pharmaceuticals, Inc.",0.43%
24,"Innoviva, Inc.",0.37%
25,Theravance Biopharma Inc,0.37%
26,Amphastar Pharmaceuticals Inc,0.29%
27,Cara Therapeutics Inc,0.29%
28,Omeros Corporation,0.28%
29,Intersect ENT Inc,0.27%
30,Endo International Plc,0.26%
31,Vanda Pharmaceuticals Inc.,0.26%
32,Relmada Therapeutics Inc,0.23%
33,"Phathom Pharmaceuticals, Inc.",0.22%
34,"Aerie Pharmaceuticals, Inc.",0.22%
35,"Spectrum Pharmaceuticals, Inc.",0.20%
36,"Amneal Pharmaceuticals, Inc. Class A",0.19%
37,Phibro Animal Health Corporation Class A,0.17%
38,"Arvinas, Inc.",0.17%
39,Tricida Inc,0.17%
40,"TherapeuticsMD, Inc.",0.16%
41,"AMAG Pharmaceuticals, Inc.",0.16%
42,"Catalyst Pharmaceuticals, Inc.",0.14%
43,MUTUAL FUND (OTHER),0.11%
44,U.S. Dollar,0.01%
