,Name,Allocation
0,"Livongo Health, Inc.",5.49%
1,Wuxi Biologics (Cayman) Inc.,5.19%
2,Repligen Corporation,4.25%
3,Lonza Group AG,4.22%
4,CRISPR Therapeutics AG,3.86%
5,Veeva Systems Inc Class A,3.81%
6,"Illumina, Inc.",3.60%
7,Quidel Corporation,3.27%
8,Catalent Inc,3.03%
9,Vertex Pharmaceuticals Incorporated,2.93%
10,"Teladoc Health, Inc.",2.68%
11,"Natera, Inc.",2.66%
12,"Agilent Technologies, Inc.",2.65%
13,Thermo Fisher Scientific Inc.,2.64%
14,NVIDIA Corporation,2.38%
15,"Intellia Therapeutics, Inc.",2.32%
16,"Editas Medicine, Inc.",2.26%
17,Evotec SE,2.24%
18,"Charles River Laboratories International, Inc.",2.18%
19,Veracyte Inc,2.15%
20,bioMerieux SA,2.03%
21,"NeoGenomics, Inc.",2.02%
22,U.S. Dollar,1.87%
23,Compugen Ltd.,1.64%
24,ICON Plc,1.64%
25,"CryoPort, Inc.",1.61%
26,"Guardant Health, Inc.",1.61%
27,Exact Sciences Corporation,1.57%
28,"Alnylam Pharmaceuticals, Inc",1.44%
29,"PRA Health Sciences, Inc.",1.32%
30,BioNTech SE Sponsored ADR,1.31%
31,Bruker Corporation,1.29%
32,Iovance Biotherapeutics Inc,1.19%
33,"Model N, Inc.",1.14%
34,"Amicus Therapeutics, Inc.",1.04%
35,10x Genomics Inc Class A,1.02%
36,"PerkinElmer, Inc.",1.02%
37,"Medpace Holdings, Inc.",0.96%
38,uniQure N.V.,0.92%
39,IQVIA Holdings Inc,0.87%
40,"NanoString Technologies, Inc.",0.87%
41,Bio-Techne Corporation,0.76%
42,"Pacific Biosciences of California, Inc.",0.75%
43,Luminex Corp,0.70%
44,"Ionis Pharmaceuticals, Inc.",0.70%
45,"Krystal Biotech, Inc.",0.60%
46,"Rocket Pharmaceuticals, Inc.",0.59%
47,Bayer AG,0.57%
48,"Ultragenyx Pharmaceutical, Inc.",0.55%
49,Cellectis SA Sponsored ADR,0.52%
50,"Sarepta Therapeutics, Inc.",0.44%
51,"Fate Therapeutics, Inc.",0.42%
52,"bluebird bio, Inc.",0.39%
53,"Prevail Therapeutics, Inc.",0.32%
54,"Homology Medicines, Inc.",0.29%
55,"REGENXBIO, Inc.",0.22%
