,Name,Allocation
0,AIM Treasurers Series Funds Inc Premier US Government Money Portfolio Institutional,4.72%
1,Allegheny Cnty Pa 2.336% 01-NOV-2037,1.92%
2,California St 7.55% 01-APR-2039,1.67%
3,University Calif Revs 4.131% 15-MAY-2045,1.53%
4,MUNICIPAL BONDS,1.35%
5,California St 7.3% 01-OCT-2039,1.18%
6,Port Auth N Y & N J 1.086% 01-JUL-2023,1.14%
7,Fort Lauderdale Fla Spl Oblig 0.75% 01-JAN-2024,1.13%
8,Commonwealth Fing Auth Pa Rev 3.657% 01-JUN-2038,1.13%
9,Dallas Fort Worth Tex Intl Arpt Rev 2.919% 01-NOV-2050,0.99%
10,California St 7.5% 01-APR-2034,0.96%
11,American Mun Pwr Ohio Inc Rev 8.084% 15-FEB-2050,0.94%
12,Allegheny Cnty Pa 2.086% 01-NOV-2033,0.92%
13,Port Auth N Y & N J 4.458% 01-OCT-2062,0.87%
14,Los Angeles Calif Dept Wtr & Pwr Rev 6.574% 01-JUL-2045,0.87%
15,University Calif Revs 3.349% 01-JUL-2029,0.87%
16,Port Auth N Y & N J 4.926% 01-OCT-2051,0.81%
17,King Cnty Wash Swr Rev 1.3% 01-JAN-2028,0.80%
18,California St 6.509% 01-APR-2039,0.79%
19,New York N Y 2.13% 01-AUG-2024,0.79%
20,Texas Transn Commn St Hwy Fd Rev 5.178% 01-APR-2030,0.76%
21,Hawaii St 2.065% 01-AUG-2035,0.76%
22,Missouri Jt Mun Elec Util Commn Pwr Proj Rev 6.89% 01-JAN-2042,0.75%
23,Illinois St 5.563% 01-FEB-2021,0.75%
24,Texas St 5.517% 01-APR-2039,0.72%
25,South Carolina St Pub Svcs Auth Rev 6.454% 01-JAN-2050,0.72%
26,Municipal Elec Auth Ga 7.055% 01-APR-2057,0.71%
27,California St 7.35% 01-NOV-2039,0.71%
28,New York St Hsg Fin Agy Rev VAR 01-NOV-2045,0.70%
29,Massachusetts St Sch Bldg Auth Dedicated Sales Tax Rev 0.399% 15-AUG-2022,0.67%
30,Chicago Ill O Hare Intl Arpt Rev 4.472% 01-JAN-2049,0.66%
31,University Calif Revs 5.946% 15-MAY-2045,0.65%
32,San Antonio Tex 0.478% 01-FEB-2023,0.65%
33,Chicago Ill O Hare Intl Arpt Rev 4.572% 01-JAN-2054,0.65%
34,University Tex Univ Revs 4.644% 15-AUG-2030,0.63%
35,California St Dept Wtr Res Cent Vy Proj Rev 1.789% 01-DEC-2035,0.62%
36,City of New York (New York) 5.968% 01-MAR-2036,0.62%
37,California St 4.5% 01-APR-2033,0.60%
38,New York N Y 6.271% 01-DEC-2037,0.60%
39,Dallas Fort Worth Tex Intl Arpt Rev 1.887% 01-NOV-2021,0.60%
40,American Mun Pwr Ohio Inc Rev 6.053% 15-FEB-2043,0.59%
41,Metro Ore 3.25% 01-JUN-2028,0.58%
42,New York N Y 2.63% 01-AUG-2028,0.55%
43,Illinois St 6.9% 01-MAR-2035,0.54%
44,Denison Tex Indpt Sch Dist 2.736% 01-AUG-2041,0.53%
45,Louisiana Pub Facs Auth Hosp Rev 2.282% 01-JUN-2030,0.51%
46,University Calif Revs 0.883% 15-MAY-2025,0.51%
47,New Jersey St Edl Facs Auth Rev 3.613% 01-JUL-2050,0.51%
48,Auburn Univ Ala Gen Fee Rev 2.681% 01-JUN-2050,0.50%
49,Monroe Cnty N Y Indl Dev Corp Rev 2.846% 01-JUL-2050,0.50%
50,Massachusetts St 4.91% 01-MAY-2029,0.50%
51,San Antonio Tex 0.843% 01-FEB-2025,0.50%
52,New York St Hsg Fin Agy Rev VAR 01-NOV-2045,0.50%
53,San Antonio Tex Ed Facs Corp Rev 3.242% 01-JUN-2050,0.49%
54,Municipal Elec Auth Ga 6.655% 01-APR-2057,0.49%
55,Fulton Cnty Ga Dev Auth Rev 3.134% 01-NOV-2049,0.48%
56,New Jersey St Transn Tr Fd Auth 6.561% 15-DEC-2040,0.48%
57,Metropolitan Transn Auth N Y Rev 6.668% 15-NOV-2039,0.47%
58,Great Lakes Wtr Auth Mich Sew Disp Sys Rev 2.615% 01-JUL-2036,0.46%
59,Cowlitz Cnty Wash Pub Util Dist No 001 Elec Rev 6.884% 01-SEP-2032,0.46%
60,Louisiana Loc Govt Environmental Facs & Cmnty Dev Auth Rev 2.587% 01-FEB-2043,0.45%
61,Chicago Ill Brd Ed 6.138% 01-DEC-2039,0.45%
62,Chicago Ill O Hare Intl Arpt Rev 6.395% 01-JAN-2040,0.45%
63,Louisiana Loc Govt Environmental Facs & Cmnty Dev Auth Rev 2.637% 01-FEB-2048,0.44%
64,Franklin Cnty Ohio Hosp Rev 3.382% 01-NOV-2050,0.44%
65,Univ Calif Regts Med Ctr Pooled Rev 6.583% 15-MAY-2049,0.43%
