,Name,Allocation
0,"Intuitive Surgical, Inc.",4.83%
1,Abbott Laboratories,3.73%
2,Medtronic Plc,3.28%
3,Johnson & Johnson,2.98%
4,Boston Scientific Corporation,2.69%
5,Roche Holding AG,2.69%
6,Fresenius Medical Care AG & Co. KGaA,2.67%
7,AstraZeneca PLC,2.65%
8,"BeiGene, Ltd. Sponsored ADR",2.49%
9,"Align Technology, Inc.",2.09%
10,Sanofi,2.01%
11,"DexCom, Inc.",2.00%
12,BioNTech SE Sponsored ADR,1.98%
13,Thermo Fisher Scientific Inc.,1.80%
14,"Illumina, Inc.",1.70%
15,"Moderna, Inc.",1.58%
16,"WuXi AppTec Co., Ltd. Class H",1.52%
17,Edwards Lifesciences Corporation,1.51%
18,Merck KGaA,1.50%
19,Novartis AG,1.47%
20,Teleflex Incorporated,1.40%
21,"Gilead Sciences, Inc.",1.39%
22,Stryker Corporation,1.34%
23,"Regeneron Pharmaceuticals, Inc.",1.33%
24,CRISPR Therapeutics AG,1.32%
25,Mirati Therapeutics Inc.,1.27%
26,Baxter International Inc.,1.18%
27,Smith & Nephew plc,1.18%
28,"Seattle Genetics, Inc.",1.17%
29,Iovance Biotherapeutics Inc,1.13%
30,Cerner Corporation,1.06%
31,"Natera, Inc.",1.04%
32,"Allscripts Healthcare Solutions, Inc.",0.99%
33,Takeda Pharmaceutical Co. Ltd.,0.98%
34,"ABIOMED, Inc.",0.96%
35,QIAGEN NV,0.95%
36,DaVita Inc.,0.95%
37,"Shockwave Medical, Inc.",0.93%
38,"Fate Therapeutics, Inc.",0.92%
39,"TG Therapeutics, Inc.",0.88%
40,ResMed Inc.,0.84%
41,Compugen Ltd.,0.84%
42,"Sangamo Therapeutics, Inc.",0.80%
43,HCA Healthcare Inc,0.73%
44,"Henry Schein, Inc.",0.72%
45,"NeoGenomics, Inc.",0.67%
46,Globus Medical Inc Class A,0.66%
47,"Exelixis, Inc.",0.66%
48,"iRhythm Technologies, Inc.",0.63%
49,Quest Diagnostics Incorporated,0.63%
50,"Charles River Laboratories International, Inc.",0.61%
51,Fresenius SE & Co. KGaA,0.61%
52,Adaptive Biotechnologies Corp.,0.61%
53,"Intellia Therapeutics, Inc.",0.60%
54,MicroPort Scientific Corp.,0.57%
55,"Halozyme Therapeutics, Inc.",0.57%
56,Insulet Corporation,0.56%
57,"OPKO Health, Inc.",0.55%
58,ABCAM PLC,0.54%
59,"Inspire Medical Systems, Inc.",0.53%
60,"Allogene Therapeutics, Inc.",0.52%
61,Laboratory Corporation of America Holdings,0.52%
62,Nektar Therapeutics,0.52%
63,"Akebia Therapeutics, Inc.",0.50%
64,"FibroGen, Inc.",0.50%
65,MorphoSys AG,0.50%
66,Mesoblast Limited,0.49%
67,"Editas Medicine, Inc.",0.47%
68,Acceleron Pharma Inc,0.46%
69,"Merit Medical Systems, Inc.",0.45%
70,Takara Bio Inc.,0.42%
71,NovoCure Ltd.,0.42%
72,Hutchison China Meditech Ltd Sponsored ADR,0.41%
73,"bluebird bio, Inc.",0.40%
74,Quanterix Corporation,0.39%
75,Integer Holdings Corporation,0.38%
76,"REGENXBIO, Inc.",0.37%
77,Adverum Biotechnologies Inc,0.37%
78,Precigen Inc,0.35%
79,"3SBio, Inc.",0.35%
80,Blueprint Medicines Corp.,0.34%
81,"Myriad Genetics, Inc.",0.33%
82,Theravance Biopharma Inc,0.33%
83,CONMED Corporation,0.33%
84,"Health Catalyst, Inc.",0.32%
85,"Reata Pharmaceuticals, Inc. Class A",0.32%
86,"Rhythm Pharmaceuticals, Inc.",0.32%
87,Genscript Biotech Corporation,0.32%
88,"Rocket Pharmaceuticals, Inc.",0.31%
89,"ZIOPHARM Oncology, Inc.",0.30%
90,"Karyopharm Therapeutics, Inc.",0.30%
91,Surmodics Inc,0.29%
92,"Vocera Communications, Inc.",0.28%
93,"Constellation Pharmaceuticals, Inc.",0.28%
94,"Krystal Biotech, Inc.",0.28%
95,"Replimune Group, Inc.",0.27%
96,"Molecular Templates, Inc.",0.27%
97,"Agios Pharmaceuticals, Inc.",0.27%
98,"NextGen Healthcare, Inc.",0.25%
99,"Homology Medicines, Inc.",0.24%
100,"Stoke Therapeutics, Inc.",0.24%
101,"Cardiovascular Systems, Inc.",0.22%
102,"Athenex, Inc.",0.22%
103,Cara Therapeutics Inc,0.19%
104,uniQure N.V.,0.18%
105,Innate Pharma SA Class A,0.17%
106,LivaNova Plc,0.16%
107,"Nichi-Iko Pharmaceutical Co., Ltd.",0.16%
108,EMIS Group plc,0.14%
109,"BioTelemetry, Inc.",0.14%
110,MeiraGTx Holdings Plc,0.13%
111,Cellectis SA Sponsored ADR,0.12%
112,Atara Biotherapeutics Inc,0.12%
113,"Voyager Therapeutics, Inc.",0.11%
114,Tricida Inc,0.11%
115,"Gossamer Bio, Inc.",0.10%
116,"G1 Therapeutics, Inc.",0.10%
117,"Rubius Therapeutics, Inc.",0.05%
118,"NextCure, Inc.",0.05%
