,Name,Allocation
0,United States,83.55%
1,Canada,1.61%
2,Mexico,1.60%
3,United Kingdom,1.32%
4,Netherlands,1.11%
5,Indonesia,1.00%
6,Saudi Arabia,0.64%
7,Qatar,0.52%
8,France,0.51%
9,United Arab Emirates,0.51%
10,Australia,0.42%
11,Luxembourg,0.39%
12,Colombia,0.38%
13,Chile,0.37%
14,Brazil,0.34%
15,Ireland,0.33%
16,Turkey,0.32%
17,Cayman Islands,0.31%
18,Philippines,0.31%
19,Russian Federation,0.31%
20,Panama,0.29%
21,Peru,0.26%
22,Uruguay,0.25%
23,Israel,0.23%
24,Spain,0.20%
25,Malaysia,0.18%
26,Virgin Islands (british),0.18%
27,Argentina,0.18%
28,China,0.16%
29,South Africa,0.15%
30,Egypt,0.13%
31,Dominican Republic,0.13%
32,Norway,0.13%
33,Ghana,0.12%
34,Germany,0.12%
35,Oman,0.10%
36,Costa Rica,0.10%
37,Italy,0.09%
38,Kazakhstan,0.09%
39,Japan,0.08%
40,Korea Republic Of,0.08%
41,South Korea,0.08%
42,Romania,0.07%
43,Paraguay,0.07%
44,Jamaica,0.07%
45,Morocco,0.07%
46,Guatemala,0.07%
47,Austria,0.06%
48,Senegal,0.06%
49,Bahrain,0.06%
50,Kenya,0.06%
51,Thailand,0.05%
52,Nigeria,0.05%
53,India,0.05%
54,El Salvador,0.05%
55,Hungary,0.05%
56,Belgium,0.03%
57,Cote D'ivoire,0.02%
58,Finland,0.01%
59,Venezuela,0.01%
60,Bermuda,0.00%
