,Name,Allocation
0,CRISPR Therapeutics AG,4.79%
1,"BeiGene, Ltd. Sponsored ADR",4.69%
2,"MacroGenics, Inc.",4.34%
3,Trillium Therapeutics Inc.,4.31%
4,BioNTech SE Sponsored ADR,4.15%
5,Compugen Ltd.,4.14%
6,"Replimune Group, Inc.",3.97%
7,"Fate Therapeutics, Inc.",3.80%
8,"Xencor, Inc.",3.77%
9,Cellectis SA Sponsored ADR,3.63%
10,"Moderna, Inc.",3.53%
11,"Merck & Co., Inc.",3.49%
12,Bristol-Myers Squibb Company,3.47%
13,Astrazeneca PLC Sponsored ADR,3.40%
14,MorphoSys AG Sponsored ADR,3.38%
15,Iovance Biotherapeutics Inc,3.37%
16,argenx SE ADR,3.27%
17,"Y-mAbs Therapeutics, Inc.",3.23%
18,"Regeneron Pharmaceuticals, Inc.",3.18%
19,Nektar Therapeutics,2.98%
20,Legend Biotech Corporation Sponsored ADR,2.96%
21,Zymeworks Inc.,2.90%
22,"bluebird bio, Inc.",2.84%
23,"Gilead Sciences, Inc.",2.82%
24,"Allogene Therapeutics, Inc.",2.69%
25,Adaptimmune Therapeutics PLC Sponsored ADR,2.61%
26,"Arcus Biosciences, Inc.",2.56%
27,"IGM Biosciences, Inc.",2.37%
28,"Cue Biopharma, Inc.",2.23%
29,"NextCure, Inc.",1.16%
30,First American Funds Inc X Government Obligations Fund,0.03%
31,U.S. Dollar,-0.04%
