,Name,Allocation
0,"iRhythm Technologies, Inc.",5.10%
1,"M3, Inc.",4.90%
2,"Nuance Communications, Inc.",4.17%
3,"Guardant Health, Inc.",4.11%
4,"Livongo Health, Inc.",3.99%
5,"Tandem Diabetes Care, Inc.",3.98%
6,Veeva Systems Inc Class A,3.90%
7,Insulet Corporation,3.85%
8,"Agilent Technologies, Inc.",3.83%
9,"DexCom, Inc.",3.73%
10,"Teladoc Health, Inc.",3.71%
11,"NeoGenomics, Inc.",3.65%
12,Invitae Corp.,3.64%
13,Cerner Corporation,3.62%
14,Alibaba Health Information Technology Ltd.,3.56%
15,Ping An Healthcare and Technology Company Limited,3.49%
16,Laboratory Corporation of America Holdings,3.42%
17,CompuGroup Medical SE & Co. KGaA,3.42%
18,"Illumina, Inc.",3.39%
19,"Change Healthcare, Inc.",2.81%
20,"Omnicell, Inc.",2.74%
21,Premier Inc. Class A,2.29%
22,"Inovalon Holdings, Inc. Class A",1.74%
23,Shop Apotheke Europe NV,1.56%
24,"eHealth, Inc.",1.52%
25,Veracyte Inc,1.41%
26,"BioTelemetry, Inc.",1.37%
27,R1 RCM Inc,1.33%
28,"Allscripts Healthcare Solutions, Inc.",1.26%
29,"1Life Healthcare, Inc.",1.24%
30,Evolent Health Inc Class A,0.93%
31,"Tabula Rasa Healthcare, Inc.",0.90%
32,U.S. Dollar,0.87%
33,Pro Medicus Limited,0.80%
34,"NextGen Healthcare, Inc.",0.67%
35,"Codexis, Inc.",0.66%
36,"Ontrak, Inc.",0.62%
37,"Phreesia, Inc.",0.59%
38,SmileDirectClub Inc Class A,0.52%
39,"Personalis, Inc.",0.38%
40,"Computer Programs and Systems, Inc.",0.35%
