,Name,Allocation
0,JPMorgan Chase & Co.,9.09%
1,Berkshire Hathaway Inc. Class B,8.74%
2,Bank of America Corp,5.96%
3,Citigroup Inc.,3.16%
4,Wells Fargo & Company,2.80%
5,"BlackRock, Inc.",2.70%
6,"S&P Global, Inc.",2.68%
7,"Goldman Sachs Group, Inc.",2.02%
8,American Express Company,2.00%
9,CME Group Inc. Class A,1.89%
10,Morgan Stanley,1.86%
11,"Intercontinental Exchange, Inc.",1.75%
12,"Marsh & McLennan Companies, Inc.",1.74%
13,Chubb Limited,1.67%
14,Progressive Corporation,1.63%
15,Truist Financial Corporation,1.50%
16,U.S. Bancorp,1.46%
17,Moody's Corporation,1.46%
18,"PNC Financial Services Group, Inc.",1.40%
19,Aon Plc Class A,1.36%
20,Charles Schwab Corporation,1.21%
21,Blackstone Group Inc. Class A,1.08%
22,T. Rowe Price Group,0.96%
23,MSCI Inc. Class A,0.94%
24,Allstate Corporation,0.91%
25,Capital One Financial Corporation,0.89%
26,"MetLife, Inc.",0.88%
27,"Travelers Companies, Inc.",0.87%
28,Bank of New York Mellon Corporation,0.87%
29,"Prudential Financial, Inc.",0.81%
30,Willis Towers Watson Public Limited Company,0.77%
31,Aflac Incorporated,0.76%
32,"American International Group, Inc.",0.75%
33,State Street Corporation,0.72%
34,Arthur J. Gallagher & Co.,0.59%
35,First Republic Bank,0.59%
36,"Ameriprise Financial, Inc.",0.58%
37,MarketAxess Holdings Inc.,0.57%
38,KKR & Co. Inc.,0.53%
39,Northern Trust Corporation,0.49%
40,Discover Financial Services,0.47%
41,"Nasdaq, Inc.",0.46%
42,Markel Corporation,0.45%
43,"Hartford Financial Services Group, Inc.",0.43%
44,Fifth Third Bancorp,0.42%
45,FactSet Research Systems Inc.,0.41%
46,M&T Bank Corporation,0.41%
47,Synchrony Financial,0.40%
48,Arch Capital Group Ltd.,0.38%
49,SVB Financial Group,0.38%
50,Cincinnati Financial Corporation,0.36%
51,E*TRADE Financial Corporation,0.36%
52,"Principal Financial Group, Inc.",0.36%
53,KeyCorp,0.35%
54,"Brown & Brown, Inc.",0.33%
55,Regions Financial Corporation,0.32%
56,"Annaly Capital Management, Inc.",0.32%
57,"Citizens Financial Group, Inc.",0.31%
58,Cboe Global Markets Inc,0.31%
59,TD Ameritrade Holding Corporation,0.30%
60,Huntington Bancshares Incorporated,0.28%
61,"Raymond James Financial, Inc.",0.28%
62,Loews Corporation,0.28%
63,"Fidelity National Financial, Inc. - FNF Group",0.27%
64,W. R. Berkley Corporation,0.27%
65,"Everest Re Group, Ltd.",0.27%
66,RenaissanceRe Holdings Ltd.,0.27%
67,"Equitable Holdings, Inc.",0.26%
68,Globe Life Inc.,0.25%
69,Apollo Global Management Inc. Class A,0.25%
70,Ally Financial Inc,0.25%
71,Alleghany Corporation,0.23%
72,AGNC Investment Corp.,0.23%
73,"Assurant, Inc.",0.22%
74,Lincoln National Corporation,0.21%
75,"Voya Financial, Inc.",0.20%
76,SEI Investments Company,0.20%
77,LPL Financial Holdings Inc.,0.19%
78,"Franklin Resources, Inc.",0.19%
79,State Str Instl Invt Tr Treaplu Inv Cl G,0.18%
80,"Reinsurance Group of America, Incorporated",0.18%
81,"Commerce Bancshares, Inc.",0.18%
82,First American Financial Corporation,0.17%
83,Comerica Incorporated,0.17%
84,Erie Indemnity Company Class A,0.16%
85,"Primerica, Inc.",0.16%
86,"East West Bancorp, Inc.",0.16%
87,"Zions Bancorporation, N.A.",0.16%
88,First Horizon National Corporation,0.16%
89,Signature Bank,0.16%
90,"Prosperity Bancshares, Inc.(R)",0.16%
91,Athene Holding Ltd. Class A,0.15%
92,"American Financial Group, Inc.",0.15%
93,Kemper Corporation,0.15%
94,Credit Acceptance Corporation,0.14%
95,Old Republic International Corporation,0.14%
96,"People's United Financial, Inc.",0.14%
97,"New York Community Bancorp, Inc.",0.14%
98,"Tradeweb Markets, Inc. Class A",0.13%
99,"Starwood Property Trust, Inc.",0.13%
100,"Kinsale Capital Group, Inc.",0.13%
