,Name,Allocation
0,"AbbVie, Inc.",3.02%
1,"DexCom, Inc.",3.01%
2,"Regeneron Pharmaceuticals, Inc.",2.92%
3,Edwards Lifesciences Corporation,2.87%
4,Novo Nordisk A/S Class B,2.81%
5,"Chugai Pharmaceutical Co., Ltd.",2.80%
6,Boston Scientific Corporation,2.79%
7,"Celltrion, Inc.",2.74%
8,Vertex Pharmaceuticals Incorporated,2.69%
9,Bristol-Myers Squibb Company,2.69%
10,Stryker Corporation,2.69%
11,Amgen Inc.,2.69%
12,"Becton, Dickinson and Company",2.55%
13,Medtronic Plc,2.53%
14,Terumo Corporation,2.37%
15,"Alcon, Inc.",2.26%
16,"Zimmer Biomet Holdings, Inc.",2.21%
17,Biogen Inc.,2.19%
18,"Seattle Genetics, Inc.",2.07%
19,Fresenius Medical Care AG & Co. KGaA,2.05%
20,Hansoh Pharmaceutical Group Company Limited,2.00%
21,Genmab A/S,1.91%
22,"Welltower, Inc.",1.84%
23,UCB S.A.,1.81%
24,"Align Technology, Inc.",1.81%
25,Incyte Corporation,1.59%
26,bioMerieux SA,1.51%
27,"BeiGene, Ltd. Sponsored ADR",1.43%
28,Smith & Nephew plc,1.34%
29,"Ventas, Inc.",1.23%
30,Quest Diagnostics Incorporated,1.22%
31,"Varian Medical Systems, Inc.",1.22%
32,Straumann Holding AG,1.19%
33,Sonova Holding AG,1.18%
34,"ABIOMED, Inc.",1.07%
35,Insulet Corporation,1.02%
36,Exact Sciences Corporation,0.92%
37,DaVita Inc.,0.86%
38,"Neurocrine Biosciences, Inc.",0.80%
39,GN Store Nord A/S,0.76%
40,"DENTSPLY SIRONA, Inc.",0.75%
41,Cochlear Limited,0.74%
42,Orpea SA,0.63%
43,NovoCure Ltd.,0.60%
44,"Amedisys, Inc.",0.60%
45,Amplifon S.p.A.,0.57%
46,"Ionis Pharmaceuticals, Inc.",0.57%
47,Demant A/S,0.56%
48,"Omega Healthcare Investors, Inc.",0.54%
49,Pennant Group Inc,0.53%
50,H. Lundbeck A/S,0.52%
51,"Exelixis, Inc.",0.52%
52,"LHC Group, Inc.",0.50%
53,ACADIA Pharmaceuticals Inc.,0.46%
54,Pharma Mar SA,0.44%
55,"SAGE Therapeutics, Inc.",0.42%
56,"Halozyme Therapeutics, Inc.",0.40%
57,"Ensign Group, Inc.",0.39%
58,Medacta Group SA,0.39%
59,"Silk Road Medical, Inc.",0.38%
60,"Merit Medical Systems, Inc.",0.36%
61,Envista Holdings Corp.,0.36%
62,"bluebird bio, Inc.",0.34%
63,"Venus Medtech (Hangzhou), Inc. Class H",0.34%
64,Ryman Healthcare Ltd.,0.34%
65,Attendo AB,0.34%
66,Diversified Healthcare Trust,0.33%
67,Glaukos Corp,0.31%
68,Elekta AB Class B,0.31%
69,Luye Pharma Group Ltd.,0.31%
70,Integra LifeSciences Holdings Corporation,0.31%
71,Blueprint Medicines Corp.,0.31%
72,"Sabra Health Care REIT, Inc.",0.30%
73,"National Health Investors, Inc.",0.30%
74,Chartwell Retirement Residences,0.30%
75,"FibroGen, Inc.",0.29%
76,Amarin Corporation Plc Sponsored ADR,0.29%
77,Korian SA,0.29%
78,"H.U.Group Holdings, Inc.",0.27%
79,"LTC Properties, Inc.",0.27%
80,Integer Holdings Corporation,0.27%
81,Alkermes Plc,0.26%
82,Nipro Corporation,0.26%
83,"Myriad Genetics, Inc.",0.25%
84,"Mochida Pharmaceutical Co., Ltd.",0.24%
85,"NuVasive, Inc.",0.24%
86,LivaNova Plc,0.24%
87,"Kissei Pharmaceutical Co., Ltd.",0.24%
88,Radius Health Inc,0.23%
89,"Agios Pharmaceuticals, Inc.",0.23%
90,McCarthy & Stone PLC,0.23%
91,"Helixmith Co., Ltd.",0.23%
92,"Toho Holdings Co., Ltd.",0.22%
93,Brookdale Senior Living Inc.,0.22%
94,National HealthCare Corporation,0.21%
95,"Aerie Pharmaceuticals, Inc.",0.21%
96,"Epizyme, Inc.",0.19%
97,"Tactile Systems Technology, Inc.",0.19%
98,Natus Medical Incorporated,0.17%
99,"Inogen, Inc.",0.14%
100,U.S. Dollar,0.06%
