,Name,Allocation
0,Apple Inc.,6.05%
1,Microsoft Corporation,4.82%
2,"Amazon.com, Inc.",4.11%
3,"Facebook, Inc. Class A",1.92%
4,Alphabet Inc. Class A,1.41%
5,Alphabet Inc. Class C,1.38%
6,Berkshire Hathaway Inc. Class B,1.20%
7,Johnson & Johnson,1.20%
8,Visa Inc. Class A,1.03%
9,Procter & Gamble Company,1.02%
10,NVIDIA Corporation,0.93%
11,"Home Depot, Inc.",0.91%
12,Tesla Inc,0.90%
13,UnitedHealth Group Incorporated,0.89%
14,Mastercard Incorporated Class A,0.89%
15,JPMorgan Chase & Co.,0.89%
16,Verizon Communications Inc.,0.73%
17,PayPal Holdings Inc,0.69%
18,Walt Disney Company,0.69%
19,Adobe Inc.,0.68%
20,"Netflix, Inc.",0.65%
21,Pfizer Inc.,0.64%
22,"Merck & Co., Inc.",0.64%
23,AT&T Inc.,0.63%
24,Intel Corporation,0.62%
25,Comcast Corporation Class A,0.59%
26,Bank of America Corp,0.58%
27,"PepsiCo, Inc.",0.56%
28,"salesforce.com, inc.",0.56%
29,Walmart Inc.,0.56%
30,Coca-Cola Company,0.55%
31,Abbott Laboratories,0.54%
32,"Cisco Systems, Inc.",0.54%
33,Exxon Mobil Corporation,0.52%
34,Thermo Fisher Scientific Inc.,0.51%
35,"AbbVie, Inc.",0.50%
36,Chevron Corporation,0.47%
37,McDonald's Corporation,0.47%
38,Costco Wholesale Corporation,0.45%
39,Accenture Plc Class A,0.45%
40,Bristol-Myers Squibb Company,0.42%
41,Amgen Inc.,0.42%
42,"NextEra Energy, Inc.",0.41%
43,"NIKE, Inc. Class B",0.41%
44,Medtronic Plc,0.39%
45,Broadcom Inc.,0.39%
46,Danaher Corporation,0.39%
47,Union Pacific Corporation,0.39%
48,Texas Instruments Incorporated,0.38%
49,Linde plc,0.38%
50,QUALCOMM Incorporated,0.38%
51,Eli Lilly and Company,0.37%
52,"Lowe's Companies, Inc.",0.36%
53,Philip Morris International Inc.,0.36%
54,Oracle Corporation,0.34%
55,"United Parcel Service, Inc. Class B",0.34%
56,American Tower Corporation,0.33%
57,Honeywell International Inc.,0.33%
58,International Business Machines Corporation,0.33%
59,Citigroup Inc.,0.31%
60,"Advanced Micro Devices, Inc.",0.29%
61,Lockheed Martin Corporation,0.29%
62,3M Company,0.28%
63,"Charter Communications, Inc. Class A",0.28%
64,"BlackRock, Inc.",0.27%
65,Starbucks Corporation,0.27%
66,Boeing Company,0.27%
67,Raytheon Technologies Corporation,0.26%
68,Wells Fargo & Company,0.26%
69,"Fidelity National Information Services, Inc.",0.26%
70,"S&P Global, Inc.",0.26%
71,"ServiceNow, Inc.",0.26%
72,Intuit Inc.,0.25%
73,CVS Health Corporation,0.25%
74,"Gilead Sciences, Inc.",0.25%
75,"Mondelez International, Inc. Class A",0.24%
76,"Intuitive Surgical, Inc.",0.24%
77,Altria Group Inc,0.24%
78,Target Corporation,0.23%
79,MUTUAL FUND (OTHER),0.23%
80,"Prologis, Inc.",0.23%
81,"Becton, Dickinson and Company",0.23%
82,"Zoetis, Inc. Class A",0.22%
83,Caterpillar Inc.,0.22%
84,Booking Holdings Inc.,0.22%
85,"Anthem, Inc.",0.21%
86,Vertex Pharmaceuticals Incorporated,0.21%
87,"Equinix, Inc.",0.21%
88,Crown Castle International Corp,0.20%
89,"T-Mobile US, Inc.",0.20%
90,Colgate-Palmolive Company,0.20%
91,Dominion Energy Inc,0.20%
92,Cigna Corporation,0.20%
93,"Activision Blizzard, Inc.",0.19%
94,American Express Company,0.19%
95,"Air Products and Chemicals, Inc.",0.19%
96,"Goldman Sachs Group, Inc.",0.19%
97,Deere & Company,0.19%
98,CME Group Inc. Class A,0.19%
99,TJX Companies Inc,0.18%
100,Morgan Stanley,0.18%
101,Stryker Corporation,0.18%
102,"Regeneron Pharmaceuticals, Inc.",0.18%
103,Duke Energy Corporation,0.18%
104,"Automatic Data Processing, Inc.",0.18%
105,"Marsh & McLennan Companies, Inc.",0.17%
106,"Intercontinental Exchange, Inc.",0.17%
107,"Applied Materials, Inc.",0.17%
108,CSX Corporation,0.17%
109,Illinois Tool Works Inc.,0.17%
110,Southern Company,0.17%
111,Humana Inc.,0.17%
112,Chubb Limited,0.16%
113,General Electric Company,0.16%
114,Boston Scientific Corporation,0.16%
115,Sherwin-Williams Company,0.16%
116,"Autodesk, Inc.",0.16%
117,Progressive Corporation,0.16%
118,"Fiserv, Inc.",0.16%
119,Kimberly-Clark Corporation,0.16%
120,Norfolk Southern Corporation,0.16%
121,"Square, Inc. Class A",0.16%
122,Newmont Corporation,0.16%
123,Northrop Grumman Corporation,0.16%
124,"Illumina, Inc.",0.15%
125,Lam Research Corporation,0.15%
126,FedEx Corporation,0.15%
127,Global Payments Inc.,0.15%
128,Truist Financial Corporation,0.15%
129,Dollar General Corporation,0.15%
130,Edwards Lifesciences Corporation,0.15%
131,Ecolab Inc.,0.15%
132,U.S. Bancorp,0.14%
133,"Micron Technology, Inc.",0.14%
134,Estee Lauder Companies Inc. Class A,0.14%
135,Moody's Corporation,0.14%
136,"Roper Technologies, Inc.",0.14%
137,Biogen Inc.,0.13%
138,"PNC Financial Services Group, Inc.",0.13%
139,Aon Plc Class A,0.13%
140,"Waste Management, Inc.",0.13%
141,"Analog Devices, Inc.",0.13%
142,Baxter International Inc.,0.13%
143,Lululemon Athletica Inc,0.13%
144,"Digital Realty Trust, Inc.",0.12%
145,ConocoPhillips,0.12%
146,"DuPont de Nemours, Inc.",0.12%
147,Electronic Arts Inc.,0.12%
148,Emerson Electric Co.,0.12%
149,Eaton Corp. Plc,0.12%
150,"DexCom, Inc.",0.12%
151,Charles Schwab Corporation,0.12%
152,"American Electric Power Company, Inc.",0.12%
153,"General Mills, Inc.",0.12%
154,L3Harris Technologies Inc,0.12%
155,eBay Inc.,0.11%
156,Xcel Energy Inc.,0.11%
157,Sempra Energy,0.11%
158,General Motors Company,0.11%
159,Centene Corporation,0.11%
160,Veeva Systems Inc Class A,0.11%
161,Exelon Corporation,0.11%
162,Cognizant Technology Solutions Corporation Class A,0.11%
163,Blackstone Group Inc. Class A,0.11%
164,HCA Healthcare Inc,0.10%
165,General Dynamics Corporation,0.10%
166,"Twilio, Inc. Class A",0.10%
167,SBA Communications Corp. Class A,0.10%
168,"O'Reilly Automotive, Inc.",0.10%
169,NXP Semiconductors NV,0.10%
170,"CoStar Group, Inc.",0.10%
171,"IDEXX Laboratories, Inc.",0.10%
