,Name,Allocation
0,EQUITY OTHER,11.48%
1,"Tesla, Inc. 2.0% 15-MAY-2024",4.84%
2,"Tesla, Inc. 1.25% 01-MAR-2021",3.12%
3,"Tesla, Inc. 2.375% 15-MAR-2022",2.43%
4,Wells Fargo & Company 7.5 % Non Cum Perp Conv Pfd Registered Shs A Series L,2.00%
5,CORPORATE BOND,1.85%
6,Broadcom Inc 8.00 % Cum Conv Pfd Registered Shs 2019-30.09.22 Series A,1.70%
7,Bank of America Corp 7.25 % Non Cum Perp Conv Pfd Registered Shs Series L,1.69%
8,Sea Ltd. 1.0% 01-DEC-2024,1.29%
9,Southwest Airlines Co. 1.25% 01-MAY-2025,1.14%
10,DISH Network Corporation 3.375% 15-AUG-2026,1.08%
11,Carnival Corporation 5.75% 01-APR-2023,1.01%
12,"Advanced Micro Devices, Inc. 2.125% 01-SEP-2026",1.01%
13,"Atlassian, Inc. 0.625% 01-MAY-2023",0.89%
14,"NextEra Energy, Inc. Corporate Units Cons of Debenture 01.03.25 + 1 PC 01.03.23",0.87%
15,Danaher Corporation Cum Conv Red Pfd Registered Shs Series A,0.86%
16,"MercadoLibre, Inc. 2.0% 15-AUG-2028",0.84%
17,"DexCom, Inc. 0.75% 01-DEC-2023",0.84%
18,Microchip Technology Incorporated 1.625% 15-FEB-2027,0.83%
19,"Twilio, Inc. 0.25% 01-JUN-2023",0.78%
20,2020 Cash Mandatory Exchangeable Trust Structured Instrument 2020-01.06.23 on,0.76%
21,Danaher Corporation 5 % Cum Conv Pfd Registered Shs 2020-15.05.23 Class B,0.76%
22,Sempra Energy 6 % Cum Conv Red Pfd Registered Shs 2017-15.01.21 Series A,0.75%
23,"Workday, Inc. 0.25% 01-OCT-2022",0.73%
24,"Pinduoduo, Inc. 0.0% 01-OCT-2024",0.73%
25,"Palo Alto Networks, Inc. 0.75% 01-JUL-2023",0.71%
26,"ServiceNow, Inc. 0.0% 01-JUN-2022",0.69%
27,"Caesars Holdings, Inc. 5.0% 01-OCT-2024",0.67%
28,"Square, Inc. 0.5% 15-MAY-2023",0.65%
29,"NextEra Energy, Inc. Corporate Units Cons of Debenture 01.09.24 + 1 PC 01.09.22",0.64%
30,"DocuSign, Inc. 0.5% 15-SEP-2023",0.64%
31,Pioneer Natural Resources Company 0.25% 15-MAY-2025,0.61%
32,"Square, Inc. 0.125% 01-MAR-2025",0.60%
33,Dominion Energy Inc Corporate Units Cons of 1/10 CCRP Pfd Rg-A + 1 PC Series A,0.60%
34,"Becton, Dickinson and Company Depositary Shs Repr 1/20th Cum Conv Pfd Rg Shs 2020-01.06.23 Ser B",0.59%
35,ArcelorMittal Luxembourg S.A. 5.5 % Mandatory Convertible Notes 2020-18.05.23,0.59%
36,Microchip Technology Incorporated 1.625% 15-FEB-2025,0.59%
37,"Akamai Technologies, Inc. 0.125% 01-MAY-2025",0.58%
38,"Zillow Group, Inc. 0.75% 01-SEP-2024",0.58%
39,Splunk Inc. 1.125% 15-JUN-2027,0.57%
40,Southern Co Corporate Unit Cons of 1/40 Nts 01.08.24 + 1/40 Nts 01.08.27 + 1 PC,0.57%
41,PG&E Corporation Corporate Units Cons of 0 US Tr STRIP + 1 PC 16.08.23,0.57%
42,"Wayfair, Inc. 1.125% 01-NOV-2024",0.55%
43,"Avantor, Inc. Cum Conv Pfd Registered Shs Series A",0.54%
44,"MongoDB, Inc. 0.25% 15-JAN-2026",0.54%
45,Nio Inc. 4.5% 01-FEB-2024,0.54%
46,Fortive Corp. Cum Conv Pfd Registered Shs 2018-01.07.21 Series A,0.53%
47,"Zscaler, Inc. 0.125% 01-JUL-2025",0.52%
48,"DexCom, Inc. 0.25% 15-NOV-2025",0.52%
49,Splunk Inc. 1.125% 15-SEP-2025,0.51%
50,FIXED INCOME (UNCLASSFIED),0.51%
51,"Okta, Inc. 0.125% 01-SEP-2025",0.51%
52,"Lumentum Holdings, Inc. 0.5% 15-DEC-2026",0.48%
53,"IAC FinanceCo, Inc. 0.875% 01-OCT-2022",0.48%
54,"Akamai Technologies, Inc. 0.375% 01-SEP-2027",0.48%
55,"iQIYI, Inc. 2.0% 01-APR-2025",0.47%
56,"Teladoc Health, Inc. 1.25% 01-JUN-2027",0.47%
57,"Chegg, Inc. 0.125% 15-MAR-2025",0.47%
58,Liberty Media Corp. 1.375% 15-OCT-2023,0.47%
59,Exact Sciences Corporation 0.375% 01-MAR-2028,0.47%
60,"Wayfair, Inc. 0.375% 01-SEP-2022",0.46%
61,Aptiv PLC 5.5% Conv Pfd Registered Shs Series A,0.46%
62,"Twitter, Inc. 0.25% 15-JUN-2024",0.46%
63,Booking Holdings Inc. 0.75% 01-MAY-2025,0.46%
64,Fortive Corporation 0.875% 15-FEB-2022,0.46%
65,"Teradyne, Inc. 1.25% 15-DEC-2023",0.44%
66,"Slack Technologies, Inc. 0.5% 15-APR-2025",0.44%
67,Microchip Technology Incorporated 2.25% 15-FEB-2037,0.43%
68,Western Digital Corporation 1.5% 01-FEB-2024,0.43%
69,Boston Scientific Corporation Cum Conv Pfd Registered Shs 2020-01.06.23 Series A,0.42%
70,Splunk Inc. 0.5% 15-SEP-2023,0.42%
71,DTE Energy Co Corporate Units Cons of 1 PC + 1/20 Notes,0.42%
72,American Airlines Group Inc. 6.5% 01-JUL-2025,0.41%
73,"Sarepta Therapeutics, Inc. 1.5% 15-NOV-2024",0.41%
