,Name,Allocation
0,Generac Holdings Inc.,1.95%
1,"Square, Inc. Class A",1.88%
2,Berry Global Group Inc,1.51%
3,"J.B. Hunt Transport Services, Inc.",1.49%
4,"United Rentals, Inc.",1.49%
5,PACCAR Inc,1.48%
6,"Trex Company, Inc.",1.46%
7,Textron Inc.,1.45%
8,"Acuity Brands, Inc.",1.45%
9,PayPal Holdings Inc,1.44%
10,Curtiss-Wright Corporation,1.43%
11,"XPO Logistics, Inc.",1.39%
12,Oshkosh Corp,1.38%
13,Synchrony Financial,1.37%
14,ManpowerGroup Inc.,1.36%
15,Snap-on Incorporated,1.36%
16,Carrier Global Corp.,1.30%
17,MDU Resources Group Inc,1.29%
18,WestRock Company,1.28%
19,Air Lease Corporation Class A,1.26%
20,"CoreLogic, Inc.",1.26%
21,StoneCo Ltd. Class A,1.26%
22,"Quanta Services, Inc.",1.23%
23,"Allison Transmission Holdings, Inc.",1.23%
24,"Trinity Industries, Inc.",1.21%
25,Paylocity Holding Corp.,1.18%
26,Cummins Inc.,1.18%
27,Cintas Corporation,1.17%
28,Middleby Corporation,1.14%
29,Knight-Swift Transportation Holdings Inc. Class A,1.10%
30,Booz Allen Hamilton Holding Corporation Class A,1.08%
31,Regal Beloit Corp,1.08%
32,Accenture Plc Class A,1.08%
33,"Valmont Industries, Inc.",1.08%
34,Axon Enterprise Inc,1.07%
35,"Rockwell Automation, Inc.",1.05%
36,"United Parcel Service, Inc. Class B",1.05%
37,Howmet Aerospace Inc.,1.04%
38,"Ryder System, Inc.",1.02%
39,Carlisle Companies Incorporated,1.02%
40,"ITT, Inc.",1.01%
41,nVent Electric plc,1.00%
42,Fair Isaac Corporation,0.98%
43,Raytheon Technologies Corporation,0.95%
44,Packaging Corporation of America,0.94%
45,TransUnion,0.93%
46,Equifax Inc.,0.91%
47,"Huntington Ingalls Industries, Inc.",0.89%
48,Pentair plc,0.89%
49,"MSC Industrial Direct Co., Inc. Class A",0.87%
50,"HD Supply Holdings, Inc.",0.86%
51,Sherwin-Williams Company,0.86%
52,"Old Dominion Freight Line, Inc.",0.85%
53,"Pluralsight, Inc. Class A",0.84%
54,Eaton Corp. Plc,0.84%
55,Hubbell Incorporated Class B,0.84%
56,RPM International Inc.,0.84%
57,Genpact Limited,0.83%
58,Westinghouse Air Brake Technologies Corporation,0.82%
59,"W.W. Grainger, Inc.",0.82%
60,"Schneider National, Inc. Class B",0.81%
61,"Spirit AeroSystems Holdings, Inc. Class A",0.80%
62,Caterpillar Inc.,0.80%
63,"Woodward, Inc.",0.77%
64,Robert Half International Inc.,0.77%
65,Capital One Financial Corporation,0.75%
66,Sonoco Products Company,0.74%
67,General Dynamics Corporation,0.73%
68,"BWX Technologies, Inc.",0.73%
69,Nordson Corporation,0.73%
70,Alliance Data Systems Corporation,0.70%
71,Macquarie Infrastructure Corporation,0.67%
72,"Jack Henry & Associates, Inc.",0.66%
73,National Instruments Corporation,0.65%
74,Trane Technologies plc,0.65%
75,AGCO Corporation,0.63%
76,Colfax Corporation,0.58%
77,Norfolk Southern Corporation,0.58%
78,Johnson Controls International plc,0.58%
79,Trimble Inc.,0.57%
80,Silgan Holdings Inc.,0.57%
81,"Lincoln Electric Holdings, Inc.",0.56%
82,Dover Corporation,0.56%
83,Parker-Hannifin Corporation,0.55%
84,"AMETEK, Inc.",0.55%
85,Emerson Electric Co.,0.53%
86,Verisk Analytics Inc,0.53%
87,Honeywell International Inc.,0.53%
88,Western Union Company,0.53%
89,Vulcan Materials Company,0.53%
90,TransDigm Group Incorporated,0.53%
91,CSX Corporation,0.52%
92,"Euronet Worldwide, Inc.",0.51%
93,Flowserve Corporation,0.50%
94,"Martin Marietta Materials, Inc.",0.50%
95,"FTI Consulting, Inc.",0.49%
96,Graphic Packaging Holding Company,0.48%
97,"Mercury Systems, Inc.",0.47%
98,General Electric Company,0.45%
99,"ADT, Inc.",0.35%
100,Deere & Company,0.31%
101,Kansas City Southern,0.30%
102,"C.H. Robinson Worldwide, Inc.",0.30%
103,Graco Inc.,0.29%
104,"Landstar System, Inc.",0.29%
105,"Crown Holdings, Inc.",0.28%
106,"Stanley Black & Decker, Inc.",0.28%
107,Mastercard Incorporated Class A,0.28%
108,"Expeditors International of Washington, Inc.",0.28%
109,Union Pacific Corporation,0.28%
110,"PPG Industries, Inc.",0.27%
111,"Roper Technologies, Inc.",0.27%
112,"Broadridge Financial Solutions, Inc.",0.26%
113,"Donaldson Company, Inc.",0.26%
114,Sensata Technologies Holding PLC,0.26%
115,Lockheed Martin Corporation,0.26%
116,Visa Inc. Class A,0.26%
117,Axalta Coating Systems Ltd.,0.26%
118,"Aptargroup, Inc.",0.26%
119,A. O. Smith Corporation,0.25%
120,3M Company,0.25%
121,Teledyne Technologies Incorporated,0.24%
122,"FLEETCOR Technologies, Inc.",0.23%
123,WEX Inc.,0.23%
124,Morgan Stanley Institutional Liquidity Funds treasury Portfolio Institutional,0.08%
125,U.S. Dollar,0.00%
