,Name,Allocation
0,Rightmove plc,1.84%
1,B&M European Value Retail SA,1.47%
2,Pennon Group Plc,1.45%
3,HomeServe plc,1.35%
4,Intermediate Capital Group plc,1.31%
5,Phoenix Group Holdings plc,1.28%
6,ASOS plc,1.26%
7,DS Smith Plc,1.25%
8,Avast Plc,1.19%
9,Weir Group PLC,1.13%
10,Howden Joinery Group PLC,1.10%
11,Dechra Pharmaceuticals PLC,1.09%
12,Tate & Lyle PLC,1.07%
13,Electrocomponents plc,1.06%
14,Derwent London plc,1.04%
15,Travis Perkins plc,1.03%
16,Bellway p.l.c.,1.02%
17,ConvaTec Group Plc,1.00%
18,Spectris plc,0.99%
19,IMI plc,0.98%
20,IG Group Holdings plc,0.97%
21,boohoo group Plc,0.97%
22,UNITE Group plc,0.95%
23,Hiscox Ltd,0.93%
24,Quilter Plc,0.93%
25,Games Workshop Group PLC,0.92%
26,Tritax Big Box REIT Plc,0.92%
27,Centrica plc,0.91%
28,Rotork plc,0.91%
29,Beazley Plc,0.88%
30,ABCAM PLC,0.87%
31,Centamin plc,0.81%
32,Fevertree Drinks PLC,0.79%
33,Genus plc,0.77%
34,Signature Aviation Plc,0.76%
35,Britvic plc,0.75%
36,Meggitt PLC,0.74%
37,G4S plc,0.74%
38,Diploma PLC,0.73%
39,Marks and Spencer Group plc,0.73%
40,Grainger plc,0.72%
41,IWG Plc,0.70%
42,Hays plc,0.67%
43,Cranswick plc,0.67%
44,Assura PLC,0.67%
45,Inchcape plc,0.66%
46,Man Group PLC,0.65%
47,LondonMetric Property Plc,0.64%
48,Primary Health Properties PLC,0.64%
49,Network International Holdings Plc,0.63%
50,Lancashire Holdings Limited,0.62%
51,UDG Healthcare Plc,0.61%
52,Royal Mail plc,0.60%
53,Spirent Communications plc,0.59%
54,Renishaw plc,0.59%
55,TP ICAP plc,0.58%
56,Ashmore Group plc,0.58%
57,Ultra Electronics Holdings plc,0.58%
58,Close Brothers Group plc,0.57%
59,Serco Group plc,0.57%
60,Big Yellow Group PLC,0.57%
61,Trainline Plc,0.57%
62,IntegraFin Holdings PLC,0.57%
63,Victrex plc,0.56%
64,QinetiQ Group plc,0.56%
65,Countryside Properties Plc,0.55%
66,Balfour Beatty plc,0.55%
67,Safestore Holdings plc,0.54%
68,Moneysupermarket.com Group plc,0.54%
69,William Hill PLC,0.54%
70,Softcat Plc,0.54%
71,Grafton Group Plc,0.54%
72,Keywords Studios plc,0.53%
73,Domino's Pizza Group plc,0.51%
74,Computacenter Plc,0.51%
75,John Wood Group PLC,0.50%
76,Pets At Home Group Plc,0.49%
77,Future plc,0.49%
78,Plus500 Ltd.,0.49%
79,Vistry Group PLC,0.48%
80,Carnival plc,0.48%
81,Greggs plc,0.48%
82,John Laing Group Plc,0.48%
83,Dunelm Group plc,0.47%
84,Great Portland Estates plc,0.47%
85,GB Group PLC,0.46%
