,Name,Allocation
0,"Kweichow Moutai Co., Ltd. Class A",5.91%
1,"Wuliangye Yibin Co., Ltd. Class A",2.48%
2,"Ping An Insurance (Group) Company of China, Ltd. Class A",2.29%
3,"China Merchants Bank Co., Ltd. Class A",2.10%
4,"Jiangsu Hengrui Medicine Co., Ltd. Class A",1.35%
5,"Foshan Haitian Flavouring & Food Co., Ltd. Class A",1.28%
6,"Contemporary Amperex Technology Co., Ltd. Class A",1.22%
7,China Tourism Group Duty Free Corporation Limited Class A,1.12%
8,"China Yangtze Power Co., Ltd. Class A",1.12%
9,Luxshare Precision Industry Co. Ltd. Class A,1.06%
10,"Hangzhou Hikvision Digital Technology Co., Ltd Class A",0.98%
11,"Muyuan Foods Co., Ltd. Class A",0.94%
12,"Industrial Bank Co., Ltd. Class A",0.89%
13,"Shenzhen Mindray Bio-Medical Electronics Co., Ltd. Class A",0.85%
14,CITIC Securities Co. Ltd. Class A,0.84%
15,"Shanghai Pudong Development Bank Co., Ltd. Class A",0.83%
16,Ping An Bank Co. Ltd. Class A,0.76%
17,Industrial and Commercial Bank of China Limited Class A,0.73%
18,"China Vanke Co., Ltd Class A",0.72%
19,Anhui Conch Cement Company Limited Class A,0.67%
20,Agricultural Bank of China Limited Class A,0.65%
21,"S.F. Holding Co., Ltd. Class A",0.63%
22,"Chongqing Zhifei Biological Products Co., Ltd. Class A",0.61%
23,Wanhua Chemical Group Co. Ltd. Class A,0.60%
24,"Inner Mongolia Yili Industrial Group Co., Ltd. Class A",0.59%
25,LONGi Green Energy Technology Co Ltd Class A,0.59%
26,"WuXi AppTec Co., Ltd. Class A",0.59%
27,China State Construction Engineering Corp. Ltd. Class A,0.58%
28,"Bank of Ningbo Co., Ltd. Class A",0.57%
29,"Aier Eye Hospital Group Co., Ltd. Class A",0.56%
30,"East Money Information Co., Ltd Class A",0.56%
31,"Jiangsu Yanghe Brewery Joint-Stock Co., Ltd. Class A",0.55%
32,Luzhou Laojiao Company Limited Class A,0.54%
33,"Poly Developments & Holdings Group Co., Ltd. Class A",0.54%
34,"China Minsheng Banking Corp., Ltd. Class A",0.53%
35,"China Pacific Insurance (Group) Co., Ltd. Class A",0.53%
36,"Bank of Communications Co., Ltd. Class A",0.51%
37,"Sany Heavy Industry Co., Ltd. Class A",0.51%
38,Changchun High & New Technology Industry (Group) Inc. Class A,0.47%
39,"BOE Technology Group Co., Ltd. Class A",0.47%
40,"Henan Shuanghui Investment & Development Co., Ltd. Class A",0.46%
41,Shanxi Xinghuacun Fen Wine Factory Co. Ltd. Class A,0.44%
42,"New Hope Liuhe Co., Ltd. Class A",0.43%
43,"China Merchants Securities Co., Ltd. Class A",0.42%
44,"Huatai Securities Co., Ltd. Class A",0.42%
45,"Gree Electric Appliances, Inc. of Zhuhai Class A",0.42%
46,"China Everbright Bank Co., Ltd. Class A",0.41%
47,"Guotai Junan Securities Co., Ltd. Class A",0.41%
48,"Wen's Foodstuff Group Co., Ltd. Class A",0.40%
49,SAIC Motor Corporation Limited Class A,0.40%
50,"CSC Financial Co., Ltd. Class A",0.40%
51,BYD Company Limited Class A,0.39%
52,"Haitong Securities Co., Ltd. Class A",0.39%
53,"Haier Smart Home Co., Ltd. Class A",0.39%
54,ZTE Corporation Class A,0.39%
55,GoerTek Inc. Class A,0.39%
56,CRRC Corporation Limited Class A,0.38%
57,China United Network Communications Limited Class A,0.37%
58,"Zijin Mining Group Co., Ltd. Class A",0.36%
59,Yonyou Network Technology Co. Ltd. Class A,0.36%
60,Yunnan Baiyao Group Co. Ltd. Class A,0.35%
61,"Zhangzhou Pientzehuang Pharmaceutical Co., Ltd. Class A",0.35%
62,"Shenwan Hongyuan Group Co., Ltd. Class A",0.34%
63,China Life Insurance Co. Ltd. Class A,0.34%
64,"Sanan Optoelectronics Co., Ltd. Class A",0.34%
65,"Wingtech Technology Co., Ltd. Class A",0.33%
66,"New China Life Insurance Co., Ltd. Class A",0.32%
67,Shenzhen Kangtai Biological Products Co. Ltd. Class A,0.32%
68,"Bank of Shanghai Co., Ltd. Class A",0.32%
69,China Railway Group Limited Class A,0.31%
70,Hundsun Technologies Inc. Class A,0.31%
71,"Mango Excellent Media Co., Ltd. Class A",0.31%
72,Bank of China Limited Class A,0.31%
73,"Hengli Petrochemical Co., Ltd. Class A",0.31%
74,Focus Media Information Technology Co Ltd Class A,0.31%
75,"China Merchants Shekou Industrial Zone Holdings Co., Ltd. Class A",0.30%
76,China Shipbuilding Industry Company Limited Class A,0.30%
77,"Shanghai Fosun Pharmaceutical (Group) Co., Ltd. Class A",0.29%
78,"NARI Technology Co., Ltd. Class A",0.29%
79,China Petroleum & Chemical Corporation Class A,0.29%
80,Hualan Biological Engineering Inc. Class A,0.28%
81,"Anhui Gujing Distillery Co., Ltd. Class A",0.28%
82,"Bank of Beijing Co., Ltd. Class A",0.28%
83,"Shandong Gold Mining Co., Ltd. Class A",0.28%
84,EVE Energy Co. Ltd. Class A,0.28%
85,"Rongsheng Petrochemical Co., Ltd. Class A",0.28%
86,China Railway Construction Corporation Limited Class A,0.27%
87,"Guangdong Haid Group Co., Limited Class A",0.27%
88,Lens Technology Co. Ltd. Class A,0.27%
89,"Daqin Railway Co., Ltd. Class A",0.27%
90,Will Semiconductor Ltd. Class A,0.27%
91,"Shenzhen Inovance Technology Co., Ltd Class A",0.26%
92,"Walvax Biotechnology Co., Ltd. Class A",0.26%
93,AECC Aviation Power Co Ltd Class A,0.26%
94,PetroChina Company Limited Class A,0.26%
95,"GF Securities Co., Ltd. Class A",0.25%
96,"Weichai Power Co., Ltd. Class A",0.25%
97,"Jiangsu Hengli Hydraulic Co., Ltd. Class A",0.25%
98,"Baoshan Iron & Steel Co., Ltd. Class A",0.25%
99,"Hangzhou Tigermed Consulting Co., Ltd. Class A",0.25%
100,"Wuhu Sanqi Interactive Entertainment Network Technology Group Co., Ltd. Class A",0.25%
101,"Suning.com Co., Ltd. Class A",0.24%
102,"Hithink RoyalFlush Information Network Co., Ltd. Class A",0.24%
