,Name,Allocation
0,"United Parcel Service, Inc. Class B",7.04%
1,Pfizer Inc.,5.46%
2,Archer-Daniels-Midland Company,5.01%
3,HP Inc.,4.96%
4,Verizon Communications Inc.,4.87%
5,Walgreens Boots Alliance Inc,4.39%
6,Marathon Petroleum Corporation,4.30%
7,Chevron Corporation,4.24%
8,"Dow, Inc.",4.03%
9,Exxon Mobil Corporation,3.99%
10,Valero Energy Corporation,3.74%
11,Coca-Cola Company,3.51%
12,3M Company,3.08%
13,PACCAR Inc,2.65%
14,Hewlett Packard Enterprise Co.,2.40%
15,Broadcom Inc.,2.25%
16,"CenturyLink, Inc.",2.16%
17,"Gilead Sciences, Inc.",1.90%
18,"Principal Financial Group, Inc.",1.54%
19,Dominion Energy Inc,1.49%
20,DTE Energy Company,1.23%
21,AES Corporation,1.22%
22,Kinder Morgan Inc Class P,1.07%
23,Edison International,0.98%
24,"Interpublic Group of Companies, Inc.",0.95%
25,Newell Brands Inc,0.94%
26,"Ryder System, Inc.",0.86%
27,Seagate Technology PLC,0.85%
28,Eastman Chemical Company,0.84%
29,"Williams Companies, Inc.",0.84%
30,PPL Corporation,0.76%
31,"American Financial Group, Inc.",0.69%
32,"Citizens Financial Group, Inc.",0.67%
33,Packaging Corporation of America,0.63%
34,KeyCorp,0.61%
35,Chemours Co.,0.61%
36,Regions Financial Corporation,0.56%
37,Old Republic International Corporation,0.54%
38,MDU Resources Group Inc,0.53%
39,"Watsco, Inc.",0.52%
40,Navient Corp,0.51%
41,"Franklin Resources, Inc.",0.50%
42,"Simon Property Group, Inc.",0.50%
43,"NetApp, Inc.",0.49%
44,"Leggett & Platt, Incorporated",0.49%
45,"Welltower, Inc.",0.48%
46,Huntington Bancshares Incorporated,0.46%
47,"Hanover Insurance Group, Inc.",0.45%
48,"Iron Mountain, Inc.",0.43%
49,Olin Corporation,0.41%
50,Mercury General Corporation,0.37%
51,Comerica Incorporated,0.33%
52,"Wyndham Destinations, Inc.",0.31%
53,"MSC Industrial Direct Co., Inc. Class A",0.28%
54,NortonLifeLock Inc.,0.27%
55,"Werner Enterprises, Inc.",0.27%
56,"Nu Skin Enterprises, Inc. Class A",0.27%
57,Greif Class A,0.26%
58,"H&R Block, Inc.",0.25%
59,HNI Corporation,0.22%
60,OGE Energy Corp.,0.22%
61,Synovus Financial Corp.,0.20%
62,GEO Group Inc,0.20%
63,"People's United Financial, Inc.",0.19%
64,"Healthpeak Properties, Inc.",0.19%
65,First Horizon National Corporation,0.19%
66,Janus Henderson Group PLC,0.18%
67,"New York Community Bancorp, Inc.",0.16%
68,National Fuel Gas Company,0.16%
69,"Compass Minerals International, Inc.",0.15%
70,"Federated Hermes, Inc. Class B",0.14%
71,Valley National Bancorp,0.14%
72,Umpqua Holdings Corporation,0.14%
73,Associated Banc-Corp,0.14%
74,Webster Financial Corporation,0.13%
75,F.N.B. Corporation,0.13%
76,NorthWestern Corporation,0.10%
77,PotlatchDeltic Corporation,0.10%
78,Apartment Investment & Management Co Class A,0.09%
79,Rayonier Inc.,0.09%
80,"Medical Properties Trust, Inc.",0.08%
81,STORE Capital Corporation,0.08%
82,"United Bankshares, Inc.",0.07%
83,First American Funds Inc X Government Obligations Fund,0.07%
84,Cathay General Bancorp,0.07%
85,"Highwoods Properties, Inc.",0.07%
86,Physicians Realty Trust,0.05%
87,"Spirit Realty Capital, Inc.",0.05%
88,Mack-Cali Realty Corporation,0.03%
89,U.S. Dollar,-0.02%
