,Name,Allocation
0,"Kinsale Capital Group, Inc.",2.64%
1,Cincinnati Financial Corporation,2.49%
2,Progressive Corporation,2.35%
3,Kemper Corporation,2.31%
4,RLI Corp.,2.30%
5,Athene Holding Ltd. Class A,2.24%
6,"Assurant, Inc.",2.21%
7,Markel Corporation,2.21%
8,Axis Capital Holdings Limited,2.20%
9,"Brown & Brown, Inc.",2.20%
10,"Primerica, Inc.",2.16%
11,Erie Indemnity Company Class A,2.16%
12,"Marsh & McLennan Companies, Inc.",2.13%
13,Arthur J. Gallagher & Co.,2.13%
14,Loews Corporation,2.10%
15,Alleghany Corporation,2.10%
16,"Prudential Financial, Inc.",2.09%
17,Globe Life Inc.,2.09%
18,Aon Plc Class A,2.08%
19,Willis Towers Watson Public Limited Company,2.08%
20,W. R. Berkley Corporation,2.07%
21,"American Financial Group, Inc.",2.05%
22,Unum Group,2.03%
23,"Reinsurance Group of America, Incorporated",2.02%
24,"Fidelity National Financial, Inc. - FNF Group",2.01%
25,"Selective Insurance Group, Inc.",1.99%
26,"Principal Financial Group, Inc.",1.99%
27,First American Financial Corporation,1.98%
28,Arch Capital Group Ltd.,1.97%
29,"Hanover Insurance Group, Inc.",1.96%
30,"MetLife, Inc.",1.95%
31,Aflac Incorporated,1.95%
32,"CNO Financial Group, Inc.",1.95%
33,"Everest Re Group, Ltd.",1.95%
34,"Hartford Financial Services Group, Inc.",1.95%
35,"Travelers Companies, Inc.",1.94%
36,Allstate Corporation,1.94%
37,Old Republic International Corporation,1.92%
38,Chubb Limited,1.90%
39,RenaissanceRe Holdings Ltd.,1.84%
40,White Mountains Insurance Group Ltd,1.77%
41,"Brighthouse Financial, Inc.",1.74%
42,"American International Group, Inc.",1.68%
43,Lincoln National Corporation,1.68%
44,Assured Guaranty Ltd.,1.58%
45,American Equity Investment Life Holding Company,1.52%
46,Mercury General Corporation,1.51%
47,"Genworth Financial, Inc. Class A",1.47%
48,"eHealth, Inc.",1.28%
49,"Argo Group International Holdings, Ltd.",1.01%
50,Enstar Group Limited,0.98%
51,State Street Institutional Liquid Reserves Fund,0.17%
