Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20201202|A|126739|302|405314|B,Q,N
20201202|AA|573589|19578|1675044|B,Q,N
20201202|AAA|60|0|985|Q
20201202|AAAU|43121|0|94456|Q,N
20201202|AACG|786|0|1966|Q
20201202|AACQ|8875|0|36132|Q,N
20201202|AACQU|5347|0|6324|Q,N
20201202|AACQW|6496|0|7896|Q,N
20201202|AADR|2725|0|7027|B,Q
20201202|AAIC|141102|133|208952|Q,N
20201202|AAICpB|600|0|900|Q
20201202|AAICpC|197|0|456|Q
20201202|AAL|15469301|104130|39673933|B,Q,N
20201202|AAME|4499|0|13448|Q,N
20201202|AAN|290569|13277|997485|B,Q,N
20201202|AAOI|78799|300|169475|Q,N
20201202|AAON|23494|700|34277|Q,N
20201202|AAP|161370|346|414427|B,Q,N
20201202|AAPL|15192696|222010|38184701|B,Q,N
20201202|AAT|11212|742|22516|Q,N
20201202|AAU|1483726|135858|2950979|B,Q,N
20201202|AAWW|29276|300|75403|Q,N
20201202|AAXJ|93668|0|142979|Q,N
20201202|AAXN|22324|211|85552|B,Q,N
20201202|AB|74802|0|112631|Q,N
20201202|ABB|138572|106|463124|B,Q,N
20201202|ABBV|531156|9277|1422935|B,Q,N
20201202|ABC|64013|3501|179895|B,Q,N
20201202|ABCB|26055|1200|41713|B,Q,N
20201202|ABCM|10370|0|33919|B,Q,N
20201202|ABEO|375526|2766|837990|B,Q,N
20201202|ABEQ|1289|0|1378|N
20201202|ABEV|9832349|30708|13858334|B,Q,N
20201202|ABG|32624|100|113524|Q,N
20201202|ABIO|78804|1000|147847|B,Q,N
20201202|ABM|25283|2300|49268|Q,N
20201202|ABMD|23493|25|51076|B,Q,N
20201202|ABR|126016|100|264038|Q,N
20201202|ABRpA|1716|0|3989|Q,N
20201202|ABRpB|500|0|500|Q
20201202|ABRpC|189|0|2081|Q
20201202|ABST|3591|0|24046|Q,N
20201202|ABT|196281|1050|901788|B,Q,N
20201202|ABTX|3148|200|3620|Q,N
20201202|ABUS|417541|11817|1433569|B,Q,N
20201202|AC|820|0|2305|Q
20201202|ACA|18549|200|31902|B,Q,N
20201202|ACACU|600|600|14407|Q
20201202|ACAD|56811|0|306626|B,Q,N
20201202|ACAM|11798|0|201412|B,Q,N
20201202|ACAMW|6206|0|6613|Q,N
20201202|ACB|21734963|697834|42873138|B,Q,N
20201202|ACBI|18728|0|47379|Q,N
20201202|ACC|94585|200|341335|Q,N
20201202|ACCD|113634|2|255376|B,Q,N
20201202|ACCO|67985|1267|152417|B,Q,N
20201202|ACEL|68764|16409|169715|Q,N
20201202|ACER|29012|1347|79885|Q,N
20201202|ACES|43004|0|73532|Q,N
20201202|ACET|1227|0|9347|Q,N
20201202|ACEV|1|0|51|Q
20201202|ACEVU|960|0|1060|Q,N
20201202|ACEVW|2049|0|2051|Q,N
20201202|ACGL|84317|0|378748|B,Q,N
20201202|ACGLO|3171|0|20144|Q,N
20201202|ACGLP|7093|0|15272|Q,N
20201202|ACH|8948|900|52306|B,Q,N
20201202|ACHC|84822|2455|329854|B,Q,N
20201202|ACHV|139740|1840|204760|B,Q,N
20201202|ACI|441717|1847|764189|B,Q,N
20201202|ACIA|84559|3699|185423|Q,N
20201202|ACIC/U|200|0|500|N
20201202|ACIO|46050|0|47272|Q,N
20201202|ACIU|10062|0|19778|Q,N
20201202|ACIW|595319|3600|1712512|B,Q,N
20201202|ACLS|28961|527|62562|B,Q,N
20201202|ACM|102420|0|191939|Q,N
20201202|ACMR|19381|0|31311|B,Q,N
20201202|ACN|164660|735|381933|B,Q,N
20201202|ACNB|1150|0|2222|Q
20201202|ACND|1621|0|5675|Q,N
20201202|ACND/WS|3041|0|5039|Q
20201202|ACOR|7691164|103723|14180985|B,Q,N
20201202|ACP|66097|0|118268|B,Q,N
20201202|ACRE|88080|1000|131123|Q,N
20201202|ACRS|30698|0|122215|B,Q,N
20201202|ACRX|160906|7778|293953|B,Q,N
20201202|ACST|5246771|482864|9991247|B,Q,N
20201202|ACTC|5204|0|59404|Q,N
20201202|ACTCU|10703|0|30481|Q,N
20201202|ACTCW|15901|0|16201|Q,N
20201202|ACTG|43745|0|67122|B,Q,N
20201202|ACTV|24057|0|29864|Q
20201202|ACU|5499|0|12189|Q,N
20201202|ACV|9989|0|20374|Q,N
20201202|ACVF|91|0|104|Q,N
20201202|ACWF|2362|0|30668|B,Q,N
20201202|ACWI|121657|0|545226|B,Q,N
20201202|ACWV|194250|0|300244|Q,N
20201202|ACWX|141996|0|319293|B,Q,N
20201202|ACY|4192|352|11248|Q,N
20201202|ADAP|239673|1954|816435|Q,N
20201202|ADBE|176099|850|501561|B,Q,N
20201202|ADC|118414|1000|215715|B,Q,N
20201202|ADCT|14570|0|95290|B,Q,N
20201202|ADES|18786|0|27683|Q,N
20201202|ADFI|15|0|15|Q
20201202|ADI|233847|0|429601|B,Q,N
20201202|ADIL|42484|715|142129|Q,N
20201202|ADM|181896|518|653066|B,Q,N
20201202|ADMA|377079|0|1067097|B,Q,N
20201202|ADME|23394|0|27643|Q,N
20201202|ADMP|2624935|162569|5150993|B,Q,N
20201202|ADMS|80940|0|170451|B,Q,N
20201202|ADNT|90721|0|321009|B,Q,N
20201202|ADOCU|2672|0|5183|Q,N
20201202|ADP|284947|15281|591371|B,Q,N
20201202|ADPT|67223|0|144074|B,Q,N
20201202|ADRE|6735|0|7470|Q,N
20201202|ADS|167028|211|324566|B,Q,N
20201202|ADSK|143925|701|366953|B,Q,N
20201202|ADT|1029139|4540|3023237|B,Q,N
20201202|ADTN|27202|900|50768|B,Q,N
20201202|ADTX|29275|0|148750|Q,N
20201202|ADUS|8298|300|17908|B,Q,N
20201202|ADV|25700|0|123213|Q,N
20201202|ADVM|49798|0|119637|B,Q,N
20201202|ADVWW|801|0|2401|Q
20201202|ADX|19530|0|53472|B,Q,N
20201202|ADXN|100|0|100|Q
20201202|ADXS|2804756|64030|5491342|Q,N
20201202|AE|3589|0|4247|Q,N
20201202|AEB|10805|0|23683|Q,N
20201202|AEE|127325|0|201400|B,Q,N
20201202|AEF|10561|0|39054|Q
20201202|AEFC|14104|0|23079|Q
20201202|AEG|350740|6553|573999|Q,N
20201202|AEGN|1217|200|8154|Q,N
20201202|AEHL|24551|0|96730|Q,N
20201202|AEHR|11208|0|53279|Q,N
20201202|AEIS|34192|900|72419|Q,N
20201202|AEL|64616|2100|218535|B,Q,N
20201202|AELpA|9268|0|10251|Q,N
20201202|AELpB|1527|0|4533|Q,N
20201202|AEM|130499|0|271334|B,Q,N
20201202|AEMD|377474|570|699550|B,Q,N
20201202|AENZ|5460|0|7323|Q,N
20201202|AEO|1237289|6044|1639221|B,Q,N
20201202|AEP|161183|1643|376350|B,Q,N
20201202|AEPPL|1122|150|2171|Q
20201202|AEPPZ|1167|0|21286|Q,N
20201202|AER|105286|0|600615|B,Q,N
20201202|AERI|27325|0|86191|Q,N
20201202|AES|1697485|13273|2461273|B,Q,N
20201202|AESE|103175|1476|303328|B,Q,N
20201202|AESR|6493|0|6493|Q
20201202|AEY|70940|300|123483|B,Q,N
20201202|AEYE|37955|100|62117|B,Q,N
20201202|AEZS|2282510|22937|4046680|B,Q,N
20201202|AFB|11983|0|28876|Q,N
20201202|AFC|364|0|430|Q,N
20201202|AFG|40871|0|94317|Q,N
20201202|AFGB|2239|0|3361|Q,N
20201202|AFGC|3869|3612|4657|Q,N
20201202|AFGD|4549|0|9871|Q,N
20201202|AFGE|842|0|842|Q
20201202|AFI|25589|0|50472|Q,N
20201202|AFIB|44760|0|61181|Q,N
20201202|AFIF|7297|0|18144|Q,N
20201202|AFIN|29543|6|113055|Q,N
20201202|AFINP|2121|0|6941|Q,N
20201202|AFK|1280|408|5957|B,Q,N
20201202|AFL|262965|8572|579285|B,Q,N
20201202|AFLG|20|0|20|Q
20201202|AFMC|12|0|24|Q
20201202|AFMD|128833|2470|450491|B,Q,N
20201202|AFSM|12|0|112|Q
20201202|AFT|12064|1100|33947|Q,N
20201202|AFTY|368|0|755|Q,N
20201202|AFYA|12975|0|66831|B,Q,N
20201202|AG|686620|893|1619409|B,Q,N
20201202|AGBAW|49449|11295|76851|Q,N
20201202|AGC|236|0|236|Q,N
20201202|AGCO|44750|0|149938|B,Q,N
20201202|AGCUU|5778|0|9059|B,Q,N
20201202|AGD|1262|0|4253|Q
20201202|AGE|24719|0|214681|Q,N
20201202|AGEN|675295|11303|982238|B,Q,N
20201202|AGFS|13930|0|22792|Q,N
20201202|AGG|1684800|4200|3236987|B,Q,N
20201202|AGGP|506|0|30376|Q
20201202|AGGY|36701|2695|75448|Q,N
20201202|AGI|266088|7034|599806|B,Q,N
20201202|AGIO|57550|0|119876|Q,N
20201202|AGLE|24039|600|150821|Q,N
20201202|AGM|6826|0|13576|B,Q,N
20201202|AGMH|2305|0|2429|B,Q,N
20201202|AGMpD|2106|0|6257|B,Q
20201202|AGMpE|680|0|5250|Q,N
20201202|AGMpF|1315|0|3415|Q
20201202|AGNC|996425|793|2279336|B,Q,N
20201202|AGNCM|4597|0|10839|Q,N
20201202|AGNCN|7670|0|11048|Q,N
