Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20201209|A|187531|852|361362|B,Q,N
20201209|AA|787451|17455|2098341|B,Q,N
20201209|AAA|1|0|2|Q
20201209|AAAU|29758|0|67671|B,Q,N
20201209|AACG|10025|0|28854|Q,N
20201209|AACQ|114898|0|629392|B,Q,N
20201209|AACQU|8456|0|12747|B,Q
20201209|AACQW|47931|300|173506|Q,N
20201209|AADR|800|0|2649|Q
20201209|AAIC|145798|7101|304583|B,Q,N
20201209|AAICpB|70|0|70|N
20201209|AAICpC|300|0|350|Q,N
20201209|AAL|31304177|527566|79630052|B,Q,N
20201209|AAMC|165|0|426|Q,N
20201209|AAME|160|0|2479|Q
20201209|AAN|175031|0|843527|B,Q,N
20201209|AAOI|197990|800|307690|B,Q,N
20201209|AAON|24308|0|39800|B,Q,N
20201209|AAP|243971|92|383568|B,Q,N
20201209|AAPL|26719599|118988|47749861|B,Q,N
20201209|AAT|16605|0|68479|Q,N
20201209|AAU|414615|298|886828|Q,N
20201209|AAWW|50721|0|143164|B,Q,N
20201209|AAXJ|280869|0|411225|Q,N
20201209|AAXN|50343|378|147269|B,Q,N
20201209|AB|249232|9223|595656|B,Q,N
20201209|ABB|212862|104|478005|B,Q,N
20201209|ABBV|1029599|4787|1994839|B,Q,N
20201209|ABC|108253|0|220358|B,Q,N
20201209|ABCB|86128|17|194636|Q,N
20201209|ABCM|11542|3|61434|Q,N
20201209|ABEO|462675|7600|1129768|B,Q,N
20201209|ABEQ|1431|0|1431|Q
20201209|ABEV|3658824|1445|8301759|B,Q,N
20201209|ABG|15131|0|30906|B,Q,N
20201209|ABIO|66988|0|124126|B,Q,N
20201209|ABM|37036|0|99372|B,Q,N
20201209|ABMD|42851|26|59870|B,Q,N
20201209|ABR|244524|0|575096|B,Q,N
20201209|ABRpA|592|0|1672|Q
20201209|ABST|31736|0|56670|Q,N
20201209|ABT|416726|4869|1625860|B,Q,N
20201209|ABTX|6543|0|18108|Q,N
20201209|ABUS|621807|17749|1572500|B,Q,N
20201209|AC|677|0|2649|Q,N
20201209|ACA|14410|0|29780|B,Q,N
20201209|ACACU|2212|0|14747|Q,N
20201209|ACAD|77358|370|267431|Q,N
20201209|ACAM|17096|0|108831|B,Q,N
20201209|ACAMU|270|0|270|N
20201209|ACAMW|7660|1514|19469|Q,N
20201209|ACB|6523551|52379|15464622|B,Q,N
20201209|ACBI|2493|0|10548|Q,N
20201209|ACC|134557|1691|249975|Q,N
20201209|ACCD|74590|100|126699|Q,N
20201209|ACCO|60618|430|186604|B,Q,N
20201209|ACEL|50633|26100|88757|B,Q,N
20201209|ACER|5246|274|47130|Q,N
20201209|ACES|30601|0|97105|B,Q,N
20201209|ACET|4309|38|13990|Q,N
20201209|ACEV|4797|0|8754|Q,N
20201209|ACEVU|4850|0|6100|Q
20201209|ACEVW|3583|0|30898|Q,N
20201209|ACGL|517878|153|1212024|B,Q,N
20201209|ACGLO|3222|0|5709|Q,N
20201209|ACGLP|3936|0|9369|Q,N
20201209|ACH|4576|100|51711|B,Q,N
20201209|ACHC|137132|16|339375|B,Q,N
20201209|ACHV|76817|0|143578|Q,N
20201209|ACI|774594|0|1423499|Q,N
20201209|ACIA|43403|0|167643|Q,N
20201209|ACIC/U|1000|0|3248|Q
20201209|ACIO|11901|0|15409|Q,N
20201209|ACIU|45476|1978|59313|Q,N
20201209|ACIW|62869|400|132107|Q,N
20201209|ACLS|21611|200|45136|Q,N
20201209|ACM|173981|2008|580865|Q,N
20201209|ACMR|43669|0|79702|B,Q,N
20201209|ACN|180723|201|467982|B,Q,N
20201209|ACNB|549|0|1400|Q,N
20201209|ACND|8040|0|9936|Q,N
20201209|ACND/WS|5816|0|20816|Q,N
20201209|ACOR|641084|2150|1379990|B,Q,N
20201209|ACP|7008|0|46579|Q,N
20201209|ACRE|42478|73|71179|Q,N
20201209|ACRS|62526|1595|122227|Q,N
20201209|ACRX|444826|1000|804022|B,Q,N
20201209|ACSI|1|0|1|Q
20201209|ACST|2811772|62733|6231413|B,Q,N
20201209|ACTC|7544|0|41790|Q,N
20201209|ACTCU|3257|0|3857|Q
