Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20201204|A|66882|359|281429|Q,N
20201204|AA|898010|9180|2535511|B,Q,N
20201204|AAA|400|0|604|Q
20201204|AAAU|78458|0|94390|B,Q,N
20201204|AACG|2505|0|29076|Q,N
20201204|AACQ|53272|0|70181|B,Q,N
20201204|AACQU|460|0|803|Q,N
20201204|AACQW|16167|0|36015|Q,N
20201204|AADR|1999|0|6241|Q
20201204|AAIC|91504|1101|172075|Q,N
20201204|AAICpB|381|0|657|Q,N
20201204|AAICpC|15|0|615|Q
20201204|AAL|26492959|124298|62338870|B,Q,N
20201204|AAMC|1|0|672|Q
20201204|AAME|271|0|690|Q,N
20201204|AAN|195181|5300|613545|B,Q,N
20201204|AAOI|53910|611|141067|Q,N
20201204|AAON|19099|0|43408|B,Q,N
20201204|AAP|62803|672|153231|B,Q,N
20201204|AAPL|12792859|70527|33184264|B,Q,N
20201204|AAT|7190|0|28156|Q,N
20201204|AAU|532893|1400|938534|B,Q,N
20201204|AAWW|62628|0|152946|B,Q,N
20201204|AAXJ|71002|0|142366|Q,N
20201204|AAXN|22850|4836|52837|B,Q,N
20201204|AB|80096|3040|165187|B,Q,N
20201204|ABB|179042|7|355271|B,Q,N
20201204|ABBV|1140833|6513|2153397|B,Q,N
20201204|ABC|119055|400|270579|B,Q,N
20201204|ABCB|26947|0|161129|Q,N
20201204|ABCM|9946|0|15422|Q,N
20201204|ABEO|369468|383|624669|B,Q,N
20201204|ABEQ|17|0|17|Q,N
20201204|ABEV|5575389|7993|7769355|B,Q,N
20201204|ABG|42816|0|59683|B,Q,N
20201204|ABIO|40504|2520|99677|Q,N
20201204|ABM|12096|300|73948|Q,N
20201204|ABMD|38827|0|56729|B,Q,N
20201204|ABR|232567|127|474034|B,Q,N
20201204|ABRpA|312|0|1263|Q,N
20201204|ABRpC|200|0|1801|Q
20201204|ABST|35014|0|39098|Q,N
20201204|ABT|245633|356|1266533|B,Q,N
20201204|ABTX|3556|0|10837|B,Q,N
20201204|ABUS|274647|7047|1024121|B,Q,N
20201204|AC|3387|108|4050|Q,N
20201204|ACA|13609|0|50143|Q,N
20201204|ACACU|2216|0|6591|Q,N
20201204|ACAD|35044|1|200318|B,Q,N
20201204|ACAM|92686|41|678377|B,Q,N
20201204|ACAMU|103|0|286|Q,N
20201204|ACAMW|53238|1010|181565|Q,N
20201204|ACB|26102471|297881|58943895|B,Q,N
20201204|ACBI|3813|0|10708|B,Q,N
20201204|ACC|128960|604|577251|B,Q,N
20201204|ACCD|36103|0|98634|Q,N
20201204|ACCO|49001|800|120157|Q,N
20201204|ACEL|46846|7800|62264|Q,N
20201204|ACER|3983|85|22717|B,Q,N
20201204|ACES|48989|0|63866|Q,N
20201204|ACET|15689|0|41703|B,Q,N
20201204|ACEV|17508|0|20173|Q,N
20201204|ACEVW|1399|0|69494|Q,N
20201204|ACGL|116574|121|489870|B,Q,N
20201204|ACGLO|563|0|4265|Q,N
20201204|ACGLP|5836|0|10662|Q
20201204|ACH|5045|1700|23592|B,Q,N
20201204|ACHC|35822|0|168224|Q,N
20201204|ACHV|76456|28|126515|B,Q,N
20201204|ACI|623991|1420|1535588|B,Q,N
20201204|ACIA|70691|0|423745|Q,N
20201204|ACIC/U|5799|0|471999|Q
20201204|ACIO|6178|0|9215|Q,N
20201204|ACIU|54266|822|686009|Q,N
20201204|ACIW|101511|100|290653|Q,N
20201204|ACLS|26929|0|69362|B,Q,N
20201204|ACM|49012|329|239059|Q,N
20201204|ACMR|28873|0|127761|B,Q,N
20201204|ACN|143909|705|441582|B,Q,N
20201204|ACNB|4670|0|6855|Q,N
20201204|ACND|5|0|169|N
20201204|ACND/WS|584|0|37884|Q,N
20201204|ACOR|539270|10790|1195128|B,Q,N
20201204|ACP|29781|0|81683|Q,N
20201204|ACRE|16346|0|62896|Q,N
20201204|ACRS|72107|0|424166|B,Q,N
20201204|ACRX|179351|2463|602156|B,Q,N
20201204|ACSG|900|0|900|N
20201204|ACSI|1|0|22|N
20201204|ACST|3587740|36712|8085317|B,Q,N
20201204|ACTC|65525|0|229764|B,Q,N
20201204|ACTCU|103216|0|162274|Q,N
20201204|ACTCW|55085|22171|74945|Q,N
20201204|ACTG|20191|0|62504|B,Q,N
20201204|ACTV|525|0|2083|Q
20201204|ACU|4760|0|13904|B,Q,N
20201204|ACV|5865|0|14193|Q,N
20201204|ACVF|1141|0|1151|Q,N
20201204|ACWF|3242|0|6203|Q,N
20201204|ACWI|164591|0|467228|B,Q,N
20201204|ACWV|45877|0|120533|Q,N
20201204|ACWX|146336|0|472221|B,Q,N
20201204|ACY|1991|0|3276|Q,N
20201204|ADAP|183516|4189|420488|B,Q,N
20201204|ADBE|298861|1171|826336|B,Q,N
20201204|ADC|101167|0|268109|Q,N
20201204|ADCT|27602|0|33925|B,Q,N
20201204|ADES|15669|197|37178|B,Q,N
