Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20201230|A|58056|0|261148|B,Q,N
20201230|AA|471455|15|1353307|B,Q,N
20201230|AAA|1135|0|1492|Q,N
20201230|AAAU|57626|0|82760|Q,N
20201230|AACG|4138|0|17212|Q,N
20201230|AACQ|163533|1300|558267|B,Q,N
20201230|AACQU|1758|0|8631|Q,N
20201230|AACQW|76381|0|172232|Q,N
20201230|AADR|1966|0|4856|Q
20201230|AAIC|60709|980|158366|B,Q,N
20201230|AAICpB|28|0|28|Q,N
20201230|AAICpC|302|0|1112|Q,N
20201230|AAL|8621885|58660|26034118|B,Q,N
20201230|AAMC|1793|0|9809|Q,N
20201230|AAME|238|25|3878|Q
20201230|AAN|63290|0|156352|B,Q,N
20201230|AAOI|134100|6366|231730|B,Q,N
20201230|AAON|19737|0|50064|Q,N
20201230|AAP|132795|0|214190|B,Q,N
20201230|AAPL|19121975|124137|49902012|B,Q,N
20201230|AAT|10919|0|18475|B,Q,N
20201230|AAU|289187|2361|786243|B,Q,N
20201230|AAWW|67019|0|104510|B,Q,N
20201230|AAXJ|202126|0|273890|B,Q,N
20201230|AAXN|35413|0|113378|Q,N
20201230|AB|66401|126|111451|B,Q,N
20201230|ABB|79486|1579|170919|B,Q,N
20201230|ABBV|612551|15927|1191222|B,Q,N
20201230|ABC|96420|1400|171820|B,Q,N
20201230|ABCB|29490|0|64530|B,Q,N
20201230|ABCL|383053|0|525065|B,Q,N
20201230|ABCM|129146|0|147689|B,Q,N
20201230|ABEO|617394|12985|1280406|B,Q,N
20201230|ABEQ|2039|0|2139|Q
20201230|ABEV|1224780|0|2507342|B,Q,N
20201230|ABG|28798|0|47051|B,Q,N
20201230|ABIO|46446|2271|175081|B,Q,N
20201230|ABM|28771|0|47952|B,Q,N
20201230|ABMD|56109|0|74156|B,Q,N
20201230|ABNB|914166|1149|1668707|B,Q,N
20201230|ABR|106600|2436|238632|B,Q,N
20201230|ABRpA|100|0|100|Q
20201230|ABRpB|554|0|1041|Q
20201230|ABRpC|400|0|700|Q
20201230|ABST|35262|0|75491|Q
20201230|ABT|169316|2053|613163|B,Q,N
20201230|ABTX|1126|0|9490|Q,N
20201230|ABUS|356967|3552|1215911|B,Q,N
20201230|AC|189|0|1281|Q,N
20201230|ACA|11829|0|35673|B,Q,N
20201230|ACAC|9425|0|13441|B,Q,N
20201230|ACACU|5739|0|11247|B,Q
20201230|ACACW|706|0|708|Q,N
20201230|ACAD|87341|2300|189043|B,Q,N
20201230|ACAM|1145281|6875|2690990|B,Q,N
20201230|ACAMU|2200|0|2841|Q
20201230|ACAMW|74893|4412|149061|Q,N
20201230|ACB|2764837|23790|5520433|B,Q,N
20201230|ACBI|1088|0|14616|Q,N
20201230|ACC|66735|200|119534|B,Q,N
20201230|ACCD|126454|18467|188385|B,Q,N
20201230|ACCO|16287|0|59864|Q,N
20201230|ACEL|34343|500|102946|Q,N
20201230|ACER|56529|0|106764|Q,N
20201230|ACES|36157|0|68659|B,Q,N
20201230|ACET|6264|0|12255|Q,N
20201230|ACEV|13369|0|22691|Q,N
20201230|ACEVU|900|0|2997|Q
20201230|ACEVW|12036|0|14036|Q,N
20201230|ACGL|147024|1200|280878|Q,N
20201230|ACGLO|1446|0|6142|Q,N
20201230|ACGLP|2796|0|8221|Q,N
20201230|ACH|1397|0|14411|Q,N
20201230|ACHC|143693|86|385198|B,Q,N
20201230|ACHV|23404|300|47809|B,Q,N
20201230|ACI|524201|8593|1591074|B,Q,N
20201230|ACIA|41381|0|153210|Q,N
20201230|ACIC|5034|0|10642|B,Q,N
20201230|ACIC/WS|1046|0|1816|Q,N
20201230|ACIO|9898|0|13821|Q,N
20201230|ACIU|34327|0|69552|Q,N
20201230|ACIW|56152|302|119889|B,Q,N
