Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20201231|A|62965|3527|238097|B,Q,N
20201231|AA|429542|500|1289618|B,Q,N
20201231|AAA|6|0|42|N
20201231|AAAU|31192|0|72459|Q,N
20201231|AACG|18519|14|23285|Q,N
20201231|AACQ|256039|24|727774|B,Q,N
20201231|AACQU|2041|0|11456|Q,N
20201231|AACQW|47318|1518|142665|Q,N
20201231|AADR|734|0|4827|Q
20201231|AAIC|43181|820|97509|B,Q,N
20201231|AAICpB|22|0|179|Q,N
20201231|AAICpC|1422|0|1691|B,Q,N
20201231|AAL|10964550|50852|29014094|B,Q,N
20201231|AAMC|214|0|350|Q
20201231|AAME|981|0|3498|Q,N
20201231|AAN|87501|0|174021|B,Q,N
20201231|AAOI|141537|1265|296684|B,Q,N
20201231|AAON|35469|0|53785|B,Q,N
20201231|AAP|67651|250|116640|B,Q,N
20201231|AAPL|17919268|220890|47866243|B,Q,N
20201231|AAT|7510|0|9828|B,Q,N
20201231|AAU|439510|2200|775693|B,Q,N
20201231|AAWW|44134|0|92181|B,Q,N
20201231|AAXJ|122203|0|246566|Q,N
20201231|AAXN|24335|300|59599|B,Q,N
20201231|AB|71886|3274|120528|B,Q,N
20201231|ABB|75483|3474|160392|B,Q,N
20201231|ABBV|834802|9964|1522731|B,Q,N
20201231|ABC|52313|72|103615|B,Q,N
20201231|ABCB|15637|500|49120|Q,N
20201231|ABCL|556333|0|742972|B,Q,N
20201231|ABCM|47487|0|107863|Q,N
20201231|ABEO|329549|70|579066|B,Q,N
20201231|ABEQ|1|0|40|Q
20201231|ABEV|732108|25|1305668|B,Q,N
20201231|ABG|9821|0|16701|B,Q,N
20201231|ABIO|79816|0|322521|B,Q,N
20201231|ABM|35842|0|61776|B,Q,N
20201231|ABMD|44021|102|53501|B,Q,N
20201231|ABNB|790912|4010|1440781|B,Q,N
20201231|ABR|129341|5383|305455|B,Q,N
20201231|ABRpA|200|0|1235|Q
20201231|ABRpB|82|0|117|Q
20201231|ABRpC|2362|0|3697|Q,N
20201231|ABST|22973|0|23600|Q,N
20201231|ABT|216328|4201|655918|B,Q,N
20201231|ABTX|2230|0|13049|Q,N
20201231|ABUS|492357|5649|1374925|B,Q,N
20201231|AC|137|0|634|Q
20201231|ACA|12260|0|20029|Q,N
20201231|ACAC|1462|0|3586|Q,N
20201231|ACACU|2731|0|53168|B,Q,N
20201231|ACACW|119|0|559|Q,N
20201231|ACAD|49379|0|156649|B,Q,N
20201231|ACAM|336477|5089|703810|B,Q,N
20201231|ACAMU|830|0|1203|Q,N
20201231|ACAMW|91243|0|125735|Q,N
20201231|ACB|2258220|5647|4212567|B,Q,N
20201231|ACBI|1401|0|3621|Q,N
20201231|ACC|54290|4|132307|B,Q,N
20201231|ACCD|220868|26641|294566|B,Q,N
20201231|ACCO|20862|0|70667|Q,N
20201231|ACEL|43821|6|70437|Q,N
20201231|ACER|10329|24|66244|B,Q,N
20201231|ACES|52856|0|71977|Q,N
20201231|ACET|13562|0|20847|B,Q,N
20201231|ACEV|4051|0|8411|Q,N
20201231|ACEVW|1900|0|8770|Q,N
20201231|ACGL|129184|0|426433|B,Q,N
20201231|ACGLO|3048|0|7459|Q,N
20201231|ACGLP|2895|113|14386|Q
20201231|ACH|4497|0|21947|B,Q,N
20201231|ACHC|56883|0|146316|B,Q,N
20201231|ACHV|7523|300|40863|Q,N
20201231|ACI|686012|1800|1215711|B,Q,N
20201231|ACIA|38369|0|147147|Q,N
20201231|ACIC|3528|0|18815|Q,N
20201231|ACIC/WS|11254|0|47813|Q,N
20201231|ACIO|16385|0|18441|Q,N
20201231|ACIU|38006|700|108433|B,Q,N
20201231|ACIW|30743|0|112182|Q,N
20201231|ACKIU|8767|0|19377|Q,N
20201231|ACLS|18686|0|39668|B,Q,N
20201231|ACM|54878|324|210525|Q,N
20201231|ACMR|43871|45|73013|B,Q,N
20201231|ACN|129095|7607|271687|B,Q,N
20201231|ACNB|1546|0|3586|B,Q,N
20201231|ACND|3562|0|35083|Q,N
20201231|ACND/WS|2867|0|21177|Q,N
20201231|ACOR|4519682|122727|8647178|B,Q,N
20201231|ACP|38849|32|113740|B,Q,N
20201231|ACRE|25296|0|60641|Q,N
20201231|ACRS|64030|0|133462|B,Q,N
20201231|ACRX|399207|16550|827957|B,Q,N
20201231|ACSG|20|0|20|Q
20201231|ACSI|194|0|320|Q,N
20201231|ACST|6905677|245371|14136105|B,Q,N
20201231|ACTC|16168|75|90032|Q,N
20201231|ACTCU|22204|0|71187|Q,N
20201231|ACTCW|9134|0|15362|Q,N
20201231|ACTG|32180|4300|115021|B,Q,N
20201231|ACTV|580|0|4403|Q
20201231|ACU|2696|0|7797|Q,N
20201231|ACV|9096|0|23444|B,Q,N
20201231|ACVF|698|0|899|Q,N
20201231|ACWF|2012|0|2920|Q,N
20201231|ACWI|427228|1000|1479421|Q,N
20201231|ACWV|45444|0|109554|Q,N
20201231|ACWX|128525|2400|239554|Q,N
20201231|ACY|8367002|303662|15660530|B,Q,N
20201231|ADAP|204632|0|434481|B,Q,N
20201231|ADBE|93422|164|302348|B,Q,N
20201231|ADC|37843|0|47254|Q,N
20201231|ADCT|85757|0|111210|Q,N
20201231|ADES|12024|0|22058|B,Q,N
20201231|ADI|264134|8293|407292|B,Q,N
20201231|ADIL|17691|0|128743|Q,N
20201231|ADM|233270|429|372424|B,Q,N
20201231|ADMA|882859|1100|1762389|B,Q,N
20201231|ADME|14831|0|15090|Q,N
20201231|ADMP|791504|5630|1455704|B,Q,N
20201231|ADMS|28706|0|48298|B,Q,N
20201231|ADNT|70972|0|124317|Q,N
20201231|ADOC|589|0|986|Q
20201231|ADOCR|33864|0|57298|Q
20201231|ADOCW|20396|0|68912|Q,N
20201231|ADP|131361|545|238697|B,Q,N
20201231|ADPT|59290|0|109884|B,Q,N
20201231|ADRE|8563|0|12518|Q,N
20201231|ADS|123175|1705|193108|B,Q,N
20201231|ADSK|82841|0|159428|B,Q,N
20201231|ADT|232052|863|908103|Q,N
20201231|ADTN|15547|0|35577|Q,N
20201231|ADTX|62693|0|192934|B,Q,N
20201231|ADUS|9849|1|14217|Q,N
20201231|ADV|62961|0|166825|Q,N
20201231|ADVM|109052|0|239101|B,Q,N
20201231|ADVWW|125|0|11575|Q,N
20201231|ADX|33623|0|83868|Q,N
20201231|ADXN|1628|0|10538|B,Q,N
20201231|ADXS|2973891|29681|5017337|Q,N
20201231|AE|1529|22|4306|Q,N
20201231|AEB|1470|35|1737|Q
20201231|AEE|70504|3451|129013|B,Q,N
20201231|AEF|14314|0|25107|B,Q,N
20201231|AEFC|11997|820|29024|Q
20201231|AEG|98080|0|282457|Q,N
20201231|AEGN|4893|0|7152|Q,N
20201231|AEHL|63820|0|169083|B,Q,N
20201231|AEHR|111609|0|189315|B,Q,N
20201231|AEIS|18851|0|32859|B,Q,N
20201231|AEL|50272|0|136555|B,Q,N
20201231|AELpA|4272|500|8129|Q,N
20201231|AELpB|1745|0|5502|Q,N
20201231|AEM|112723|106|180062|B,Q,N
20201231|AEMD|1399422|29346|2458091|B,Q,N
20201231|AENZ|5500|0|13737|Q
20201231|AEO|219171|80|487275|Q,N
20201231|AEP|193369|109|326294|B,Q,N
20201231|AEPPL|5866|0|24224|Q,N
20201231|AEPPZ|10699|0|15938|Q,N
20201231|AER|75507|0|161126|B,Q,N
20201231|AERI|33657|8|67041|Q,N
20201231|AES|371180|2328|877531|B,Q,N
20201231|AESE|128870|775|524889|Q,N
20201231|AESR|122|0|528|Q
20201231|AEY|14878|300|61077|Q,N
20201231|AEYE|7984|0|15443|Q,N
20201231|AEZS|842766|592|1392513|Q,N
20201231|AFB|7722|0|14187|Q,N
20201231|AFC|4368|2828|6564|Q
20201231|AFG|24855|0|60013|B,Q,N
20201231|AFGB|3187|0|6410|Q
20201231|AFGC|423|100|971|Q
20201231|AFGD|780|598|1955|Q
20201231|AFGE|1100|0|2254|Q,N
20201231|AFI|15153|0|40778|Q,N
20201231|AFIB|18684|0|37643|Q,N
20201231|AFIF|8239|0|14154|Q
20201231|AFIN|39372|3100|121392|B,Q,N
20201231|AFINO|3134|0|9122|Q,N
20201231|AFINP|4909|0|12135|Q,N
20201231|AFK|1430|0|7439|B,Q,N
20201231|AFL|134189|103|372494|B,Q,N
20201231|AFLG|4|0|4|Q,N
20201231|AFMD|135780|2970|255005|Q,N
20201231|AFT|10440|0|18997|Q,N
20201231|AFTY|3534|0|5131|Q,N
20201231|AFYA|42695|0|49660|Q,N
20201231|AG|721143|15890|1893851|B,Q,N
20201231|AGBA|1678|0|5879|Q
20201231|AGBAR|1300|0|3300|Q
20201231|AGBAW|4971|1200|25046|Q
20201231|AGC|11607|0|18311|B,Q,N
20201231|AGCO|31861|0|116527|B,Q,N
20201231|AGCUU|4476|0|20744|Q,N
20201231|AGCWW|104|0|164|Q
20201231|AGD|8357|10|13381|Q,N
20201231|AGE|37817|400|114503|B,Q,N
20201231|AGEN|323446|2004|557446|B,Q,N
20201231|AGFS|15126|300|25868|Q,N
20201231|AGG|1511081|0|2573117|B,Q,N
20201231|AGGP|200|0|8119|Q
20201231|AGGY|13662|0|61134|Q,N
20201231|AGI|226766|0|622827|B,Q,N
20201231|AGIO|79242|1128|113690|Q,N
20201231|AGLE|23080|0|30654|B,Q,N
20201231|AGM|4286|0|5799|Q,N
20201231|AGM/A|104|0|116|Q,N
20201231|AGMH|1217|0|1229|Q,N
20201231|AGMpD|224|0|502|Q
20201231|AGMpE|1098|0|4127|Q,N
20201231|AGMpF|169|0|172|Q
20201231|AGNC|841839|3552|1826011|B,Q,N
20201231|AGNCM|6449|0|17735|Q,N
20201231|AGNCN|8911|0|22819|Q,N
20201231|AGNCO|13617|0|31549|Q,N
20201231|AGNCP|15611|0|62841|Q,N
20201231|AGO|96561|0|142550|B,Q,N
20201231|AGOpB|570|0|2604|Q,N
20201231|AGOpE|959|0|2434|Q,N
20201231|AGOpF|82|0|182|Q,N
20201231|AGQ|107061|0|453623|B,Q,N
20201231|AGR|46557|0|93177|Q,N
20201231|AGRO|29173|0|52320|Q,N
20201231|AGRX|152341|9991|353407|Q,N
20201231|AGS|63087|0|91718|Q,N
20201231|AGT|84|0|1091|Q,N
20201231|AGTC|56567|200|114597|B,Q,N
20201231|AGX|4642|0|9607|Q,N
20201231|AGYS|2810|0|15571|B,Q,N
20201231|AGZ|12532|0|35103|Q,N
20201231|AGZD|179|0|1469|Q
20201231|AHAC|4065|0|14319|Q,N
20201231|AHACU|9100|0|48504|Q
20201231|AHACW|7077|0|20542|Q,N
20201231|AHC|30728|0|124999|B,Q,N
20201231|AHCO|30742|0|73680|B,Q,N
20201231|AHH|10920|0|64580|Q,N
20201231|AHHpA|2823|0|4983|Q,N
20201231|AHLpC|1518|0|4945|Q,N
20201231|AHLpD|1239|0|1876|Q,N
20201231|AHLpE|2511|0|5536|Q
20201231|AHPI|60432|161|131764|B,Q,N
20201231|AHT|1221739|11405|4231280|B,Q,N
20201231|AHTpD|1076|0|1811|Q,N
20201231|AHTpF|3074|0|5066|B,Q
20201231|AHTpG|5200|300|9992|Q,N
20201231|AHTpH|2060|200|6847|Q
20201231|AHTpI|8316|0|24168|B,Q,N
20201231|AI|651365|5062|1310367|B,Q,N
20201231|AIA|57604|0|79269|B,Q,N
20201231|AIEQ|503|0|8285|Q,N
20201231|AIF|8886|1253|23055|B,Q,N
20201231|AIG|111381|3385|591379|B,Q,N
20201231|AIG/WS|161010|3227|321510|Q,N
20201231|AIGpA|5490|0|12378|Q,N
20201231|AIH|12184|100|53976|B,Q,N
20201231|AIHS|161826|80|446530|Q,N
20201231|AIIQ|422|0|520|Q,N
20201231|AIKI|20690567|148164|39584920|B,Q,N
20201231|AIM|417540|5173|907064|B,Q,N
20201231|AIMC|33591|0|51775|B,Q,N
20201231|AIN|11828|0|19033|Q,N
20201231|AINC|2706904|10206|4606357|B,Q,N
20201231|AINV|85043|1700|205089|B,Q,N
20201231|AIO|37474|1|55917|B,Q,N
20201231|AIQ|6673|0|9870|Q,N
20201231|AIR|33459|0|73895|B,Q,N
20201231|AIRC|47379|495|153417|B,Q,N
20201231|AIRG|46172|0|65845|B,Q,N
20201231|AIRI|79992|0|146292|Q,N
20201231|AIRR|15791|0|16043|Q,N
20201231|AIRT|288229|764|523205|B,Q,N
