,Symbol,Date,Open,High,Low,Close,Volume,Exchange
0,ADDA,23-Sep-2020,-18.0,-18.0,-134.0,-131.0,0,INDEX
1,ADDC,23-Sep-2020,5.0,5.0,-140.0,-135.0,0,INDEX
2,ADDE,23-Sep-2020,151.0,232.0,-1783.0,-1780.0,0,INDEX
3,ADDN,23-Sep-2020,513.0,622.0,-1565.0,-1559.0,0,INDEX
4,ADDQ,23-Sep-2020,170.0,340.0,-1956.0,-1956.0,0,INDEX
5,ADDS,23-Sep-2020,68.0,68.0,-953.0,-953.0,0,INDEX
6,ADDT,23-Sep-2020,665.0,931.0,-3648.0,-3646.0,0,INDEX
7,ADDU,23-Sep-2020,-94.0,-94.0,-1537.0,-1504.0,0,INDEX
8,ADDV,23-Sep-2020,-98.0,-98.0,-518.0,-511.0,0,INDEX
9,ADDX,23-Sep-2020,-25.0,-25.0,-1608.0,-1599.0,0,INDEX
10,ADRA,23-Sep-2020,0.77,0.77,0.17,0.18,0,INDEX
11,ADRC,23-Sep-2020,1.07,1.07,0.38,0.4,0,INDEX
12,ADRE,23-Sep-2020,1.26,1.39,0.11,0.11,0,INDEX
13,ADRN,23-Sep-2020,1.78,2.01,0.09,0.09,0,INDEX
14,ADRQ,23-Sep-2020,1.15,1.32,0.15,0.15,0,INDEX
15,ADRS,23-Sep-2020,1.18,1.18,0.27,0.27,0,INDEX
16,ADRT,23-Sep-2020,1.36,1.53,0.13,0.13,0,INDEX
17,ADRU,23-Sep-2020,0.88,0.89,0.49,0.5,0,INDEX
18,ADRV,23-Sep-2020,0.64,0.64,0.25,0.25,0,INDEX
19,ADRX,23-Sep-2020,0.96,0.96,0.28,0.28,0,INDEX
20,ADVA,23-Sep-2020,62.0,67.0,28.0,29.0,28923500,INDEX
21,ADVC,23-Sep-2020,70.0,90.0,70.0,90.0,57372700,INDEX
22,ADVE,23-Sep-2020,718.0,822.0,224.0,225.0,451699500,INDEX
23,ADVN,23-Sep-2020,1167.0,1234.0,171.0,172.0,440036800,INDEX
24,ADVQ,23-Sep-2020,1234.0,1372.0,363.0,363.0,917387400,INDEX
