,Symbol,Date,Open,High,Low,Close,Volume,Exchange
0,ADDA,03-Dec-2020,26.0,26.0,-18.0,-17.0,0,INDEX
1,ADDC,03-Dec-2020,57.0,73.0,32.0,66.0,0,INDEX
2,ADDE,03-Dec-2020,755.0,1478.0,755.0,1059.0,0,INDEX
3,ADDN,03-Dec-2020,505.0,1017.0,319.0,518.0,0,INDEX
4,ADDQ,03-Dec-2020,629.0,825.0,246.0,380.0,0,INDEX
5,ADDS,03-Dec-2020,250.0,589.0,162.0,550.0,0,INDEX
6,ADDT,03-Dec-2020,1160.0,1830.0,554.0,881.0,0,INDEX
7,ADDU,03-Dec-2020,304.0,762.0,293.0,762.0,0,INDEX
8,ADDV,03-Dec-2020,102.0,102.0,-37.0,-2.0,0,INDEX
9,ADDX,03-Dec-2020,409.0,618.0,280.0,614.0,0,INDEX
10,ADRA,03-Dec-2020,1.38,1.38,0.81,0.83,0,INDEX
11,ADRC,03-Dec-2020,1.95,1.95,1.24,1.55,0,INDEX
12,ADRE,03-Dec-2020,3.33,5.99,2.85,2.85,0,INDEX
13,ADRN,03-Dec-2020,1.74,3.25,1.39,1.74,0,INDEX
14,ADRQ,03-Dec-2020,1.71,1.9,1.19,1.32,0,INDEX
15,ADRS,03-Dec-2020,1.72,2.02,1.36,1.9,0,INDEX
16,ADRT,03-Dec-2020,1.71,2.25,1.25,1.44,0,INDEX
17,ADRU,03-Dec-2020,1.36,1.36,1.2,1.36,0,INDEX
18,ADRV,03-Dec-2020,1.6,1.6,0.9,0.99,0,INDEX
19,ADRX,03-Dec-2020,1.71,1.71,1.37,1.53,0,INDEX
20,ADVA,03-Dec-2020,93.0,109.0,81.0,87.0,96719400,INDEX
21,ADVC,03-Dec-2020,117.0,187.0,117.0,186.0,75023800,INDEX
22,ADVE,03-Dec-2020,1079.0,1774.0,1079.0,1631.0,984147200,INDEX
23,ADVN,03-Dec-2020,1179.0,1470.0,1123.0,1213.0,2988304000,INDEX
24,ADVQ,03-Dec-2020,1513.0,1755.0,1426.0,1541.0,2729450000,INDEX
25,ADVS,03-Dec-2020,595.0,1166.0,595.0,1159.0,280231800,INDEX
26,ADVT,03-Dec-2020,2785.0,3291.0,2672.0,2841.0,5814474000,INDEX
27,ADVU,03-Dec-2020,1140.0,2855.0,1140.0,2855.0,23617600000,INDEX
28,ADVV,03-Dec-2020,272.0,418.0,268.0,416.0,126642000,INDEX
29,ADVX,03-Dec-2020,984.0,1763.0,984.0,1761.0,481897600,INDEX
30,ASHD,03-Dec-2020,42.0,612.0,42.0,556.0,0,INDEX
31,ASHF,03-Dec-2020,51.0,1259.0,51.0,923.0,0,INDEX
32,ASHR,03-Dec-2020,2.21,4.22,2.07,2.66,0,INDEX
33,ASHU,03-Dec-2020,93.0,1650.0,93.0,1479.0,0,INDEX
34,AVDA,03-Dec-2020,-2.76,-2.76,-76.92,-76.92,0,INDEX
35,AVDC,03-Dec-2020,2.48,45.44,2.48,44.74,0,INDEX
36,AVDE,03-Dec-2020,12.07,612.38,12.07,612.38,0,INDEX
37,AVDN,03-Dec-2020,16.92,1308.89,10.96,1308.89,0,INDEX
38,AVDQ,03-Dec-2020,45.29,2110.36,45.29,605.34,0,INDEX
39,AVDS,03-Dec-2020,9.33,134.67,-7.57,134.59,0,INDEX
40,AVDT,03-Dec-2020,59.45,3205.0,59.45,1837.31,0,INDEX
41,AVDU,03-Dec-2020,-40.74,10830.26,-392.79,10830.26,0,INDEX
42,AVDV,03-Dec-2020,7.29,69.49,7.29,69.45,0,INDEX
43,AVDX,03-Dec-2020,19.1,249.47,7.85,248.79,0,INDEX
44,AVLD,03-Dec-2020,1.97,508.39,1.97,450.58,0,INDEX
45,AVLF,03-Dec-2020,-0.78,468.58,-6.24,398.58,0,INDEX
46,AVLR,03-Dec-2020,0.6,2.47,0.6,1.88,0,INDEX
47,AVLU,03-Dec-2020,1.18,856.59,1.18,849.16,0,INDEX
48,AVRA,03-Dec-2020,0.76,0.93,0.48,0.55,0,INDEX
49,AVRC,03-Dec-2020,1.87,2.47,1.36,2.47,0,INDEX
50,AVRE,03-Dec-2020,1.78,3.86,1.56,2.64,0,INDEX
51,AVRN,03-Dec-2020,1.22,2.28,1.06,1.77,0,INDEX
52,AVRQ,03-Dec-2020,1.32,3.63,1.19,1.28,0,INDEX
53,AVRS,03-Dec-2020,2.19,2.19,0.79,1.92,0,INDEX
54,AVRT,03-Dec-2020,1.25,2.59,1.2,1.46,0,INDEX
55,AVRU,03-Dec-2020,0.95,1.84,0.78,1.84,0,INDEX
56,AVRV,03-Dec-2020,2.53,2.53,1.7,2.21,0,INDEX
57,AVRX,03-Dec-2020,2.24,2.24,1.16,2.06,0,INDEX
58,AVVA,03-Dec-2020,8.89,96.71,8.89,96.71,0,INDEX
59,AVVC,03-Dec-2020,5.31,77.4,5.31,75.02,0,INDEX
60,AVVE,03-Dec-2020,27.5,984.14,27.5,984.14,0,INDEX
61,AVVN,03-Dec-2020,93.48,2988.3,93.48,2988.3,0,INDEX
62,AVVQ,03-Dec-2020,186.42,2909.88,186.42,2729.45,0,INDEX
63,AVVS,03-Dec-2020,17.11,280.24,17.11,280.23,0,INDEX
64,AVVT,03-Dec-2020,288.8,5814.47,288.8,5814.47,0,INDEX
65,AVVU,03-Dec-2020,804.23,23617.59,804.23,23617.59,0,INDEX
66,AVVV,03-Dec-2020,12.05,126.69,12.05,126.64,0,INDEX
67,AVVX,03-Dec-2020,34.48,484.34,34.48,481.89,0,INDEX
68,BANK,03-Dec-2020,3389.25,3414.21,3361.02,3390.04,0,INDEX
69,BCMA,03-Dec-2020,2408.0,2894.0,2307.0,2444.0,0,INDEX
70,BCMC,03-Dec-2020,100.45,100.71,100.2,100.47,0,INDEX
71,BCMD,03-Dec-2020,1381.0,1823.0,1161.0,1668.0,0,INDEX
72,BCME,03-Dec-2020,327.0,353.0,286.0,325.0,0,INDEX
73,BCMF,03-Dec-2020,152.0,239.0,152.0,239.0,0,INDEX
74,BCMG,03-Dec-2020,38.0,47.0,22.0,23.0,0,INDEX
75,BCMM,03-Dec-2020,100.47,101.21,100.45,100.79,0,INDEX
76,BCMU,03-Dec-2020,156.0,156.0,45.0,85.0,0,INDEX
77,BDMA,03-Dec-2020,2209.0,2338.0,2209.0,2338.0,0,INDEX
78,BDMC,03-Dec-2020,100.41,100.41,100.33,100.33,0,INDEX
79,BDMD,03-Dec-2020,1671.0,1785.0,1671.0,1785.0,0,INDEX
80,BDME,03-Dec-2020,250.0,280.0,250.0,280.0,0,INDEX
81,BDMF,03-Dec-2020,245.0,274.0,245.0,273.0,0,INDEX
82,BDMG,03-Dec-2020,21.0,32.0,21.0,32.0,0,INDEX
83,BDMM,03-Dec-2020,100.48,100.48,100.44,100.45,0,INDEX
84,BDMU,03-Dec-2020,65.0,74.0,65.0,74.0,0,INDEX
85,BFMA,03-Dec-2020,1579.0,1686.0,1579.0,1686.0,0,INDEX
86,BFMC,03-Dec-2020,101.01,101.01,100.95,100.96,0,INDEX
87,BFMD,03-Dec-2020,2300.0,2429.0,2300.0,2429.0,0,INDEX
88,BFME,03-Dec-2020,334.0,378.0,334.0,378.0,0,INDEX
89,BFMF,03-Dec-2020,165.0,183.0,165.0,183.0,0,INDEX
90,BFMG,03-Dec-2020,16.0,24.0,16.0,24.0,0,INDEX
91,BFMM,03-Dec-2020,99.97,99.98,99.96,99.98,0,INDEX
92,BFMU,03-Dec-2020,66.0,82.0,66.0,82.0,0,INDEX
93,BGMA,03-Dec-2020,1767.0,1855.0,1767.0,1855.0,0,INDEX
94,BGMC,03-Dec-2020,103.03,103.03,102.81,102.84,0,INDEX
95,BGMD,03-Dec-2020,2110.0,2260.0,2110.0,2260.0,0,INDEX
96,BGME,03-Dec-2020,400.0,445.0,400.0,445.0,0,INDEX
97,BGMF,03-Dec-2020,93.0,114.0,93.0,114.0,0,INDEX
98,BGMG,03-Dec-2020,13.0,17.0,13.0,17.0,0,INDEX
99,BGMM,03-Dec-2020,99.83,99.83,99.79,99.8,0,INDEX
100,BGMU,03-Dec-2020,63.0,76.0,63.0,76.0,0,INDEX
101,BKX,03-Dec-2020,93.95,94.73,93.18,94.09,0,INDEX
102,BWH,03-Dec-2020,217.56,218.48,214.32,216.08,0,INDEX
103,CASH,03-Dec-2020,1.0,1.0,1.0,1.0,0,INDEX
104,COMP,03-Dec-2020,12369.26,12439.02,12356.99,12377.18,0,INDEX
105,CPR,03-Dec-2020,3.4935,3.523,3.4695,3.4905,83243,INDEX
106,CYM,03-Dec-2020,19.68,19.93,19.67,19.85,0,INDEX
107,DCFD,03-Dec-2020,56.92,72.3,55.38,55.38,0,INDEX
108,DCFI,03-Dec-2020,78.46,80.0,75.38,76.92,0,INDEX
109,DCOF,03-Dec-2020,86.15,86.15,83.07,86.15,0,INDEX
110,DCOH,03-Dec-2020,93.84,93.84,92.3,93.84,0,INDEX
