,Symbol,Date,Open,High,Low,Close,Volume,Exchange
0,ADDA,04-Dec-2020,69.0,83.0,45.0,82.0,0,INDEX
1,ADDC,04-Dec-2020,22.0,31.0,-19.0,17.0,0,INDEX
2,ADDE,04-Dec-2020,812.0,1446.0,812.0,1443.0,0,INDEX
3,ADDN,04-Dec-2020,1275.0,1362.0,1105.0,1279.0,0,INDEX
4,ADDQ,04-Dec-2020,924.0,1366.0,924.0,1362.0,0,INDEX
5,ADDS,04-Dec-2020,134.0,335.0,134.0,320.0,0,INDEX
6,ADDT,04-Dec-2020,2268.0,2734.0,2147.0,2723.0,0,INDEX
7,ADDU,04-Dec-2020,262.0,892.0,262.0,892.0,0,INDEX
8,ADDV,04-Dec-2020,49.0,49.0,-17.0,39.0,0,INDEX
9,ADDX,04-Dec-2020,205.0,390.0,205.0,376.0,0,INDEX
10,ADRA,04-Dec-2020,2.5,2.95,1.6,2.57,0,INDEX
11,ADRC,04-Dec-2020,1.28,1.34,0.86,1.11,0,INDEX
12,ADRE,04-Dec-2020,3.78,4.74,3.73,4.71,0,INDEX
13,ADRN,04-Dec-2020,5.23,6.02,3.76,4.94,0,INDEX
14,ADRQ,04-Dec-2020,2.25,2.97,2.22,2.97,0,INDEX
15,ADRS,04-Dec-2020,1.34,1.51,1.34,1.44,0,INDEX
16,ADRT,04-Dec-2020,3.09,3.55,2.69,3.55,0,INDEX
17,ADRU,04-Dec-2020,1.31,1.42,1.25,1.42,0,INDEX
18,ADRV,04-Dec-2020,1.26,1.26,0.95,1.09,0,INDEX
19,ADRX,04-Dec-2020,1.31,1.38,1.2,1.29,0,INDEX
20,ADVA,04-Dec-2020,115.0,137.0,115.0,134.0,154004900,INDEX
21,ADVC,04-Dec-2020,98.0,171.0,98.0,169.0,120526200,INDEX
22,ADVE,04-Dec-2020,1104.0,1832.0,1104.0,1831.0,916037000,INDEX
23,ADVN,04-Dec-2020,1576.0,1633.0,1505.0,1603.0,3810837000,INDEX
24,ADVQ,04-Dec-2020,1660.0,2056.0,1660.0,2050.0,2784979000,INDEX
25,ADVS,04-Dec-2020,526.0,1042.0,526.0,1042.0,352760300,INDEX
26,ADVT,04-Dec-2020,3351.0,3802.0,3351.0,3787.0,6749821000,INDEX
27,ADVU,04-Dec-2020,1105.0,2976.0,1105.0,2976.0,22024300000,INDEX
28,ADVV,04-Dec-2020,237.0,453.0,237.0,453.0,119361700,INDEX
29,ADVX,04-Dec-2020,861.0,1666.0,861.0,1664.0,592648200,INDEX
30,ASHD,04-Dec-2020,9.0,428.0,9.0,401.0,0,INDEX
31,ASHF,04-Dec-2020,8.0,1250.0,8.0,1244.0,0,INDEX
32,ASHR,04-Dec-2020,1.88,4.19,1.88,4.1,0,INDEX
33,ASHU,04-Dec-2020,17.0,1649.0,17.0,1645.0,0,INDEX
34,AVDA,04-Dec-2020,-2.47,59.97,-6.16,59.97,0,INDEX
35,AVDC,04-Dec-2020,1.47,79.78,1.47,75.92,0,INDEX
36,AVDE,04-Dec-2020,21.4,489.12,21.4,489.12,0,INDEX
37,AVDN,04-Dec-2020,121.21,2732.25,121.21,2732.25,0,INDEX
38,AVDQ,04-Dec-2020,-4.09,1382.8,-4.09,889.72,0,INDEX
39,AVDS,04-Dec-2020,11.46,196.7,11.46,196.7,0,INDEX
40,AVDT,04-Dec-2020,114.64,3746.14,114.64,3681.95,0,INDEX
41,AVDU,04-Dec-2020,265.01,8822.49,-374.59,8822.49,0,INDEX
42,AVDV,04-Dec-2020,0.95,45.2,0.95,45.15,0,INDEX
43,AVDX,04-Dec-2020,13.89,321.39,13.89,317.78,0,INDEX
44,AVLD,04-Dec-2020,0.09,417.25,0.09,417.25,0,INDEX
45,AVLF,04-Dec-2020,0.41,450.45,-0.27,450.45,0,INDEX
46,AVLR,04-Dec-2020,5.41,5.41,0.89,2.07,0,INDEX
47,AVLU,04-Dec-2020,0.51,867.7,0.51,867.7,0,INDEX
48,AVRA,04-Dec-2020,0.66,1.63,0.66,1.63,0,INDEX
