,Symbol,Date,Open,High,Low,Close,Volume,Exchange
0,ADDA,29-Oct-2020,-24.0,55.0,-52.0,55.0,0,INDEX
1,ADDC,29-Oct-2020,14.0,48.0,10.0,46.0,0,INDEX
2,ADDE,29-Oct-2020,-93.0,1130.0,-467.0,1129.0,0,INDEX
3,ADDN,29-Oct-2020,-522.0,987.0,-1027.0,755.0,0,INDEX
4,ADDQ,29-Oct-2020,-304.0,928.0,-919.0,845.0,0,INDEX
5,ADDS,29-Oct-2020,-77.0,316.0,-294.0,278.0,0,INDEX
6,ADDT,29-Oct-2020,-850.0,1956.0,-1998.0,1655.0,0,INDEX
7,ADDU,29-Oct-2020,-242.0,-152.0,-464.0,-211.0,0,INDEX
8,ADDV,29-Oct-2020,2.0,129.0,-13.0,129.0,0,INDEX
9,ADDX,29-Oct-2020,-61.0,469.0,-278.0,453.0,0,INDEX
10,ADRA,29-Oct-2020,0.72,1.83,0.51,1.83,0,INDEX
11,ADRC,29-Oct-2020,1.26,1.46,1.12,1.4,0,INDEX
12,ADRE,29-Oct-2020,0.87,3.1,0.51,3.09,0,INDEX
13,ADRN,29-Oct-2020,0.55,3.19,0.28,2.32,0,INDEX
14,ADRQ,29-Oct-2020,0.76,2.08,0.45,1.95,0,INDEX
15,ADRS,29-Oct-2020,0.82,1.47,0.51,1.39,0,INDEX
16,ADRT,29-Oct-2020,0.66,2.41,0.38,2.08,0,INDEX
17,ADRU,29-Oct-2020,0.71,0.91,0.65,0.9,0,INDEX
18,ADRV,29-Oct-2020,1.01,1.4,0.94,1.4,0,INDEX
19,ADRX,29-Oct-2020,0.91,1.41,0.68,1.39,0,INDEX
20,ADVA,29-Oct-2020,63.0,121.0,56.0,121.0,167025700,INDEX
21,ADVC,29-Oct-2020,67.0,163.0,67.0,161.0,45220600,INDEX
22,ADVE,29-Oct-2020,624.0,1669.0,497.0,1667.0,1137051000,INDEX
23,ADVN,29-Oct-2020,649.0,1437.0,419.0,1324.0,3335372000,INDEX
24,ADVQ,29-Oct-2020,1010.0,1786.0,752.0,1731.0,1890934000,INDEX
25,ADVS,29-Oct-2020,372.0,995.0,314.0,987.0,212000800,INDEX
26,ADVT,29-Oct-2020,1722.0,3335.0,1227.0,3176.0,5393332000,INDEX
27,ADVU,29-Oct-2020,614.0,2057.0,614.0,2054.0,3173537000,INDEX
28,ADVV,29-Oct-2020,199.0,445.0,199.0,445.0,80657200,INDEX
29,ADVX,29-Oct-2020,638.0,1603.0,606.0,1593.0,337878600,INDEX
30,ASHD,29-Oct-2020,72.0,941.0,72.0,535.0,0,INDEX
31,ASHF,29-Oct-2020,-11.0,948.0,-474.0,929.0,0,INDEX
32,ASHR,29-Oct-2020,0.84,2.81,0.49,2.73,0,INDEX
33,ASHU,29-Oct-2020,61.0,1470.0,61.0,1464.0,0,INDEX
34,AVDA,29-Oct-2020,29.94,138.36,29.94,138.36,0,INDEX
35,AVDC,29-Oct-2020,1.99,27.94,1.99,27.94,0,INDEX
36,AVDE,29-Oct-2020,-15.17,466.93,-80.4,465.54,0,INDEX
37,AVDN,29-Oct-2020,-27.63,1974.55,-87.2,1974.55,0,INDEX
38,AVDQ,29-Oct-2020,2.22,976.41,-20.58,976.41,0,INDEX
