,Symbol,Date,Open,High,Low,Close,Volume,Exchange
0,ADDA,30-Nov-2020,-3.0,-3.0,-87.0,-16.0,0,INDEX
1,ADDC,30-Nov-2020,32.0,33.0,1.0,11.0,0,INDEX
2,ADDE,30-Nov-2020,-267.0,-267.0,-1235.0,-1099.0,0,INDEX
3,ADDN,30-Nov-2020,-655.0,-655.0,-1399.0,-1141.0,0,INDEX
4,ADDQ,30-Nov-2020,-37.0,-37.0,-1470.0,-845.0,0,INDEX
5,ADDS,30-Nov-2020,-261.0,-261.0,-767.0,-527.0,0,INDEX
6,ADDT,30-Nov-2020,-695.0,-695.0,-2917.0,-2002.0,0,INDEX
7,ADDU,30-Nov-2020,172.0,172.0,-379.0,-247.0,0,INDEX
8,ADDV,30-Nov-2020,-3.0,-3.0,-132.0,-68.0,0,INDEX
9,ADDX,30-Nov-2020,-232.0,-232.0,-853.0,-584.0,0,INDEX
10,ADRA,30-Nov-2020,0.96,0.96,0.37,0.84,0,INDEX
11,ADRC,30-Nov-2020,1.39,1.39,1.0,1.07,0,INDEX
12,ADRE,30-Nov-2020,0.69,0.69,0.22,0.33,0,INDEX
13,ADRN,30-Nov-2020,0.48,0.48,0.15,0.25,0,INDEX
14,ADRQ,30-Nov-2020,0.97,0.97,0.29,0.52,0,INDEX
15,ADRS,30-Nov-2020,0.59,0.59,0.33,0.55,0,INDEX
16,ADRT,30-Nov-2020,0.73,0.73,0.24,0.41,0,INDEX
17,ADRU,30-Nov-2020,1.14,1.14,0.84,0.9,0,INDEX
18,ADRV,30-Nov-2020,0.98,0.98,0.71,0.85,0,INDEX
19,ADRX,30-Nov-2020,0.76,0.76,0.49,0.67,0,INDEX
20,ADVA,30-Nov-2020,86.0,88.0,52.0,86.0,196647700,INDEX
21,ADVC,30-Nov-2020,113.0,178.0,113.0,168.0,68183200,INDEX
22,ADVE,30-Nov-2020,619.0,619.0,352.0,556.0,407865100,INDEX
23,ADVN,30-Nov-2020,607.0,607.0,265.0,394.0,1348057000,INDEX
24,ADVQ,30-Nov-2020,1255.0,1255.0,626.0,949.0,4590395000,INDEX
25,ADVS,30-Nov-2020,381.0,654.0,350.0,654.0,310601400,INDEX
26,ADVT,30-Nov-2020,1948.0,1948.0,956.0,1429.0,6135100000,INDEX
27,ADVU,30-Nov-2020,1320.0,2487.0,1320.0,2487.0,44916390000,INDEX
28,ADVV,30-Nov-2020,271.0,410.0,271.0,410.0,126684200,INDEX
29,ADVX,30-Nov-2020,765.0,1234.0,764.0,1232.0,505468800,INDEX
30,ASHD,30-Nov-2020,177.0,1562.0,177.0,1499.0,0,INDEX
31,ASHF,30-Nov-2020,-36.0,-36.0,-1152.0,-939.0,0,INDEX
32,ASHR,30-Nov-2020,0.79,0.79,0.25,0.37,0,INDEX
33,ASHU,30-Nov-2020,141.0,627.0,141.0,560.0,0,INDEX
34,AVDA,30-Nov-2020,2.41,83.86,0.29,81.48,0,INDEX
35,AVDC,30-Nov-2020,2.11,18.98,0.97,15.08,0,INDEX
36,AVDE,30-Nov-2020,-20.43,-20.43,-889.49,-889.49,0,INDEX
37,AVDN,30-Nov-2020,-2.19,-2.19,-3331.7,-3331.7,0,INDEX
38,AVDQ,30-Nov-2020,267.08,1923.13,55.32,1881.57,0,INDEX
39,AVDS,30-Nov-2020,-6.34,-4.41,-142.84,-142.84,0,INDEX
40,AVDT,30-Nov-2020,267.29,373.56,-1377.06,-1368.63,0,INDEX
41,AVDU,30-Nov-2020,1552.46,40643.82,1552.46,40643.82,0,INDEX
42,AVDV,30-Nov-2020,5.5,38.47,5.38,38.47,0,INDEX
43,AVDX,30-Nov-2020,1.26,15.11,-89.71,-89.28,0,INDEX
44,AVLD,30-Nov-2020,5.21,1077.65,5.21,1077.65,0,INDEX
45,AVLF,30-Nov-2020,-0.44,1.7,-605.65,-605.65,0,INDEX
46,AVLR,30-Nov-2020,0.91,1.13,0.35,0.43,0,INDEX
47,AVLU,30-Nov-2020,4.76,472.0,4.76,472.0,0,INDEX
48,AVRA,30-Nov-2020,1.22,2.14,1.0,1.7,0,INDEX
49,AVRC,30-Nov-2020,1.57,2.21,1.01,1.28,0,INDEX
50,AVRE,30-Nov-2020,0.48,0.48,0.29,0.31,0,INDEX
51,AVRN,30-Nov-2020,0.97,0.97,0.2,0.28,0,INDEX
52,AVRQ,30-Nov-2020,3.64,3.64,1.05,1.69,0,INDEX
53,AVRS,30-Nov-2020,0.69,0.89,0.44,0.68,0,INDEX
54,AVRT,30-Nov-2020,2.28,2.28,0.63,0.81,0,INDEX
55,AVRU,30-Nov-2020,5.58,10.56,3.71,10.51,0,INDEX
56,AVRV,30-Nov-2020,1.8,1.8,1.18,1.43,0,INDEX
57,AVRX,30-Nov-2020,1.04,1.12,0.71,0.84,0,INDEX
58,AVVA,30-Nov-2020,13.03,196.64,13.03,196.64,0,INDEX
59,AVVC,30-Nov-2020,5.81,70.1,5.81,68.18,0,INDEX
60,AVVE,30-Nov-2020,18.97,407.86,18.97,407.86,0,INDEX
61,AVVN,30-Nov-2020,93.67,1366.03,93.67,1348.05,0,INDEX
