,Symbol,Date,Open,High,Low,Close,Volume,Exchange
0,ADDA,09-Oct-2020,63.0,63.0,3.0,20.0,0,INDEX
1,ADDC,09-Oct-2020,44.0,73.0,31.0,67.0,0,INDEX
2,ADDE,09-Oct-2020,871.0,1255.0,813.0,1240.0,0,INDEX
3,ADDN,09-Oct-2020,1450.0,1450.0,-193.0,3.0,0,INDEX
4,ADDQ,09-Oct-2020,1352.0,1352.0,217.0,363.0,0,INDEX
5,ADDS,09-Oct-2020,358.0,358.0,126.0,232.0,0,INDEX
6,ADDT,09-Oct-2020,2865.0,2865.0,153.0,386.0,0,INDEX
7,ADDU,09-Oct-2020,361.0,846.0,361.0,846.0,0,INDEX
8,ADDV,09-Oct-2020,146.0,226.0,125.0,226.0,0,INDEX
9,ADDX,09-Oct-2020,548.0,548.0,305.0,525.0,0,INDEX
10,ADRA,09-Oct-2020,2.43,2.43,1.03,1.24,0,INDEX
11,ADRC,09-Oct-2020,1.95,1.95,1.25,1.56,0,INDEX
12,ADRE,09-Oct-2020,4.45,4.45,2.82,3.52,0,INDEX
13,ADRN,09-Oct-2020,8.59,8.59,0.81,1.0,0,INDEX
14,ADRQ,09-Oct-2020,3.73,3.73,1.18,1.31,0,INDEX
15,ADRS,09-Oct-2020,2.49,2.49,1.24,1.32,0,INDEX
16,ADRT,09-Oct-2020,4.93,4.93,1.06,1.17,0,INDEX
17,ADRU,09-Oct-2020,1.58,1.58,1.35,1.48,0,INDEX
18,ADRV,09-Oct-2020,2.02,2.02,1.46,1.78,0,INDEX
19,ADRX,09-Oct-2020,2.28,2.28,1.33,1.46,0,INDEX
20,ADVA,09-Oct-2020,107.0,110.0,93.0,103.0,245470200,INDEX
21,ADVC,09-Oct-2020,90.0,187.0,90.0,186.0,69267700,INDEX
22,ADVE,09-Oct-2020,1123.0,1737.0,1123.0,1731.0,903302300,INDEX
23,ADVN,09-Oct-2020,1641.0,1641.0,840.0,947.0,1927199000,INDEX
24,ADVQ,09-Oct-2020,1846.0,1846.0,1397.0,1506.0,2116778000,INDEX
25,ADVS,09-Oct-2020,597.0,945.0,563.0,945.0,163998000,INDEX
26,ADVT,09-Oct-2020,3594.0,3594.0,2371.0,2556.0,4289448000,INDEX
27,ADVU,09-Oct-2020,978.0,2603.0,978.0,2601.0,3426852000,INDEX
28,ADVV,09-Oct-2020,289.0,515.0,289.0,515.0,131304100,INDEX
29,ADVX,09-Oct-2020,976.0,1647.0,968.0,1646.0,364569800,INDEX
30,ASHD,09-Oct-2020,46.0,543.0,46.0,493.0,0,INDEX
31,ASHF,09-Oct-2020,109.0,1058.0,109.0,990.0,0,INDEX
32,ASHR,09-Oct-2020,3.36,4.17,2.41,3.0,0,INDEX
33,ASHU,09-Oct-2020,155.0,1502.0,155.0,1483.0,0,INDEX
34,AVDA,09-Oct-2020,42.04,145.17,42.04,83.03,0,INDEX
35,AVDC,09-Oct-2020,2.5,45.38,2.12,44.82,0,INDEX
36,AVDE,09-Oct-2020,15.7,479.95,15.7,479.21,0,INDEX
37,AVDN,09-Oct-2020,117.39,661.77,75.67,198.83,0,INDEX
38,AVDQ,09-Oct-2020,118.33,1084.52,118.33,1084.52,0,INDEX
39,AVDS,09-Oct-2020,7.09,27.62,-8.62,-8.51,0,INDEX
