,Symbol,Date,Open,High,Low,Close,Volume,Exchange
0,ADDA,17-Dec-2020,79.0,79.0,47.0,54.0,0,INDEX
1,ADDC,17-Dec-2020,27.0,76.0,17.0,66.0,0,INDEX
2,ADDE,17-Dec-2020,1004.0,1511.0,1004.0,1511.0,0,INDEX
3,ADDN,17-Dec-2020,787.0,787.0,106.0,705.0,0,INDEX
4,ADDQ,17-Dec-2020,942.0,975.0,242.0,967.0,0,INDEX
5,ADDS,17-Dec-2020,376.0,559.0,309.0,558.0,0,INDEX
6,ADDT,17-Dec-2020,1808.0,1808.0,409.0,1726.0,0,INDEX
7,ADDU,17-Dec-2020,429.0,1032.0,429.0,1031.0,0,INDEX
8,ADDV,17-Dec-2020,169.0,177.0,95.0,168.0,0,INDEX
9,ADDX,17-Dec-2020,572.0,792.0,477.0,792.0,0,INDEX
10,ADRA,17-Dec-2020,2.92,2.92,1.62,1.76,0,INDEX
11,ADRC,17-Dec-2020,1.32,1.81,1.11,1.47,0,INDEX
12,ADRE,17-Dec-2020,5.54,5.54,3.6,5.36,0,INDEX
13,ADRN,17-Dec-2020,2.46,2.46,1.11,2.15,0,INDEX
14,ADRQ,17-Dec-2020,2.22,2.22,1.19,2.08,0,INDEX
15,ADRS,17-Dec-2020,2.31,2.31,1.54,1.92,0,INDEX
16,ADRT,17-Dec-2020,2.34,2.34,1.18,2.09,0,INDEX
17,ADRU,17-Dec-2020,1.52,1.62,1.37,1.49,0,INDEX
18,ADRV,17-Dec-2020,1.98,1.98,1.24,1.44,0,INDEX
19,ADRX,17-Dec-2020,2.05,2.05,1.42,1.7,0,INDEX
20,ADVA,17-Dec-2020,120.0,131.0,117.0,125.0,186540800,INDEX
21,ADVC,17-Dec-2020,111.0,206.0,111.0,206.0,122930100,INDEX
22,ADVE,17-Dec-2020,1225.0,1859.0,1225.0,1857.0,949334500,INDEX
23,ADVN,17-Dec-2020,1324.0,1324.0,1006.0,1314.0,2815283000,INDEX
24,ADVQ,17-Dec-2020,1710.0,1872.0,1474.0,1862.0,2991123000,INDEX
25,ADVS,17-Dec-2020,661.0,1162.0,661.0,1162.0,259021600,INDEX
26,ADVT,17-Dec-2020,3154.0,3314.0,2605.0,3301.0,5992947000,INDEX
27,ADVU,17-Dec-2020,1239.0,3131.0,1239.0,3118.0,24097040000,INDEX
28,ADVV,17-Dec-2020,340.0,543.0,340.0,543.0,238037900,INDEX
29,ADVX,17-Dec-2020,1112.0,1911.0,1112.0,1911.0,619989600,INDEX
30,ASHD,17-Dec-2020,2.0,454.0,2.0,382.0,0,INDEX
31,ASHF,17-Dec-2020,19.0,1277.0,19.0,1270.0,0,INDEX
32,ASHR,17-Dec-2020,10.5,13.66,3.23,4.32,0,INDEX
33,ASHU,17-Dec-2020,21.0,1652.0,21.0,1652.0,0,INDEX
34,AVDA,17-Dec-2020,5.8,134.24,5.8,133.9,0,INDEX
35,AVDC,17-Dec-2020,2.14,54.98,2.14,52.27,0,INDEX
36,AVDE,17-Dec-2020,27.58,607.01,27.58,607.01,0,INDEX
37,AVDN,17-Dec-2020,62.81,1665.31,35.74,1665.31,0,INDEX
38,AVDQ,17-Dec-2020,76.87,1487.44,76.87,1467.43,0,INDEX
39,AVDS,17-Dec-2020,13.96,104.55,13.96,98.93,0,INDEX
40,AVDT,17-Dec-2020,145.49,3273.64,145.49,3266.65,0,INDEX
41,AVDU,17-Dec-2020,174.17,16508.14,94.54,16508.14,0,INDEX
42,AVDV,17-Dec-2020,4.81,157.59,4.81,157.5,0,INDEX
43,AVDX,17-Dec-2020,20.91,309.84,20.91,308.71,0,INDEX
44,AVLD,17-Dec-2020,0.49,366.14,0.07,275.35,0,INDEX
45,AVLF,17-Dec-2020,0.4,498.46,0.4,493.94,0,INDEX
46,AVLR,17-Dec-2020,89.61,89.61,1.7,2.79,0,INDEX
47,AVLU,17-Dec-2020,0.4,832.38,0.4,769.29,0,INDEX
48,AVRA,17-Dec-2020,2.23,3.56,1.87,3.54,0,INDEX
49,AVRC,17-Dec-2020,1.23,2.76,1.1,1.73,0,INDEX
50,AVRE,17-Dec-2020,2.53,2.93,1.74,2.77,0,INDEX
51,AVRN,17-Dec-2020,2.52,2.52,1.07,2.44,0,INDEX
52,AVRQ,17-Dec-2020,1.76,1.98,1.35,1.96,0,INDEX
53,AVRS,17-Dec-2020,4.25,4.25,1.29,1.61,0,INDEX
54,AVRT,17-Dec-2020,1.99,2.21,1.25,2.19,0,INDEX
55,AVRU,17-Dec-2020,1.3,3.17,1.02,3.17,0,INDEX
56,AVRV,17-Dec-2020,1.23,2.99,1.23,2.95,0,INDEX
57,AVRX,17-Dec-2020,1.61,2.19,1.36,1.99,0,INDEX
58,AVVA,17-Dec-2020,10.51,186.63,10.51,186.54,0,INDEX
59,AVVC,17-Dec-2020,11.24,124.84,11.24,122.93,0,INDEX
60,AVVE,17-Dec-2020,45.51,949.33,45.51,949.33,0,INDEX
61,AVVN,17-Dec-2020,103.86,2815.28,103.86,2815.28,0,INDEX
62,AVVQ,17-Dec-2020,177.28,3008.39,177.28,2991.12,0,INDEX
63,AVVS,17-Dec-2020,18.25,259.02,18.25,259.02,0,INDEX
64,AVVT,17-Dec-2020,291.66,5992.94,291.66,5992.94,0,INDEX
65,AVVU,17-Dec-2020,750.49,24097.03,750.49,24097.03,0,INDEX
66,AVVV,17-Dec-2020,25.45,238.12,25.45,238.03,0,INDEX
67,AVVX,17-Dec-2020,54.95,621.89,54.95,619.98,0,INDEX
68,BANK,17-Dec-2020,3523.04,3529.86,3484.47,3525.66,0,INDEX
69,BCMA,17-Dec-2020,2721.0,2857.0,2177.0,2855.0,0,INDEX
70,BCMC,17-Dec-2020,100.91,101.28,100.88,101.04,0,INDEX
71,BCMD,17-Dec-2020,1139.0,1905.0,1139.0,1300.0,0,INDEX
72,BCME,17-Dec-2020,317.0,339.0,296.0,333.0,0,INDEX
73,BCMF,17-Dec-2020,166.0,258.0,166.0,240.0,0,INDEX
74,BCMG,17-Dec-2020,42.0,46.0,21.0,24.0,0,INDEX
75,BCMM,17-Dec-2020,100.51,101.12,100.24,101.12,0,INDEX
76,BCMU,17-Dec-2020,141.0,141.0,47.0,81.0,0,INDEX
77,BDMA,17-Dec-2020,1638.0,1721.0,1638.0,1721.0,0,INDEX
78,BDMC,17-Dec-2020,100.48,100.48,100.44,100.47,0,INDEX
79,BDMD,17-Dec-2020,2301.0,2444.0,2301.0,2444.0,0,INDEX
80,BDME,17-Dec-2020,252.0,287.0,252.0,287.0,0,INDEX
81,BDMF,17-Dec-2020,251.0,278.0,251.0,278.0,0,INDEX
82,BDMG,17-Dec-2020,20.0,30.0,20.0,30.0,0,INDEX
83,BDMM,17-Dec-2020,99.78,99.79,99.78,99.78,0,INDEX
84,BDMU,17-Dec-2020,62.0,71.0,62.0,71.0,0,INDEX
85,BFMA,17-Dec-2020,2385.0,2515.0,2385.0,2515.0,0,INDEX
86,BFMC,17-Dec-2020,100.9,100.9,100.83,100.84,0,INDEX
87,BFMD,17-Dec-2020,1544.0,1630.0,1544.0,1630.0,0,INDEX
88,BFME,17-Dec-2020,285.0,316.0,285.0,316.0,0,INDEX
89,BFMF,17-Dec-2020,217.0,250.0,217.0,250.0,0,INDEX
90,BFMG,17-Dec-2020,17.0,26.0,17.0,26.0,0,INDEX
91,BFMM,17-Dec-2020,101.17,101.17,101.15,101.15,0,INDEX
92,BFMU,17-Dec-2020,72.0,91.0,72.0,91.0,0,INDEX
93,BGMA,17-Dec-2020,1223.0,1328.0,1223.0,1328.0,0,INDEX
94,BGMC,17-Dec-2020,100.34,100.34,100.28,100.28,0,INDEX
95,BGMD,17-Dec-2020,2713.0,2834.0,2713.0,2834.0,0,INDEX
96,BGME,17-Dec-2020,260.0,295.0,260.0,295.0,0,INDEX
97,BGMF,17-Dec-2020,224.0,256.0,224.0,256.0,0,INDEX
98,BGMG,17-Dec-2020,25.0,29.0,25.0,29.0,0,INDEX
99,BGMM,17-Dec-2020,99.29,99.33,99.29,99.33,0,INDEX
100,BGMU,17-Dec-2020,64.0,73.0,64.0,73.0,0,INDEX
101,BKX,17-Dec-2020,94.81,94.86,93.8,94.61,0,INDEX
102,BWH,17-Dec-2020,221.25,225.41,221.25,225.04,0,INDEX
103,CASH,17-Dec-2020,1.0,1.0,1.0,1.0,0,INDEX
104,COMP,17-Dec-2020,12730.78,12765.25,12696.35,12764.75,0,INDEX
105,CPR,17-Dec-2020,3.5645,3.614,3.5615,3.6015,50901,INDEX
106,CYM,17-Dec-2020,20.12,20.21,20.09,20.19,0,INDEX
107,DCFD,17-Dec-2020,72.3,72.3,60.0,67.69,0,INDEX
108,DCFI,17-Dec-2020,76.92,78.46,73.84,76.92,0,INDEX
109,DCOF,17-Dec-2020,84.61,86.15,83.07,83.07,0,INDEX
110,DCOH,17-Dec-2020,87.69,89.23,87.69,87.69,0,INDEX
111,DCSE,17-Dec-2020,52289.73,52289.73,51720.73,52012.43,0,INDEX
112,DCTH,17-Dec-2020,89.23,90.76,89.23,89.23,0,INDEX
113,DCTW,17-Dec-2020,56.92,61.53,56.92,60.0,0,INDEX
114,DECA,17-Dec-2020,41.0,77.0,41.0,71.0,52637900,INDEX
115,DECC,17-Dec-2020,84.0,154.0,84.0,140.0,70653500,INDEX
116,DECE,17-Dec-2020,221.0,423.0,221.0,346.0,342321400,INDEX
117,DECN,17-Dec-2020,537.0,900.0,537.0,609.0,1149968000,INDEX
118,DECQ,17-Dec-2020,768.0,1232.0,768.0,895.0,1523688000,INDEX
119,DECS,17-Dec-2020,285.0,641.0,285.0,604.0,160085600,INDEX
120,DECT,17-Dec-2020,1346.0,2196.0,1346.0,1575.0,2726294000,INDEX
121,DECU,17-Dec-2020,810.0,2147.0,810.0,2087.0,7588896000,INDEX
122,DECV,17-Dec-2020,171.0,391.0,171.0,375.0,80535300,INDEX
123,DECX,17-Dec-2020,540.0,1174.0,540.0,1119.0,311274400,INDEX
124,DIFD,17-Dec-2020,76.66,76.66,60.0,70.0,0,INDEX
125,DIFI,17-Dec-2020,83.33,83.33,76.66,80.0,0,INDEX
126,DIOF,17-Dec-2020,83.33,86.66,80.0,80.0,0,INDEX
127,DIOH,17-Dec-2020,90.0,90.0,90.0,90.0,0,INDEX
128,DITH,17-Dec-2020,90.0,93.33,90.0,90.0,0,INDEX
129,DITW,17-Dec-2020,76.66,76.66,66.66,70.0,0,INDEX
130,DIVQ,17-Dec-2020,3869.08,3874.48,3841.66,3861.8,0,INDEX
131,DJC,17-Dec-2020,10030.92,10088.76,10030.92,10080.77,516732600,INDEX
132,DJEC,17-Dec-2020,2144.17,2165.01,2126.24,2135.29,0,INDEX
133,DJI,17-Dec-2020,30216.0,30323.1,30216.0,30303.37,345531800,INDEX
134,DJT,17-Dec-2020,12522.31,12654.02,12477.97,12639.18,118914500,INDEX
135,DJU,17-Dec-2020,862.04,871.94,862.04,866.78,52286200,INDEX
136,DJWO,17-Dec-2020,488.09,491.85,488.07,491.78,0,INDEX
137,DLTC,17-Dec-2020,3211.36,3216.54,3188.14,3199.39,0,INDEX
138,DOWE,17-Dec-2020,1750.54,1760.4,1750.38,1751.36,0,INDEX
139,DRCI,17-Dec-2020,268.9,270.34,267.78,270.27,0,INDEX
140,DREI,17-Dec-2020,373.12,375.12,371.54,375.02,0,INDEX
141,DSAE,17-Dec-2020,1353.65,1359.27,1339.39,1341.05,37547000,INDEX
142,DSAF,17-Dec-2020,1470.72,1505.36,1464.14,1498.78,11401300,INDEX
143,DSAG,17-Dec-2020,222.65,223.76,221.92,223.43,27997800,INDEX
144,DSAI,17-Dec-2020,860.32,863.3,856.31,862.22,13052800,INDEX
145,DSAL,17-Dec-2020,73.72,79.08,73.72,75.77,7315500,INDEX
146,DSAM,17-Dec-2020,2425.52,2454.87,2425.52,2454.22,42188100,INDEX
147,DSAP,17-Dec-2020,925.59,958.77,915.05,956.08,127039400,INDEX
148,DSAR,17-Dec-2020,187.47,188.16,184.63,187.25,96931100,INDEX
149,DSAS,17-Dec-2020,1412.35,1419.05,1392.83,1395.74,30900900,INDEX
150,DSAT,17-Dec-2020,532.78,536.94,530.53,535.99,6554500,INDEX
151,DSAU,17-Dec-2020,782.44,814.47,773.2,811.8,120484900,INDEX
152,DSAV,17-Dec-2020,756.34,761.69,740.23,744.79,15697100,INDEX
153,DSBC,17-Dec-2020,1881.5,1887.54,1867.12,1878.38,120312600,INDEX
154,DSBD,17-Dec-2020,1260.31,1271.69,1260.31,1270.61,22777300,INDEX
155,DSBE,17-Dec-2020,157.53,158.46,156.81,157.73,2019700,INDEX
156,DSBK,17-Dec-2020,419.81,420.08,415.74,417.85,211597000,INDEX
157,DSBM,17-Dec-2020,453.41,455.71,452.55,455.19,74600800,INDEX
158,DSBS,17-Dec-2020,219.9,222.89,219.25,220.54,34505100,INDEX
159,DSBT,17-Dec-2020,2519.47,2550.35,2519.47,2550.35,102996400,INDEX
160,DSBV,17-Dec-2020,862.43,867.34,862.43,865.04,26730300,INDEX
161,DSCA,17-Dec-2020,842.81,846.16,829.37,843.68,33871600,INDEX
162,DSCC,17-Dec-2020,576.08,578.27,574.65,576.51,9519700,INDEX
163,DSCF,17-Dec-2020,380.23,388.49,377.7,387.83,24105600,INDEX
164,DSCG,17-Dec-2020,1314.73,1317.69,1303.28,1313.13,232617500,INDEX
165,DSCH,17-Dec-2020,738.69,742.79,737.12,741.75,40095600,INDEX
166,DSCM,17-Dec-2020,707.26,714.1,707.26,712.27,18835900,INDEX
167,DSCN,17-Dec-2020,951.06,958.71,951.06,958.11,27325800,INDEX
168,DSCP,17-Dec-2020,468.64,471.46,466.77,471.26,18014800,INDEX
169,DSCR,17-Dec-2020,6430.18,6454.04,6385.33,6418.43,129977500,INDEX
170,DSCS,17-Dec-2020,2195.46,2203.86,2187.29,2203.86,11338100,INDEX
171,DSCT,17-Dec-2020,1276.61,1279.31,1271.2,1277.66,45434600,INDEX
172,DSCX,17-Dec-2020,1090.71,1099.51,1087.85,1099.19,30575900,INDEX
173,DSCY,17-Dec-2020,1465.52,1470.8,1461.8,1467.95,504547900,INDEX
174,DSDB,17-Dec-2020,771.54,779.34,763.01,766.63,1933300,INDEX
175,DSDN,17-Dec-2020,423.37,426.03,420.18,420.85,6646100,INDEX
176,DSDR,17-Dec-2020,790.92,792.82,787.4,791.17,28546100,INDEX
177,DSDS,17-Dec-2020,443.05,445.03,442.0,444.94,6383000,INDEX
178,DSDT,17-Dec-2020,65.49,65.63,64.76,65.18,2800000,INDEX
179,DSDV,17-Dec-2020,177.95,179.23,177.83,178.69,21480000,INDEX
180,DSEC,17-Dec-2020,457.8,460.83,457.47,460.1,15231700,INDEX
181,DSEE,17-Dec-2020,571.19,573.68,569.56,573.16,28284600,INDEX
182,DSEH,17-Dec-2020,63.51,64.23,63.25,64.23,632000,INDEX
183,DSEN,17-Dec-2020,329.82,332.6,326.38,327.95,237840400,INDEX
184,DSES,17-Dec-2020,279.09,280.95,277.41,280.95,3257500,INDEX
185,DSEU,17-Dec-2020,295.11,297.93,295.11,295.56,91804600,INDEX
186,DSFA,17-Dec-2020,835.05,845.35,834.17,841.09,38539000,INDEX
187,DSFB,17-Dec-2020,685.59,690.23,685.59,689.55,77548700,INDEX
188,DSFC,17-Dec-2020,136.72,136.76,134.5,134.85,61632100,INDEX
189,DSFD,17-Dec-2020,611.77,613.76,609.64,612.21,18771000,INDEX
190,DSFE,17-Dec-2020,813.65,818.15,811.29,817.64,16776900,INDEX
191,DSFH,17-Dec-2020,347.63,353.54,347.47,353.07,3911800,INDEX
192,DSFI,17-Dec-2020,1321.67,1329.72,1321.43,1328.57,113246000,INDEX
193,DSFN,17-Dec-2020,643.6,646.02,641.87,645.55,571739000,INDEX
194,DSFO,17-Dec-2020,409.18,413.74,409.18,413.07,50818400,INDEX
195,DSFP,17-Dec-2020,566.16,572.47,566.16,571.55,50818400,INDEX
196,DSFT,17-Dec-2020,2516.97,2529.06,2495.85,2525.79,9781900,INDEX
197,DSFV,17-Dec-2020,717.23,718.88,714.75,718.09,0,INDEX
198,DSGF,17-Dec-2020,1481.23,1490.2,1481.05,1489.02,111322900,INDEX
199,DSGI,17-Dec-2020,509.39,511.63,507.6,511.49,99270100,INDEX
200,DSGT,17-Dec-2020,2273.36,2280.2,2263.61,2273.8,94969100,INDEX
201,DSGU,17-Dec-2020,261.18,264.73,261.18,261.95,5332600,INDEX
202,DSHB,17-Dec-2020,1164.97,1222.81,1164.97,1202.22,19480200,INDEX
203,DSHC,17-Dec-2020,1239.33,1252.28,1239.33,1251.96,320007400,INDEX
204,DSHD,17-Dec-2020,288.06,290.61,285.89,289.31,4964700,INDEX
205,DSHG,17-Dec-2020,879.66,892.4,879.66,888.71,38547700,INDEX
206,DSHI,17-Dec-2020,587.61,590.57,586.12,589.88,9991100,INDEX
207,DSHL,17-Dec-2020,75.18,75.18,72.51,74.14,8227800,INDEX
208,DSHN,17-Dec-2020,1092.82,1106.41,1092.82,1099.63,10190800,INDEX
209,DSHP,17-Dec-2020,2437.91,2463.49,2437.91,2458.99,36219500,INDEX
210,DSHR,17-Dec-2020,2694.22,2705.51,2675.83,2692.02,12228900,INDEX
