,Symbol,Date,Open,High,Low,Close,Volume,Exchange
0,ADDA,21-Sep-2020,-73.0,-73.0,-133.0,-132.0,0,INDEX
1,ADDC,21-Sep-2020,-10.0,-10.0,-145.0,-131.0,0,INDEX
2,ADDE,21-Sep-2020,-1117.0,-1117.0,-1663.0,-1654.0,0,INDEX
3,ADDN,21-Sep-2020,-1672.0,-1430.0,-1721.0,-1430.0,0,INDEX
4,ADDQ,21-Sep-2020,-1918.0,-1737.0,-2085.0,-1737.0,0,INDEX
5,ADDS,21-Sep-2020,-703.0,-703.0,-1206.0,-1161.0,0,INDEX
6,ADDT,21-Sep-2020,-3663.0,-3299.0,-3882.0,-3299.0,0,INDEX
7,ADDU,21-Sep-2020,-649.0,-649.0,-2093.0,-2005.0,0,INDEX
8,ADDV,21-Sep-2020,-170.0,-170.0,-544.0,-512.0,0,INDEX
9,ADDX,21-Sep-2020,-883.0,-883.0,-1888.0,-1804.0,0,INDEX
10,ADRA,21-Sep-2020,0.41,0.41,0.18,0.19,0,INDEX
11,ADRC,21-Sep-2020,0.88,0.88,0.34,0.4,0,INDEX
12,ADRE,21-Sep-2020,0.16,0.16,0.12,0.15,0,INDEX
13,ADRN,21-Sep-2020,0.05,0.14,0.04,0.14,0,INDEX
14,ADRQ,21-Sep-2020,0.12,0.21,0.1,0.21,0,INDEX
15,ADRS,21-Sep-2020,0.17,0.2,0.12,0.2,0,INDEX
16,ADRT,21-Sep-2020,0.1,0.18,0.08,0.18,0,INDEX
17,ADRU,21-Sep-2020,0.47,0.47,0.33,0.38,0,INDEX
18,ADRV,21-Sep-2020,0.48,0.48,0.19,0.24,0,INDEX
19,ADRX,21-Sep-2020,0.29,0.29,0.17,0.23,0,INDEX
20,ADVA,21-Sep-2020,52.0,52.0,30.0,31.0,139836300,INDEX
21,ADVC,21-Sep-2020,74.0,91.0,62.0,90.0,34988900,INDEX
22,ADVE,21-Sep-2020,219.0,294.0,219.0,294.0,573430900,INDEX
23,ADVN,21-Sep-2020,102.0,238.0,87.0,238.0,542657900,INDEX
24,ADVQ,21-Sep-2020,274.0,476.0,238.0,475.0,1378308000,INDEX
25,ADVS,21-Sep-2020,146.0,308.0,146.0,308.0,56894100,INDEX
26,ADVT,21-Sep-2020,428.0,745.0,366.0,744.0,2060802000,INDEX
27,ADVU,21-Sep-2020,598.0,1242.0,598.0,1242.0,8064220000,INDEX
28,ADVV,21-Sep-2020,157.0,170.0,125.0,170.0,31522900,INDEX
29,ADVX,21-Sep-2020,377.0,568.0,347.0,568.0,123405900,INDEX
30,ASHD,21-Sep-2020,15.0,1773.0,15.0,1743.0,0,INDEX
31,ASHF,21-Sep-2020,-11.0,-11.0,-1530.0,-1456.0,0,INDEX
32,ASHR,21-Sep-2020,0.26,0.26,0.13,0.16,0,INDEX
33,ASHU,21-Sep-2020,4.0,294.0,4.0,287.0,0,INDEX
34,AVDA,21-Sep-2020,14.77,61.33,-1.63,-1.19,0,INDEX
35,AVDC,21-Sep-2020,-0.76,-0.76,-15.56,-8.79,0,INDEX
36,AVDE,21-Sep-2020,-28.12,-28.12,-1015.37,-1015.33,0,INDEX
37,AVDN,21-Sep-2020,-123.53,-123.53,-3571.71,-3571.71,0,INDEX
38,AVDQ,21-Sep-2020,-66.26,-66.26,-1065.51,-734.85,0,INDEX
39,AVDS,21-Sep-2020,-16.68,-16.68,-361.7,-359.5,0,INDEX
40,AVDT,21-Sep-2020,-175.03,-175.03,-4307.75,-4307.75,0,INDEX
41,AVDU,21-Sep-2020,-0.89,5297.54,-57.78,5297.54,0,INDEX
42,AVDV,21-Sep-2020,-9.48,-9.48,-123.69,-120.21,0,INDEX
43,AVDX,21-Sep-2020,-26.94,-26.94,-493.87,-488.51,0,INDEX
44,AVLD,21-Sep-2020,0.26,1324.81,0.26,1324.81,0,INDEX
45,AVLF,21-Sep-2020,-0.08,2.19,-824.33,-824.33,0,INDEX
46,AVLR,21-Sep-2020,0.69,1.12,0.37,0.37,0,INDEX
47,AVLU,21-Sep-2020,0.18,501.45,0.18,500.48,0,INDEX
48,AVRA,21-Sep-2020,2.88,3.65,0.98,0.99,0,INDEX
49,AVRC,21-Sep-2020,0.79,0.8,0.52,0.79,0,INDEX
50,AVRE,21-Sep-2020,0.49,0.49,0.35,0.36,0,INDEX
51,AVRN,21-Sep-2020,0.12,0.13,0.07,0.13,0,INDEX
52,AVRQ,21-Sep-2020,0.42,0.73,0.26,0.65,0,INDEX
53,AVRS,21-Sep-2020,0.14,0.18,0.1,0.13,0,INDEX
54,AVRT,21-Sep-2020,0.33,0.41,0.21,0.32,0,INDEX
55,AVRU,21-Sep-2020,0.99,2.93,0.78,2.91,0,INDEX
56,AVRV,21-Sep-2020,0.29,0.29,0.11,0.2,0,INDEX
57,AVRX,21-Sep-2020,0.26,0.26,0.14,0.2,0,INDEX
58,AVVA,21-Sep-2020,22.62,139.83,22.62,139.83,0,INDEX
59,AVVC,21-Sep-2020,2.98,35.38,2.98,34.98,0,INDEX
60,AVVE,21-Sep-2020,27.73,573.43,27.73,573.43,0,INDEX
61,AVVN,21-Sep-2020,18.19,542.65,18.19,542.65,0,INDEX
62,AVVQ,21-Sep-2020,49.15,1378.3,49.15,1378.3,0,INDEX
63,AVVS,21-Sep-2020,2.91,56.89,2.91,56.89,0,INDEX
64,AVVT,21-Sep-2020,89.96,2060.8,89.96,2060.8,0,INDEX
