,Issuer Name,Symbol,Callable,Sub-Product Type,Coupon,Maturity,Moody's®,S&P,Price,Yield
0,24 HOUR HLDGS III LLC,TFHS4127738,Yes,Corporate Bond,8.000,06/01/2022,WR,NR,0.010,
1,AEROVIAS DE MEXICO S A DE C V,AOVS4945572,,Corporate Bond,7.000,02/05/2025,,,40.600,
2,AEROVIAS DE MEXICO S A DE C V,AOVS4945571,Yes,Corporate Bond,7.000,02/05/2025,WR,,41.020,
3,AMC ENTMT HLDGS INC,AMC5026707,,Corporate Bond,10.500,04/24/2026,Caa2,CCC,64.750,22.061
4,AMC ENTMT HLDGS INC,AMC4978205,Yes,Corporate Bond,10.500,04/15/2025,Caa2,CCC,68.000,22.433
5,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,15.000,56.762
6,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,14.752,69.011
7,AMERICAN ENERGY-PERMIAN BASIN LLC / AEPB,AMPQ4898541,,Corporate Bond,12.000,10/01/2024,WR,NR,5.000,
8,ANDRADE GUTIERREZ INTL S A,ADGZ4925029,,Corporate Bond,9.500,12/30/2024,,,52.600,
9,APPROACH RES INC,AREXQ4015973,Yes,Corporate Bond,7.000,06/15/2021,WR,NR,0.060,
10,BARRETT BILL CORP,HPR3827968,Yes,Corporate Bond,7.000,10/15/2022,C,C,44.100,62.678
11,BARRETT BILL CORP,HPR4510658,Yes,Corporate Bond,8.750,06/15/2025,Caa3,C,44.000,33.929
12,BASIC ENERGY SVCS INC NEW,BAS4720844,Yes,Corporate Bond,10.750,10/15/2023,Ca,CC,10.000,157.679
13,BRIGGS & STRATTON CORP,BGG.GE,Yes,Corporate Bond,6.875,12/15/2020,WR,NR,8.170,
14,CALFRAC HLDGS LP,CFW4633726,Yes,Corporate Bond,8.500,06/15/2026,C,,6.625,
15,CALLON PETE CO DEL,CPE4492238,Yes,Corporate Bond,6.125,10/01/2024,Caa2,D,58.092,23.435
16,CALLON PETE CO DEL,CPE4640205,Yes,Corporate Bond,6.375,07/01/2026,Caa2,D,51.467,21.960
17,CARRIZO OIL & GAS INC,CPE4233858,Yes,Corporate Bond,6.250,04/15/2023,Caa2,D,65.399,27.380
18,CARRIZO OIL & GAS INC,CPE4514613,Yes,Corporate Bond,8.250,07/15/2025,Caa2,D,55.625,25.118
19,CBL & ASSOCS LTD PARTNERSHIP,CBL4171047,Yes,Corporate Bond,4.600,10/15/2024,WR,BB,38.661,
20,24 HOUR HLDGS III LLC,TFHS4127738,Yes,Corporate Bond,8.000,06/01/2022,WR,NR,0.010,
21,AEROVIAS DE MEXICO S A DE C V,AOVS4945572,,Corporate Bond,7.000,02/05/2025,,,40.600,
22,AEROVIAS DE MEXICO S A DE C V,AOVS4945571,Yes,Corporate Bond,7.000,02/05/2025,WR,,41.020,
23,AMC ENTMT HLDGS INC,AMC5026707,,Corporate Bond,10.500,04/24/2026,Caa2,CCC,64.750,22.061
24,AMC ENTMT HLDGS INC,AMC4978205,Yes,Corporate Bond,10.500,04/15/2025,Caa2,CCC,68.000,22.433
25,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,15.000,56.762
26,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,14.752,69.011
27,AMERICAN ENERGY-PERMIAN BASIN LLC / AEPB,AMPQ4898541,,Corporate Bond,12.000,10/01/2024,WR,NR,5.000,
28,ANDRADE GUTIERREZ INTL S A,ADGZ4925029,,Corporate Bond,9.500,12/30/2024,,,52.600,
29,APPROACH RES INC,AREXQ4015973,Yes,Corporate Bond,7.000,06/15/2021,WR,NR,0.060,
30,BARRETT BILL CORP,HPR3827968,Yes,Corporate Bond,7.000,10/15/2022,C,C,44.100,62.678
31,BARRETT BILL CORP,HPR4510658,Yes,Corporate Bond,8.750,06/15/2025,Caa3,C,44.000,33.929
32,BASIC ENERGY SVCS INC NEW,BAS4720844,Yes,Corporate Bond,10.750,10/15/2023,Ca,CC,10.000,157.679
33,BRIGGS & STRATTON CORP,BGG.GE,Yes,Corporate Bond,6.875,12/15/2020,WR,NR,8.170,
34,CALFRAC HLDGS LP,CFW4633726,Yes,Corporate Bond,8.500,06/15/2026,C,,6.625,
35,CALLON PETE CO DEL,CPE4492238,Yes,Corporate Bond,6.125,10/01/2024,Caa2,D,58.092,23.435
36,CALLON PETE CO DEL,CPE4640205,Yes,Corporate Bond,6.375,07/01/2026,Caa2,D,51.467,21.960
37,CARRIZO OIL & GAS INC,CPE4233858,Yes,Corporate Bond,6.250,04/15/2023,Caa2,D,65.399,27.380
38,CARRIZO OIL & GAS INC,CPE4514613,Yes,Corporate Bond,8.250,07/15/2025,Caa2,D,55.625,25.118
39,CBL & ASSOCS LTD PARTNERSHIP,CBL4171047,Yes,Corporate Bond,4.600,10/15/2024,WR,BB,38.661,
40,24 HOUR HLDGS III LLC,TFHS4127738,Yes,Corporate Bond,8.000,06/01/2022,WR,NR,0.010,
41,AEROVIAS DE MEXICO S A DE C V,AOVS4945572,,Corporate Bond,7.000,02/05/2025,,,40.600,
42,AEROVIAS DE MEXICO S A DE C V,AOVS4945571,Yes,Corporate Bond,7.000,02/05/2025,WR,,41.020,
43,AMC ENTMT HLDGS INC,AMC5026707,,Corporate Bond,10.500,04/24/2026,Caa2,CCC,64.750,22.061
44,AMC ENTMT HLDGS INC,AMC4978205,Yes,Corporate Bond,10.500,04/15/2025,Caa2,CCC,68.000,22.433
45,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,15.000,56.762
46,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,14.752,69.011
47,AMERICAN ENERGY-PERMIAN BASIN LLC / AEPB,AMPQ4898541,,Corporate Bond,12.000,10/01/2024,WR,NR,5.000,
48,ANDRADE GUTIERREZ INTL S A,ADGZ4925029,,Corporate Bond,9.500,12/30/2024,,,52.600,
49,APPROACH RES INC,AREXQ4015973,Yes,Corporate Bond,7.000,06/15/2021,WR,NR,0.060,
50,BARRETT BILL CORP,HPR3827968,Yes,Corporate Bond,7.000,10/15/2022,C,C,44.100,62.678
51,BARRETT BILL CORP,HPR4510658,Yes,Corporate Bond,8.750,06/15/2025,Caa3,C,44.000,33.929
52,BASIC ENERGY SVCS INC NEW,BAS4720844,Yes,Corporate Bond,10.750,10/15/2023,Ca,CC,10.000,157.679
53,BRIGGS & STRATTON CORP,BGG.GE,Yes,Corporate Bond,6.875,12/15/2020,WR,NR,8.170,
54,CALFRAC HLDGS LP,CFW4633726,Yes,Corporate Bond,8.500,06/15/2026,C,,6.625,
55,CALLON PETE CO DEL,CPE4492238,Yes,Corporate Bond,6.125,10/01/2024,Caa2,D,58.092,23.435
56,CALLON PETE CO DEL,CPE4640205,Yes,Corporate Bond,6.375,07/01/2026,Caa2,D,51.467,21.960
57,CARRIZO OIL & GAS INC,CPE4233858,Yes,Corporate Bond,6.250,04/15/2023,Caa2,D,65.399,27.380
58,CARRIZO OIL & GAS INC,CPE4514613,Yes,Corporate Bond,8.250,07/15/2025,Caa2,D,55.625,25.118
59,CBL & ASSOCS LTD PARTNERSHIP,CBL4171047,Yes,Corporate Bond,4.600,10/15/2024,WR,BB,38.661,
60,CBL & ASSOCS LTD PARTNERSHIP,CBL4171047,Yes,Corporate Bond,4.600,10/15/2024,WR,BB,38.661,
61,CBL & ASSOCS LTD PARTNERSHIP,CBL4074664,Yes,Corporate Bond,5.250,12/01/2023,WR,BB,39.500,
62,CHESAPEAKE ENERGY CORP,CHK4720847,Yes,Corporate Bond,7.000,10/01/2024,WR,NR,6.250,
63,CHESAPEAKE ENERGY CORP,CHK4633138,Yes,Corporate Bond,8.000,06/15/2027,WR,NR,6.500,
64,CHESAPEAKE ENERGY CORP,CHK4630790,Yes,Corporate Bond,8.000,01/15/2025,WR,NR,5.300,
65,CHESAPEAKE ENERGY CORP,CHK4116807,Yes,Corporate Bond,4.875,04/15/2022,WR,NR,6.500,
66,CHESAPEAKE ENERGY CORP,CHK3983297,Yes,Corporate Bond,5.750,03/15/2023,WR,NR,6.313,
67,CHESAPEAKE ENERGY CORP,CHK3983296,Yes,Corporate Bond,5.375,06/15/2021,WR,NR,5.540,
68,CHESAPEAKE ENERGY CORP,CHK.HT,Yes,Corporate Bond,6.625,08/15/2020,WR,NR,5.280,
69,CHESAPEAKE ENERGY CORP,CHK.HH,Yes,Corporate Bond,6.875,11/15/2020,WR,NR,6.000,
70,CHESAPEAKE ENERGY CORP,CHK.AA,Yes,Corporate Bond,6.125,02/15/2021,WR,NR,5.185,
71,CHESAPEAKE ENERGY CORPORATION,CHK4935010,,Corporate Bond,11.500,01/01/2025,,,17.000,
72,CITIZENS UTILS CO DEL,FTR3669890,,Corporate Bond,7.450,07/01/2035,WR,NR,45.884,
73,CITIZENS UTILS CO DEL,FTR3669891,,Corporate Bond,7.000,11/01/2025,WR,NR,47.084,
74,CITIZENS UTILS CO DEL,FTR3669894,,Corporate Bond,7.050,10/01/2046,WR,NR,46.984,
75,CORP GROUP BANKING SA,CGIU3963004,,Corporate Bond,6.750,03/15/2023,,,30.000,
76,CREDIT SUISSE AG LONDON BRH,CS4879206,Yes,Corporate Bond,10.600,09/02/2021,NR,,61.960,
77,DEAN FOODS COMPANY NEW,DFODQ4215240,,Corporate Bond,6.500,03/15/2023,,,0.625,
78,DIAMOND OFFSHORE DRILLING INC,L4066836,Yes,Corporate Bond,3.450,11/01/2023,WR,NR,12.000,
79,DIAMOND OFFSHORE DRILLING INC,L4066838,Yes,Corporate Bond,4.875,11/01/2043,WR,NR,12.405,
80,DIAMOND OFFSHORE DRILLING INC,L4526723,Yes,Corporate Bond,7.875,08/15/2025,WR,NR,11.938,
81,DIAMOND SPORTS GROUP LLC / DIAMOND SPORT,DSGR4861196,,Corporate Bond,,08/15/2027,,,62.205,
82,DIAMOND SPORTS GROUP LLC / DIAMOND SPORT,DSGR4861193,Yes,Corporate Bond,6.625,08/15/2027,B3,B,60.625,16.626
83,DIGICEL GROUP 0.5 LTD,DGCL5012344,,Corporate Bond,7.000,12/31/3999,,,27.500,
