,Issuer Name,Symbol,Callable,Sub-Product Type,Coupon,Maturity,Moody's®,S&P,Price,Yield
0,AEROPUERTOS ARGENTINA 2000 S.A,AEAA4989980,,Corporate Bond,9.375,02/01/2027,,,68.750,
1,AHERN RENTALS INC,AHRI4240466,Yes,Corporate Bond,7.375,05/15/2023,Caa2,CCC,53.482,36.334
2,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,CCC-,22.600,40.314
3,AMC ENTMT HLDGS INC,AMC5029144,,Corporate Bond,12.000,06/15/2026,Ca,CCC-,28.500,51.913
4,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,CCC-,25.100,45.739
5,AMERICAN AIRLINES INC 2014-1 CL B PASS T,AAL4160720,Yes,Corporate Bond,4.375,04/01/2024,,BB-,60.210,
6,AMERICAN AIRLS 2017-1 CL A PASS THRU TR,AAL4442280,Yes,Corporate Bond,4.000,08/15/2030,Baa3,,69.500,
7,AMERICAN AIRLS GROUP INC,AAL4835666,Yes,Corporate Bond,5.000,06/01/2022,Caa1,CCC,68.243,30.756
8,AMERICAN AIRLS GROUP INC,AAL4955090,Yes,Corporate Bond,3.750,03/01/2025,Caa1,CCC,50.500,21.748
9,AMERICAN AIRLS GROUP INC,AAL4955091,,Corporate Bond,3.750,03/01/2025,,,50.875,
10,ANDRADE GUTIERREZ INTL S A,ADGZ4925029,,Corporate Bond,9.500,12/30/2024,,,69.500,
11,ANTERO RES CORP,AR4434887,Yes,Corporate Bond,5.000,03/01/2025,B3,B,62.283,17.651
12,ASSURED GTY U S HLDGS INC,AGO.GB,Yes,Corporate Bond,2.630,12/15/2066,Baa3,BBB+,70.000,
13,ATHABASCA OIL CORP,ATHOF4455143,Yes,Corporate Bond,9.875,02/24/2022,,,35.000,112.084
14,BANK MONTREAL MEDIUM TERM SR NTS BOOK EN,BMO4949194,No,Corporate Bond,11.050,05/12/2021,NR,,52.250,
15,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4927184,No,Corporate Bond,12.000,03/30/2021,NR,,44.180,
16,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4769501,,Corporate Bond,12.200,11/26/2021,NR,,30.320,
17,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4642877,No,Corporate Bond,,06/27/2022,NR,,25.090,
18,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4858989,No,Corporate Bond,14.500,10/30/2020,NR,,40.910,
19,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4769508,No,Corporate Bond,,11/25/2022,NR,,32.610,
20,AEROPUERTOS ARGENTINA 2000 S.A,AEAA4989980,,Corporate Bond,9.375,02/01/2027,,,68.750,
21,AHERN RENTALS INC,AHRI4240466,Yes,Corporate Bond,7.375,05/15/2023,Caa2,CCC,53.482,36.334
22,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,CCC-,22.600,40.314
23,AMC ENTMT HLDGS INC,AMC5029144,,Corporate Bond,12.000,06/15/2026,Ca,CCC-,28.500,51.913
24,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,CCC-,25.100,45.739
25,AMERICAN AIRLINES INC 2014-1 CL B PASS T,AAL4160720,Yes,Corporate Bond,4.375,04/01/2024,,BB-,60.210,
26,AMERICAN AIRLS 2017-1 CL A PASS THRU TR,AAL4442280,Yes,Corporate Bond,4.000,08/15/2030,Baa3,,69.500,
27,AMERICAN AIRLS GROUP INC,AAL4835666,Yes,Corporate Bond,5.000,06/01/2022,Caa1,CCC,68.243,30.756
28,AMERICAN AIRLS GROUP INC,AAL4955090,Yes,Corporate Bond,3.750,03/01/2025,Caa1,CCC,50.500,21.748
29,AMERICAN AIRLS GROUP INC,AAL4955091,,Corporate Bond,3.750,03/01/2025,,,50.875,
30,ANDRADE GUTIERREZ INTL S A,ADGZ4925029,,Corporate Bond,9.500,12/30/2024,,,69.500,
31,ANTERO RES CORP,AR4434887,Yes,Corporate Bond,5.000,03/01/2025,B3,B,62.283,17.651
32,ASSURED GTY U S HLDGS INC,AGO.GB,Yes,Corporate Bond,2.630,12/15/2066,Baa3,BBB+,70.000,
33,ATHABASCA OIL CORP,ATHOF4455143,Yes,Corporate Bond,9.875,02/24/2022,,,35.000,112.084
34,BANK MONTREAL MEDIUM TERM SR NTS BOOK EN,BMO4949194,No,Corporate Bond,11.050,05/12/2021,NR,,52.250,
35,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4927184,No,Corporate Bond,12.000,03/30/2021,NR,,44.180,
36,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4769501,,Corporate Bond,12.200,11/26/2021,NR,,30.320,
37,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4642877,No,Corporate Bond,,06/27/2022,NR,,25.090,
38,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4858989,No,Corporate Bond,14.500,10/30/2020,NR,,40.910,
