,Issuer Name,Symbol,Callable,Sub-Product Type,Coupon,Maturity,Moody's®,S&P,Price,Yield
0,AEROVIAS DE MEXICO S A DE C V,AOVS4945572,,Corporate Bond,7.000,02/05/2025,,,38.000,
1,AEROVIAS DE MEXICO S A DE C V,AOVS4945571,Yes,Corporate Bond,7.000,02/05/2025,WR,,38.500,
2,AGUA Y SANEAMIENTOS ARGENTINOS S A,AGYX4604260,,Corporate Bond,6.625,02/01/2023,,,49.350,
3,AMC ENTMT HLDGS INC,AMC5029144,,Corporate Bond,12.000,06/15/2026,Ca,C,22.000,65.036
4,AMC ENTMT HLDGS INC,AMC5026707,,Corporate Bond,10.500,04/24/2026,Caa2,CCC,70.000,19.828
5,AMC ENTMT HLDGS INC,AMC4978205,Yes,Corporate Bond,10.500,04/15/2025,Caa2,CCC,70.000,21.420
6,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,C,16.034,52.487
7,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,18.000,49.924
8,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,20.100,55.616
9,ATHABASCA OIL CORP,ATHOF4455144,,Corporate Bond,9.875,02/24/2022,,,10.000,
10,AVIANCA HLDGS S A,AVHOQ4931924,,Corporate Bond,9.000,05/10/2023,,,10.875,
11,BANK MONTREAL MEDIUM TERM SR NTS BOOK EN,BMO4919382,No,Corporate Bond,13.600,02/26/2021,NR,,67.220,
12,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4729689,Yes,Corporate Bond,10.100,10/07/2021,NR,,33.060,
13,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4664027,Yes,Corporate Bond,10.000,08/27/2021,NR,,35.090,
14,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4653579,Yes,Corporate Bond,8.750,07/23/2021,NR,,34.810,
15,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4642871,Yes,Corporate Bond,,06/25/2021,NR,,34.160,
16,BAYTEX ENERGY CORP,BTE4939947,Yes,Corporate Bond,8.750,04/01/2027,B3,,52.500,23.558
17,BNP Paribas,BNPQF4587458,,Corporate Bond,2.688,01/19/2021,,,46.110,
18,BNP PARIBAS MEDIUM TERM SR NTS BOOK ENTR,BNPQF4952537,,Corporate Bond,,02/22/2022,,,59.143,
19,BNP PARIBAS MEDIUM TERM SR NTS BOOK ENTR,BNPQF4952933,,Corporate Bond,10.500,02/22/2021,,,48.020,
20,AEROVIAS DE MEXICO S A DE C V,AOVS4945572,,Corporate Bond,7.000,02/05/2025,,,38.000,
21,AEROVIAS DE MEXICO S A DE C V,AOVS4945571,Yes,Corporate Bond,7.000,02/05/2025,WR,,38.500,
22,AGUA Y SANEAMIENTOS ARGENTINOS S A,AGYX4604260,,Corporate Bond,6.625,02/01/2023,,,49.350,
23,AMC ENTMT HLDGS INC,AMC5029144,,Corporate Bond,12.000,06/15/2026,Ca,C,22.000,65.036
24,AMC ENTMT HLDGS INC,AMC5026707,,Corporate Bond,10.500,04/24/2026,Caa2,CCC,70.000,19.828
25,AMC ENTMT HLDGS INC,AMC4978205,Yes,Corporate Bond,10.500,04/15/2025,Caa2,CCC,70.000,21.420
26,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,C,16.034,52.487
27,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,18.000,49.924
28,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,20.100,55.616
29,ATHABASCA OIL CORP,ATHOF4455144,,Corporate Bond,9.875,02/24/2022,,,10.000,
30,AVIANCA HLDGS S A,AVHOQ4931924,,Corporate Bond,9.000,05/10/2023,,,10.875,
31,BANK MONTREAL MEDIUM TERM SR NTS BOOK EN,BMO4919382,No,Corporate Bond,13.600,02/26/2021,NR,,67.220,
32,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4729689,Yes,Corporate Bond,10.100,10/07/2021,NR,,33.060,
33,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4664027,Yes,Corporate Bond,10.000,08/27/2021,NR,,35.090,
34,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4653579,Yes,Corporate Bond,8.750,07/23/2021,NR,,34.810,
35,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4642871,Yes,Corporate Bond,,06/25/2021,NR,,34.160,
36,BAYTEX ENERGY CORP,BTE4939947,Yes,Corporate Bond,8.750,04/01/2027,B3,,52.500,23.558
37,BNP Paribas,BNPQF4587458,,Corporate Bond,2.688,01/19/2021,,,46.110,
38,BNP PARIBAS MEDIUM TERM SR NTS BOOK ENTR,BNPQF4952537,,Corporate Bond,,02/22/2022,,,59.143,
39,BNP PARIBAS MEDIUM TERM SR NTS BOOK ENTR,BNPQF4952933,,Corporate Bond,10.500,02/22/2021,,,48.020,
40,AEROVIAS DE MEXICO S A DE C V,AOVS4945572,,Corporate Bond,7.000,02/05/2025,,,38.000,
41,AEROVIAS DE MEXICO S A DE C V,AOVS4945571,Yes,Corporate Bond,7.000,02/05/2025,WR,,38.500,
42,AGUA Y SANEAMIENTOS ARGENTINOS S A,AGYX4604260,,Corporate Bond,6.625,02/01/2023,,,49.350,
43,AMC ENTMT HLDGS INC,AMC5029144,,Corporate Bond,12.000,06/15/2026,Ca,C,22.000,65.036
44,AMC ENTMT HLDGS INC,AMC5026707,,Corporate Bond,10.500,04/24/2026,Caa2,CCC,70.000,19.828
45,AMC ENTMT HLDGS INC,AMC4978205,Yes,Corporate Bond,10.500,04/15/2025,Caa2,CCC,70.000,21.420
46,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,C,16.034,52.487
47,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,18.000,49.924
48,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,20.100,55.616
49,ATHABASCA OIL CORP,ATHOF4455144,,Corporate Bond,9.875,02/24/2022,,,10.000,
50,AVIANCA HLDGS S A,AVHOQ4931924,,Corporate Bond,9.000,05/10/2023,,,10.875,
51,BANK MONTREAL MEDIUM TERM SR NTS BOOK EN,BMO4919382,No,Corporate Bond,13.600,02/26/2021,NR,,67.220,
52,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4729689,Yes,Corporate Bond,10.100,10/07/2021,NR,,33.060,
53,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4664027,Yes,Corporate Bond,10.000,08/27/2021,NR,,35.090,
54,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4653579,Yes,Corporate Bond,8.750,07/23/2021,NR,,34.810,
55,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4642871,Yes,Corporate Bond,,06/25/2021,NR,,34.160,
56,BAYTEX ENERGY CORP,BTE4939947,Yes,Corporate Bond,8.750,04/01/2027,B3,,52.500,23.558
57,BNP Paribas,BNPQF4587458,,Corporate Bond,2.688,01/19/2021,,,46.110,
58,BNP PARIBAS MEDIUM TERM SR NTS BOOK ENTR,BNPQF4952537,,Corporate Bond,,02/22/2022,,,59.143,
59,BNP PARIBAS MEDIUM TERM SR NTS BOOK ENTR,BNPQF4952933,,Corporate Bond,10.500,02/22/2021,,,48.020,
60,AEROVIAS DE MEXICO S A DE C V,AOVS4945572,,Corporate Bond,7.000,02/05/2025,,,38.000,
61,AEROVIAS DE MEXICO S A DE C V,AOVS4945571,Yes,Corporate Bond,7.000,02/05/2025,WR,,38.500,
62,AGUA Y SANEAMIENTOS ARGENTINOS S A,AGYX4604260,,Corporate Bond,6.625,02/01/2023,,,49.350,
63,AMC ENTMT HLDGS INC,AMC5029144,,Corporate Bond,12.000,06/15/2026,Ca,C,22.000,65.036
64,AMC ENTMT HLDGS INC,AMC5026707,,Corporate Bond,10.500,04/24/2026,Caa2,CCC,70.000,19.828
65,AMC ENTMT HLDGS INC,AMC4978205,Yes,Corporate Bond,10.500,04/15/2025,Caa2,CCC,70.000,21.420
66,AMC ENTMT HLDGS INC,AMC4507267,Yes,Corporate Bond,6.125,05/15/2027,Ca,C,16.034,52.487
67,AMC ENTMT HLDGS INC,AMC4506547,Yes,Corporate Bond,5.875,11/15/2026,Ca,C,18.000,49.924
68,AMC ENTMT INC NEW,AMC4267538,Yes,Corporate Bond,5.750,06/15/2025,Ca,C,20.100,55.616
69,ATHABASCA OIL CORP,ATHOF4455144,,Corporate Bond,9.875,02/24/2022,,,10.000,
70,AVIANCA HLDGS S A,AVHOQ4931924,,Corporate Bond,9.000,05/10/2023,,,10.875,
71,BANK MONTREAL MEDIUM TERM SR NTS BOOK EN,BMO4919382,No,Corporate Bond,13.600,02/26/2021,NR,,67.220,
72,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4729689,Yes,Corporate Bond,10.100,10/07/2021,NR,,33.060,
73,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4664027,Yes,Corporate Bond,10.000,08/27/2021,NR,,35.090,
74,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4653579,Yes,Corporate Bond,8.750,07/23/2021,NR,,34.810,
75,BARCLAYS BK PLC MEDIUM TERM NTS BOOK ENT,BCS4642871,Yes,Corporate Bond,,06/25/2021,NR,,34.160,
76,BAYTEX ENERGY CORP,BTE4939947,Yes,Corporate Bond,8.750,04/01/2027,B3,,52.500,23.558
77,BNP Paribas,BNPQF4587458,,Corporate Bond,2.688,01/19/2021,,,46.110,
78,BNP PARIBAS MEDIUM TERM SR NTS BOOK ENTR,BNPQF4952537,,Corporate Bond,,02/22/2022,,,59.143,
79,BNP PARIBAS MEDIUM TERM SR NTS BOOK ENTR,BNPQF4952933,,Corporate Bond,10.500,02/22/2021,,,48.020,
80,CHESAPEAKE ENERGY CORP,CHK.HT,Yes,Corporate Bond,6.625,08/15/2020,WR,NR,5.310,
81,CHESAPEAKE ENERGY CORP,CHK.HH,Yes,Corporate Bond,6.875,11/15/2020,WR,NR,5.110,
82,CHESAPEAKE ENERGY CORP,CHK.AA,Yes,Corporate Bond,6.125,02/15/2021,WR,NR,5.160,
83,CHS / CMNTY HEALTH SYS INC,CYH4915941,Yes,Corporate Bond,6.875,04/01/2028,C,CC,66.375,14.473
84,CITIZENS UTILS CO DEL,FTR3669890,,Corporate Bond,7.450,07/01/2035,WR,NR,44.284,
85,CITIZENS UTILS CO DEL,FTR3669891,,Corporate Bond,7.000,11/01/2025,WR,NR,44.284,
86,CITIZENS UTILS CO DEL,FTR3669894,,Corporate Bond,7.050,10/01/2046,WR,NR,44.020,
87,COMPANIA GEN DE COMBUSTIBLES S A,CIAG5049220,,Corporate Bond,9.500,03/08/2025,,,68.884,
88,CONSOL MNG CORP,CNXG4560208,,Corporate Bond,,11/15/2025,Caa1,,67.110,
89,CORP GROUP BANKING SA,CGIU3963004,,Corporate Bond,6.750,03/15/2023,,,25.900,
90,DIAMOND OFFSHORE DRILLING INC,L3676446,Yes,Corporate Bond,5.700,10/15/2039,WR,NR,9.880,
91,DIAMOND OFFSHORE DRILLING INC,L4066836,Yes,Corporate Bond,3.450,11/01/2023,WR,NR,10.000,
92,DIAMOND OFFSHORE DRILLING INC,L4526723,Yes,Corporate Bond,7.875,08/15/2025,WR,NR,10.650,
93,DIAMOND SPORTS GROUP LLC / DIAMOND SPORT,DSGR4861196,,Corporate Bond,,08/15/2027,,,63.200,
94,DIAMOND SPORTS GROUP LLC / DIAMOND SPORT,DSGR4861193,Yes,Corporate Bond,6.625,08/15/2027,B3,B,64.750,15.200
95,EMIRATES REIT SUKUK LTD,ERKK4584738,,Corporate Bond,5.125,12/22/2022,,,45.000,
96,ENERGY TRANSFER PARTNERS L P,ETP4074454,,Corporate Bond,3.232,11/01/2066,Ba1,BB,66.287,
97,ENLINK MIDSTREAM PARTNERS LP,ENLC4542203,No,Corporate Bond,6.000,12/31/3999,,B+,58.780,10.207
98,ENSCO INTL INC,ESV.GB,Yes,Corporate Bond,7.200,11/15/2027,WR,NR,4.960,
99,ENTERPRISE MERGER SUB INC,KKR4728097,Yes,Corporate Bond,8.750,10/15/2026,Ca,CC,62.000,20.061
100,CHESAPEAKE ENERGY CORP,CHK.HT,Yes,Corporate Bond,6.625,08/15/2020,WR,NR,5.310,
101,CHESAPEAKE ENERGY CORP,CHK.HH,Yes,Corporate Bond,6.875,11/15/2020,WR,NR,5.110,
102,CHESAPEAKE ENERGY CORP,CHK.AA,Yes,Corporate Bond,6.125,02/15/2021,WR,NR,5.160,
103,CHS / CMNTY HEALTH SYS INC,CYH4915941,Yes,Corporate Bond,6.875,04/01/2028,C,CC,66.375,14.473
104,CITIZENS UTILS CO DEL,FTR3669890,,Corporate Bond,7.450,07/01/2035,WR,NR,44.284,
105,CITIZENS UTILS CO DEL,FTR3669891,,Corporate Bond,7.000,11/01/2025,WR,NR,44.284,
106,CITIZENS UTILS CO DEL,FTR3669894,,Corporate Bond,7.050,10/01/2046,WR,NR,44.020,
107,COMPANIA GEN DE COMBUSTIBLES S A,CIAG5049220,,Corporate Bond,9.500,03/08/2025,,,68.884,
108,CONSOL MNG CORP,CNXG4560208,,Corporate Bond,,11/15/2025,Caa1,,67.110,
109,CORP GROUP BANKING SA,CGIU3963004,,Corporate Bond,6.750,03/15/2023,,,25.900,
